,time,0,1,2,3
0,0,3.7453319796455764,3.714756465376155,2.4611518053182158,0.0
1,1,3.7453319796455764,3.5612880270364053,2.9197517989013284,0.0
2,2,3.7453319796455764,3.5800094985334443,2.9197517989013284,0.0
3,3,3.7453319796455764,3.576115626164502,1.9632322334852712,0.0
4,4,3.7453319796455764,3.1691024134736283,1.9632322334852712,3.670657143239233
5,5,3.7453319796455764,3.1610677822061035,2.909450868753015,3.2429197247673893
6,6,3.7453319796455764,3.182032076945588,2.909450868753015,3.6409801353622955
7,7,3.7453319796455764,3.603119385952425,2.516918391006242,3.570562672921044
8,8,3.7453319796455764,3.6156854966705394,2.516918391006242,3.5542993910709013
9,9,3.7453319796455764,3.6884280188736556,2.5965906905852885,3.427342828573745
10,10,3.7453319796455764,3.7321817390217014,2.5965906905852885,3.1367656783954576
11,11,3.7453319796455764,3.7403688431576567,2.9123003608488,3.135724546401457
12,12,4.03168946717484,3.745598049995894,3.7489835451821323,3.5721823974609963
13,13,3.778153638261732,3.7683803211372573,3.7489835451821323,3.6084387103901587
14,14,0.0,3.7572764868218878,2.143576255495064,3.6548650186893163
15,15,0.0,3.7067642088427917,2.2759981926284483,3.708160935020015
16,16,0.0,3.7248687813163954,3.2813605187751564,3.7315339253708197
17,17,0.0,3.7782011472246326,2.9225805664381084,3.698116629437407
18,18,0.0,3.808981214913344,2.9225805664381084,3.6832397684118616
19,19,0.0,3.786588581293305,3.391518710086009,3.693594753160021
20,20,0.0,3.775949014650412,2.832993239309833,3.706862166089887
21,21,0.0,3.842747680319376,1.9728224423693261,3.7317709436216173
22,22,0.0,3.8376602794077685,2.486148679398866,3.763316478638033
23,23,0.0,3.8230278371676247,2.810181317452118,3.8274397449008495
24,24,0.0,3.842357837466455,2.5361369210256606,3.956971084292042
25,25,0.0,3.842357837466455,2.5361369210256606,3.956718383990288
26,26,0.0,3.879075763135213,2.757911813967487,3.9541690925856754
27,27,0.0,3.879075763135213,2.8318078587521267,3.9385761740956875
28,28,0.0,3.9049302384466307,2.4829202009322664,3.8620028241894397
29,29,0.0,3.9049302384466307,2.209946578486845,3.789841820512075
30,30,0.0,3.9049302384466307,2.7028568790105294,3.6879733774359726
31,31,0.0,3.744026930894411,2.2102060829306027,3.5506681820047934
32,32,0.0,3.744026930894411,2.6137602180393857,3.251372657032916
33,33,0.0,3.7801257026948223,3.071685310314556,3.254434730786927
34,34,0.0,3.7801257026948223,2.563588621620261,2.8671937601147053
35,35,0.0,3.7932059146290618,2.767426279607953,3.450430933075288
36,36,0.0,3.725484778487486,2.0705382029894075,3.5240746240293954
37,37,0.0,3.725484778487486,2.6694881898382623,3.712486747421494
38,38,0.0,3.6959425839263997,2.4150603906894412,3.8368172847693947
39,39,0.0,3.6649101374831003,2.3723918765473684,3.9671216417112825
40,40,0.0,3.6373299149681517,2.8120738554715117,3.954552873416424
41,41,0.0,3.5263374979873374,2.0137019866004326,3.9187808481574846
42,42,0.0,3.5029847517087562,2.5979669250929667,3.8329773992317606
43,43,0.0,3.5609338752433146,2.142950842314306,3.7434537571062556
44,44,0.0,3.3036279896892458,2.1569745933252604,3.7188836850820612
45,45,0.0,3.305251082433653,2.1269996822216415,3.806179993826924
46,46,0.0,3.299566205214698,2.293067467919436,3.8036652927807824
47,47,0.0,3.4237481361215574,2.4066691669936326,3.7850681602601757
48,48,0.0,3.742577954740992,2.4570269424554163,3.714756465376155
49,49,0.0,3.7709042976560125,1.9453870715358903,3.5612880270364053
50,50,0.0,3.75311882444053,2.0924911151506893,3.5800094985334443
51,51,0.0,3.7277189895659615,2.3119747807731383,3.4378880682556447
52,52,0.0,3.699583750567955,2.263348757421832,3.1610677822061035
53,53,0.0,3.705033889658192,2.24128081544423,3.28827229787212
54,54,0.0,3.714308415395525,0.9811507734399506,3.6156854966705394
55,55,0.0,3.734847645747702,2.4805409600490074,3.6884280188736556
56,56,0.0,3.78421200568486,1.5749881904318146,3.736458300167384
57,57,0.0,3.8125717301296724,1.4657252430037084,3.745598049995894
58,58,0.0,3.8203578104403277,1.8374726118770681,3.7572764868218878
59,59,0.0,3.8711457244260674,2.4091482998810605,3.7248687813163954
60,60,0.0,3.947016458663687,2.55344909704014,3.808981214913344
61,61,0.0,3.970125952078215,2.46365254278047,3.775949014650412
62,62,0.0,3.9977560687737723,1.7976550180783417,3.8230278371676247
63,63,0.0,4.029309546762383,1.575044679546034,3.9049302384466307
64,64,0.0,4.010465579658194,1.7259672989749517,3.872869530984633
65,65,0.0,3.9824504053299696,2.3466599238393138,3.473162898370929
66,66,0.0,3.957955283128201,0.0,3.5748641357132662
67,67,0.0,3.9095852247086786,0.0,3.5748641357132662
68,68,0.0,3.794013502465843,0.0,3.5748641357132662
69,69,0.0,3.5231940504932693,0.0,3.5748641357132662
70,70,0.0,3.544765098535014,0.0,3.5748641357132662
71,71,0.0,3.586083172133331,0.0,3.5748641357132662
72,72,0.0,3.646316922592706,0.0,3.5748641357132662
73,73,0.0,3.6444185960094044,0.0,3.5748641357132662
74,74,1.7709761673287194,3.6815358777716165,0.0,3.5748641357132662
75,75,1.7709761673287194,3.819962578801933,0.0,3.5748641357132662
76,76,1.7709761673287194,3.837559028340139,0.0,3.5748641357132662
77,77,1.763289278770716,3.891120480802673,0.0,3.5748641357132662
78,78,1.763289278770716,3.926073180783583,0.0,3.5748641357132662
79,79,1.664611192609636,3.523410565635217,0.0,3.5748641357132662
80,80,1.664611192609636,3.9390687622545815,0.0,3.5748641357132662
81,81,1.849767980685281,3.9652424491578064,0.0,3.5748641357132662
82,82,1.849767980685281,3.952590062700306,0.0,3.5748641357132662
83,83,2.328772412033311,3.98324556585463,0.0,3.5748641357132662
84,84,2.328772412033311,3.982168835240051,0.0,3.5748641357132662
85,85,2.328772412033311,3.9878129748326296,0.0,3.5748641357132662
86,86,1.8191035849469261,3.9173633079840573,0.0,3.5748641357132662
87,87,1.8191035849469261,3.9177372523973455,0.0,3.595719140586062
88,88,1.8191035849469261,3.8787861264106906,0.0,3.595719140586062
89,89,1.9903544474403903,3.7741132293241098,0.0,3.595719140586062
90,90,1.9903544474403903,3.755410600887336,0.0,3.595719140586062
91,91,1.9903544474403903,3.5933372326009936,0.0,3.595719140586062
92,92,1.9903544474403903,3.345378925086143,0.0,3.595719140586062
93,93,1.6545906443152325,3.3422773592162858,0.0,3.595719140586062
94,94,1.6545906443152325,3.461334765721043,0.0,3.595719140586062
95,95,1.6545906443152325,3.777769144767664,0.0,3.595719140586062
96,96,1.6545906443152325,3.736464080226516,0.0,3.595719140586062
97,97,1.6545906443152325,3.746582011540477,0.0,3.595719140586062
98,98,2.192473849978937,3.761707352839246,0.0,3.595719140586062
99,99,2.192473849978937,3.766381439485493,0.0,3.595719140586062
100,100,2.192473849978937,3.7672672132432186,0.0,3.595719140586062
101,101,2.192473849978937,3.7733495160836057,0.0,3.595719140586062
102,102,2.192473849978937,3.790328505818686,0.0,3.595719140586062
103,103,2.192473849978937,3.799513260012839,0.0,3.595719140586062
104,104,2.192473849978937,3.7933306248145637,0.0,3.595719140586062
105,105,2.192473849978937,3.7773696624693596,0.0,3.595719140586062
106,106,2.192473849978937,3.82428699962726,0.0,3.7672705586142783
107,107,2.192473849978937,3.909012268600382,0.0,3.8019059448114536
108,108,1.8374726118770681,3.9008701234269028,0.0,3.744026930894411
109,109,1.8374726118770681,0.0,0.0,3.725484778487486
110,110,1.8374726118770681,0.0,0.0,3.6649101374831003
111,111,1.8374726118770681,0.0,0.0,3.5029847517087562
112,112,1.8374726118770681,0.0,0.0,3.4723762755493475
113,113,1.8374726118770681,0.0,0.0,3.305251082433653
114,114,1.8374726118770681,0.0,0.0,3.4237481361215574
115,115,2.4091482998810605,0.0,0.0,3.759051732340432
116,116,2.4091482998810605,0.0,0.0,3.75311882444053
117,117,2.4091482998810605,0.0,0.0,3.7143674379446496
118,118,2.4091482998810605,0.0,0.0,3.705033889658192
119,119,2.4091482998810605,0.0,0.0,3.707492633958542
120,120,2.4091482998810605,0.0,0.0,3.78421200568486
121,121,2.369680866619989,0.0,0.0,3.8125717301296724
122,122,2.369680866619989,3.670657143239233,0.0,3.8203578104403277
123,123,2.369680866619989,3.2429197247673893,0.0,3.947016458663687
124,124,2.369680866619989,3.6409801353622955,0.0,3.9538109392177256
125,125,2.55344909704014,3.570562672921044,0.0,3.9977560687737723
126,126,2.55344909704014,3.5542993910709013,0.0,4.0144750361181805
127,127,2.55344909704014,3.427342828573745,0.0,4.010465579658194
128,128,2.46365254278047,3.1367656783954576,0.0,3.957955283128201
129,129,2.46365254278047,3.135724546401457,0.0,3.9095852247086786
130,130,2.46365254278047,3.5721823974609963,0.0,3.794013502465843
131,131,1.7976550180783417,3.6084387103901587,0.0,3.5372450373260644
132,132,1.7976550180783417,3.6733007926330696,0.0,3.544765098535014
133,133,1.575044679546034,3.708160935020015,0.0,3.6763782586678984
134,134,1.575044679546034,3.708876921193206,0.0,3.646316922592706
135,135,1.7259672989749517,3.698116629437407,0.0,3.6815358777716165
136,136,1.7259672989749517,3.6832397684118616,0.0,3.800440893795214
137,137,1.7259672989749517,3.693594753160021,0.0,3.837559028340139
138,138,2.3466599238393138,3.706862166089887,0.0,3.891120480802673
139,139,2.3466599238393138,3.7309920773983727,0.0,3.926073180783583
140,140,1.647610605552755,3.763316478638033,0.0,3.8480539293331377
141,141,0.0,3.930059088124431,0.0,3.9390687622545815
142,142,0.0,3.956971084292042,0.0,3.952590062700306
143,143,0.0,3.9567429907451976,0.0,3.9916321970299142
144,144,0.0,3.9385761740956875,0.0,3.98324556585463
145,145,0.0,3.905038610417545,0.0,3.9878129748326296
146,146,0.0,3.789841820512075,0.0,3.9848181633097086
147,147,0.0,3.7285798373820915,0.0,3.9177372523973455
148,148,0.0,3.5506681820047934,0.0,3.9093721743129803
149,149,0.0,3.2908127834488523,0.0,3.7741132293241098
150,150,0.0,3.254434730786927,0.0,3.755410600887336
151,151,0.0,3.324423329683773,0.0,3.5933372326009936
152,152,0.0,3.450430933075288,0.0,3.345378925086143
153,153,0.0,3.5240746240293954,0.0,3.3517615970149293
154,154,0.0,3.712486747421494,0.0,3.461334765721043
155,155,0.0,3.8368172847693947,0.0,3.7626813398372643
156,156,0.0,3.9671216417112825,0.0,3.736464080226516
157,157,0.0,3.954552873416424,0.0,3.746582011540477
158,158,0.0,3.9187808481574846,0.0,3.760115958443693
159,159,0.0,3.762363289311973,0.0,3.766381439485493
160,160,0.0,3.7434537571062556,0.0,3.7733495160836057
161,161,0.0,3.755021544010865,0.0,3.7834852819994387
162,162,0.0,3.477518277038368,0.0,3.799513260012839
163,163,0.0,3.8036652927807824,0.0,3.7933306248145637
164,164,0.0,3.746621405736952,0.0,3.79631038847394
165,165,0.0,3.681650959154724,0.0,3.82428699962726
166,166,0.0,3.5800094985334443,0.0,3.909252082598778
167,167,0.0,3.4378880682556447,0.0,3.9008701234269028
168,168,0.0,3.1610677822061035,0.0,0.0
169,169,0.0,3.28827229787212,0.0,0.0
170,170,0.0,3.6156854966705394,0.0,0.0
171,171,0.0,3.7321817390217014,0.0,0.0
172,172,0.0,3.7403688431576567,0.0,0.0
173,173,0.0,3.7683803211372573,3.9659611508721406,0.0
174,174,0.0,3.7067642088427917,4.008982396212548,0.0
175,175,0.0,3.7782011472246326,4.026036248030528,0.0
176,176,0.0,3.775949014650412,4.118941669059965,0.0
177,177,0.0,3.8230278371676247,4.118941669059965,0.0
178,178,0.0,3.942985422800308,4.175380795426054,0.0
179,179,0.0,3.4820871631387345,4.175380795426054,0.0
180,180,3.670657143239233,3.5748641357132662,4.175380795426054,0.0
181,181,3.7407228529802525,3.5748641357132662,4.182132324945367,0.0
182,182,3.6409801353622955,3.5748641357132662,4.182132324945367,0.0
183,183,3.570562672921044,3.5748641357132662,4.182132324945367,0.0
184,184,3.5384592224133797,3.5748641357132662,4.182132324945367,0.0
185,185,3.427342828573745,3.5748641357132662,3.7878498298151113,0.0
186,186,3.132765559302021,3.5748641357132662,3.7878498298151113,0.0
187,187,3.135724546401457,3.5748641357132662,3.778153638261732,0.0
188,188,3.2427173247564536,3.5748641357132662,3.778153638261732,0.0
189,189,3.6084387103901587,3.5748641357132662,3.778153638261732,0.0
190,190,3.6548650186893163,3.5748641357132662,3.766135877712249,0.0
191,191,3.6733007926330696,3.5748641357132662,3.766135877712249,0.0
192,192,3.7315339253708197,3.5748641357132662,3.731691905071629,0.0
193,193,3.708876921193206,3.5748641357132662,3.799776082039126,0.0
194,194,3.6832397684118616,3.5748641357132662,3.799776082039126,0.0
195,195,3.6780367447301687,3.5748641357132662,3.8557979717242707,0.0
196,196,3.693594753160021,3.5748641357132662,0.0,0.0
197,197,3.7317709436216173,3.5748641357132662,0.0,0.0
198,198,3.7309920773983727,3.5748641357132662,0.0,0.0
199,199,3.8274397449008495,3.5748641357132662,0.0,0.0
200,200,3.930059088124431,3.5748641357132662,0.0,0.0
201,201,3.956718383990288,3.5748641357132662,0.0,0.0
202,202,3.9567429907451976,3.5748641357132662,0.0,0.0
203,203,3.9385761740956875,3.5748641357132662,0.0,0.0
204,204,3.905038610417545,3.5748641357132662,0.0,0.0
205,205,3.8620028241894397,3.5748641357132662,0.0,0.0
206,206,3.7285798373820915,3.595719140586062,0.0,0.0
207,207,3.6879733774359726,3.595719140586062,0.0,0.0
208,208,3.2908127834488523,3.595719140586062,0.0,0.0
209,209,3.251372657032916,3.595719140586062,0.0,0.0
210,210,3.324423329683773,3.595719140586062,0.0,0.0
211,211,2.8671937601147053,3.595719140586062,0.0,0.0
212,212,3.4731520212870217,3.595719140586062,0.0,0.0
213,213,3.5240746240293954,3.595719140586062,0.0,0.0
214,214,3.8189680347716877,3.595719140586062,0.0,0.0
215,215,3.8368172847693947,3.595719140586062,0.0,0.0
216,216,3.9671216417112825,3.595719140586062,0.0,0.0
217,217,3.954552873416424,3.595719140586062,0.0,0.0
218,218,3.9187808481574846,3.595719140586062,0.0,0.0
219,219,3.8329773992317606,3.595719140586062,0.0,0.0
220,220,3.7434537571062556,3.595719140586062,0.0,0.0
221,221,3.7188836850820612,3.595719140586062,0.0,0.0
222,222,3.806179993826924,3.595719140586062,0.0,0.0
223,223,3.8036652927807824,3.595719140586062,0.0,0.0
224,224,3.7850681602601757,3.595719140586062,0.0,0.0
225,225,3.714756465376155,3.595719140586062,0.0,0.0
226,226,3.681650959154724,3.595719140586062,0.0,0.0
227,227,3.5800094985334443,3.595719140586062,0.0,0.0
228,228,3.4378880682556447,3.595719140586062,0.0,0.0
229,229,3.1691024134736283,3.595719140586062,0.0,1.7709761673287194
230,230,3.182032076945588,3.595719140586062,0.0,1.763289278770716
231,231,3.603119385952425,3.7672705586142783,0.0,1.664611192609636
232,232,3.6156854966705394,3.3831478329744944,0.0,1.849767980685281
233,233,3.7321817390217014,3.7801257026948223,0.0,2.328772412033311
234,234,3.7403688431576567,3.6649101374831003,0.0,1.8191035849469261
235,235,3.7683803211372573,3.5029847517087562,0.0,1.6545906443152325
236,236,3.713775681810257,3.4723762755493475,0.0,2.192473849978937
237,237,3.7067642088427917,3.299566205214698,0.0,2.052403169039408
238,238,3.7782011472246326,3.742577954740992,0.0,1.8548182875039674
239,239,3.775949014650412,3.7709042976560125,0.0,1.7192700246409716
240,240,3.8376602794077685,3.7277189895659615,0.0,1.5624165311244944
241,241,3.842357837466455,3.705033889658192,0.0,1.8841848223525308
242,242,3.942985422800308,3.707492633958542,0.0,1.8872803073001072
243,243,3.872869530984633,3.78421200568486,0.0,1.7850261328306334
244,244,3.473162898370929,3.8125717301296724,0.0,2.508305848176485
245,245,3.5748641357132662,3.8203578104403277,0.0,1.9307992212887854
246,246,3.5748641357132662,3.947016458663687,0.0,2.1408908012743337
247,247,3.5748641357132662,3.970125952078215,0.0,2.8726083221783716
248,248,3.5748641357132662,4.029309546762383,0.0,2.6739042041466052
249,249,3.5748641357132662,4.0144750361181805,0.0,2.6987491766087928
250,250,3.5748641357132662,3.9824504053299696,0.0,2.92288218041854
251,251,3.5748641357132662,3.9452334201742447,0.0,2.324022310526573
252,252,3.5748641357132662,3.794013502465843,0.0,2.6873461638216773
253,253,3.5748641357132662,3.5231940504932693,0.0,2.7590531945718326
254,254,3.5748641357132662,3.544765098535014,0.0,2.0776247797208023
255,255,3.5748641357132662,3.6763782586678984,0.0,2.420800693289129
256,256,3.5748641357132662,3.646316922592706,0.0,2.420800693289129
257,257,3.5748641357132662,3.6815358777716165,0.0,1.9932627450658216
258,258,3.5748641357132662,3.800440893795214,0.0,3.1686710541755607
259,259,3.5748641357132662,3.837559028340139,0.0,2.717328954757281
260,260,3.5748641357132662,3.9335852414473758,0.0,2.5463721986904133
261,261,3.5748641357132662,3.926073180783583,0.0,1.9475276188533464
262,262,3.595719140586062,3.8480539293331377,0.0,3.087245148496991
263,263,3.595719140586062,3.9390687622545815,0.0,2.730820910881241
264,264,3.595719140586062,3.952590062700306,0.0,2.10276590747047
265,265,3.595719140586062,3.9916321970299142,0.0,2.2469833741770815
266,266,3.595719140586062,3.982168835240051,0.0,2.491175378669487
267,267,3.595719140586062,3.9848181633097086,0.0,2.491175378669487
268,268,3.595719140586062,3.9173633079840573,0.0,1.9193351357777666
269,269,3.595719140586062,3.9093721743129803,0.0,2.7112454847347505
270,270,3.595719140586062,3.8787861264106906,0.0,2.0234232631733486
271,271,3.595719140586062,3.755410600887336,0.0,2.1972774464819373
272,272,3.595719140586062,3.7714786320213793,0.0,2.1972774464819373
273,273,3.595719140586062,3.345378925086143,0.0,2.2057534135211707
274,274,3.595719140586062,3.3422773592162858,0.0,3.1069462679518987
275,275,3.595719140586062,3.461334765721043,0.0,3.1069462679518987
276,276,3.595719140586062,3.777769144767664,0.0,2.7120996369622383
277,277,3.595719140586062,3.736464080226516,0.0,2.5335039762301337
278,278,3.8210068792462053,3.746582011540477,0.0,2.5335039762301337
279,279,3.3831478329744944,3.760115958443693,0.0,2.1455562281278246
280,280,3.744026930894411,3.766381439485493,1.7709761673287194,1.9713361124962643
281,281,3.725484778487486,3.7672672132432186,1.763289278770716,1.9713361124962643
282,282,3.6649101374831003,3.7834852819994387,1.664611192609636,2.655965997696418
283,283,3.5263374979873374,3.790328505818686,2.328772412033311,2.655965997696418
284,284,3.5609338752433146,3.7933306248145637,1.8191035849469261,2.402309793989042
285,285,3.3036279896892458,3.79631038847394,1.9903544474403903,2.402309793989042
286,286,3.299566205214698,3.82428699962726,1.6545906443152325,2.7148261125036264
287,287,3.742577954740992,3.909252082598778,2.192473849978937,2.7148261125036264
288,288,3.7709042976560125,3.9008701234269028,1.8548182875039674,2.7148261125036264
289,289,3.7277189895659615,0.0,1.7192700246409716,3.7645560773884386
290,290,3.7143674379446496,0.0,1.5624165311244944,3.7645560773884386
291,291,3.705033889658192,0.0,1.8841848223525308,3.7645560773884386
292,292,3.707492633958542,0.0,1.8872803073001072,2.4736312407187193
293,293,3.78421200568486,0.0,1.7850261328306334,2.4736312407187193
294,294,3.8125717301296724,0.0,1.9307992212887854,2.4736312407187193
295,295,3.8203578104403277,0.0,2.1408908012743337,2.4736312407187193
296,296,3.8711457244260674,0.0,2.8726083221783716,2.4736312407187193
297,297,3.9538109392177256,0.0,2.6693276245396165,2.3549358547035704
298,298,3.9977560687737723,0.0,2.6739042041466052,2.3549358547035704
299,299,4.029309546762383,0.0,2.92288218041854,2.3549358547035704
300,300,4.010465579658194,0.0,2.324022310526573,2.3549358547035704
301,301,3.9824504053299696,0.0,2.6873461638216773,2.3549358547035704
302,302,3.9452334201742447,0.0,2.7590531945718326,2.143576255495064
303,303,3.9095852247086786,0.0,2.0776247797208023,2.143576255495064
304,304,3.5231940504932693,0.0,2.420800693289129,2.143576255495064
305,305,3.5372450373260644,0.0,1.9932627450658216,2.143576255495064
306,306,3.586083172133331,0.0,2.717328954757281,2.143576255495064
307,307,3.6763782586678984,0.0,2.5463721986904133,2.143576255495064
308,308,3.6444185960094044,0.0,1.9475276188533464,2.143576255495064
309,309,3.6815358777716165,0.0,3.087245148496991,2.2759981926284483
310,310,3.819962578801933,0.0,2.730820910881241,2.2759981926284483
311,311,3.837559028340139,0.0,2.10276590747047,2.2759981926284483
312,312,3.9335852414473758,0.0,2.2469833741770815,3.2813605187751564
313,313,3.926073180783583,0.0,2.491175378669487,3.2813605187751564
314,314,3.8480539293331377,0.0,1.9193351357777666,3.2813605187751564
315,315,3.9390687622545815,0.0,2.7112454847347505,2.9225805664381084
316,316,3.952590062700306,0.0,2.0234232631733486,2.9225805664381084
317,317,3.9916321970299142,0.0,2.1972774464819373,3.391518710086009
318,318,3.982168835240051,0.0,2.2057534135211707,3.391518710086009
319,319,3.9878129748326296,0.0,3.1069462679518987,2.832993239309833
320,320,3.9173633079840573,0.0,2.7120996369622383,2.832993239309833
321,321,3.9177372523973455,0.0,2.5335039762301337,1.9728224423693261
322,322,3.9093721743129803,0.0,2.1455562281278246,1.9728224423693261
323,323,3.7741132293241098,0.0,1.9713361124962643,2.486148679398866
324,324,3.755410600887336,0.0,2.655965997696418,2.810181317452118
325,325,3.5933372326009936,4.118941669059965,2.402309793989042,2.810181317452118
326,326,3.345378925086143,2.9211173239680006,2.7148261125036264,2.5361369210256606
327,327,3.3517615970149293,3.87100849867363,3.7645560773884386,2.757911813967487
328,328,3.461334765721043,3.757018501980113,2.4736312407187193,2.757911813967487
329,329,3.777769144767664,3.723909723904801,2.3549358547035704,2.8318078587521267
330,330,3.736464080226516,3.723909723904801,2.523413213117775,2.4829202009322664
331,331,3.746582011540477,3.723909723904801,2.6346288119083723,2.209946578486845
332,332,3.760115958443693,3.723909723904801,2.6346288119083723,2.209946578486845
333,333,3.766381439485493,3.723909723904801,2.6038242700213354,2.7028568790105294
334,334,3.7733495160836057,3.723909723904801,2.6645880169142946,2.2102060829306027
335,335,3.7834852819994387,3.723909723904801,2.691529133903857,2.6137602180393857
336,336,3.790328505818686,3.723909723904801,2.691529133903857,3.071685310314556
337,337,3.7933306248145637,3.723909723904801,3.7256156652571732,3.071685310314556
338,338,3.79631038847394,3.723909723904801,2.770088188326948,2.563588621620261
339,339,3.82428699962726,3.723909723904801,2.770088188326948,2.767426279607953
340,340,3.909252082598778,3.723909723904801,1.9054166584106613,2.0705382029894075
341,341,3.909012268600382,3.723909723904801,2.0851737477352885,2.6694881898382623
342,342,3.9008701234269028,3.723909723904801,2.0851737477352885,2.1041999579165442
343,343,0.0,3.723909723904801,2.6124229754030397,2.4150603906894412
344,344,0.0,3.723909723904801,2.6124229754030397,2.3723918765473684
345,345,0.0,3.723909723904801,2.8249985081851685,2.8120738554715117
346,346,0.0,3.723909723904801,2.8249985081851685,2.0137019866004326
347,347,0.0,3.723909723904801,2.8249985081851685,2.5979669250929667
348,348,0.0,3.723909723904801,3.820191874359658,2.142950842314306
349,349,0.0,3.723909723904801,3.820191874359658,2.1569745933252604
350,350,0.0,3.723909723904801,3.820191874359658,2.1269996822216415
351,351,0.0,3.723909723904801,2.4757862421884798,2.293067467919436
352,352,0.0,3.723909723904801,2.4757862421884798,2.4066691669936326
353,353,0.0,3.723909723904801,2.4757862421884798,2.46426121862889
354,354,0.0,3.723909723904801,2.4757862421884798,2.4570269424554163
355,355,0.0,3.723909723904801,2.4757862421884798,1.9453870715358903
356,356,0.0,3.723909723904801,2.4757862421884798,2.0924911151506893
357,357,0.0,3.723909723904801,2.4757862421884798,2.3119747807731383
358,358,0.0,3.723909723904801,1.9516556921933477,2.263348757421832
359,359,0.0,3.723909723904801,1.9516556921933477,2.24128081544423
360,360,0.0,3.723909723904801,1.9516556921933477,0.9811507734399506
361,361,0.0,3.723909723904801,1.9516556921933477,2.760918685366599
362,362,0.0,3.723909723904801,1.9516556921933477,2.4805409600490074
363,363,0.0,3.723909723904801,2.6251822901754034,1.4657252430037084
364,364,0.0,3.723909723904801,2.6251822901754034,1.8374726118770681
365,365,0.0,3.723909723904801,2.6251822901754034,2.4091482998810605
366,366,0.0,3.723909723904801,1.972898523416402,2.369680866619989
367,367,0.0,3.723909723904801,1.972898523416402,2.55344909704014
368,368,0.0,3.723909723904801,1.972898523416402,2.46365254278047
369,369,0.0,3.723909723904801,2.576896354151951,1.7976550180783417
370,370,0.0,3.723909723904801,2.576896354151951,1.575044679546034
371,371,0.0,3.723909723904801,2.158409221110871,2.3466599238393138
372,372,0.0,3.723909723904801,2.158409221110871,1.647610605552755
373,373,0.0,3.723909723904801,2.3429656000092267,0.0
374,374,0.0,3.723909723904801,2.3429656000092267,0.0
375,375,0.0,3.723909723904801,2.4611518053182158,0.0
376,376,0.0,3.723909723904801,2.9197517989013284,0.0
377,377,0.0,3.723909723904801,2.9197517989013284,0.0
378,378,0.0,3.723909723904801,1.9632322334852712,0.0
379,379,0.0,3.723909723904801,2.909450868753015,0.0
380,380,0.0,3.7453319796455764,2.516918391006242,0.0
381,381,0.0,3.7453319796455764,2.516918391006242,0.0
382,382,0.0,3.7453319796455764,2.5965906905852885,0.0
383,383,0.0,3.7453319796455764,2.9123003608488,0.0
384,384,0.0,3.7453319796455764,3.7489835451821323,0.0
385,385,0.0,3.7453319796455764,2.143576255495064,0.0
386,386,0.0,3.7453319796455764,2.143576255495064,0.0
387,387,0.0,3.7453319796455764,2.2759981926284483,0.0
388,388,0.0,3.7453319796455764,3.2813605187751564,0.0
389,389,0.0,3.7453319796455764,2.9225805664381084,0.0
390,390,0.0,3.7453319796455764,3.391518710086009,0.0
391,391,0.0,3.7453319796455764,2.832993239309833,1.7709761673287194
392,392,0.0,3.7453319796455764,1.9728224423693261,1.763289278770716
393,393,0.0,3.7453319796455764,2.486148679398866,1.664611192609636
394,394,0.0,3.7453319796455764,2.810181317452118,2.328772412033311
395,395,0.0,3.7453319796455764,2.5361369210256606,1.8191035849469261
396,396,0.0,3.7453319796455764,2.757911813967487,1.9903544474403903
397,397,0.0,3.7453319796455764,2.8318078587521267,2.192473849978937
398,398,0.0,3.7453319796455764,2.4829202009322664,2.052403169039408
399,399,0.0,3.7453319796455764,2.209946578486845,1.8548182875039674
400,400,0.0,3.7453319796455764,2.7028568790105294,1.5624165311244944
401,401,3.6005209948948425,3.7453319796455764,2.2102060829306027,1.8841848223525308
402,402,3.5773256238432523,3.7453319796455764,2.6137602180393857,1.8872803073001072
403,403,3.5862876577426297,3.7453319796455764,3.071685310314556,2.508305848176485
404,404,3.552399546471611,3.7453319796455764,2.767426279607953,1.9307992212887854
405,405,3.5499655269269956,3.7453319796455764,2.0705382029894075,2.1408908012743337
406,406,3.5806694121543394,3.7453319796455764,2.6694881898382623,2.6693276245396165
