,time,252,274,1446,1468,1513,1491,297,230,1424,275,1469,208,1514,253,1447,320,1492,298
0,0,79.72078161584585,50.69183809513644,77.15780653920751,57.56537497885699,77.15997570820856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,84.34696496871132,0.0,75.60483828196527,46.80550363988995,57.53731965614587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,75.4878045543058,0.0,66.37834227170228,47.12820202386945,64.83981929916119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,81.89873471621485,0.0,65.97117138300518,63.43837471899907,60.0380186219829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,85.53987725456422,0.0,58.891129664185215,42.16698891127079,55.52077670315548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,68.87032335880933,0.0,73.20585725261432,72.02195539244745,54.76490062692028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,86.89944152296121,0.0,75.49480054844037,0.0,43.610600400341724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,77.51086566634453,0.0,71.4821246763214,0.0,63.75714639685944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,90.45978340854502,0.0,85.70501123789536,0.0,61.76930122916903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,81.00251645266164,0.0,73.06306193045137,0.0,50.379944179043584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,95.50251945038906,0.0,58.2109598213276,0.0,65.06882660274265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,80.244395141725,0.0,92.42216596191825,0.0,52.455420801945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
