,time,42,64,109,154,1438,1483,1505,1550,1572,132,87,20,1528,110,1461,65,1573,1506,88,155,43,1439,1551,1484,133,66
0,0,90.70090580871694,59.77972169311579,92.64970052828276,59.078244610816014,52.52185007118733,47.502950655810565,75.6611912038179,63.049016281162054,49.92731469545531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,67.77930675761371,67.26518345005003,76.19628040562114,60.306649166236966,51.34642711146199,48.713477045406464,72.81718259284472,68.34750521454183,74.95513598303063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,92.15348087858851,63.271291448891475,77.70222429119724,52.297370684107506,66.69703491247095,44.10897152440468,58.06203301361718,66.70546491825326,65.77382603182394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,79.10252818400012,45.96395009171434,76.19271876344457,53.14139191164712,51.87341833016598,58.1765496871294,72.15947216061767,59.65866516732977,58.16702183975735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,88.20523733149591,55.05897139170537,69.90714893512357,45.37287197947258,46.658531664697044,59.92311386759087,78.58418172849835,75.90760803757526,73.52549500109266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,86.56880768105037,43.37860211818598,71.97869484576387,52.15361358465698,45.23076758938301,51.74048145472406,75.80550772013052,78.4792174874592,54.96841105997375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,77.93420879582743,63.25953075032762,86.53542775081323,51.18099895681232,59.521095661919546,56.575521890128,73.04573719654456,68.24605911752842,80.02736589377167,45.29343632140126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,73.64380856649012,0.0,72.17800359158738,49.993429028091285,50.29809705599824,57.92401627859449,67.28639465171835,69.91080226619874,67.37114775021021,34.18427038845997,50.91949912324684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,80.82430442914324,0.0,61.04033336686277,59.92561019336203,68.89000841424573,64.29461880495091,73.97942762138314,80.6839986920584,71.57301520736362,52.399176702605175,50.72117611494831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,84.59405144543668,0.0,84.09886791853735,53.768816908664164,33.779152601415035,67.09408609429673,70.87866707262916,64.07828787692897,57.61728163883097,58.69562967907325,59.693406531134514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,87.88464891871544,0.0,79.92415501362191,41.38805902408704,50.183307310973404,41.509854508620435,73.57134874717637,74.08769470346074,76.57732141980274,59.78320895312584,52.96642828370511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,72.92927906122074,0.0,63.9358593819276,49.24865857632003,60.09474813136185,44.35739351690525,76.72044668749218,83.5668363879713,65.98205193006898,59.5584902923718,48.91528253927363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,74.89835995044577,0.0,88.4019253010808,45.66257270159415,56.52274106038965,52.259163909163064,72.66842317062014,81.74159318473622,52.56959926013563,46.478443472591024,60.38166033629443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,96.84939634650374,0.0,77.85400351391644,53.72866267519808,64.25370938989781,48.14061415019823,66.53549032538332,78.85696812967498,52.11602995488969,48.192641364575394,42.96486748400669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,84.76214089644868,0.0,85.11459138576213,59.298250768950574,61.9043604482561,54.895260030426435,66.29968025814829,76.91806537426767,58.919956372407825,51.27510570562736,53.507226522843425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,81.65299229882746,0.0,76.76044060998547,64.17745742528069,56.90576208837559,57.78150594393726,65.25588402635867,71.84536877721598,65.54978827609263,61.68304069679536,48.013768638429866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,74.07177083309544,0.0,70.0252234381501,61.04508740070982,67.34559764646322,46.68488803440181,65.14795367397684,72.9800789758179,62.02723674940102,57.33307785201013,42.817780679516815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,84.5117754365504,0.0,69.67216981956723,50.25230455010738,50.500974016459864,67.40218276056967,65.43256553330347,81.97357607755818,51.45956415879125,56.60092521717202,52.47811774970835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,79.9348260660729,0.0,73.45374296555454,49.689907174819936,40.86233540688942,64.04160443930412,61.18522238979797,66.22007628761251,52.79716236521868,39.82920576741234,50.54116916392736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,83.42266557847356,0.0,79.91995606636127,54.29041049507431,52.85127041597853,63.442061408247625,76.97754279039114,73.46446573666968,52.89343603096074,57.80365778599362,57.811704647404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,76.99250533253804,0.0,81.89484496907612,0.0,63.13671655451665,57.63144226179902,62.1809855222008,76.79392680535807,49.64250940736472,52.91340590127345,59.75933189566439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
