,time,180,225,247,292,314,158,359,270,337,203,136,315,248,181,293,226,360,159
0,0,56.48574560228529,57.2589578487809,66.69023524442532,63.10613274924295,38.300949939065205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,56.36555180018166,60.9963063660726,56.554778402472905,62.52617025616438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,63.279928894604694,57.26916780332216,60.44760534679543,72.58620804152686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,64.7591014583661,56.50066180247384,46.56611087489371,65.36613767857583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,73.847172974246,52.32573161622174,64.92508010083975,58.38883897425519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,59.377696981932985,51.22799124477329,69.79455221260235,67.10962577917712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,58.8865792550562,55.56443565980978,60.17137500810432,71.28408379276809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,69.46888550491394,58.89901366989898,50.86937318225429,59.52899563049927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,48.08231715218131,54.417075180716196,45.440718925162784,54.10517310258468,0.0,48.12674549998008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,72.90294404299127,56.46667003696319,56.714816090300914,62.005370257635775,0.0,35.23046392862414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,44.71963957372198,59.754726334488986,58.68406188317659,63.30157218565692,0.0,50.93185739886659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,65.25198157063909,71.27019557269679,45.73376714843195,66.7454106583681,0.0,62.586232230761254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,56.19633265748658,55.124251548741356,51.57811903582913,54.83122883780908,0.0,41.12637481928817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,56.06658278600299,78.37376129673383,57.22170644429684,66.57021989802458,0.0,57.85623742527615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,58.128855344470495,56.382583669877455,62.57460738619892,61.179734050194426,0.0,41.94888552215775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,48.444318266714376,71.26923351634795,40.39915554687676,51.45504045227913,0.0,60.216867564993166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,66.17677043603021,58.37013312153749,60.1660484688877,64.51772955436161,0.0,49.68803067644012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,49.22300689341496,71.3839965653093,49.27934134245221,65.89286045433283,0.0,57.10708377358122,48.24903406170327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,55.92347549678118,52.77665249348992,49.71447837963646,61.39780222530368,0.0,40.10092905762521,43.87497727167481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,43.70108720639071,82.75223553445977,61.41829402696243,65.91135208452789,0.0,60.531859485421045,38.94535475747727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,68.18145173398906,57.2388833511888,64.05570016758472,68.74878387044538,0.0,56.736759072182906,52.3818221485532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,57.636460535000644,65.19778019931776,68.76817553545955,79.38884717905859,0.0,60.91377741709095,64.38205823360089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
