,time,924,946,1462,1507,969,1485,902,947,1530,925,1508
0,0,91.87242261314402,70.50196275862002,69.95644257498218,82.09564814700794,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,92.18500566885406,70.09744819798578,69.82343161695437,82.55174962804809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,92.48797919020468,69.69436959779537,69.68575998418767,83.00628385866406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,92.7810345443824,69.29281719318578,69.54351321816716,83.4590039414463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,93.06382613308381,68.89286118863515,69.39678344331541,83.90964799807313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,93.33604997806071,68.49458476364426,69.24566370670307,84.35796304661083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,93.59738573992776,68.09805686837775,69.09024788010707,84.80366506021542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,93.84753678476847,67.7033485460706,68.93063056330894,85.24647905401983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,94.08621119531827,0.0,68.76690698877294,85.68611501296685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,94.31312235273516,0.0,68.5991782753886,86.12228444448533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,94.52799967688611,0.0,68.4275458818359,86.55469243478547,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,94.73057923550915,0.0,68.25210092376116,86.98301202006382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,94.92060430771275,0.0,68.07295068702625,87.4069525675246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,95.09783622164193,0.0,67.89019717241958,87.82618320082724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,95.26206540065547,0.0,67.70394235440152,88.24037560719155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,95.41307083173633,0.0,67.51428809482198,88.64920472093281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,95.55065134598837,0.0,0.0,89.05233140015564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,95.67463665382307,0.0,0.0,89.44941142795516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,95.78487761413801,0.0,0.0,89.84012337499125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,95.88120493038589,0.0,0.0,90.2240961493586,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,95.96350246282695,0.0,0.0,90.60098205287206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,96.03165552572148,0.0,0.0,90.9704489732796,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,96.08558255487632,0.0,0.0,91.3321341839261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,96.12520395201298,0.0,0.0,91.68567234249599,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,96.1504737432177,0.0,0.0,92.03073450042946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,96.16133774407905,0.0,0.0,92.3669524899034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,96.15780719988138,0.0,0.0,92.69397662953115,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,96.1398747778131,0.0,0.0,93.01146715125641,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,96.10756708390093,0.0,0.0,93.3190753097663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,96.06092358429942,0.0,0.0,93.61647352063365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,96.0000069818187,0.0,0.0,93.90330648481294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,95.92490300956752,0.0,0.0,94.17926144837216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,95.83569927715924,0.0,0.0,94.44401932710997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,95.73253721575188,0.0,0.0,94.69726521830786,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,95.61553861156459,0.0,0.0,94.9386890261664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,95.48485745792618,0.0,0.0,95.16800667906374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,95.34066900330757,0.0,0.0,95.38493022158787,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,95.18314860231116,0.0,0.0,95.58919933291774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
