,time,243,288,310,646,713,691,624,221,669,266,333,311,602,647,244,714,289,692
0,0,76.08428531688692,45.6091610023513,60.203408559390084,71.36841664589356,50.79471750399506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,59.91870716510534,49.09730691505804,75.70810792981297,67.80582177628226,34.325602312726275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,65.77231570632102,47.82502790432247,67.02381749277089,80.50328251993099,61.984244322213314,52.72485939806927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,80.6374213680767,48.585504343574186,58.492523713952664,74.23300054320205,51.697934258393985,60.62007498998707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,78.0913260607253,52.97905720328689,68.31269315033208,81.65542854994831,43.15169414379589,60.01517800492928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,65.43874592913352,56.865129959677496,46.983147359120046,92.28971193601066,51.85750824028905,59.40584310727486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,75.5184731245709,62.06831030947893,63.055387818889955,75.32906134803773,65.34160798963181,56.03631293049747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,62.63016664031797,73.26355569950222,45.903560438310606,85.16169890585073,58.238403081034036,48.8691915614143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,90.22158844417496,67.71006557439665,65.10641180348387,75.22024439554642,54.227369609984976,44.18987453269877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,72.09112401809173,47.251128805434995,50.60824237383535,67.82628938538014,47.72324378755768,41.14909340826853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,83.5485281214804,62.82306481214401,57.061732551691144,84.943821332212,54.423201750712025,68.89776596186753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,74.41144653156529,61.596969899253736,46.37403019988249,76.06063272882243,0.0,43.700034616150404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
