,time,1147,1192,1214,1259,1281,1326,1393,1125,1371,1304,1237,1170,1349,1282,1103,1416,1215,1148,1327,1394,1260,1193,1372,1126,1305
0,0,66.18301604026894,51.567204018606034,96.74756620090153,58.27126240437771,70.45650082728558,70.33009033278697,79.03209358604003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,75.50644685472419,59.469179514497085,72.09686462481315,72.7378244898251,71.090728266249,90.50574449443239,65.02344063805124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,69.18139905563122,60.40506386161289,71.61403930121926,74.0668700657575,66.03360877083698,77.0974565889583,51.424069624084055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,67.45439334355058,71.83855099462491,78.58797504020345,89.72740572116952,52.728771813746036,76.57826636604506,71.36222801722758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,89.47250392088708,69.20504872208998,81.51582472359664,83.06478068090689,56.213125923502346,89.51058649643707,63.394659158379255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,63.39163818625209,66.15147002990153,67.23750352469607,72.21662146550234,68.12607346974704,92.06826013916167,52.98633212110011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,66.55985115153872,63.142326216278775,84.88238393801309,86.36379514666972,63.76780078616797,76.31872999702799,56.42983442918435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,55.08972916024973,69.47437145896043,83.53935942742106,78.65827629148878,68.48355515613754,79.14995188627032,71.91396223077145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,81.56853393350455,65.82795993491712,62.451773550675654,71.6402073656496,61.517455851006815,89.04537078615944,70.32083031895372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,68.42907662739168,55.84845839364665,65.3132515238482,81.15006821109901,51.9340728115038,87.65135711939323,75.48411243857936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,70.61048160043796,73.21146720809408,68.91262526883857,78.08126803616534,60.36065477335768,78.98566323870352,57.11839681324802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,88.15866935986655,63.24239912527952,60.09251557830418,78.04159648765933,49.214113992981204,82.4505741039082,41.18983953286072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,82.15334270831934,68.25903745312851,68.8980804927294,64.47242214764216,54.59562428958225,82.26571615729672,43.411166013954805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,67.78603586539319,63.82625890962195,69.56674410963446,87.97535821465905,68.65691256139445,87.25673112090861,57.38884068419608,55.693486805203776,54.33534487673529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,75.92683660500252,53.00854398813647,62.58653763187768,67.71014991375887,53.05296804461043,73.72149067640044,62.32039863841486,33.98914437597979,50.544111730904405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,66.38363744719615,75.69984523357193,86.69241596600408,71.38603841682846,54.60398974455187,83.69568222291451,64.24348581673901,51.13086062902676,64.39668969495288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,83.6701938871523,63.664245848264066,74.3387356646152,64.53079692977414,50.1046267923993,83.46710898165993,62.97478379737167,51.181756897562295,56.070972770129856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,71.161205986108,70.59170341001071,64.50872599241062,75.68351941800489,50.473028921253004,72.73848909981537,62.59109208509691,57.312366835972654,40.02388321355411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,75.50298447008927,64.18791179627505,67.25765704977456,70.88886829477275,69.03604652507704,80.28081520883114,61.68460540792749,45.63693350095977,53.59063879508676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
