,time,752,774,819,1200,1222,1267,797,1245,775,1178,1223,820,1268,753,1201,798,1246,776,1224,843,821,1269,754,1202,799,1247,777,844,1225,822,1270,1203,755,800,1248
0,0,55.27468714782433,45.766346668384124,66.9861917453238,61.96592662750115,65.73546238813951,47.38120149238169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,70.84171487788882,66.57904675848654,67.67632031998704,63.77099143695513,70.19214298249764,63.36609383469642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,60.93117274919039,57.909282316858835,69.84819762817946,55.52539645757993,56.11770474937305,65.7086237591148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,85.91793317491094,64.4190149204571,50.49568630510201,68.49571296541949,72.16151085847824,56.752816869743704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,50.14255430057699,52.652633093170294,52.404883921425956,64.82553167606913,63.44768505842984,54.90984606393023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,51.266905582161606,60.74346739906879,55.87493742334105,63.834766573118166,78.02212398619338,45.132819112651035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,66.04618256224371,61.96911458571709,63.70874982220843,50.74830015076466,61.43284113641346,54.70812060899036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,73.94369019449357,77.8697469313176,67.13410990188235,66.33737115683408,65.80768428056238,43.31859676305474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,62.11829197779362,50.40397290538062,66.53778504856099,63.4236062639191,67.60881692629576,54.19008625802862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
