,time,445,490,848,893,423,871,468,916,849,446,513,894,491
0,0,78.63133844538044,64.00854799188747,55.102375735517896,82.29527668145047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,85.27998207663084,62.679230597157606,35.4342885026436,72.47428991929084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,60.34986649046968,53.02239538270153,46.91343713011226,95.47269290034882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,81.56002910162293,49.213218501171546,44.65228940614473,83.65503196406644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,82.7394171668783,57.524321211218364,66.07787693244889,83.8137756484189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,74.47826744808512,69.98828137133894,61.9593567513383,86.7177955490147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,79.47216840153666,63.57878262253492,55.66989632394474,74.0766780068651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,82.88638213602242,56.762255896646636,59.93561393943151,83.7993381108392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,64.08755389365147,55.324126207318386,58.76238288976662,79.2598550304862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,65.98421298420004,55.52099995354794,0.0,99.07720247483803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,64.05254129436626,63.79868412711283,0.0,85.94936388065972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,69.26363128726135,52.78800075114371,0.0,75.82569368498993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,76.79559793053166,53.13661382387457,0.0,94.3223926378332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,79.39665677094591,66.17895906936003,0.0,79.01908607286782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,60.78254879255476,63.735776559414305,0.0,82.50587550663485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,58.96092942608248,54.19366427444258,0.0,75.76396075326767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,62.19946971321733,78.41816973323954,0.0,81.10531742685774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,76.04148099004905,61.81090945330647,0.0,79.09757759947986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,74.02505401512735,56.992073176455904,0.0,96.22341620351557,38.509611170409286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,58.26344116357446,56.96539556023303,0.0,71.5133718765749,62.04986919883374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,67.67977273113199,75.75939235147356,0.0,92.8224330152056,60.66296313936743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,64.83866701860825,69.76511014508498,0.0,78.85322739882005,72.67028569152009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,68.03474538134509,63.77244865661396,0.0,76.96227540657515,38.139159943689805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,74.73672761022279,73.5031036781582,0.0,88.414209686541,55.04975366314521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,73.72581825070321,64.94594113234669,0.0,77.76924865824202,65.50594433614208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,64.37854150824252,64.80233839961123,0.0,79.49617986139799,52.30394691569343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,67.12959717806082,78.46622227653016,0.0,93.78764434143504,52.12013275258016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,59.155971141062594,69.23439133970956,0.0,91.81335118990806,47.902017292152834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,63.538063414048196,78.75531712478889,0.0,81.47640955215851,61.1098052892965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,62.66414990618253,63.92344152948562,0.0,89.12676920116635,51.87173425691512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,74.92319357800541,58.01601452443926,0.0,68.14701519873346,43.960891402736024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,70.05312501897164,68.65283232015665,0.0,76.53936412441735,43.10918219082096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,55.21238069769828,65.19659555605034,0.0,78.00373124140482,60.797494031124366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,61.66814677574183,73.83490997633649,0.0,83.78744408636919,65.70624362064241,51.86040807980918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,57.84118175719386,85.93998957800405,0.0,94.3245652897033,75.819326396013,53.8394864857816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
