,time,288,310,355,1482,1504,1549,333,1527,266,1572,311,1505,378,1550,356,289,1483,334,1528
0,0,65.53125445454312,45.87675211513864,46.99593274886438,60.17314317003753,65.97640053812421,67.77943025596576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,63.92161699454317,54.82396404027799,73.16603861353603,72.45394221364282,55.87706408235923,68.44554150716434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,54.52087571238714,63.15398277954495,73.3603717863946,75.47662449022235,44.03622953746421,73.71058697212727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,55.44720673543827,59.49436439396409,79.4305297437346,49.981992616429494,53.54404440542932,62.94816277291664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,63.13264175323042,62.602344087788936,68.65037222843641,47.948635649632386,49.38289391903103,66.80613682959641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,69.31848931109641,35.19460656780834,72.95169040739957,64.56218404780184,59.105595637245834,81.74863914587878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,59.90179422393382,44.85963567962354,65.79944459755356,47.440072606050016,57.58474597751196,68.12350311133105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,79.27950792766211,0.0,91.8373204258717,46.18007574142738,0.0,75.43008750268999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,74.61828207091719,0.0,66.86166385036294,54.12474704019382,0.0,71.36535670399783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,71.62897239459798,0.0,61.899522289714035,58.804762138056034,0.0,90.57680421457516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,73.8034724284637,0.0,55.33861465612044,63.63984017166587,0.0,53.22162086250313,47.67018751122617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,72.25175159729598,0.0,66.08090841806316,67.65876154365759,0.0,87.38851695153106,54.37601830975088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,63.190522991928276,0.0,59.98682218637819,54.44960798970409,0.0,88.21639538680323,40.18459530447002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,74.84044251828608,0.0,62.208435348848425,58.691772185058056,0.0,73.51722824299424,55.657380572407305,46.98948603758856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,66.51896270491135,0.0,73.71491761385158,65.64268634980525,0.0,77.66354258337319,51.97305819530551,42.44169679811219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,74.16765941344316,0.0,61.702800009995826,53.772697201119215,0.0,66.49088355954785,56.37450574134414,50.241106915710525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,67.37785565535943,0.0,68.71495451738062,66.41996681630869,0.0,67.44592284197974,55.38323106494729,54.350949390125606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,61.12625139583135,0.0,67.02911322719919,62.38150368201629,0.0,64.60625295372584,31.983023211895713,46.14395520846125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,44.3520702303635,0.0,65.78935407858265,59.58641628141665,0.0,82.6275996851019,48.03085466875906,51.29910301810017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,74.16577663748656,0.0,79.54136607733844,54.39813898085807,0.0,72.16887158345058,66.06105929741013,58.66689863667247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,69.65517403346766,0.0,58.49955359611664,46.935767417724634,0.0,62.305315373183184,44.61449622704098,59.022169327521105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,79.32941332077279,0.0,59.7788684638957,55.37598515435273,0.0,71.97269332083656,44.58432535271135,46.04637297575044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,71.34889039776299,0.0,65.05362625977945,54.90787182388391,0.0,59.908456846382066,42.55782862838784,42.50113882187803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,70.57672952538894,0.0,74.55959858569112,71.94065925932374,0.0,62.07883915402836,59.44156052625546,45.07354057154857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,67.91192982876879,0.0,72.12394621461003,69.53639180802101,0.0,69.68354575532635,44.49353499937731,48.071310810726786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,66.14966157383691,0.0,65.95172306963491,63.44264009377197,0.0,70.3798444739641,53.86145196313971,53.856323680776455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,65.56155401125469,0.0,60.64199495379444,59.989646467617575,0.0,73.94987092173292,61.13415493246196,51.1933122406644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,66.54599734488094,0.0,57.66647680330706,61.032256704576696,0.0,74.97305514016611,62.101395596064165,66.51955291762836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,69.3207660063068,0.0,64.01681949420058,52.14485950689499,0.0,65.27324721977709,54.274293276161046,42.069010637883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,68.63279834975623,0.0,55.248029117224654,55.70538494872725,0.0,59.95987972223202,68.31752104787972,73.61629036983167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,83.45777567296757,0.0,50.10913106511148,51.74083049531066,0.0,64.91354564797393,61.44929812533863,66.52378570597983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,59.43003153287603,0.0,63.03635744041,58.91548100214308,0.0,73.6642197777254,54.708819277500695,61.2439177559965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,64.84572163829732,0.0,68.42160169594358,64.32138398521732,0.0,63.99814920397809,61.96558216021539,41.398509707420565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,77.42438055043453,0.0,50.58204979622778,70.6927754015334,0.0,62.782157827483104,53.974530466646826,74.19321994094861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,64.73916308931928,0.0,59.6521308315349,54.300879085588214,0.0,77.87656015487572,64.62245260337527,59.226134131484706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,64.94233385607555,0.0,73.86714495590908,64.68286970541617,0.0,46.94139703027425,57.507073901841906,71.98845173904287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,75.54181367327784,0.0,75.23657145378614,58.826249587601076,0.0,62.21762970405316,68.8726067242617,57.10245271245127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,70.68579757214205,0.0,70.2965552705834,65.5921582101537,0.0,82.62251209948492,63.407184166384624,56.65618577290596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,73.02062295239905,0.0,48.94644867503399,66.09179735275526,0.0,64.58576764699527,71.64711528174516,58.34835756090964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
