,time,171,216,755,800,194,778,172,823,217,801
0,0,67.31609602669262,54.26791574913548,60.6768246154266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,59.15762477483416,47.975743196878994,46.64559236816253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,70.52822750275301,51.74837831445214,38.8702304214348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,75.11013321923875,51.199532645205,44.984366472604144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,68.58191451812674,62.61097583255955,45.97724041993806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,75.74769338147634,57.755391476186645,57.884909679410576,48.995390250533276,0.0,0.0,0.0,0.0,0.0,0.0
6,6,41.893612081800256,52.718362946800895,67.34478082233956,46.98423474155672,0.0,0.0,0.0,0.0,0.0,0.0
7,7,60.88836163923793,43.4806438739525,46.4670929726485,31.340764160984122,0.0,0.0,0.0,0.0,0.0,0.0
8,8,49.555339038381035,54.2464644297382,47.78870723002817,45.92208382383213,0.0,0.0,0.0,0.0,0.0,0.0
9,9,61.82822220804289,50.037585222335906,48.9365995562157,59.92256507440857,0.0,0.0,0.0,0.0,0.0,0.0
10,10,55.32546932215641,69.44835758895022,43.02410698809251,43.7081558052475,0.0,0.0,0.0,0.0,0.0,0.0
11,11,61.188319387124466,44.46160872923544,58.23728158955005,53.19686629541504,0.0,0.0,0.0,0.0,0.0,0.0
12,12,46.98672860796019,58.14643391027488,74.1456022296766,53.128014894449876,0.0,0.0,0.0,0.0,0.0,0.0
13,13,69.47787192676205,63.15155084285399,54.13550059171344,49.104176286518694,0.0,0.0,0.0,0.0,0.0,0.0
14,14,69.4554951850126,47.43061093251381,50.56253770662725,59.57157435711912,0.0,0.0,0.0,0.0,0.0,0.0
15,15,67.1285401855115,63.51037858529483,42.44090147436751,38.74716743541038,0.0,0.0,0.0,0.0,0.0,0.0
16,16,64.90880132890891,60.11464901207886,64.94262394915256,66.31458953626736,0.0,0.0,0.0,0.0,0.0,0.0
17,17,60.566189546360754,42.3071514229863,60.550797228465704,57.9803984515784,0.0,0.0,0.0,0.0,0.0,0.0
18,18,59.77315781924942,59.590230541066965,59.404848566227194,59.43157137640596,0.0,0.0,0.0,0.0,0.0,0.0
19,19,57.05102145495341,54.05551147130381,69.37931891708209,57.58312581787334,0.0,0.0,0.0,0.0,0.0,0.0
20,20,39.122279677264686,60.90314583746501,43.353048271653975,72.92114347487691,0.0,0.0,0.0,0.0,0.0,0.0
21,21,57.11099320203152,48.76404093943365,53.12036558918498,52.603542694309816,0.0,0.0,0.0,0.0,0.0,0.0
22,22,53.17967227868376,61.34029694205201,56.9334679043316,52.47413338994267,0.0,0.0,0.0,0.0,0.0,0.0
23,23,64.18036940713083,61.02575662805757,57.05540317131579,70.10242090861087,0.0,0.0,0.0,0.0,0.0,0.0
24,24,58.07956860356658,48.37708607727308,43.02916471071304,57.08002780515298,0.0,0.0,0.0,0.0,0.0,0.0
25,25,60.911638416350996,55.06187150122459,45.83975038553295,48.702071343073705,0.0,0.0,0.0,0.0,0.0,0.0
26,26,63.15260496516111,65.31642188821525,50.68412339982113,67.37039130693897,0.0,0.0,0.0,0.0,0.0,0.0
27,27,68.40851289117731,62.120632901672735,59.236401357589045,60.34499524940339,0.0,0.0,0.0,0.0,0.0,0.0
28,28,54.82065339925126,50.4760996235659,55.70933180361986,68.3483019069309,0.0,0.0,0.0,0.0,0.0,0.0
29,29,46.75413685195784,54.83122078411124,66.136667092492,71.57605569191594,0.0,0.0,0.0,0.0,0.0,0.0
