,time,82,104,149,463,530,508,127,60,486,105,553,531,464,83,150,509
0,0,66.88373489587424,60.18864925922586,48.98268428806368,56.822672671243396,79.94919321625562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,70.22370786811528,74.20571085947167,53.48765850605139,43.64501842679127,66.02259159050358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,72.8953736823989,66.11446536583642,55.70962353058329,53.205331834516734,69.76614275056254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,78.1875044978697,67.87145853009731,45.47328988759018,57.64611471361209,62.72720307573363,52.34289457388602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,61.808955148626126,67.68506907471591,41.980330501410094,66.17770884004575,66.88815598166786,55.116957269636806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,76.5532556565872,58.61257729966327,58.37753661835419,73.66385883210727,60.70950877326915,52.87471712836768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,77.46789365763016,63.317948496540396,61.02076061379094,49.46610222911757,52.751258797548324,70.78653076927098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,69.41633098239129,67.47097073068029,41.274072289988695,57.00587061554309,56.60720775774294,51.519803440125784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,78.56273102898973,47.02255172494981,55.56295321160485,59.25106618514091,57.92283977993307,57.16302158512241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,51.45749236975801,72.95228947024356,53.846838335801294,41.65056457403641,63.208268732821196,60.15896399734824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,67.58890293327849,70.80859237974201,45.78641697031483,58.22888771347215,62.974078478007286,57.52859573289227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,69.19328720108035,68.50453429876463,57.46012424992864,68.25936933990235,61.49181197254764,54.70520243910663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,65.58387433615209,59.68181271248901,55.78280924307479,64.91128503390878,53.72767455213094,52.51097070609278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,83.72883355547958,52.29219241170093,59.769846347184284,76.8377082688008,63.38184391197769,63.94199723987341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,59.24606414003041,60.28181125678873,52.189751036496546,65.93603246323687,61.03517957688982,61.50531109597309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,74.10410834621145,51.44251989976713,46.248576057716676,61.81935746154014,67.88594655303548,54.10904397019374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,60.424042036439516,71.11954268973767,50.319504049692924,50.70924806371431,57.9868311662737,49.690105182713694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,79.90727849877183,61.23122901301895,56.53201658622001,57.667065034949,57.63671410478089,54.73563002581322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,70.18899976158113,64.89456388023729,42.76159532934197,57.56535127642543,57.140055610223634,67.1064440357708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
