,time,288,310,355,1482,1504,1549,333,1527,266,1572,311,1505,378,1550,356,289,1483,334,1528
0,0,82.14410297286044,69.64447996664663,83.29715113330981,74.79002488043157,70.05744710662744,89.59540750231217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,82.33210939167985,69.21652478458913,83.28129041331084,74.92050551248904,69.6406770561588,89.58490022074533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,82.51238975102355,68.79113494897652,83.25607705501305,75.04480515980792,69.22590102820129,89.56284477242538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,82.68479017043215,68.36836033482162,83.22154378800825,75.16284072148468,68.81318448103168,89.52925821245272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,82.84914441782706,67.94824783474802,83.17771381705649,75.27451246066907,68.40260029375808,89.48418468722227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,83.00530517089095,67.53083626811092,83.1246322561546,75.37972967115763,67.99419669531206,89.42768618158313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,83.15312884908037,67.11617214504965,83.06236596164652,75.47841737540615,67.58804014268756,89.35981511454253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,83.2924679662374,0.0,82.99095634345618,75.5704841611994,0.0,89.28065057998435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,83.42319496616858,0.0,82.91048983517395,75.65586759397834,0.0,89.19028900187452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,83.5451709751924,0.0,82.82104283174934,75.73448899573572,0.0,89.08882581130057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,83.65829351721426,0.0,82.72269725626674,75.80628599506431,0.0,88.97639132787559,67.49506116394772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
