,time,110,155,177,222,244,289,356,401,423,468,334,446,88,267,379,200,133,424,312,491,245,178,357,111,469,402,290,223,156,335
0,0,86.65494199042463,67.45731753217215,92.53368804580418,71.21144588043404,69.08051247378178,73.02233122464756,79.71039041243424,84.13972012451914,80.9497838134836,82.41538515425444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,86.73604761966716,67.88076558395818,92.34284716503262,71.52169476507521,68.81716124830577,73.10744351743837,79.50252379858361,84.55544781141676,80.47070240041363,82.60911890146394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,86.80678860653008,68.30716147028991,92.14060530723604,71.8301087328271,68.55166076525154,73.18660638529853,79.2882938582747,84.96754239880366,79.99178266232651,82.79502454590222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,86.86707097365449,68.73647824592005,91.92717487421385,72.13654595626706,68.28412621420622,73.25974392056513,79.0678688936132,85.37570451934351,79.51320569777175,82.97292753663089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,86.91683372641802,69.16867583329783,91.70281285873514,72.44086191454612,68.01467633052165,73.3268133575123,78.84142525586506,85.7796453479554,79.03516741624338,83.14265635874091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,86.95602337456958,69.603705764571,91.46777190224383,72.74290944689847,67.74343314019526,73.38775647040251,78.6091328805209,86.17908758674464,78.55783526029157,83.30406646907196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,86.98459403993422,70.04152746244719,91.22231895013061,73.0425327498231,67.47050101523936,73.44253013522273,78.37117622133017,86.57371535428129,78.0813772987091,83.45698560575642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,87.00251615231373,70.48208061179727,90.96671569221328,73.33957942084734,67.1960083127571,73.49108807815043,78.12773974229388,86.96323303211445,77.60595505768592,83.6012849517497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,87.0097679340727,70.92531829953003,90.70123703088262,73.63389461885171,0.0,73.53339932955923,77.87898702801573,87.34733200055862,77.1317168687503,83.7368083601307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,87.00634404780207,71.371179036468,90.42617961208197,73.92532114461599,0.0,73.56942989543946,77.62510918236237,87.72569928348041,76.65881175183068,83.86342802626183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,86.99224701369457,71.8195976584526,90.14181458545777,74.21369326974569,0.0,73.59914892620515,77.36628973165591,88.09802667428048,76.18738252100412,83.98102105270591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,86.96748720490844,72.27049928074427,89.84845220725995,74.49886181824122,0.0,73.62253492092522,77.10269790225463,88.46398475363434,75.71755287752514,84.08946163155534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,86.9321085916386,72.72381684341447,89.5463854855892,74.7806505066814,0.0,73.63956962022986,76.83452915800532,88.82327630105155,75.24944120876597,84.18865337857197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,86.88612852097395,73.17946740482574,89.23590840785799,75.05889351079189,0.0,73.65024419659092,76.56195079850634,89.17555677721565,74.78317341206642,84.27848945747925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,86.82961493729866,73.63736976017815,88.91733345404535,75.3334296117392,0.0,73.65454078569977,76.28514241959309,89.52052400431815,74.31885711785898,84.35887684974811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,86.76261757690348,74.09743222926757,88.59095482324393,75.60408306723703,0.0,73.65245715477545,76.00429527910548,89.85783775289238,73.85660119810514,84.4297366137612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
