,time,68,516,46,113,494,91,539,472,24,69,517,114,47
0,0,99.02523162901907,98.52520089904246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,98.95247559978132,98.63740274268024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,98.8642519672301,98.73442660767134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,98.76071020622359,98.81612665712117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,98.64196910892225,98.8823818788147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,98.50821620090751,98.93310761594933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,98.35962963128551,98.96823367119738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,98.19641089886429,98.98770448975606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,98.01878418613946,98.99149044400271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,97.82698475110759,98.97958793447822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,97.62126918965139,98.95200827598615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,97.4019253925602,98.90881102167856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,97.1692177635047,98.85003707999687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,96.92346207522604,98.77577528600919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,96.66496001750514,98.68613983444727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,96.39405187358271,98.5812478078275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,96.11106244881812,98.46124101219499,67.4924003940636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,95.81633228581403,98.32629648529301,67.87332061736956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,95.51021666275581,98.17660386822513,68.25563192343827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,95.19308456856275,98.01235401171249,68.63924949844598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,94.86529720704708,97.83378218286735,69.02409034876932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,94.52722797722367,97.6411236007916,69.41007353129665,67.29956812031695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,94.17925136913087,97.43463464669315,69.79711485694249,67.521659682395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,93.82174231453334,97.21459204283099,70.18511003749161,67.74100305180916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,93.45508548591546,96.98128129023897,70.57396199335514,67.95748826652185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,93.07967429729607,96.73500665108133,70.96357568684678,68.17100448580703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,92.69588061613267,96.47605847940139,71.35384102185836,68.38143475128973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,92.30408405713371,96.20479727408079,71.74464385469622,68.58867728762334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,91.90469024098557,95.92152572778824,72.13587184931211,68.79261379959507,67.60118129991541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,91.49805291103654,95.62660419061861,72.52739681205827,68.99313071462066,67.99140186913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,91.08456042177119,95.32037611687319,72.91909212415801,69.19012487087787,68.38332115255425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,90.66458687599197,95.0031988008869,73.31083301683324,69.38348203212234,68.77687671385334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,90.23850138459701,94.67545254866317,73.7024783379622,69.5730876749773,69.17199238605015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,89.80666767563098,94.33749883418149,74.0938885760948,69.75883814752552,69.56858858061659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,89.36944373411535,93.98971047644558,74.48491985084057,69.94061326631963,69.96658221117139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,88.92719944501343,93.6324706342504,74.87541114471145,70.11830950811448,70.36589787125567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,88.4802620141868,93.26615202827915,75.26520936685795,70.2918180803017,70.76643425790216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,88.02897913993286,92.8911363383264,75.65415048986063,70.46103616797014,71.16809734760545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,87.57368255594938,92.50781323093,76.04207235040256,70.62584450050996,71.57078932576982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,87.11471414049011,92.11656010804435,76.4287950696479,70.78615261977139,71.97440851758238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
