,time,770,1421,748,1399,1444,793,1422,771
0,0,91.62551154106613,96.85383523577745,0.0,0.0,0.0,0.0,0.0,0.0
1,1,91.76036738348544,96.68264274093535,0.0,0.0,0.0,0.0,0.0,0.0
2,2,91.88327190901802,96.49780939007023,0.0,0.0,0.0,0.0,0.0,0.0
3,3,91.99409857857619,96.29957923649755,0.0,0.0,0.0,0.0,0.0,0.0
4,4,92.0927009313607,96.0882054785127,0.0,0.0,0.0,0.0,0.0,0.0
5,5,92.17896084352967,95.86397076846083,0.0,0.0,0.0,0.0,0.0,0.0
6,6,92.25276965353528,95.62713415584984,0.0,0.0,0.0,0.0,0.0,0.0
7,7,92.31403809087017,95.37801395878911,0.0,0.0,0.0,0.0,0.0,0.0
8,8,92.36269655411571,95.11690353838125,0.0,0.0,0.0,0.0,0.0,0.0
9,9,92.39868562869694,94.84412260672174,0.0,0.0,0.0,0.0,0.0,0.0
10,10,92.42194651541955,94.55999568462565,0.0,0.0,0.0,0.0,0.0,0.0
11,11,92.43246967794848,94.26485145412639,0.0,0.0,0.0,0.0,0.0,0.0
12,12,92.43022699498303,93.95904218579483,0.0,0.0,0.0,0.0,0.0,0.0
13,13,92.41522032471138,93.64289261618343,0.0,0.0,0.0,0.0,0.0,0.0
14,14,92.38748149625725,93.31677950220588,0.0,0.0,0.0,0.0,0.0,0.0
15,15,92.34703343550272,92.98103102438893,0.0,0.0,0.0,0.0,0.0,0.0
16,16,92.29392889486935,92.63603522822098,0.0,0.0,0.0,0.0,0.0,0.0
17,17,92.2282405807193,92.28213080278952,0.0,0.0,0.0,0.0,0.0,0.0
18,18,92.15003198024974,91.91968517507827,0.0,0.0,0.0,0.0,0.0,0.0
19,19,92.05942477714558,91.54907378865751,0.0,0.0,0.0,0.0,0.0,0.0
20,20,91.95650206661789,91.1706508413756,0.0,0.0,0.0,0.0,0.0,0.0
21,21,91.84140450555144,90.78477766240546,0.0,0.0,0.0,0.0,0.0,0.0
22,22,91.7142721060317,90.39182184100612,0.0,0.0,0.0,0.0,0.0,0.0
23,23,91.57524404802538,89.99212875664728,0.0,0.0,0.0,0.0,0.0,0.0
24,24,91.42450600638226,89.58607669484387,0.0,0.0,0.0,0.0,0.0,0.0
25,25,91.26221345090948,89.17400249504806,0.0,0.0,0.0,0.0,0.0,0.0
26,26,91.08856738074928,88.75624760774177,0.0,0.0,0.0,0.0,0.0,0.0
27,27,90.90376627732654,88.333175069728,0.0,0.0,0.0,0.0,0.0,0.0
28,28,90.70802457816387,87.90510643760061,0.0,0.0,0.0,0.0,0.0,0.0
29,29,90.50156274601899,87.472384073744,68.23603869324575,0.0,0.0,0.0,0.0,0.0
30,30,90.28459757076979,87.03532655110551,68.6387301834916,0.0,0.0,0.0,0.0,0.0
31,31,90.05738804715364,86.59426336621817,69.0433154223466,0.0,0.0,0.0,0.0,0.0
32,32,89.82016981319651,86.1495001224204,69.44972222873314,0.0,0.0,0.0,0.0,0.0
33,33,89.57320100114337,85.701344254801,69.85788603844898,0.0,0.0,0.0,0.0,0.0
34,34,89.31674315427763,85.25009617276474,70.26771680704773,0.0,0.0,0.0,0.0,0.0
35,35,89.05106076510445,84.7960491208095,70.67913735791586,0.0,0.0,0.0,0.0,0.0
36,36,88.77642977718831,84.33948906179123,71.09206131108625,0.0,0.0,0.0,0.0,0.0
37,37,88.4931279555322,83.88067859087704,71.50639267150483,0.0,0.0,0.0,0.0,0.0
38,38,88.20142559563274,83.41990518379824,71.92203716554926,0.0,0.0,0.0,0.0,0.0
39,39,87.9016117259951,82.95740900632768,72.33889655069234,0.0,0.0,0.0,0.0,0.0
40,40,87.59397564469415,82.49345465995681,72.75685650694332,0.0,0.0,0.0,0.0,0.0
41,41,87.27880649405894,82.02827589241171,73.17580412101182,0.0,0.0,0.0,0.0,0.0
42,42,86.95638425868101,81.56212225383578,73.59562199716272,0.0,0.0,0.0,0.0,0.0
43,43,86.62700527981752,81.09520549478997,74.01619440689898,0.0,0.0,0.0,0.0,0.0
44,44,86.29095584491789,80.62774563815348,74.43738238576378,0.0,0.0,0.0,0.0,0.0
45,45,85.94853733658181,80.15996284950084,74.8590608046124,0.0,0.0,0.0,0.0,0.0
46,46,85.6000235789156,79.69205540843718,75.28107429514887,0.0,0.0,0.0,0.0,0.0
47,47,85.24570281739953,79.22421488127846,75.7032943578937,0.0,0.0,0.0,0.0,0.0
48,48,84.88586853822,78.75663323268593,76.12554867705474,0.0,0.0,0.0,0.0,0.0
49,49,84.52079446857503,78.28948158573566,76.5476921262261,0.0,0.0,0.0,0.0,0.0
50,50,84.15076719202564,77.82293178262888,76.96955469264132,0.0,0.0,0.0,0.0,0.0
51,51,83.776061257056,77.35715605557971,77.3909675594653,0.0,0.0,0.0,0.0,0.0
52,52,83.39693929442019,76.8923065577429,77.81174968030867,0.0,0.0,0.0,0.0,0.0
53,53,83.01368348505027,76.42852291631094,78.23172129166973,0.0,0.0,0.0,0.0,0.0
54,54,82.62654772199546,75.96596552094739,78.65069020896327,0.0,0.0,0.0,0.0,0.0
55,55,82.23579694337019,75.50474924872773,79.06845144527695,0.0,0.0,0.0,0.0,0.0
56,56,81.84168340158588,75.04501635000655,79.48481555503388,0.0,0.0,0.0,0.0,0.0
57,57,81.44446195706044,74.58688401510689,79.89956624522975,0.0,0.0,0.0,0.0,0.0
58,58,81.04436718624088,74.13047063919504,80.31248126232238,0.0,0.0,0.0,0.0,0.0
59,59,80.64163617481164,73.67587704433814,80.72335464246433,0.0,0.0,0.0,0.0,0.0
60,60,80.23651536460885,73.22321172483349,81.13194552838056,0.0,0.0,0.0,0.0,0.0
61,61,79.82923076099662,72.77257214987047,81.53801450487153,0.0,0.0,0.0,0.0,0.0
62,62,79.41998860323163,72.32405119885334,81.94133931256803,0.0,0.0,0.0,0.0,0.0
63,63,79.00901861012542,71.8777314048429,82.34166213007775,67.94592369240385,0.0,0.0,0.0,0.0
64,64,78.59651629872928,71.4336912296555,82.73873486268991,68.06187319268656,0.0,0.0,0.0,0.0
65,65,78.18269999867623,70.99201662503953,83.13229645317001,68.17332820793857,0.0,0.0,0.0,0.0
66,66,77.76775437832457,70.55276649423465,83.52208850778771,68.28022140792885,0.0,0.0,0.0,0.0
67,67,77.35187950124211,70.11601890487223,83.90783982412917,68.3824762444717,0.0,0.0,0.0,0.0
68,68,76.93525609692233,69.68182013981973,84.2892904230604,68.4800388468584,0.0,0.0,0.0,0.0
69,69,76.5180596098292,69.25024101838146,84.66615174252563,68.57283565039387,0.0,0.0,0.0,0.0
70,70,76.10046021753317,68.82132685328403,85.03814685643444,68.66081067975216,0.0,0.0,0.0,0.0
71,71,75.68263587484225,68.39513079519521,85.4049948528933,68.74390971924831,0.0,0.0,0.0,0.0
72,72,75.26473300734011,67.97169226187083,85.76640272705973,68.8220696110208,0.0,0.0,0.0,0.0
73,73,74.84691254784674,0.0,86.12209059026124,68.8952451711675,0.0,0.0,0.0,0.0
74,74,74.4293237326272,0.0,86.47175017053604,68.96338780761785,0.0,0.0,0.0,0.0
75,75,74.01210451148353,0.0,86.8151126169587,69.02644552162305,0.0,0.0,0.0,0.0
76,76,73.59538811155154,0.0,87.15185557194495,69.08437918971245,0.0,0.0,0.0,0.0
77,77,73.17931526779971,0.0,87.48169718866632,69.13715184631943,0.0,0.0,0.0,0.0
78,78,72.76400351516286,0.0,87.80434557675133,69.18472872903723,0.0,0.0,0.0,0.0
79,79,72.34957208516728,0.0,88.11949002847861,69.22706642989961,0.0,0.0,0.0,0.0
80,80,71.93614163310737,0.0,88.42685411016058,69.26414558819663,0.0,0.0,0.0,0.0
81,81,71.52381653685907,0.0,88.72612574044724,69.2959437619319,0.0,0.0,0.0,0.0
82,82,71.11270288635956,0.0,89.01701944718408,69.32242996543961,0.0,0.0,0.0,0.0
83,83,70.70289686640744,0.0,89.29925051544949,69.34358651806231,0.0,0.0,0.0,0.0
84,84,70.29449639624879,0.0,89.57252631472873,69.3594091082776,0.0,0.0,0.0,0.0
85,85,69.88758978272028,0.0,89.83657400058087,69.36987401957902,0.0,0.0,0.0,0.0
86,86,69.48225612675586,0.0,90.09111385274751,69.37498186790246,0.0,0.0,0.0,0.0
87,87,69.0785819894082,0.0,90.33587803342489,69.37472481687634,68.27876980278297,0.0,0.0,0.0
88,88,68.67664475881699,0.0,90.57059267543266,69.369108454029,68.67850996353484,0.0,0.0,0.0
89,89,68.27650775283625,0.0,90.79501560126626,69.35812991565894,69.08002441978863,0.0,0.0,0.0
90,90,0.0,0.0,91.00889984305101,69.34180522091788,69.48323815577274,0.0,0.0,0.0
91,91,0.0,0.0,91.21198442555367,69.32013645983953,69.88808376404512,0.0,0.0,0.0
92,92,0.0,0.0,91.40405140148377,69.29314456935846,70.2944739357277,0.0,0.0,0.0
93,93,0.0,0.0,91.58488899287012,69.26084744896951,70.70231745324467,0.0,0.0,0.0
94,94,0.0,0.0,91.75427288179526,69.22327084989186,71.11153059731181,0.0,0.0,0.0
95,95,0.0,0.0,91.9120047000457,69.18043200035218,71.5220202890091,0.0,0.0,0.0
96,96,0.0,0.0,92.05790316575623,69.13236679999787,71.93368368307,0.0,0.0,0.0
97,97,0.0,0.0,92.19178531382765,69.07910798147863,72.34640775421951,0.0,0.0,0.0
98,98,0.0,0.0,92.31350547634136,69.02069593410845,72.7600929410969,0.0,0.0,0.0
99,99,0.0,0.0,92.42289777292324,68.95715699671834,73.17461758778542,0.0,0.0,0.0
100,100,0.0,0.0,92.51983446519435,68.88854670764805,73.58986145788707,0.0,0.0,0.0
101,101,0.0,0.0,92.60420709331389,68.81490643479589,74.00569978444157,0.0,0.0,0.0
102,102,0.0,0.0,92.67588777708247,68.73628496314095,74.42199690962659,0.0,0.0,0.0
103,103,0.0,0.0,92.73480743037645,68.65273837830061,74.83861859816211,0.0,0.0,0.0
104,104,0.0,0.0,92.78088781188085,68.56431925292317,75.25541945917008,0.0,0.0,0.0
105,105,0.0,0.0,92.81407095066183,68.4710873053048,75.6722555500225,0.0,0.0,0.0
106,106,0.0,0.0,92.8343095353284,68.37309863542058,76.08895836809936,0.0,0.0,0.0
107,107,0.0,0.0,92.84158661629448,68.27042162260794,76.50538028433746,0.0,0.0,0.0
108,108,0.0,0.0,92.83588630262409,68.16312085468498,76.92134888228473,0.0,0.0,0.0
109,109,0.0,0.0,92.81722316393031,68.05126765978727,77.33668623021181,0.0,0.0,0.0
110,110,0.0,0.0,92.78560304842881,67.93492420971418,77.75121572419383,0.0,0.0,0.0
111,111,0.0,0.0,92.74109153313883,0.0,78.16475549398304,0.0,0.0,0.0
112,112,0.0,0.0,92.68372573832329,0.0,78.5771043640563,0.0,0.0,0.0
113,113,0.0,0.0,92.6135826659367,0.0,78.98807657032334,0.0,0.0,0.0
114,114,0.0,0.0,92.53074965048611,0.0,79.3974598948092,0.0,0.0,0.0
115,115,0.0,0.0,92.43533386854793,0.0,79.80504353365126,0.0,0.0,0.0
116,116,0.0,0.0,92.32744263265828,0.0,80.21061118936203,0.0,0.0,0.0
117,117,0.0,0.0,92.20722190013728,0.0,80.61394111847812,0.0,0.0,0.0
118,118,0.0,0.0,92.07480743286439,0.0,81.01479873392282,0.0,0.0,0.0
119,119,0.0,0.0,91.9303631677657,0.0,81.41296643963243,0.0,0.0,0.0
120,120,0.0,0.0,91.7740518671483,0.0,81.80819158437274,0.0,0.0,0.0
121,121,0.0,0.0,91.60608260224566,0.0,82.20023116946828,0.0,0.0,0.0
122,122,0.0,0.0,91.42663365888141,0.0,82.58883719891325,0.0,0.0,0.0
123,123,0.0,0.0,91.23591908369278,0.0,82.97374899158609,0.0,0.0,0.0
124,124,0.0,0.0,91.03415943039927,0.0,83.35471665979465,0.0,0.0,0.0
125,125,0.0,0.0,90.82158131312939,0.0,83.7314621635125,0.0,0.0,0.0
126,126,0.0,0.0,90.59843561210363,0.0,84.10372665524257,0.0,0.0,0.0
127,127,0.0,0.0,90.36495942613321,0.0,84.47123931882777,0.0,0.0,0.0
128,128,0.0,0.0,90.12141300134518,0.0,84.83371723803782,0.0,0.0,0.0
129,129,0.0,0.0,89.86805123377601,0.0,85.1908817875835,0.0,0.0,0.0
130,130,0.0,0.0,89.60515082990662,0.0,85.54245092730932,0.0,0.0,0.0
131,131,0.0,0.0,89.33299116090659,0.0,85.88813948233852,0.0,0.0,0.0
132,132,0.0,0.0,89.05183575805628,0.0,86.22765944229126,0.0,0.0,0.0
133,133,0.0,0.0,88.76199509932921,0.0,86.56072879412152,0.0,0.0,0.0
134,134,0.0,0.0,88.46373574917072,0.0,86.88706360231791,0.0,0.0,0.0
135,135,0.0,0.0,88.15735205768777,0.0,87.20636106981196,0.0,0.0,0.0
136,136,0.0,0.0,87.84314727622358,0.0,87.51833409646669,0.0,0.0,0.0
137,137,0.0,0.0,87.52141539632979,0.0,87.82270352612146,0.0,0.0,0.0
138,138,0.0,0.0,87.19244104948785,0.0,88.11918119256293,0.0,0.0,0.0
139,139,0.0,0.0,86.8565337333998,0.0,88.40747891104891,0.0,0.0,0.0
140,140,0.0,0.0,86.51397539876798,0.0,88.68731784456358,0.0,0.0,0.0
141,141,0.0,0.0,86.16508015212837,0.0,88.95841123512385,0.0,0.0,0.0
142,142,0.0,0.0,85.81012559482018,0.0,89.22050076222696,0.0,0.0,0.0
143,143,0.0,0.0,85.44941195753825,0.0,89.47330319980935,0.0,0.0,0.0
144,144,0.0,0.0,85.08322783335366,0.0,89.71655583443585,0.0,0.0,0.0
145,145,0.0,0.0,84.71186654415533,0.0,89.94999904428126,0.0,0.0,0.0
146,146,0.0,0.0,84.3356012582105,0.0,90.17339524146796,0.0,0.0,0.0
147,147,0.0,0.0,83.95471749666876,0.0,90.38648335876995,0.0,0.0,0.0
148,148,0.0,0.0,83.56948836195161,0.0,90.5890346091289,0.0,0.0,0.0
149,149,0.0,0.0,83.18019827323579,0.0,90.7808254803621,0.0,0.0,0.0
150,150,0.0,0.0,82.78709529810693,0.0,90.961638169488,0.0,0.0,0.0
151,151,0.0,0.0,82.39046188092931,0.0,91.13126101536173,0.0,0.0,0.0
152,152,0.0,0.0,81.99054406782109,0.0,91.2894889282448,0.0,0.0,0.0
153,153,0.0,0.0,81.58759824004426,0.0,91.43616181748492,0.0,0.0,0.0
154,154,0.0,0.0,81.18186777152728,0.0,91.57107981345722,0.0,0.0,0.0
155,155,0.0,0.0,80.77359070736554,0.0,91.69409848446327,0.0,0.0,0.0
156,156,0.0,0.0,80.36301434726374,0.0,91.8050627988359,0.0,0.0,0.0
