,0,1,2,3
0,3.55,2.25,4.99,2.11
1,3.39,1.47,5.0,2.5
2,3.31,1.46,4.3,3.0
3,3.04,1.99,4.39,3.46
4,2.83,1.92,2.86,4.02
5,3.21,2.28,4.6,5.1
6,3.71,1.58,3.04,3.62
7,2.88,1.82,3.52,3.18
8,1.92,2.46,2.5,3.11
9,1.62,1.7,3.77,5.39
10,1.6,2.4,5.08,5.26
11,2.48,1.99,4.73,5.14
12,2.17,2.26,3.07,3.69
13,4.04,1.47,3.53,1.76
14,5.35,1.23,2.38,1.21
15,7.56,1.11,2.78,0.651
16,6.42,0.914,1.71,0.88
17,5.97,0.834,2.63,0.902
18,2.59,1.22,2.19,1.34
19,2.57,1.38,1.86,1.11
20,3.22,0.537,2.04,0.297
21,2.64,0.96,2.23,0.308
22,1.78,0.765,3.31,0.708
23,2.31,1.1,2.84,0.72
24,2.68,0.88,2.17,0.20600000000000002
25,1.83,0.88,2.12,0.0343
26,2.79,0.708,2.08,2.36
27,2.65,0.594,2.28,3.27
28,0.937,2.0,3.56,1.85
29,1.19,2.26,4.55,2.35
30,1.47,2.65,6.25,1.33
31,1.62,2.78,4.4,1.66
32,1.39,2.07,3.77,2.0
33,1.53,3.32,3.71,1.8
34,1.86,2.76,4.5,1.55
35,2.09,2.73,3.24,2.11
36,2.49,2.49,2.94,1.68
37,2.26,1.35,3.35,2.58
38,2.34,1.45,3.06,2.87
39,2.17,1.92,3.2,2.1
40,2.67,2.97,4.57,1.51
41,2.04,3.15,4.26,1.93
42,1.07,2.79,4.31,1.66
43,1.23,1.09,4.2,2.02
44,1.27,0.503,3.37,2.44
45,1.26,0.982,5.35,3.56
46,1.1,0.777,5.53,3.79
47,0.925,0.902,3.45,4.24
48,1.2,0.925,4.81,3.55
49,1.7,0.274,5.22,3.45
50,1.96,0.503,6.35,2.91
51,2.91,0.765,5.26,3.19
52,2.28,0.297,4.76,3.29
53,3.14,0.5710000000000001,3.75,2.64
54,2.76,0.937,3.15,2.36
55,2.5,0.617,3.34,2.82
56,3.79,0.902,5.3,2.68
57,3.48,0.617,3.48,2.39
58,3.93,1.31,0.628,3.52
59,4.33,1.05,1.5,2.72
60,3.62,2.04,2.31,3.13
61,4.32,2.99,1.68,3.19
62,4.97,0.902,2.32,3.05
63,5.0,0.857,3.67,2.86
64,4.51,1.07,2.3,2.81
65,6.51,1.17,2.4,2.35
66,8.09,1.42,2.32,1.62
67,7.64,1.18,2.28,1.63
68,6.15,1.01,4.0,2.7
69,7.15,1.17,4.41,2.91
70,3.47,1.73,3.76,3.53
71,4.42,1.28,4.7,3.82
72,3.53,1.14,5.22,3.11
73,2.23,2.46,4.83,4.59
74,2.64,1.96,5.32,4.28
75,2.95,1.46,6.55,3.45
76,2.3,1.62,8.04,2.64
77,2.31,2.54,7.14,3.88
78,1.7,3.05,5.67,3.58
79,2.14,2.87,6.59,2.51
80,2.59,2.52,7.2,3.4
81,3.02,1.11,7.11,3.04
82,2.24,1.3,6.48,3.59
83,2.17,1.7,6.53,4.07
84,2.36,2.09,5.18,2.98
85,2.11,2.27,5.29,2.67
86,2.27,2.43,5.99,3.19
87,2.38,2.17,3.63,3.27
88,4.57,1.96,2.1,3.28
89,4.54,2.16,1.6,1.82
90,3.72,3.36,1.85,1.96
91,4.26,1.73,2.06,1.25
92,3.54,2.2,1.87,0.8230000000000001
93,4.7,1.8,1.29,0.5710000000000001
94,6.89,1.91,1.7,1.57
95,6.49,1.66,1.93,2.64
96,6.35,2.11,0.8230000000000001,1.65
97,4.52,2.0,0.88,2.26
98,6.43,2.24,1.61,2.1
99,6.56,1.74,1.38,2.0
100,6.88,1.54,1.44,2.5
101,7.69,1.5,1.8,2.7
102,4.75,0.5710000000000001,1.65,1.77
103,2.5,2.06,1.22,0.137
104,1.61,1.82,1.62,0.605
105,1.13,0.64,1.06,0.423
106,1.34,2.36,0.754,0.788
107,1.82,2.91,0.925,0.468
108,1.63,1.66,1.15,0.366
109,1.34,1.7,1.59,0.251
110,1.91,1.8,1.78,0.343
111,1.58,1.58,1.43,0.308
112,1.82,1.49,1.31,0.24
113,1.31,1.15,1.91,0.297
114,1.44,1.02,1.43,0.194
115,0.8,0.503,1.41,0.308
116,1.04,0.834,1.51,0.331
117,1.27,0.457,1.18,0.297
118,1.31,1.09,1.93,0.743
119,0.777,1.42,1.36,1.31
120,1.21,1.19,1.68,1.66
121,1.15,1.26,1.3,1.58
122,1.34,1.38,0.834,1.41
123,1.58,1.3,0.754,1.51
124,0.971,1.37,1.63,2.34
125,0.72,1.09,1.63,2.65
126,1.45,1.12,1.47,2.88
127,1.34,1.06,2.0,2.54
128,1.63,1.18,1.8,2.14
129,1.73,0.96,1.5,1.52
130,1.17,1.27,2.34,2.02
131,0.48,1.5,2.31,1.42
132,0.457,1.17,0.982,1.5
133,0.491,0.891,1.03,1.3
134,0.468,0.9480000000000001,0.8,0.9480000000000001
135,1.06,0.777,0.617,1.21
136,1.52,0.845,1.13,1.53
137,1.73,0.149,1.3,2.04
138,1.82,0.434,0.994,1.94
139,1.23,0.811,1.8,1.99
140,1.43,0.891,1.33,2.33
141,0.765,0.32,0.96,3.05
142,1.06,0.663,0.902,2.79
143,1.29,0.674,1.15,2.02
144,1.59,0.32,0.8,1.62
145,0.777,0.708,1.3,1.25
146,0.583,0.468,0.777,1.41
147,0.377,0.331,1.07,2.14
148,0.88,0.08,0.868,3.29
149,1.23,0.149,1.15,5.02
150,0.6970000000000001,0.228,1.1,7.21
151,0.8,0.28600000000000003,1.37,9.28
152,0.834,0.366,0.651,11.4
153,1.02,0.308,0.971,12.4
154,1.43,0.297,0.605,14.9
155,1.43,0.263,0.354,13.9
156,1.87,0.228,0.434,8.59
157,1.59,0.251,0.628,10.2
158,1.26,0.183,0.663,12.1
159,1.33,0.149,0.5710000000000001,15.1
160,1.66,0.194,0.388,10.8
161,1.46,0.137,0.526,9.77
162,1.42,0.228,0.526,6.88
163,3.24,1.21,2.23,6.39
164,3.98,2.18,3.98,3.08
165,5.55,2.08,5.69,4.75
166,5.22,1.42,5.02,5.56
167,5.4,2.6,4.95,3.96
168,7.21,3.13,4.48,3.71
169,6.51,2.91,5.19,3.46
170,4.01,1.93,6.43,3.71
171,6.55,3.83,7.37,2.98
172,7.53,2.67,6.65,5.18
173,6.29,2.16,5.46,3.75
174,7.01,2.41,5.68,4.87
175,3.99,2.72,5.68,5.47
176,4.79,3.7,7.56,5.75
177,5.62,2.89,5.28,6.31
178,4.65,0.28600000000000003,2.14,6.33
179,2.0,0.045700000000000005,2.01,5.83
180,2.55,0.20600000000000002,1.01,5.68
181,4.43,0.16,1.21,5.61
182,4.4,0.16,0.96,4.32
183,4.19,0.126,1.05,4.14
184,3.07,0.685,1.25,4.35
185,2.23,1.51,2.49,4.49
186,2.57,2.1,2.3,3.72
187,2.07,1.86,2.74,2.82
188,3.14,2.02,3.16,2.54
189,2.1,2.26,3.28,3.08
190,1.99,1.76,4.01,2.97
191,2.02,1.21,3.96,2.16
192,1.13,1.45,3.64,1.38
193,1.85,2.46,3.12,1.55
194,3.03,2.33,3.15,0.503
195,4.74,2.1,3.16,0.171
196,5.63,1.99,2.94,0.126
197,4.31,2.52,3.63,0.08
198,5.0,2.38,3.55,0.171
199,4.87,2.25,3.58,0.09140000000000001
200,5.56,2.39,3.32,0.08
201,3.38,1.99,3.21,0.0228
202,3.95,1.51,2.8,0.16
203,3.29,2.1,2.78,0.09140000000000001
204,3.11,1.7,1.84,0.0685
205,3.22,1.44,1.78,0.251
206,3.07,1.3,2.11,0.171
207,1.58,0.743,1.96,0.171
208,0.491,0.297,0.41100000000000003,0.651
209,1.07,0.537,0.251,0.605
210,1.59,0.754,0.343,1.18
211,0.731,0.8,0.057100000000000005,1.53
212,1.2,0.743,0.891,1.11
213,1.13,0.788,1.93,0.743
214,1.04,0.9480000000000001,2.83,0.526
215,1.45,0.28600000000000003,3.92,0.971
216,1.76,0.788,3.03,0.788
217,1.38,0.6970000000000001,3.19,1.03
218,1.54,1.04,2.2,0.914
219,1.57,1.35,2.94,1.07
220,1.84,1.29,3.15,0.788
221,1.39,1.11,3.67,0.743
222,1.73,0.857,2.71,0.617
223,1.45,1.77,2.83,2.02
224,1.94,2.46,2.7,2.66
225,2.88,2.15,2.18,3.38
226,2.17,2.07,4.23,4.64
227,2.2,2.73,3.36,4.32
228,2.02,2.08,3.48,3.76
229,1.84,2.49,2.73,4.3
230,2.46,2.09,3.72,5.34
231,2.78,2.15,3.84,6.2
232,2.72,1.96,2.99,5.97
233,2.92,2.59,2.55,4.48
234,2.81,2.68,2.22,5.27
235,3.03,1.51,3.13,6.41
236,2.55,2.39,3.5,5.08
237,2.03,2.2,2.26,5.71
238,2.06,2.28,1.94,4.54
239,1.36,2.38,2.18,6.6
240,1.76,2.95,1.68,9.42
241,1.45,3.19,1.33,11.0
242,1.1,3.72,1.15,11.5
243,1.01,2.8,0.777,11.4
244,0.834,2.25,1.09,9.86
