,0,1,2,3
0,1.96,8.84,0.937,4.73
1,2.24,5.97,1.22,3.7
2,1.63,5.97,1.28,2.6
3,2.02,6.05,3.53,1.9
4,2.42,7.56,4.68,3.22
5,3.08,9.7,4.5,1.62
6,3.92,6.47,4.59,1.31
7,3.95,5.65,6.17,2.25
8,3.3,7.25,6.84,2.03
9,3.14,6.57,5.76,1.39
10,2.44,6.57,5.95,1.17
11,2.92,9.53,4.48,1.91
12,3.03,8.85,3.43,1.76
13,4.3,8.79,4.52,1.93
14,4.9,6.27,4.62,2.88
15,4.62,6.42,5.08,1.49
16,4.91,8.07,4.28,0.982
17,5.3,4.42,3.93,1.63
18,3.68,0.331,1.39,2.62
19,3.3,0.526,0.857,3.67
20,3.54,0.674,1.43,4.68
21,2.49,0.377,1.2,6.64
22,3.42,0.5710000000000001,1.06,7.33
23,3.52,0.88,1.88,6.74
24,5.13,0.628,1.92,7.17
25,6.32,0.605,1.65,3.93
26,5.04,0.891,1.96,4.27
27,2.51,0.651,1.41,5.21
28,1.77,0.343,1.68,5.28
29,2.11,0.423,1.93,5.53
30,4.14,0.685,1.17,4.83
31,2.63,0.41100000000000003,0.9480000000000001,4.78
32,2.19,0.251,0.617,4.54
33,2.23,0.343,1.38,4.26
34,1.54,0.446,0.891,2.9
35,1.98,0.777,0.651,2.79
36,4.83,0.765,0.651,2.59
37,9.27,1.09,0.594,3.75
38,7.93,1.06,0.28600000000000003,2.01
39,5.1,0.674,0.731,2.92
40,3.75,0.9480000000000001,0.88,3.34
41,4.94,1.29,1.13,2.27
42,5.93,1.34,1.19,2.7
43,5.65,0.994,1.1,3.99
44,6.11,0.971,1.42,3.6
45,7.17,1.54,2.76,3.23
46,7.15,2.01,4.51,3.16
47,4.19,1.05,3.93,2.57
48,0.937,1.38,2.71,3.53
49,2.7,1.47,2.81,3.85
50,1.2,1.58,2.66,5.53
51,0.811,1.49,2.43,6.01
52,1.13,1.45,2.38,4.78
53,0.982,1.59,2.71,3.96
54,0.994,1.73,3.0,3.59
55,0.788,1.84,2.36,5.03
56,0.754,1.61,3.1,5.05
57,0.6970000000000001,1.63,3.18,5.06
58,0.548,1.54,2.52,4.63
59,0.64,1.26,2.42,5.55
60,0.788,1.33,2.6,5.2
61,1.01,1.47,2.49,5.8
62,0.56,0.708,2.52,4.08
63,0.41100000000000003,2.41,1.18,0.685
64,0.594,4.3,0.914,0.137
65,0.605,4.8,0.72,0.354
66,0.8,3.54,0.72,0.674
67,0.925,3.8,0.914,0.685
68,1.01,4.7,1.03,0.925
69,0.8230000000000001,3.5,0.674,0.937
70,0.617,2.27,0.6970000000000001,1.03
71,0.72,2.6,0.765,1.09
72,0.8,4.03,0.491,0.971
73,0.6970000000000001,3.94,0.743,0.96
74,0.537,2.71,1.34,1.11
75,0.754,2.36,0.857,1.19
76,1.04,4.36,0.468,1.2
77,0.617,4.02,0.468,1.45
78,0.937,5.05,0.857,2.44
79,2.04,5.79,0.914,1.03
80,3.27,5.99,2.08,0.96
81,4.56,7.17,2.89,1.29
82,5.22,8.75,3.2,2.23
83,5.04,8.02,1.68,1.9
84,3.29,9.02,2.1,2.24
85,4.54,7.14,2.3,3.03
86,4.09,6.17,1.69,2.06
87,2.96,5.11,1.42,1.98
88,2.84,5.83,1.51,2.16
89,3.82,7.28,1.18,2.32
90,4.43,7.47,2.03,1.6
91,4.95,8.21,2.17,0.708
92,3.07,8.02,1.67,0.914
93,1.82,8.07,0.788,1.79
94,1.46,7.14,1.05,2.49
95,2.74,7.3,0.583,3.68
96,3.64,7.85,0.663,5.1
97,4.26,4.52,0.857,3.18
98,1.52,6.51,1.57,2.99
99,0.583,8.58,1.73,4.2
