,0,1,2,3
0,2.84,0.6970000000000001,1.44,2.24
1,3.24,0.971,1.62,1.41
2,2.06,0.765,1.07,1.36
3,0.857,0.20600000000000002,2.88,1.62
4,1.62,0.251,4.23,1.79
5,1.68,0.548,5.13,2.59
6,1.69,0.41100000000000003,6.75,2.71
7,1.3,0.228,8.74,3.15
8,2.14,0.446,8.82,3.77
9,2.24,0.20600000000000002,8.03,3.22
10,1.82,0.126,7.32,3.29
11,1.26,0.114,7.44,3.05
12,0.0,0.0228,7.59,3.05
13,0.0343,0.0685,8.04,4.01
14,0.583,0.045700000000000005,5.75,3.64
15,0.0,0.0114,7.29,3.03
16,0.0,0.0685,7.63,3.36
17,0.0,0.0114,4.73,3.56
18,0.0,0.663,2.36,0.88
19,0.0,1.05,2.44,2.19
20,0.971,1.38,1.46,2.76
21,1.03,1.75,0.0,3.61
22,2.8,2.79,0.0,4.03
23,2.23,1.98,0.0114,3.29
24,2.75,1.37,0.0,2.88
25,2.47,0.583,0.0,2.9
26,2.67,1.01,0.0,3.3
27,2.74,1.2,0.0,2.59
28,2.07,1.92,0.0,3.64
29,2.97,1.84,0.0,3.42
30,4.47,0.891,0.0,2.81
31,3.68,0.72,0.0,2.7
32,2.79,1.58,0.0,1.75
33,4.39,2.52,0.0,2.18
34,5.06,3.29,0.0,3.19
35,4.82,2.19,0.0,3.46
36,4.84,3.19,0.0,3.19
37,4.64,2.25,0.0,4.56
38,6.03,0.937,0.0,3.9
39,4.44,1.01,0.0,2.75
40,4.36,1.54,0.0,1.74
41,7.13,1.84,0.0,0.8
42,9.68,2.3,0.0,0.0
43,12.8,2.96,2.04,0.0
44,13.3,2.18,1.05,0.0228
45,10.0,1.27,0.297,0.4
46,11.4,1.99,0.526,1.65
47,11.1,1.87,0.228,1.76
48,2.8,0.0343,0.56,2.96
49,4.68,0.251,1.13,2.66
50,3.95,0.137,1.1,2.0
51,3.06,0.114,0.994,3.08
52,3.66,0.228,1.22,3.71
53,4.07,0.251,0.9480000000000001,2.9
54,2.71,0.114,1.23,3.66
55,2.81,0.149,0.788,3.78
56,3.52,0.171,1.26,5.1
57,4.38,0.56,1.76,4.02
58,4.58,0.366,1.11,3.64
59,3.48,0.491,1.04,4.47
60,4.7,0.343,1.1,4.35
61,5.63,0.228,1.18,5.16
62,4.75,0.388,1.18,4.19
63,5.7,0.88,1.54,4.14
64,4.28,1.96,2.04,2.17
65,3.22,2.81,1.37,2.09
66,3.52,2.19,1.13,1.76
67,3.78,1.71,1.21,2.52
68,2.59,2.27,1.79,2.08
69,3.27,2.94,1.69,3.0
70,3.35,3.69,1.27,2.12
71,3.5,3.21,1.77,2.26
72,5.61,3.22,1.39,2.74
73,8.25,2.64,1.57,1.61
74,9.96,3.06,0.788,1.69
75,4.43,2.84,0.628,2.51
76,4.06,2.56,0.297,1.39
77,1.83,2.02,0.114,2.3
78,2.1,1.58,0.685,0.594
79,2.82,2.16,1.45,0.594
80,3.62,3.77,2.64,0.72
81,5.38,3.94,3.63,0.902
82,4.95,2.43,3.93,1.02
83,3.38,2.33,3.32,0.605
84,3.78,1.29,4.06,0.708
85,3.83,2.04,4.68,0.126
86,4.64,1.95,4.95,0.0
87,3.7,2.0,3.8,0.0
88,4.07,1.82,3.94,0.0
89,3.84,2.34,2.0,0.0
90,3.61,1.77,2.94,0.0
91,4.15,1.46,2.38,0.0
92,3.24,1.82,1.85,0.0
93,0.41100000000000003,3.42,1.36,0.0
94,0.6970000000000001,3.84,0.628,2.28
95,1.05,3.28,1.35,4.91
96,0.366,3.26,1.63,2.8
97,0.388,3.14,1.05,1.12
98,0.64,1.04,2.97,1.76
99,0.685,0.994,2.43,2.4
100,0.331,1.28,3.13,3.18
101,0.605,2.06,3.1,2.71
102,0.765,1.55,2.49,2.81
103,0.5710000000000001,2.39,2.51,2.79
104,0.663,3.7,2.83,2.47
105,0.685,4.62,3.83,2.28
106,0.514,3.95,1.65,2.19
107,0.857,2.62,2.08,1.94
108,2.48,3.47,3.02,1.04
109,3.66,4.63,2.12,1.45
110,4.31,4.52,2.38,1.17
111,4.64,4.79,3.31,1.68
112,5.94,5.41,3.43,2.02
113,7.28,6.25,3.32,1.8
114,8.13,5.56,3.47,1.23
