,0,1,2,3
0,0.88,2.04,2.14,0.904
1,1.32,2.21,2.41,1.22
2,1.63,1.32,2.06,1.19
3,1.11,1.2,1.81,1.91
4,1.7,1.95,2.51,1.31
5,1.45,1.97,1.88,1.34
6,1.97,1.22,2.65,1.63
7,1.98,2.39,2.02,1.99
8,1.97,1.8,2.15,0.961
9,1.61,1.15,1.85,1.25
10,2.25,1.68,1.98,1.39
11,1.27,1.83,1.38,1.71
12,1.95,1.37,2.21,1.59
13,1.55,1.95,2.33,1.52
14,1.51,1.64,1.91,0.985
15,1.38,1.64,1.69,2.09
16,1.7,2.95,1.58,1.26
17,1.78,2.59,1.8,1.54
18,1.96,1.27,1.85,2.11
19,2.31,1.59,1.4,1.39
20,1.8,1.91,1.98,1.27
21,2.0,2.37,1.31,1.04
22,1.95,1.86,1.91,1.4
23,1.42,2.42,1.68,1.66
24,1.98,2.0,2.28,0.915
25,1.96,2.14,2.31,1.02
26,1.74,0.985,1.36,1.3
27,1.77,1.6,1.2,1.38
28,1.01,1.98,1.41,1.76
29,1.55,1.26,1.96,1.74
30,1.62,1.75,2.03,1.53
31,1.34,1.33,1.9,1.58
32,1.51,1.89,2.22,1.17
33,1.82,1.65,1.73,1.78
34,1.83,1.61,1.88,2.41
35,1.66,1.58,1.37,2.48
36,1.89,2.05,1.92,2.34
37,1.97,0.915,1.51,2.02
38,1.88,1.48,2.48,2.29
39,1.97,1.29,1.82,2.82
40,1.2,1.47,2.06,1.99
41,1.58,1.99,2.79,2.98
42,1.66,2.42,2.17,2.68
43,1.7,1.52,2.07,2.77
44,1.36,1.81,2.12,2.47
45,1.1,1.49,1.48,2.44
46,1.59,0.9500000000000001,1.26,2.71
47,1.04,1.4,1.45,1.82
48,1.08,1.14,1.85,1.66
49,0.88,1.17,1.76,1.68
50,1.36,1.32,1.31,1.99
51,1.49,1.27,1.31,2.58
52,1.54,1.26,1.42,1.08
53,1.92,1.3,1.56,1.85
54,2.18,1.91,1.54,1.63
55,1.25,1.97,1.11,1.54
56,1.88,2.02,2.07,2.03
57,1.16,2.34,2.02,1.62
58,2.11,2.1,1.75,1.36
59,1.75,2.11,2.02,1.69
60,1.77,2.83,1.82,1.59
61,1.24,2.56,1.97,1.9
62,1.53,2.24,1.81,1.74
63,0.834,2.53,1.46,1.6
64,0.741,2.85,1.76,1.25
65,1.04,2.02,1.85,1.91
66,1.96,1.49,1.56,1.7
67,1.69,1.9,1.18,1.52
68,2.26,1.75,2.04,1.25
69,1.52,1.16,2.35,2.31
70,1.38,1.07,1.17,2.98
71,1.61,1.47,1.63,2.25
72,1.36,1.08,1.52,2.39
73,0.788,1.38,1.44,2.21
74,1.22,1.42,1.49,1.86
75,1.23,1.91,1.39,1.67
76,0.996,1.51,1.55,1.04
77,1.55,1.44,1.55,1.98
78,1.2,1.47,1.81,2.06
79,1.22,1.93,1.48,1.77
80,1.47,1.53,1.07,1.62
81,1.67,1.56,1.64,1.77
82,2.04,1.97,1.85,1.1
83,1.91,1.25,1.14,1.12
84,1.45,0.10400000000000001,1.29,1.41
85,1.32,2.4,1.62,1.58
86,0.626,2.06,2.12,1.99
87,0.289,2.27,1.54,1.92
88,0.464,2.47,1.91,1.1
89,0.0,1.54,1.81,1.63
90,0.0,1.64,2.06,2.18
91,1.26,1.91,2.03,1.52
92,1.45,2.33,1.69,1.85
93,1.74,2.21,1.25,1.92
94,1.95,1.76,1.25,1.61
95,1.59,2.25,0.707,1.96
96,1.55,2.94,0.927,1.55
97,0.9380000000000001,1.91,1.46,1.99
98,0.9390000000000001,0.996,0.869,1.8
99,1.99,1.54,1.52,1.64
100,2.31,1.96,1.99,1.92
101,2.05,1.96,1.69,1.95
102,1.2,1.11,1.4,2.2
103,1.42,1.87,1.01,2.64
104,1.64,1.92,2.53,2.75
105,2.14,2.07,2.31,1.95
106,1.61,1.97,1.74,1.52
107,1.38,2.21,1.61,2.25
108,1.78,1.25,1.67,2.5
109,2.55,1.8,1.6,2.11
110,2.0,1.16,1.47,2.04
111,1.53,1.91,1.32,2.29
112,1.4,2.05,1.36,2.2
113,1.99,1.97,1.54,2.28
114,1.27,1.63,1.89,2.37
115,1.54,1.92,1.62,1.99
116,1.56,1.7,1.81,1.19
117,1.29,1.78,0.88,1.83
118,1.64,1.46,1.04,1.48
119,1.8,1.92,1.55,1.82
120,1.09,2.04,2.62,1.67
121,1.16,2.26,2.47,1.91
122,2.14,1.69,1.88,2.57
123,1.69,2.03,1.78,1.85
124,0.869,2.25,1.91,1.67
125,1.15,1.97,1.59,2.78
126,1.54,2.03,1.59,1.89
127,1.05,2.02,2.56,2.07
128,1.27,1.92,1.62,1.75
129,0.973,2.02,1.31,1.1
130,1.48,2.19,1.38,2.18
131,1.7,1.99,1.12,1.08
132,1.51,1.8,1.55,0.672
133,1.29,2.06,1.44,0.834
134,2.02,2.03,1.2,0.9380000000000001
135,1.9,1.95,1.49,2.14
136,1.51,2.42,1.27,1.88
137,1.58,2.05,1.33,1.58
138,1.55,1.59,0.753,1.85
139,1.98,1.87,1.18,1.97
140,1.45,2.1,0.892,1.95
141,1.87,2.15,1.27,1.58
142,1.93,2.07,1.37,1.23
143,1.61,2.87,1.24,1.42
144,1.23,1.87,1.82,1.34
145,1.56,1.93,1.69,1.81
146,1.58,1.77,1.76,1.77
147,1.56,1.66,1.64,1.52
148,1.29,2.02,1.53,2.0
149,1.27,1.81,1.64,2.71
150,1.98,1.8,1.45,1.33
151,1.69,2.19,1.14,1.48
152,1.31,1.77,1.61,1.25
153,1.77,2.34,1.36,2.27
154,1.8,2.61,1.59,1.91
155,1.29,2.5,1.63,1.73
