,0,1,2,3
0,2.8,2.58,2.74,3.44
1,2.3,1.07,2.2,3.08
2,0.777,1.18,1.82,2.87
3,1.06,0.183,1.45,1.51
4,2.11,0.354,0.96,1.39
5,2.1,0.605,1.54,0.834
6,1.12,0.834,1.31,0.628
7,1.02,0.514,0.743,1.07
8,1.11,0.548,0.914,0.514
9,1.11,0.503,1.42,1.09
10,1.25,0.617,1.37,1.43
11,1.17,0.628,1.6,0.982
12,1.21,0.08,0.845,1.06
13,1.1,0.64,0.4,1.21
14,1.2,0.194,0.491,0.994
15,1.49,0.514,0.423,1.11
16,1.96,0.605,0.628,1.66
17,1.11,0.514,0.834,1.41
18,1.9,1.58,1.03,2.32
19,1.45,2.19,1.79,2.55
20,1.66,3.22,2.12,1.26
21,2.91,3.28,1.95,1.05
22,2.4,3.85,3.24,1.1
23,2.6,4.51,2.62,0.377
24,2.97,4.95,2.5,0.594
25,2.38,4.74,2.74,0.9480000000000001
26,2.11,4.42,2.8,0.96
27,1.85,3.71,3.67,2.89
28,1.39,3.79,2.89,1.23
29,1.77,3.38,2.95,2.08
30,2.67,3.8,2.28,1.68
31,2.25,4.95,2.33,2.23
32,1.47,2.64,2.46,1.51
33,2.71,1.11,3.36,2.87
34,3.79,1.75,5.0,2.6
35,4.06,2.25,7.17,3.79
36,4.78,1.67,5.62,3.93
37,4.96,1.85,5.1,2.55
38,4.09,1.27,6.61,2.62
39,5.19,0.845,5.51,2.14
40,2.68,1.22,4.75,2.6
41,3.72,1.27,6.23,2.3
42,3.23,0.64,6.44,2.55
43,3.47,0.468,6.77,2.99
44,3.84,0.64,6.0,3.1
45,3.8,1.18,5.76,1.95
46,4.07,1.53,5.08,1.5
47,4.28,1.11,5.69,1.59
48,1.53,1.03,0.971,2.23
49,1.82,1.75,2.5,5.12
50,1.44,2.17,2.52,10.3
51,1.49,1.77,2.03,8.35
52,1.68,1.19,2.67,10.2
53,1.41,1.73,2.67,11.3
54,1.05,1.58,1.99,10.6
55,1.02,0.925,2.09,12.2
56,1.12,1.35,2.44,5.7
57,1.21,0.708,2.71,3.48
58,1.12,0.8,2.19,4.43
59,1.6,0.834,2.08,5.63
60,1.47,0.857,1.98,3.91
61,1.53,0.72,1.83,2.8
62,1.06,1.11,1.44,2.63
63,0.114,1.6,1.46,1.47
64,0.217,1.68,1.68,1.45
65,0.491,2.07,2.65,1.58
66,0.6970000000000001,2.64,1.67,1.57
67,1.01,1.6,1.47,1.35
68,1.22,2.71,2.34,1.34
69,0.937,2.94,2.1,1.75
70,1.1,2.81,1.58,2.04
71,1.06,3.06,1.88,2.02
72,0.765,3.16,2.1,2.01
73,0.88,3.58,2.42,2.03
74,1.15,3.34,2.91,1.53
75,1.09,3.77,1.66,1.59
76,0.56,2.99,2.08,1.91
77,0.845,1.65,1.43,1.45
78,2.32,0.137,0.5710000000000001,2.31
79,3.08,0.388,0.6970000000000001,3.77
80,2.72,0.708,0.56,6.39
81,3.95,0.811,0.56,6.55
82,4.89,1.04,0.8230000000000001,6.48
83,4.25,0.628,1.09,6.16
84,3.77,0.731,0.754,6.52
85,4.46,0.811,0.41100000000000003,4.5
86,4.22,0.28600000000000003,0.251,5.94
87,5.53,0.765,0.526,6.23
88,5.43,0.88,0.994,4.4
89,4.07,0.731,0.754,4.23
90,3.42,0.583,0.64,5.06
91,3.99,0.902,1.11,5.32
92,3.8,0.64,0.754,4.74
93,1.76,1.05,1.37,0.651
94,1.06,1.35,2.19,1.79
95,1.66,1.79,1.18,1.82
96,2.47,1.49,1.17,1.84
97,1.84,1.22,0.971,1.76
98,2.06,2.31,1.06,1.84
99,2.4,2.42,0.5710000000000001,1.71
100,2.32,1.52,0.765,2.0
101,1.75,2.03,1.31,1.51
102,2.03,2.6,1.3,1.66
103,1.38,1.25,1.3,1.38
104,1.27,1.36,1.17,1.66
105,2.03,1.2,1.21,1.53
106,2.91,1.7,1.1,1.35
107,3.11,1.09,0.868,1.35
108,2.22,1.38,0.0343,2.8
109,2.2,2.04,0.217,3.32
110,1.3,2.02,0.468,4.0
111,0.902,2.51,0.377,4.9
112,1.46,2.83,0.468,5.45
113,1.57,2.39,0.343,6.07
114,1.98,2.76,0.388,6.18
115,1.49,2.58,0.594,6.75
116,1.45,1.87,0.366,7.51
117,1.63,2.01,0.28600000000000003,6.92
118,1.68,1.92,0.388,7.4
119,1.85,1.96,0.503,8.39
120,1.23,1.86,0.491,9.01
121,1.86,2.25,0.263,8.72
122,0.971,2.02,0.263,6.36
123,0.628,2.24,0.366,3.21
