,0,1,2,3
0,1.6,1.38,1.74,1.56
1,1.81,1.93,1.51,1.23
2,2.82,1.95,1.64,1.81
3,2.49,2.15,1.98,1.9
4,1.6,1.89,1.61,2.0
5,1.82,1.81,1.14,2.03
6,2.33,1.12,1.88,0.996
7,2.15,1.98,1.55,2.13
8,2.12,1.8,1.56,2.6
9,1.51,2.69,1.66,2.04
10,2.58,2.34,0.672,1.95
11,2.37,2.61,0.649,1.09
12,2.27,1.9,1.2,1.36
13,2.05,2.22,1.23,1.36
14,1.29,2.18,1.54,1.61
15,2.51,1.71,1.02,1.52
16,3.16,1.18,1.59,1.41
17,2.46,1.58,1.97,1.82
18,2.17,2.64,0.498,1.82
19,2.54,1.8,0.359,1.71
20,3.13,2.07,1.45,2.14
21,1.97,1.96,0.324,2.22
22,1.92,1.67,0.51,1.74
23,2.46,2.56,0.9380000000000001,2.05
24,1.69,2.5,1.46,1.62
25,1.54,2.42,1.76,2.43
26,1.82,2.05,1.64,1.96
27,1.96,2.88,1.99,1.89
28,2.34,1.59,2.09,1.71
29,1.19,2.79,1.75,2.24
30,1.6,1.6,1.98,1.59
31,1.83,1.88,1.6,2.37
32,2.31,1.99,2.37,2.34
33,1.53,2.31,2.12,1.85
34,2.85,1.97,2.32,2.13
35,1.98,1.67,1.68,2.63
36,1.98,1.33,2.28,1.48
37,0.9380000000000001,2.11,2.58,1.69
38,1.84,2.13,1.81,2.13
39,1.49,1.69,1.97,1.83
40,1.27,1.77,1.53,2.49
41,1.26,2.5,1.2,3.15
42,1.29,1.39,1.69,2.19
43,1.67,1.99,1.61,2.13
44,1.4,2.02,1.83,2.21
45,1.53,2.26,0.985,1.41
46,1.85,1.53,1.36,2.63
47,1.77,1.82,1.24,2.8
48,1.85,1.37,1.27,2.7
49,1.82,1.95,1.68,2.41
50,1.62,1.15,1.39,2.41
51,1.03,1.91,1.27,2.81
52,1.47,2.53,1.69,2.72
53,1.56,2.04,1.16,3.12
54,1.05,2.14,1.4,3.49
55,1.52,1.83,1.34,3.21
56,1.44,2.02,1.66,1.71
57,0.961,2.05,1.78,2.31
58,1.05,1.39,1.85,2.22
59,1.38,1.89,1.4,1.29
60,1.99,2.03,2.88,1.98
61,1.45,1.89,1.84,2.15
62,1.77,1.23,2.22,1.99
63,1.6,1.69,1.77,2.13
64,1.3,2.07,1.24,2.07
65,0.985,1.82,1.6,2.97
66,1.32,1.6,2.19,1.71
67,1.7,1.58,1.39,2.64
68,1.48,2.33,1.54,2.12
69,0.973,0.869,1.59,1.7
70,2.48,0.765,1.6,1.95
