,0,1,2,3
0,1.44,1.69,0.834,1.4
1,1.12,1.65,1.05,1.82
2,1.88,0.556,1.37,2.17
3,1.07,1.96,1.12,1.31
4,0.927,2.41,1.3,1.17
5,0.996,1.24,1.25,1.41
6,1.76,1.56,1.23,2.14
7,1.15,1.73,1.16,1.15
8,1.47,1.9,1.1,1.05
9,1.55,1.81,1.81,0.973
10,1.96,1.84,1.27,1.26
11,1.48,1.51,1.47,2.26
12,1.71,1.41,1.76,1.33
13,0.683,2.11,1.48,1.11
14,1.89,2.0,1.22,1.03
15,1.64,1.86,1.47,1.36
16,0.88,1.89,1.4,1.33
17,1.24,1.59,1.15,0.788
18,1.44,2.26,1.26,1.38
19,1.42,1.62,1.2,0.846
20,1.97,2.15,0.927,1.36
21,1.63,1.67,1.23,0.834
22,1.44,1.11,1.04,0.88
23,1.4,1.63,1.76,1.39
24,1.71,1.39,1.07,1.12
25,1.91,2.33,2.15,2.63
26,1.91,1.96,2.18,2.31
27,1.42,1.83,1.07,3.07
28,1.69,2.03,1.74,1.39
29,1.77,2.31,1.82,2.81
30,2.17,2.05,1.74,2.24
31,3.39,1.74,1.67,2.2
32,3.07,1.85,2.46,2.42
33,2.15,1.84,1.71,2.37
34,1.46,1.52,1.34,3.53
35,1.23,2.2,1.6,3.52
36,1.76,1.58,1.49,2.18
37,1.02,1.68,1.29,2.18
38,1.66,1.61,0.904,2.51
39,1.1,1.9,1.12,2.62
40,1.8,2.49,1.76,1.67
41,1.89,2.29,1.53,1.99
42,1.8,2.18,1.55,2.12
43,2.1,2.42,0.961,1.77
44,2.07,2.69,1.04,1.81
45,1.95,2.58,0.88,1.81
46,2.19,2.07,1.27,1.25
47,1.53,1.47,0.741,2.03
48,1.67,2.05,1.4,1.32
49,2.03,2.26,1.08,1.58
50,2.65,1.09,1.6,2.09
51,2.24,2.19,1.48,0.452
52,2.62,1.9,1.48,1.68
53,1.61,2.28,0.869,2.11
54,1.8,1.56,0.9500000000000001,1.71
55,2.21,1.44,1.11,2.19
56,1.73,2.12,1.64,2.15
57,1.54,1.81,1.32,2.42
58,1.8,1.93,1.08,1.77
59,1.54,1.92,0.9500000000000001,1.68
60,1.54,1.51,1.49,1.88
61,1.01,1.46,1.31,2.35
62,1.99,0.9500000000000001,1.34,3.54
63,1.33,2.04,1.48,2.11
64,1.45,1.33,1.27,1.64
65,1.6,1.86,1.24,1.95
66,1.08,0.707,0.927,2.72
67,0.788,1.68,0.799,1.97
68,1.66,2.19,1.08,1.25
69,2.11,1.56,1.69,2.19
70,3.49,1.88,0.753,3.12
71,3.07,1.76,1.51,1.45
72,1.83,2.11,1.03,1.05
73,2.21,1.36,1.05,1.16
74,1.33,1.18,1.36,1.34
75,0.753,1.41,1.52,1.44
76,0.487,1.04,2.2,1.17
77,1.77,1.12,2.27,1.33
78,2.87,1.7,1.56,1.27
79,2.99,1.8,1.92,0.973
80,1.15,1.84,2.2,2.11
81,1.31,1.59,1.56,1.7
82,1.77,1.75,0.5680000000000001,1.1
83,2.11,2.09,0.753,1.27
84,2.65,2.11,0.521,1.92
85,2.2,1.68,1.2,2.34
86,2.28,1.62,0.776,2.05
87,2.85,1.62,0.66,2.0
88,1.37,1.81,0.707,1.02
89,1.33,2.56,0.707,1.36
90,1.45,1.66,0.753,1.25
91,1.02,2.35,0.869,1.98
92,1.16,2.04,1.71,2.04
93,1.47,1.93,0.776,1.7
94,1.76,1.69,1.34,1.36
95,1.87,1.61,0.741,1.26
96,2.15,1.69,1.34,1.99
97,1.68,1.78,1.42,1.53
98,1.88,1.53,1.8,1.75
99,2.17,1.78,2.06,1.36
100,1.3,1.6,2.76,0.672
101,0.846,1.82,3.28,1.47
