,0,1,2,3
0,1.91,1.46,2.24,1.64
1,1.53,1.23,1.84,2.15
2,1.62,1.33,1.89,1.71
3,2.1,1.3,2.61,2.07
4,1.42,1.39,2.87,1.7
5,1.03,1.44,2.15,1.75
6,1.9,1.41,2.59,1.51
7,1.87,1.67,1.48,2.25
8,1.54,1.81,2.44,1.76
9,1.51,2.0,1.7,1.99
10,1.99,1.91,1.9,2.0
11,1.92,2.51,1.07,3.95
12,1.55,2.41,1.41,2.18
13,1.53,1.85,1.84,3.14
14,1.44,2.14,1.22,2.44
15,0.996,1.41,1.53,2.58
16,1.01,2.24,1.52,2.28
17,1.34,2.29,1.36,2.46
18,1.46,2.48,1.88,2.27
19,0.707,2.78,0.973,2.55
20,1.23,2.47,1.37,2.68
21,0.765,2.02,1.29,2.64
22,1.53,2.18,1.29,2.59
23,1.46,2.72,0.88,2.85
24,1.4,2.11,0.811,2.4
25,1.83,1.54,1.2,1.47
26,2.15,1.51,1.85,2.17
27,1.92,0.649,1.71,1.78
28,1.41,1.02,1.48,0.846
29,2.25,1.07,0.9500000000000001,1.54
30,2.33,1.15,1.88,2.1
31,1.81,1.2,1.86,1.47
32,1.95,1.34,1.6,0.776
33,1.16,1.27,1.63,2.19
34,1.78,0.741,1.46,1.98
35,2.25,1.46,0.904,1.75
36,0.834,1.71,1.51,1.11
37,1.09,2.15,1.58,1.77
38,2.27,1.98,2.42,1.71
39,1.88,1.48,2.55,1.87
40,1.45,1.97,1.38,1.93
41,1.38,1.47,2.7,1.84
42,1.61,1.46,2.99,1.49
43,0.637,1.53,2.48,1.33
44,1.16,1.6,2.26,1.83
45,1.26,2.29,2.32,1.34
46,1.29,1.53,2.65,1.67
47,1.87,1.98,1.91,1.9
48,2.47,2.26,3.06,1.59
49,1.66,1.56,2.75,1.75
50,1.62,1.99,2.02,1.56
51,1.18,2.81,1.88,1.81
52,1.1,2.34,2.11,1.2
53,1.24,1.82,3.51,1.33
54,1.34,1.24,2.21,1.46
55,0.5680000000000001,1.37,2.04,1.68
56,1.09,1.3,2.2,2.55
57,1.73,1.49,2.62,1.68
58,1.87,1.01,1.66,2.7
59,1.7,1.75,2.21,2.22
60,1.99,1.75,1.93,1.75
61,1.27,1.66,1.77,2.25
62,1.68,1.38,2.07,1.96
63,1.6,2.07,1.36,2.36
64,1.44,2.04,1.01,1.4
65,1.29,0.88,1.24,2.11
66,0.579,1.56,1.92,3.32
67,0.6950000000000001,1.75,1.53,4.65
68,1.16,2.24,1.54,3.49
69,1.2,2.34,1.3,2.33
70,2.33,1.51,1.02,2.12
71,1.33,1.96,1.84,1.91
72,2.06,1.93,1.87,2.07
73,1.95,1.74,2.05,1.93
74,1.88,2.2,2.15,2.0
75,0.9500000000000001,2.33,1.66,1.73
76,1.25,2.5,1.4,1.6
77,1.18,2.27,1.09,1.51
78,1.69,2.04,1.52,1.89
79,1.42,2.2,1.47,2.05
80,1.47,2.27,1.56,1.56
81,2.2,1.67,1.67,2.14
82,2.53,2.07,1.71,1.75
83,1.84,1.66,1.39,1.44
84,1.61,1.58,0.915,1.3
85,1.09,1.93,0.73,1.07
86,1.12,2.11,0.8230000000000001,1.2
87,1.46,1.92,1.34,1.26
88,1.44,1.48,1.08,1.53
89,1.36,1.9,1.15,1.75
90,1.37,1.47,1.1,1.07
91,1.37,1.62,0.88,1.6
92,1.25,1.04,1.23,0.961
93,1.67,1.89,0.857,1.64
94,1.95,1.58,1.1,1.75
95,1.84,2.1,0.788,1.81
96,1.64,2.06,0.892,1.51
97,1.93,2.42,1.54,1.32
98,1.54,2.46,0.846,1.44
99,0.927,1.88,1.38,1.14
100,1.52,2.14,1.67,1.75
101,1.53,2.18,1.77,1.41
102,2.72,1.99,1.39,1.88
103,1.63,1.98,1.3,1.31
104,1.85,1.91,1.54,1.24
105,0.8220000000000001,1.88,2.05,1.68
106,1.53,2.09,1.82,1.77
107,1.9,1.85,1.39,1.74
108,2.35,1.98,1.63,1.38
109,1.61,1.48,1.73,1.63
110,1.52,2.41,1.77,1.69
111,1.68,2.02,1.73,1.38
112,2.0,2.05,1.84,1.64
113,1.6,1.76,1.42,1.34
114,1.81,1.56,2.1,2.27
115,1.95,1.8,1.47,2.56
116,1.64,1.6,2.07,0.788
117,1.18,2.14,2.06,2.17
118,2.04,1.52,1.63,1.75
119,1.86,1.73,1.58,2.81
120,2.24,1.62,2.55,1.68
121,0.961,1.44,2.04,1.85
122,1.18,1.6,2.13,2.85
123,0.985,1.41,1.92,1.98
124,1.45,1.9,1.75,1.91
125,1.51,2.63,1.9,2.18
126,1.73,1.64,2.37,2.02
127,1.63,1.62,2.13,1.66
128,1.77,1.63,2.36,1.41
129,1.18,1.59,2.06,1.1
130,1.34,2.42,1.78,1.61
131,1.78,2.17,1.61,1.96
132,2.17,1.75,1.67,1.76
133,1.88,2.46,1.36,2.85
134,1.82,2.1,1.48,1.46
135,2.05,1.93,1.42,1.71
136,1.91,2.58,1.82,1.82
137,1.73,1.39,1.61,1.83
138,2.03,2.49,2.72,1.71
139,1.88,2.53,2.19,1.78
140,2.21,2.51,1.41,1.82
141,1.76,2.51,1.36,2.03
142,1.7,2.51,1.77,2.25
143,2.66,1.46,1.09,2.27
144,2.31,1.91,1.77,1.32
145,1.75,2.22,2.27,1.46
146,2.22,1.76,2.17,2.24
147,2.33,2.03,1.08,2.12
148,2.39,1.96,2.18,1.62
149,2.46,2.53,2.25,1.33
150,2.29,1.77,2.4,1.07
151,2.53,1.95,0.544,1.67
152,2.41,1.51,2.12,1.1
153,2.02,2.76,2.21,2.02
154,2.59,2.15,2.43,1.58
155,2.68,1.97,1.83,2.31
156,2.22,1.84,2.5,1.33
157,2.32,1.38,1.83,2.17
158,2.54,1.33,2.44,2.06
159,2.25,1.83,1.76,1.14
160,1.93,2.28,3.19,1.19
161,1.89,2.32,2.21,1.3
162,2.12,1.93,2.15,2.03
163,2.03,1.25,1.49,1.85
164,2.27,1.4,1.08,1.52
165,1.54,1.55,2.04,1.53
166,2.0,1.37,1.34,1.69
167,2.07,1.2,1.48,1.69
168,1.27,0.846,1.53,1.15
169,1.47,1.64,2.34,0.765
170,2.03,1.52,1.8,1.45
171,1.4,1.31,1.09,1.63
172,1.81,1.48,1.48,1.11
173,0.776,1.24,1.49,1.92
174,2.17,1.27,1.32,1.7
175,1.51,1.24,1.22,2.03
176,1.99,1.42,1.95,0.915
177,1.92,1.39,1.37,1.45
178,1.76,1.45,1.71,1.6
179,1.67,0.741,1.24,1.51
180,1.96,1.61,1.74,0.973
181,1.95,1.52,1.31,1.61
182,1.39,1.73,1.89,1.99
183,1.46,1.38,1.71,1.55
184,1.49,1.75,2.03,1.87
185,2.1,1.26,1.84,1.97
186,2.07,1.82,1.98,1.69
187,1.63,1.25,1.66,1.81
188,2.06,1.44,1.25,1.33
189,1.62,1.68,1.55,1.14
190,1.77,1.69,1.77,1.69
191,1.98,1.9,1.76,1.56
192,2.1,2.07,0.892,0.869
193,2.15,2.1,0.788,1.22
194,1.93,1.49,0.904,1.61
195,1.93,1.45,0.672,2.03
196,1.74,1.85,1.23,1.08
197,0.753,1.98,1.3,2.2
198,1.58,1.02,2.06,1.44
199,1.99,1.16,1.2,1.36
200,2.26,1.67,2.11,0.811
201,1.78,1.09,0.788,0.753
202,2.34,1.6,2.15,1.07
203,1.89,1.84,1.32,1.39
204,1.54,1.78,1.69,1.24
205,1.39,1.68,2.04,1.15
206,2.17,1.54,2.1,0.741
207,1.33,2.06,2.22,0.533
208,1.83,1.67,1.51,0.996
209,1.51,1.9,1.74,0.8220000000000001
210,1.48,1.78,1.78,1.63
211,1.84,1.46,1.67,1.42
212,1.92,1.11,2.62,1.55
213,1.09,1.67,1.9,1.02
214,1.71,1.87,2.06,1.88
215,1.24,2.36,1.27,2.35
216,1.26,1.69,1.76,1.91
217,1.51,1.49,1.33,2.02
218,1.95,2.27,1.44,1.4
219,2.02,2.56,0.973,0.741
220,1.42,1.67,1.82,0.776
221,1.44,1.93,2.36,1.03
222,1.62,2.4,1.74,0.811
223,1.39,1.74,1.75,0.915
224,1.6,2.48,1.16,0.556
225,0.776,2.2,1.76,1.33
226,1.88,1.47,2.2,0.73
227,1.74,1.84,1.33,1.07
228,1.76,2.43,1.58,1.07
229,1.54,1.11,2.4,1.37
230,1.49,1.91,2.11,0.73
231,2.13,1.89,2.0,1.24
232,1.16,1.84,1.69,0.846
233,1.68,1.75,2.33,0.961
234,1.83,1.49,1.32,0.88
235,1.77,2.49,1.47,1.59
236,2.62,1.61,1.27,0.788
237,1.75,2.14,1.39,1.15
238,1.88,3.02,1.44,1.56
239,1.63,2.22,1.22,1.6
240,1.29,2.15,2.04,1.27
241,1.92,2.28,1.75,1.05
242,2.4,1.8,1.27,1.23
243,2.18,0.915,1.47,1.75
244,2.39,1.42,1.85,1.37
245,2.1,1.45,1.23,1.69
246,1.93,1.1,1.54,1.36
247,2.47,2.02,1.16,1.14
248,2.17,1.9,1.25,0.985
249,1.38,2.76,2.2,1.55
