,0,1,2,3
0,1.64,1.44,1.42,1.16
1,1.19,1.86,1.6,1.12
2,2.18,2.0,1.62,1.98
3,1.6,1.76,1.51,2.02
4,1.52,1.55,1.09,1.25
5,1.48,1.63,1.78,2.0
6,2.27,1.53,1.92,1.48
7,1.88,1.9,0.996,1.89
8,1.18,1.84,2.22,1.4
9,1.51,1.99,1.45,1.6
10,1.92,1.82,1.91,1.48
11,2.66,1.75,1.12,1.78
12,1.95,1.83,1.77,1.24
13,1.56,1.61,2.77,1.29
14,2.14,1.95,1.44,1.15
15,2.84,1.48,0.9500000000000001,1.26
16,2.42,1.39,1.18,0.985
17,2.43,1.87,1.64,1.19
18,2.07,1.29,1.56,1.24
19,2.47,1.73,1.62,0.996
20,1.82,1.52,1.58,1.2
21,2.26,2.32,1.2,1.75
22,2.59,1.31,1.59,0.88
23,1.9,1.05,1.27,1.33
24,1.41,2.54,1.99,1.1
25,1.27,3.36,1.96,1.84
26,1.22,1.83,2.0,2.13
27,1.36,2.72,1.18,1.9
28,1.12,2.27,2.18,1.39
29,1.14,2.54,1.41,1.54
30,1.91,1.54,1.68,1.64
31,1.27,1.61,1.25,0.718
32,1.44,2.56,1.09,1.53
33,1.59,1.63,1.61,1.89
34,1.74,2.03,2.11,1.88
35,0.776,1.46,1.55,1.78
36,1.15,1.7,1.39,1.2
37,0.9380000000000001,2.31,1.2,1.47
38,1.36,1.75,1.63,1.87
39,1.76,1.24,2.1,1.53
40,1.26,1.8,1.87,0.34800000000000003
41,1.38,1.59,2.53,0.776
42,1.45,1.66,2.26,0.6950000000000001
43,1.39,1.44,2.04,1.04
44,0.66,1.88,1.92,1.14
45,0.799,2.2,2.31,1.26
46,1.59,1.85,1.83,1.19
47,2.12,1.77,1.98,0.626
48,1.51,1.92,2.62,1.34
49,1.61,1.38,2.53,1.48
50,1.4,1.83,2.59,1.32
51,1.68,1.98,2.11,1.39
52,1.48,1.93,2.32,1.27
53,1.7,1.84,2.53,0.985
54,1.7,1.6,2.43,1.51
55,1.66,1.45,2.25,1.95
56,2.22,1.81,2.1,1.66
57,1.54,1.42,2.19,2.14
58,1.63,1.22,2.17,2.19
59,1.81,1.52,1.92,2.37
60,2.1,1.52,1.84,1.27
61,2.24,1.41,1.45,1.31
62,3.36,1.24,2.18,2.26
63,1.84,1.71,2.06,2.13
64,1.85,1.33,1.44,1.41
65,1.81,1.41,2.43,1.66
66,2.1,2.13,2.2,1.25
67,2.07,1.68,1.95,2.34
68,0.996,1.52,2.14,1.52
69,1.54,1.75,1.8,1.95
70,2.0,1.3,1.58,1.62
71,2.1,2.26,1.38,2.25
72,2.21,0.811,1.64,1.47
73,1.33,2.0,1.96,2.11
74,1.99,1.53,0.614,2.03
75,1.74,1.02,0.6950000000000001,1.92
76,2.03,1.74,0.892,1.91
77,1.23,1.27,1.39,2.42
78,1.52,1.33,1.22,2.2
79,1.44,0.973,1.36,1.44
80,1.54,1.41,1.63,2.37
81,1.83,1.8,0.904,1.95
82,1.58,1.95,1.25,2.62
83,1.25,1.83,1.31,2.48
84,1.63,1.84,1.71,1.31
85,1.67,1.85,1.52,2.02
86,1.19,2.54,1.51,1.52
87,1.42,2.26,1.12,1.84
88,1.87,2.04,1.66,2.07
89,1.8,2.41,1.93,2.1
90,1.88,2.44,1.1,1.85
91,1.62,2.02,0.985,1.53
92,1.77,2.07,2.02,1.51
93,1.71,1.74,2.1,1.25
94,1.01,1.95,1.71,1.45
95,1.88,1.85,1.73,2.0
96,1.91,2.07,2.1,1.95
97,1.86,2.1,2.18,1.83
98,1.63,1.52,1.59,1.75
99,1.33,1.8,1.02,1.23
100,1.64,1.61,1.6,1.37
101,0.973,1.62,1.33,1.8
102,1.53,1.53,1.53,1.98
103,1.96,2.09,1.81,1.58
104,1.41,1.97,2.05,1.29
105,1.63,2.15,1.7,1.97
106,1.76,2.13,2.47,1.46
107,1.89,2.4,1.25,1.85
108,1.42,2.28,1.99,1.91
109,1.1,1.93,1.69,1.44
110,1.04,1.78,1.9,1.84
111,1.17,1.55,2.21,1.48
112,1.86,1.47,1.96,1.89
113,1.24,2.31,1.92,1.89
114,1.54,1.38,1.73,1.9
115,1.82,1.87,0.915,1.9
116,1.66,2.42,1.25,1.66
117,1.62,2.78,1.48,2.07
118,1.2,2.13,1.25,1.45
119,1.91,1.67,2.13,1.63
120,1.69,1.92,1.73,0.892
121,1.74,1.95,1.51,1.82
122,1.46,2.14,1.61,2.05
123,1.12,1.85,1.48,2.21
124,1.63,1.91,0.961,1.07
125,1.45,1.73,1.63,1.39
126,1.91,1.81,1.85,2.0
127,1.8,1.75,0.985,2.12
128,1.26,2.07,1.23,2.07
129,1.23,1.8,0.834,2.13
130,0.834,2.25,1.39,1.73
131,1.11,1.8,1.02,1.77
132,2.49,2.66,0.788,1.95
133,1.68,2.17,1.01,1.99
134,1.41,1.63,1.09,1.9
135,1.32,2.12,0.869,1.55
136,1.63,1.71,1.05,1.69
137,1.37,0.88,1.19,2.22
138,1.62,1.65,1.82,1.8
139,2.0,1.71,1.27,2.24
140,1.98,1.71,1.66,1.96
141,1.54,1.85,1.34,2.07
142,1.61,0.718,0.834,2.55
143,2.35,1.93,1.18,1.95
144,1.23,1.89,1.58,1.66
145,1.02,1.83,2.4,1.83
146,1.85,1.41,2.24,2.17
147,1.26,1.81,1.64,1.58
148,1.49,1.75,1.7,1.64
149,0.961,1.52,2.19,1.47
150,1.8,0.869,2.03,1.87
151,1.08,1.36,1.95,1.96
152,0.336,1.6,2.08,1.99
153,0.579,1.07,2.43,1.69
154,1.27,0.915,2.09,1.87
155,1.64,1.29,1.58,1.84
156,1.56,1.76,1.19,1.47
157,1.71,2.06,1.46,1.84
158,1.52,1.95,1.53,2.33
159,1.01,1.93,0.672,1.74
160,1.05,1.04,0.834,1.11
161,1.4,1.68,1.83,1.23
162,1.24,1.09,1.6,1.52
163,1.18,2.29,1.45,1.09
164,0.996,1.59,1.61,1.69
165,1.56,1.12,1.59,1.68
166,1.88,1.2,1.14,2.12
167,1.34,1.6,0.301,1.67
168,1.1,2.06,1.08,1.36
169,1.66,1.29,1.85,1.64
170,1.09,1.31,1.26,2.17
171,2.04,1.6,1.64,1.18
172,1.4,1.7,1.68,1.74
173,0.985,1.89,2.25,1.37
174,1.48,1.01,1.51,1.91
175,1.76,1.7,1.82,1.75
176,2.05,2.36,1.78,1.45
177,2.1,2.19,1.59,1.99
178,2.44,1.97,1.58,1.11
179,1.75,2.39,1.63,1.22
180,2.03,2.37,1.16,1.36
181,1.34,2.54,1.71,1.62
182,1.81,1.91,1.54,2.03
183,1.7,2.04,0.684,1.82
184,2.18,2.26,1.52,1.44
185,1.97,2.47,2.27,2.02
186,2.17,2.73,1.39,2.29
187,1.64,2.43,2.26,2.22
188,1.92,2.41,1.99,1.74
