,0,1,2,3
0,1.55,1.9,2.04,1.8
1,1.61,2.24,2.1,2.29
2,1.25,1.85,1.64,2.12
3,1.73,1.69,1.74,1.61
4,1.09,1.63,1.91,3.05
5,1.38,1.75,2.34,2.53
6,1.26,2.35,1.19,2.46
7,1.45,1.69,1.58,1.25
8,1.51,1.66,1.83,2.04
9,1.64,1.77,2.27,1.45
10,1.42,1.89,2.02,2.51
11,1.99,1.92,1.53,1.29
12,1.74,1.66,1.92,1.7
13,2.26,1.95,2.62,2.0
14,2.32,1.14,2.5,2.25
15,1.81,1.47,1.96,2.43
16,1.56,1.78,1.7,1.9
17,1.75,1.58,2.0,1.33
18,1.81,1.98,1.99,1.89
19,2.33,1.77,2.35,2.13
20,1.6,1.78,3.35,2.35
21,0.66,1.75,1.6,2.11
22,1.07,1.59,2.05,2.0
23,1.53,1.93,1.67,1.52
24,1.12,2.2,2.09,1.01
25,1.46,1.8,1.76,2.39
26,2.1,1.71,1.61,1.85
27,1.91,2.25,2.1,1.46
28,1.38,1.69,2.47,1.87
29,1.78,1.67,2.02,1.58
30,1.83,1.23,2.14,1.59
31,1.7,1.4,1.95,1.99
32,1.73,1.42,2.34,1.68
33,1.81,1.67,1.85,1.33
34,1.86,1.68,2.37,0.811
35,0.672,1.42,1.93,1.11
36,1.48,1.32,2.41,1.34
37,1.46,1.18,2.24,2.34
38,1.37,1.1,2.93,1.41
39,2.02,2.12,1.54,1.51
40,2.03,1.46,1.55,1.4
41,1.75,1.69,2.31,1.93
42,2.03,1.29,2.04,2.11
43,1.48,2.22,1.75,1.84
44,2.05,1.95,2.03,1.82
45,1.41,2.0,1.92,1.75
46,1.85,1.83,2.19,1.6
47,1.85,1.83,2.32,1.39
48,1.93,1.47,2.26,1.37
49,1.17,2.37,1.96,1.81
50,1.85,2.33,2.06,1.78
51,1.76,1.99,1.98,1.91
52,1.61,1.71,1.51,1.32
53,1.78,1.54,1.84,1.6
54,2.04,2.0,1.96,1.42
55,1.87,1.81,1.37,1.51
56,1.87,2.25,1.92,1.3
57,1.24,2.09,1.82,2.25
58,1.98,2.56,1.75,1.93
59,1.22,2.04,2.16,2.1
60,1.75,2.73,2.11,1.44
61,1.71,2.62,2.29,1.73
62,1.08,1.92,2.14,1.71
63,1.75,2.12,1.84,1.75
64,2.17,1.53,2.02,2.14
65,1.32,2.03,1.8,2.04
