,0,1,2,3
0,4.57,1.38,3.87,1.76
1,4.49,0.937,3.71,3.46
2,4.68,1.59,4.71,5.04
3,4.17,1.86,4.52,3.79
4,4.03,1.51,5.02,3.05
5,3.95,1.38,4.62,2.84
6,3.68,1.91,5.79,2.48
7,3.54,1.39,5.71,3.51
8,3.79,1.2,5.76,3.56
9,2.79,1.05,6.07,2.23
10,2.96,1.1,5.86,1.75
11,3.3,1.63,4.06,2.39
12,2.7,2.07,4.09,2.68
13,0.41100000000000003,2.75,3.36,3.74
14,1.2,3.29,3.7,5.11
15,0.891,4.18,4.01,4.79
16,0.6970000000000001,4.23,3.82,2.92
17,1.02,3.12,3.56,2.44
18,0.663,2.86,4.0,2.65
19,0.5710000000000001,2.14,3.47,4.0
20,0.605,2.99,2.52,4.59
21,0.537,3.04,2.66,3.77
22,0.902,3.13,4.03,3.07
23,1.38,2.75,3.42,2.76
24,0.491,2.56,2.51,1.74
25,0.605,2.67,3.55,0.537
26,0.594,3.28,3.45,0.96
27,0.6970000000000001,3.47,2.64,1.45
28,2.47,5.26,1.58,1.36
29,2.91,5.93,1.14,1.99
30,4.82,5.86,1.29,2.89
31,5.06,4.67,1.82,3.67
32,5.97,5.27,1.45,3.2
33,7.05,3.77,1.86,3.88
34,5.31,5.15,1.66,3.95
35,5.34,3.52,1.88,4.01
36,6.15,4.57,1.34,4.72
37,5.89,4.47,1.9,4.25
38,3.95,5.21,1.14,3.19
39,4.74,3.08,1.45,3.31
40,6.5,2.92,2.09,3.03
41,5.44,2.74,1.69,3.51
42,4.36,2.1,2.28,2.98
43,3.93,1.29,3.29,1.14
44,3.28,1.98,3.53,1.57
45,4.95,2.17,3.94,0.788
46,5.86,3.18,3.72,1.58
47,4.52,3.52,4.51,1.2
48,4.65,3.63,5.51,1.33
49,4.98,4.02,2.98,0.982
50,5.75,4.68,3.16,1.58
51,5.43,3.03,2.96,2.04
52,4.57,2.6,1.82,1.57
53,2.79,3.02,1.77,1.69
54,4.4,3.19,1.98,1.93
55,5.04,3.02,2.01,1.5
56,4.03,2.91,1.58,1.67
57,3.5,2.66,1.63,0.423
58,0.777,2.49,3.34,1.57
59,1.19,2.52,4.81,1.07
60,1.46,2.14,5.55,0.857
61,1.14,2.19,6.53,0.685
62,0.628,1.75,6.91,0.754
63,1.58,1.91,5.6,0.994
64,1.15,2.17,6.56,1.1
65,1.22,1.59,6.02,0.617
66,1.61,1.5,7.25,0.594
67,1.85,2.1,4.04,1.39
68,1.74,2.4,4.25,2.07
69,1.54,2.47,4.52,0.925
70,2.14,1.98,4.75,1.1
71,2.65,2.56,6.18,1.57
72,2.06,1.46,2.89,1.91
73,2.57,2.43,0.0685,1.84
74,2.33,3.83,0.0,1.62
75,3.19,5.0,0.0,2.33
76,3.51,7.2,0.0,1.25
77,4.28,7.09,0.0,1.37
78,3.46,7.53,0.343,1.9
79,4.15,8.18,4.72,1.93
80,3.06,4.56,3.28,2.72
81,3.2,4.6,3.69,3.19
82,4.07,6.11,4.12,2.0
83,4.8,5.68,3.38,2.15
84,3.92,5.4,2.89,3.27
85,3.63,6.9,4.41,2.16
86,4.66,7.4,3.36,2.54
87,2.88,6.56,3.22,2.22
88,0.274,1.19,1.95,0.891
89,0.423,0.982,1.36,1.12
90,0.228,1.94,1.59,1.31
91,0.48,2.11,2.27,1.74
92,0.468,1.44,2.06,2.24
93,0.48,1.69,1.83,1.5
94,0.28600000000000003,1.18,1.33,1.84
95,0.297,1.42,1.26,2.42
96,0.605,1.07,3.27,2.54
97,0.685,1.02,4.32,2.15
98,0.354,1.23,6.25,1.25
99,0.366,1.36,8.48,2.64
100,0.605,1.44,9.69,2.19
101,0.628,1.39,5.39,3.68
102,0.388,0.777,6.19,3.98
103,1.39,1.85,4.31,0.674
104,1.59,0.9480000000000001,2.52,0.20600000000000002
105,2.72,1.02,4.04,0.834
106,3.59,0.731,3.9,0.605
107,3.98,0.48,3.38,0.96
108,4.51,0.651,4.27,0.56
109,3.96,0.88,4.7,1.04
110,3.52,0.902,3.78,1.03
111,4.43,0.925,5.59,0.811
112,2.95,1.78,5.08,1.28
113,2.08,1.02,4.79,0.674
114,2.78,0.88,5.11,1.68
115,3.71,0.982,6.04,2.12
116,3.32,1.42,6.08,1.85
117,1.96,1.53,5.69,0.994
118,2.68,1.53,1.44,1.78
119,1.8,1.31,2.07,2.83
120,2.0,1.95,2.51,2.87
121,1.66,1.5,3.21,2.74
122,2.01,1.06,2.54,2.49
123,2.33,2.84,1.71,3.7
124,2.75,1.29,1.73,3.71
125,4.51,2.46,1.85,3.07
126,3.51,2.56,1.58,3.48
127,3.42,3.51,1.83,2.83
128,4.03,4.81,1.34,3.26
129,3.72,4.46,1.7,2.16
130,2.76,2.14,1.95,3.03
131,3.92,2.87,1.36,2.51
132,3.08,2.17,1.12,2.12
133,0.526,3.86,2.55,0.8230000000000001
134,0.514,3.82,3.48,1.2
135,0.788,3.39,3.84,1.47
136,0.331,3.05,3.69,1.06
137,0.388,3.86,3.03,1.01
138,0.274,4.68,3.21,1.03
139,0.457,3.9,2.96,0.583
140,0.56,3.53,4.6,0.4
141,0.674,3.15,6.72,0.423
142,0.446,2.72,7.3,0.457
143,0.5710000000000001,2.9,8.72,0.674
144,0.503,2.94,4.82,0.914
145,0.457,2.36,6.31,0.674
146,0.56,2.72,7.3,0.537
147,0.446,2.35,5.78,0.377
148,1.23,0.754,7.75,0.891
149,1.71,0.4,6.42,1.85
150,0.891,0.651,6.67,1.73
151,1.25,0.297,6.84,2.36
152,1.44,0.194,5.94,1.46
153,0.914,0.24,6.61,1.12
154,1.7,0.09140000000000001,8.25,1.95
155,1.88,0.149,9.09,2.2
156,0.971,0.08,4.1,2.11
157,0.971,0.617,6.1,2.54
158,0.902,0.971,5.7,2.7
159,0.651,1.35,4.7,1.6
160,0.982,1.06,5.61,1.19
161,0.674,1.14,6.2,2.12
162,0.88,1.31,6.74,2.07
163,1.74,2.01,4.04,3.28
164,1.45,2.51,4.27,3.11
165,0.777,2.78,4.66,4.78
166,0.834,1.75,5.07,5.18
167,0.605,2.56,4.66,4.01
168,0.708,0.971,4.1,5.21
169,0.6970000000000001,1.49,4.84,5.35
170,0.754,1.31,5.88,4.42
171,0.72,1.19,5.76,4.0
172,0.503,1.17,5.72,4.23
173,0.857,1.99,6.65,3.55
174,0.743,2.72,6.24,3.96
175,1.27,1.73,5.69,2.78
176,2.14,1.61,6.76,4.03
177,1.19,1.29,5.8,4.35
178,0.366,0.446,5.23,3.75
179,1.01,1.17,4.55,3.21
180,1.18,1.39,5.86,3.36
181,1.47,1.31,3.35,4.08
182,1.96,1.19,4.49,2.56
183,1.26,0.674,4.36,3.04
184,2.15,0.0,4.96,2.56
185,1.15,0.605,5.32,3.14
186,0.88,1.76,5.2,3.45
187,0.583,3.08,4.72,3.1
188,0.446,3.36,4.52,2.71
189,0.468,5.53,4.86,3.1
190,0.457,6.76,4.4,2.75
191,0.8230000000000001,7.94,4.34,3.36
192,0.765,5.62,3.91,0.765
193,2.11,2.14,5.06,1.35
194,2.14,0.0,4.43,3.62
195,1.17,0.09140000000000001,4.34,4.64
196,1.25,5.06,5.83,4.99
197,1.1,6.43,5.75,4.2
198,1.37,6.32,5.43,4.25
199,2.6,5.54,5.3,5.24
200,3.48,0.583,6.76,5.53
201,4.4,5.76,5.99,6.19
202,3.95,4.92,4.92,4.44
203,5.04,4.5,5.8,4.84
204,3.92,5.51,3.38,2.35
205,3.39,5.67,3.48,3.26
206,3.62,5.75,4.17,4.1
207,3.45,4.75,3.43,3.63
208,2.47,1.27,0.788,4.59
209,2.08,1.2,1.19,3.3
210,3.24,1.39,1.12,2.08
211,3.61,0.994,1.1,1.26
212,1.57,0.937,0.6970000000000001,0.9480000000000001
213,3.78,0.708,1.11,1.58
214,3.6,0.685,0.834,1.67
215,3.45,0.96,1.38,2.91
216,4.16,0.788,1.17,3.26
217,3.26,0.651,0.605,2.36
218,4.1,0.537,1.1,2.3
219,4.87,1.04,1.27,2.1
220,5.55,0.503,1.3,2.18
221,5.59,0.64,0.914,2.22
222,4.02,0.72,0.548,1.8
223,0.09140000000000001,0.663,0.96,0.868
224,0.228,0.64,2.0,0.708
225,0.0685,0.617,3.08,0.925
226,0.137,1.06,4.17,0.8
227,0.09140000000000001,1.15,4.38,0.731
228,0.194,0.423,5.78,1.33
229,0.183,0.48,6.48,1.87
230,0.20600000000000002,1.03,5.73,1.76
231,0.274,0.72,4.09,2.18
232,0.274,0.857,4.88,3.04
233,0.274,1.05,2.95,3.53
234,0.126,1.22,4.5,2.95
235,0.217,1.52,4.36,2.06
236,0.126,1.52,4.5,1.84
237,0.183,1.09,3.15,1.91
238,1.47,2.99,4.34,1.44
239,2.64,3.24,3.16,1.84
240,3.7,3.43,2.55,0.708
241,4.25,2.4,3.35,1.5
242,4.92,3.68,2.79,1.85
243,4.8,4.71,2.01,2.32
244,2.5,4.5,1.11,2.33
245,5.16,3.72,2.41,1.8
246,3.51,2.55,1.99,1.71
247,3.95,2.11,2.89,1.67
248,4.23,2.11,3.34,2.15
249,4.07,1.77,2.48,1.75
