,0,1,2,3
0,0.971,5.08,1.62,2.89
1,0.663,3.59,1.44,2.42
2,1.01,2.75,2.02,1.86
3,0.857,2.68,2.63,0.548
4,1.12,1.29,2.17,0.64
5,0.834,1.9,1.93,0.388
6,1.04,2.18,1.5,0.731
7,0.982,2.25,1.44,0.514
8,1.37,1.53,1.92,0.20600000000000002
9,1.95,3.03,1.83,0.628
10,2.5,3.56,2.86,0.663
11,2.9,4.43,4.97,0.8230000000000001
12,2.26,3.91,6.28,0.788
13,2.72,4.36,7.8,0.72
14,2.95,4.65,10.3,0.811
15,2.15,5.57,12.4,0.845
16,2.54,4.02,8.96,1.01
17,2.48,2.11,6.87,0.982
18,2.4,1.05,8.19,1.98
19,2.71,0.743,8.66,2.27
20,3.19,2.54,9.12,3.98
21,3.78,5.87,10.1,4.12
22,3.4,7.46,10.0,2.95
23,2.58,2.71,7.7,3.63
24,4.15,4.67,1.14,3.44
25,4.48,5.0,1.33,1.66
26,4.97,4.1,2.26,2.81
27,4.06,2.07,1.06,3.03
28,5.21,2.16,0.685,3.38
29,4.83,2.73,0.788,4.03
30,3.72,3.11,0.605,3.92
31,3.43,2.24,0.5710000000000001,3.76
32,3.87,2.63,0.548,3.67
33,5.14,1.02,0.64,0.891
34,3.24,1.26,0.5710000000000001,1.69
35,2.62,1.85,0.537,1.45
36,2.62,1.91,0.971,1.17
37,3.26,3.29,0.663,1.12
38,4.17,2.81,0.377,0.583
39,4.62,3.28,0.64,0.343
40,3.75,4.15,0.446,0.354
41,4.1,3.44,0.526,0.446
42,5.2,3.36,0.685,0.72
43,5.16,3.79,0.514,0.743
44,3.08,3.93,0.857,0.274
45,3.15,3.54,0.514,0.902
46,4.4,3.18,0.628,0.788
47,4.11,4.49,0.548,1.14
48,4.78,3.59,0.617,0.914
49,4.84,3.02,0.446,1.26
50,3.71,4.16,0.583,1.53
51,3.51,4.25,0.4,0.994
52,5.02,2.79,0.72,1.19
53,3.75,2.41,0.28600000000000003,0.605
54,0.971,0.057100000000000005,1.26,1.03
55,0.845,0.217,1.52,1.47
56,0.8230000000000001,0.10300000000000001,1.84,1.31
57,0.891,0.20600000000000002,1.82,0.994
58,1.11,0.251,2.52,1.06
59,0.777,0.331,2.54,1.09
60,0.937,0.217,3.14,1.33
61,1.23,0.24,2.31,2.08
62,0.982,0.343,2.01,1.51
63,1.05,0.41100000000000003,2.28,1.51
64,0.891,0.149,2.64,2.46
65,0.8230000000000001,0.20600000000000002,1.6,2.07
66,1.42,0.183,1.67,2.0
67,1.58,0.24,2.02,2.09
68,1.51,0.24,1.85,2.22
69,2.33,1.84,0.937,2.12
70,2.1,2.94,0.994,2.0
71,1.69,4.28,1.13,1.65
72,2.07,4.39,0.514,1.3
73,2.56,5.75,0.4,2.28
74,1.9,4.16,0.788,1.31
75,2.3,4.04,0.526,1.53
76,2.36,4.17,0.617,1.46
77,2.1,4.17,0.583,0.937
78,2.04,4.57,0.548,0.891
79,1.92,4.91,0.651,1.59
80,2.38,5.73,0.6970000000000001,2.82
81,2.25,6.28,0.845,3.93
82,1.95,6.92,0.72,3.72
83,1.77,3.59,0.514,3.88
84,1.34,2.81,0.08,3.62
85,1.12,2.12,0.617,2.54
86,1.53,1.91,0.491,1.1
87,1.62,1.84,0.583,2.0
88,2.34,2.71,0.617,2.56
89,2.94,4.18,0.24,2.66
90,2.41,4.5,0.446,2.48
91,2.32,5.45,0.354,2.4
92,3.12,5.45,0.377,2.49
93,2.97,5.15,0.4,2.55
94,3.39,3.24,0.514,2.9
95,4.12,2.08,0.4,2.23
96,3.8,3.43,0.628,2.11
97,3.66,3.55,0.731,2.84
98,2.67,2.86,0.765,2.78
99,1.85,0.605,0.583,3.44
100,1.13,0.343,1.77,2.99
101,1.58,0.457,1.85,3.05
102,1.49,0.605,4.38,2.65
103,1.63,0.468,11.9,2.0
104,1.75,0.526,10.8,2.36
105,1.78,0.663,10.9,2.22
106,1.55,0.788,11.5,3.48
