,time,435,480,502,547,569,614,413,592,525,458,570,503,637,436,548,615,481
0,0,57.8100004677742,51.11744203135314,59.33149834688248,75.32751831845053,56.647618825425866,57.87401480021043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,58.89796726669664,59.66953257632369,64.13982708599193,59.21734432250264,55.89116997281413,62.67885999964325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,58.03614007079482,58.3180027964546,50.816763987468484,65.45878100852684,51.80696544916306,57.80058193560103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,55.31327930440434,62.051323852998024,47.11798676851364,68.67480326323394,54.35059416400978,49.1577946435646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,62.62251542722157,65.91414075667669,52.951904886720456,68.87646602240143,0.0,50.191588711890184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,51.06892566940639,69.59042451440149,56.31540173567146,50.57199019523193,0.0,62.77238820057103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,48.75543008848699,54.51157168797459,77.30413330195336,62.96572394714255,0.0,63.10953472170633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,65.33273259708007,54.11803470742211,56.13963347420234,67.89800594830857,0.0,67.89853943530568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,61.17892033963077,70.69020790350751,62.42890205824507,67.26863560125012,0.0,57.33532009895703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,9,53.00088661374309,65.84231032582727,48.82663594948323,60.689773903143866,0.0,55.40792280801618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,10,59.371779846603125,45.833998406913395,58.36250566307693,69.76416536040296,0.0,51.076604888690525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,11,51.58458097075426,60.189016058295465,54.27624631914814,70.49397628331056,0.0,64.20189450144834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,12,61.51800181824021,67.54693206157583,38.74615790203197,61.67927756069721,0.0,55.14523776711889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,13,48.3491863154492,57.375685064380015,68.64228113960614,67.56116120581194,0.0,57.546522955297306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,14,45.282949872651116,66.45539305190388,62.89396358036169,50.89235016152081,0.0,57.57996582290884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,15,0.0,70.09778241385308,48.96186871589258,65.23184642704544,0.0,53.71165487997416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,16,0.0,66.32107802271949,52.36953590504383,74.4904018015012,0.0,63.27587556900687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,17,0.0,64.30267008766326,63.45168612432969,56.576929824002946,0.0,50.49946999574976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,18,0.0,66.88239418715195,55.3328407380701,76.62132118158397,0.0,59.03856373923435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,19,0.0,76.43878908765873,52.79184897907296,75.8975353594072,0.0,59.68606113151307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,20,0.0,58.31116981294039,42.71996293673068,63.12733860683916,0.0,64.65915182138887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,21,0.0,64.60049691195648,43.72031802223609,69.72256350471886,0.0,54.739451983749476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,22,0.0,70.2972379864657,46.800405150689265,67.90444623363392,0.0,56.60642107846882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,23,0.0,70.52185387604634,0.0,58.1351326117239,0.0,47.1608384663696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,24,0.0,61.79452972200571,0.0,55.9061688602156,0.0,63.22842628966267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,25,0.0,66.09658802611551,0.0,76.47340909508029,0.0,80.44825958311975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,26,0.0,59.00241974764454,0.0,64.0168623846211,0.0,54.61458576311199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,27,0.0,68.83369284022893,0.0,62.275383000409555,0.0,46.75429984420545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,28,0.0,57.89937441825122,0.0,62.48233768433097,0.0,60.7666130364751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,29,0.0,87.34639589720548,0.0,66.27896533200885,0.0,58.73708270697363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,30,0.0,61.391407757961005,0.0,86.31762186321461,0.0,59.00210564619384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,31,0.0,66.09674293448178,0.0,65.77392501500877,0.0,67.6174537620334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,32,0.0,69.09413506990444,0.0,67.86180161901338,0.0,67.87938959369805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,0.0,67.01250878240033,0.0,66.81260070951133,0.0,42.615095260680164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,34,0.0,61.27863662964914,0.0,82.0564989853895,0.0,67.83814797777222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,35,0.0,77.6069216427854,0.0,68.89614212782317,0.0,56.673530415827415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,36,0.0,64.23955420616907,0.0,72.92568309221647,0.0,57.88822003667536,46.096196764849964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,37,0.0,66.03716518183714,0.0,62.114774697783616,0.0,47.40306141180119,47.072706345486296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,38,0.0,65.39440825543682,0.0,67.41874786105843,0.0,53.979724271146765,51.57407140419022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,39,0.0,65.78014234434922,0.0,73.88231225668582,0.0,47.958908113188286,49.13498150963811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,40,0.0,54.74010443268841,0.0,67.02523611177575,0.0,54.14586255690227,55.80513734807987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,41,0.0,68.34504785431959,0.0,71.30234379367548,0.0,54.92160476060039,47.35449211468169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,42,0.0,59.08458064066483,0.0,91.71559594101862,0.0,49.75069877433714,55.66212345905488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,43,0.0,78.35215982934668,0.0,66.10861181908669,0.0,48.942531351860005,57.40824058891642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,44,0.0,70.98066157384899,0.0,75.63691120688227,0.0,52.15353649791416,50.43310527810067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,45,0.0,62.07306867532466,0.0,65.873500279538,0.0,51.48148826556813,34.16123566377669,47.31947295444567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,46,0.0,53.17042910513719,0.0,85.43166532794665,0.0,63.434459099322865,55.41239797459839,42.85468348371988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,47,0.0,62.385861805639536,0.0,69.29105666596222,0.0,50.17297176290313,48.24630650343741,60.32991563367265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,48,0.0,71.86250299820962,0.0,62.12975487929475,0.0,56.04336771950929,47.904408572321145,51.719110992028114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,49,0.0,56.667905051224515,0.0,60.203357435345666,0.0,46.99676436688228,44.062901300087205,53.66001037255015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,50,0.0,79.52651575393482,0.0,72.88703517260979,0.0,58.167473994338934,38.279543377976,61.81620358937045,55.04058536909735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,51,0.0,58.86000354118798,0.0,69.09958043926194,0.0,61.113577373567416,47.08027404918904,54.39984780742304,53.08002230476633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,52,0.0,82.5178940227621,0.0,54.9252670334629,0.0,43.60075916962381,54.50656803670056,76.5140066880229,56.58200084193933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,53,0.0,65.53748993995816,0.0,60.68971748640351,0.0,47.85310390271396,46.06400163933829,35.584270299301195,53.36902038332619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,54,0.0,58.59794331391189,0.0,66.48028082328932,0.0,66.67911154516052,45.85550040829035,57.03951013227046,60.81216288059778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,55,0.0,60.52315390376161,0.0,73.50276128417687,0.0,55.41086758433131,40.554846815083685,62.92848700309641,58.88453323860285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,56,0.0,72.03637119715381,0.0,66.56133508844115,0.0,56.80097672770106,39.89687636736784,66.60462728378754,59.637910692181975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,57,0.0,84.49402884992696,0.0,63.5377596791397,0.0,71.38225400616155,60.78446345024111,57.02832845115814,50.466399339204216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,58,0.0,67.43564569008134,0.0,73.39907811863489,0.0,58.90137205577735,41.01769312307621,57.49195005800463,56.155832813269804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,59,0.0,66.53701787051071,0.0,62.07963290289749,0.0,43.67443238661106,62.186870288893694,59.210283049459136,54.37078073884389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,60,0.0,78.54597647494279,0.0,67.90062786996577,0.0,42.96920801842414,54.379377853272516,45.8072276774031,52.955687666265874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,61,0.0,63.57327499050116,0.0,53.56206277605372,0.0,58.9713721822016,60.38427063055365,59.476397289091366,61.76260678312239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
