,776,798,820,821,843,865,866,887,888,910,932,933,955,977,1000,1022,1269,1291,1314,1336,1358,1359,1380,1381,1403,1404,1425,1426,1448,1470,1471,1492,1493,1515,911,978,799,1449,1337,844,1382,1292,889,956,1427,1516,822,1023,1494,1360,1315,934,867,1405,1001,1472,912,979,1450,845,1338,800,1383,1293,957,890,1428,1517,1024,1495,823,935,1361,1316,868,1002,1473,1406,913,980,1451,846,1339,1384,801,958,891,1294,1496,1429,1047,1025,1474,824,936,1362,869,1003,1317,1452,1407,914,981,1430,847
0,-51.63732682533971,-49.96915955117632,-50.084369096779504,-49.18551825586078,-44.78535845031893,-44.52071493289442,-49.979266581156885,-48.87000804026278,-45.35664765947775,-43.165984401972395,-47.779719113844564,-49.776718972526865,-47.99416898255092,-49.30650777876588,-51.1316982695429,-51.247560957135704,-51.71585595006868,-51.01827721856135,-50.18912469044448,-47.93192028270417,-48.64259485496747,-49.43660735207903,-51.395794885812876,-44.48759242722356,-43.655551348391796,-50.436191628353825,-48.3016727706308,-45.34267776704794,-43.98966787512304,-47.7111155333164,-51.01577668606954,-51.42079470942785,-50.052077122303174,-51.02373987672749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-51.62133174496749,-49.94973096146598,-50.08646058167332,-49.15474960902334,-44.78107877059421,-44.58895117446908,-49.94374165117404,-48.90352983138185,-45.37930069145757,-43.22260005507806,-47.79559908501798,-49.75227550430979,-47.98167574275346,-49.31362848392335,-51.11512540062296,-51.239874422182595,-51.695249144811385,-51.02402218684408,-50.19092631511742,-47.94007594225131,-48.68054131641489,-49.40200547237487,-51.424188636545225,-44.465042868148146,-43.63432622804784,-50.398467310426945,-48.357013372278544,-45.31159154769504,-43.963318055890426,-47.749444825066796,-50.98660691653677,-51.446716425664036,-50.02037414177708,-51.02259453383067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-51.6063121257234,-49.93114835550904,-50.091459742493896,-49.12462789628183,-44.76271688026436,-44.636393458136816,-49.909252848247945,-48.93855464210066,-45.40227818943788,-43.23366320434944,-47.81343113579805,-49.72447527318675,-47.97695570470463,-49.30397314583891,-51.092925832083516,-51.23601079973372,-51.677506721351975,-51.03400263430149,-50.19496937930483,-47.955857062968335,-48.71566670265486,-49.36824919605528,-51.45113518529246,-44.42483193982894,-43.62900223208159,-50.361594590279786,-48.41405011713526,-45.28565007141138,-43.93124851627875,-47.77507023769413,-50.95915553840015,-51.47296025949859,-49.992369128367685,-51.023159378871405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-51.59228891623612,-49.916209599709035,-50.099313786508446,-49.095159253343226,-44.74109393058821,-44.677025572089136,-49.87581542705472,-48.97505028574142,-45.42330509681516,-43.23776588143922,-47.83317940437682,-49.674727724147644,-47.953215156126944,-49.29801012356239,-51.07435822672085,-51.23595313437477,-51.66265107970897,-51.0481926908391,-50.20130686380605,-47.97929260586247,-48.7461697696278,-49.335355822273755,-51.47283166265336,-44.36461298681421,-43.639109206200715,-50.32558836698107,-48.47274598801475,-45.26501504600852,-43.88560849825507,-47.78455992907918,-50.92510438712888,-51.49952732758406,-49.96808165250584,-51.00983145716395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-51.57928155969952,-49.90490357413864,-50.10997229803992,-49.06635204539869,-44.726690169870686,-44.727780823035346,-49.84345498309235,-49.012985676083325,-45.43246538710658,-43.25762950267884,-47.85480397751269,-49.62750340403781,-47.907243108587146,-49.29566908727968,-51.04565456134485,-51.239686524443925,-51.6507043685435,-51.06656498302669,-50.20999322211622,-48.00191022933205,-48.7809487403836,-49.30334160370633,-51.49547489411944,-44.31191512705429,-43.657993115057955,-50.29046659665748,-48.527988956721515,-45.24985700672002,-43.84208158591653,-47.795494375371206,-50.89282961442982,-51.526417780609535,-49.94753419112665,-50.99834219613581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.56730792509713,-49.89721659471125,-50.12338613597083,-49.03821238091699,-44.694487374587915,-44.78835830086089,-49.81218926827445,-49.05233140462866,-45.39518697053119,-43.29009819112697,-47.87827111856637,-49.58285505072005,-47.86918680983612,-49.29688318054045,-51.00979873122924,-51.247195953329694,-51.64168948569806,-51.08909796781071,-50.21521268175695,-48.00656771104171,-48.819900162909484,-49.263998232952595,-51.51904842580801,-44.26694341589412,-43.68646761727387,-50.2562411500671,-48.57523765023251,-45.240350263841414,-43.811409518081504,-47.8078474656304,-50.86236018288218,-51.553632709317334,-49.93074655109906,-50.98866703746366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.556389574826824,-49.893135068136864,-50.13950725470416,-49.010749220726936,-44.668811174711465,-44.84807461906297,-49.78203902266331,-49.09305766030599,-45.30884028308154,-43.294046735057556,-47.90354518455898,-49.54083916721008,-47.83907464058635,-49.301586839738576,-50.977662681842766,-51.2584691012795,-51.63563054702322,-51.10980022509669,-50.220596003187566,-48.00211826014744,-48.862924787760406,-49.223661540806646,-51.543535379818366,-44.2299089238538,-43.7290346436312,-50.222931548546796,-48.62386299437057,-45.23668031528955,-43.79339234460501,-47.8215944088287,-50.83372395087479,-51.58117237569325,-49.917743489786126,-50.98078144390649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.54654467693477,-49.89265075737296,-50.15828869153769,-48.983970300278884,-44.65031927989821,-44.88619419262689,-49.75302968651696,-49.13513773804655,-45.21810156939074,-43.31227497774117,-47.93059274949889,-49.50151094146765,-47.81693862718586,-49.309715477174265,-50.94927838007054,-51.27349344187054,-51.63255280023344,-51.12040573913323,-50.22846352636573,-48.00534003161631,-48.90992333277158,-49.18427199003592,-51.568920164130645,-44.20103098821855,-43.785269271632515,-50.190553085676314,-48.658619023444906,-45.239037437781946,-43.78748260976479,-47.83671138579055,-50.80695216905383,-51.60784583731699,-49.89268256451999,-50.974661831409584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.5377941259064,-49.89575064262435,-50.17968601481002,-48.9578853450083,-44.639197615503996,-44.93371346386469,-49.7074302254305,-49.17854291077853,-45.13435600858993,-43.31421244216592,-47.95938016004703,-49.46493051824219,-47.802817204358014,-49.32120853810835,-50.92467665256056,-51.292258912714466,-51.63248155114789,-51.135151417333596,-50.23886550393846,-48.01623194615601,-48.94928565037959,-49.145847154517845,-51.592970266274435,-44.180538967743594,-43.85476456532303,-50.15913079252804,-48.69498350032095,-45.24762253352553,-43.75219881122841,-47.853174582140724,-50.78207352130622,,-49.86745111465225,-50.97028315117097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
