,718,740,762,763,784,785,807,808,829,830,852,874,875,897,919,1234,1256,1278,1279,1301,1323,1324,1345,1346,1368,1369,1390,1391,1413,1435,853,1302,741,942,1436,1257,786,1458,1347,920,1414,831,898,1392,764,1280,1325,876,809,1370,1235,943,1459,1437,854,1303,742,787,921,1258,1348,1415,832,899,1393,765,1281,1326,877,810,1371,1460,944,1438,855,1304,922,788,743,1416,1349,1259,833,900,1394,766,1327,1282,878,811,1372,1461,945,1439,856,923,1305,789,1417
0,-51.385477759928634,-49.38509797244234,-49.51855300974883,-49.206637106996396,-51.45951094577916,-44.16657277653056,-43.30940093301805,-50.49369645426254,-48.40255327898697,-46.117556020107166,-44.44790854334001,-48.27342464142766,-50.63823701992408,-49.37439387330631,-50.41947214633745,-51.38776886165967,-50.56098687604183,-51.04174461210573,-49.548282378470915,-45.507487149824605,-47.04361512010551,-49.1422019951299,-50.23819614810391,-43.66433454936487,-42.15201691208482,-51.20094254056792,-48.17984512739766,-48.242549482412926,-47.23143370636077,-49.72612396516992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-51.387611986855795,-49.36738143685352,-49.56190086900267,-49.17184822964404,-51.485034957004956,-44.132910156678975,-43.351013686887825,-50.46218537819149,-48.44604187073145,-46.130254725953336,-44.45440067190394,-48.28891124498438,-50.625005091028186,-49.33704553271794,-50.42117241532972,-51.375227440538545,-50.56103334482696,-51.06014012157176,-49.53033648532603,-45.48977737483921,-47.07417923415268,-49.1165134828738,-50.272235891403945,-43.57985747539594,-42.20349064797844,-51.164690685020496,-48.23750150708206,-48.20173472278711,-47.18411685544598,-49.729633569542656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-51.38454273549491,-49.35334072809734,-49.60854459903331,-49.13782072092191,-51.511380880360605,-44.09938188176855,-43.39357285668097,-50.420011718752264,-48.491117440214964,-46.14935104146507,-44.47430984218784,-48.306224393705925,-50.6142192643435,-49.30541758999081,-50.414673536573034,-51.357777462748274,-50.57243703824511,-51.08105833848967,-49.51387288118567,-45.48083271873171,-47.11097898575633,-49.09199794333968,-50.30726291492342,-43.50417243273006,-42.267391840951575,-51.1291406892019,-48.29655314916528,-48.16446908503001,-47.14354247290934,-49.73432965155628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-51.38195523034848,-49.343155510856874,-49.64698928119732,-49.10398633106634,-51.538533214775384,-44.071979929095946,-43.448997351216924,-50.37867081871498,-48.537746371903914,-46.17130505712689,-44.48293095689919,-48.32532032688505,-50.60593079850884,-49.27954346988945,-50.39829167482953,-51.34286381571826,-50.59593643612216,-51.10445680998978,-49.49892974630508,-45.480733069615326,-47.14948530858587,-49.065334017661854,-50.34325841696143,-43.43750219936509,-42.343501266667005,-51.09430624187397,-48.35684275839733,-48.13083767854777,-47.109699844659644,-49.740181923536156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-51.38023778042425,-49.336828758920376,-49.68499450634614,-49.069240692106334,-51.56647549483698,-44.050875527744736,-43.5169659868847,-50.338176888907356,-48.58589532804231,-46.16370449187706,-44.45700879475097,-48.34615747970277,-50.60020728463216,-49.24407064574118,-50.38515050456124,-51.3305141212162,-50.62362611497179,-51.13029058601377,-49.48554498755246,-45.48956517120843,-47.18532734820244,-49.02994272459297,-50.38020345112962,-43.38007598841317,-42.43160753978266,-51.06019958424143,-48.38117808825008,-48.100928131528676,-47.08258248695142,-49.747156886846085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.374292474150714,-49.33436070510921,-49.72170898868086,-49.0352122291716,-51.595192761985246,-44.036250678615104,-43.597167797263516,-50.29854567151601,-48.63553452013173,-46.13850211719985,-44.429623095051234,-48.368694159284765,-50.597110883787984,-49.207654893983516,-50.37520344173812,-51.32075852914787,-50.57745059479732,-51.158519602533154,-49.473754825265374,-45.50742040356133,-47.22699230933949,-48.9957134326753,-50.41808096087883,-43.33213623331693,-42.53150184111536,-51.0268326718986,-48.394678154923255,-48.0748281035299,-47.06218543929108,-49.75522458873507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.36249140271262,-49.3357531328367,-49.743392075215745,-49.001903186842135,,-44.028292993225534,-43.67500595652122,-50.25979698522633,-48.68500959859535,-46.11149484588471,-44.415636522906624,-48.39289130187785,-50.596700773774145,-49.17703567768328,-50.368404916475704,-51.31362642025156,-50.536309178448384,-51.18910243914088,-49.46360125340406,-45.5343957339538,-47.24824355254046,-48.95482979171153,-50.456872279923004,-43.293932638957735,-42.64298543276701,-50.994219030659295,-48.4097262687514,-48.03479674121333,-47.04850415671913,-49.76435343142613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.35157338566393,-49.341010444835376,-49.74100720714059,-48.96931819018302,,-44.02720083821711,-43.73338753880675,-50.2219501913649,-48.72246374960515,-46.0825001319792,-44.41492127484345,-48.41871036667868,-50.599048974130305,-49.15223527669233,-50.36470988372767,-51.30914776075177,-50.50026218548354,-51.2219987672772,-49.440876659407884,-45.57059793174322,-47.27056384862766,-48.91505886309393,-50.49656072116325,-43.26572551249295,-42.7541948176188,-50.962371901509925,-48.426298328495236,-47.99583034217237,-47.041536915664146,-49.77451315580143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.34155788654854,-49.350134288124366,-49.73933123493535,-48.937458784218805,,-44.020912987793224,-43.803421675829,-50.18502137292464,-48.761392382692925,-46.04462167353253,-44.42735820341289,-48.44611313606553,-50.60421894040428,-49.13327817583567,-50.36407399255519,-51.30735319606302,-50.46924557604531,-51.253879048495065,-49.41745212570518,-45.6161386941028,-47.2985413486427,-48.87652950873801,-50.537130605231646,-43.22024948008025,-42.81053548329542,-50.93130679514506,-48.44437187402062,-47.96071949269425,-47.041283140287035,-49.785675491233654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-51.332465826825064,-49.36313040952943,-49.740913043415134,-48.906330025166156,,-44.01331942273391,-43.884822564370054,-50.144849283891745,-48.80176431120348,-46.003984072768354,-44.452841596594624,-48.475064207083996,-50.61228832416582,-49.12019402974888,-50.36645496380319,-51.308275150064865,-50.44320297149543,-51.27047175202961,-49.39564258115751,-45.67113362683351,-47.332028325283346,-48.83925982981208,-50.57856484779702,-43.18152143266193,-42.85865554013942,-50.90103578795084,-48.46392672953358,-47.929549391498284,-47.047746506336665,-49.7978106768396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-51.324318480499414,-49.35982724017982,-49.745690373673845,-48.87593427301322,,-43.99631616695319,-43.941015465678966,-50.10230814585434,-48.843551564728244,-45.94306993948318,-44.49127609628895,-48.505527613025365,-50.60192712855044,-49.08598182436236,-50.37181047221886,-51.31194662185302,-50.422073609374294,-51.28936654061886,-49.37475136421582,-45.735712197973655,-47.37088288893637,-48.803271848127366,-50.62084860500414,-43.1500165909932,-42.89282570348219,-50.87157455505184,-48.4849416437594,-47.90240790565615,-47.0418019599692,-49.81089006082422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,-51.31713694522601,-49.35921147095083,-49.75360603938083,-48.84627557731224,,-43.97558680194665,-43.965901452132236,-50.06070175894068,-48.88672497543553,-45.888350416080854,-44.54257961724484,-48.5287549692978,-50.56073664647069,-49.055687058212,-50.38009994317853,-51.31185227257832,-50.40580582358434,-51.31052789971029,-49.352243360341745,-45.81001004930842,-47.40814348567697,-48.76858589164401,-50.663965591868305,-43.10893984768864,-42.937932761871465,-50.84293777146759,-48.50739536932192,-47.879386738653324,-47.03952371177776,-49.82488567741867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,-51.31094198918568,-49.362514952584434,-49.76460323909933,-48.81735851809201,,-43.96204331597137,-44.00195045151793,-50.02004889601227,-48.931255829703545,-45.840067861810155,-44.59649931573268,-48.54687953114051,-50.524158532582284,-49.03135580175446,-50.39128350982292,-51.3010910231211,-50.394347241027084,-51.33391947876505,-49.331360805125016,-45.89417297742686,-47.434714995743796,-48.735223444966714,-50.70440775753838,-43.0788860462162,-42.97908187154618,-50.81514205758233,-48.53126649102656,-47.837847365301954,-47.0437638154506,-49.839771517214004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,-51.305755547562875,-49.36973581139807,-49.77862611919857,-48.78918666692905,,-43.955885157181854,-44.04880867288376,-49.969646511550714,-48.97711930347141,-45.77074927490568,-44.56198213606115,-48.56658428423147,-50.49319673571343,-49.01301523320661,-50.40532090550538,-51.29311428735845,-50.387656818362544,-51.35526918664145,-49.31214423338422,-45.98835077599464,-47.46644348159349,-48.70297119337933,-50.73730016149399,-43.058207741696684,-43.01253236436978,-50.788202287665456,-48.55653754206132,-47.79603617025445,-47.05450927338876,-49.85551909560236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,-51.30159886765121,-49.37545319495118,-49.7956209455797,-48.76176369954084,,-43.95547977647837,-44.106140599613155,-49.918350043670856,-49.02428865564754,-45.69434671529406,-44.504669919837184,-48.587146768859654,-50.46701452781528,-49.00069611804252,-50.4221746984188,-51.28795453334659,-50.38568147338906,-51.37210558292634,-49.2946382608435,-46.09270688160268,-47.503181468909695,-48.66339110228619,-50.771039915633565,-43.00755226510745,-43.05642027180828,-50.75355024417787,-48.58318710147019,-47.758399239317335,-47.07174156107277,-49.87210305030025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,-51.29849451445091,-49.37420873823783,-49.81553607164693,-48.72641267923666,,-43.95516773959159,-44.17362380961319,-49.86802017818491,-49.07273899437895,-45.62467098393473,-44.459136626725936,-48.605357304768546,-50.44840965316741,-48.9944342917854,-50.43627123141819,-51.28564511689181,-50.38838220614188,-51.39113293318957,-49.27888676381479,-46.20742279907543,-47.54479116803339,-48.62508946536025,-50.80561081163157,-42.96802307176155,-43.10998740009541,-50.71657030896564,-48.61119715152604,-47.725032731015176,-47.0954448103306,-49.88949744831268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,-51.29646374988006,-49.376872942025045,-49.83831945432587,-48.69130325697529,,-43.94233660195255,-44.24087713121455,-49.818675138642625,-49.122445765176835,-45.56194200697143,-44.426243517010384,-48.62493779684588,-50.43108115460015,-48.99426565617518,-50.4522804565298,-51.28621984463699,-50.39571818184177,-51.412313573188804,-49.26493551033236,-46.33268041285649,-47.5911381346986,-48.58808661464006,-50.840998979124976,-42.93984680677415,-43.16567301640153,-50.68042119813215,-48.64054893343451,-47.68168665980707,-47.10936121452433,-49.907677484617594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,-51.295529798029406,-49.38343448454442,-49.863921334682715,-48.65704282165402,,-43.91460721832711,-44.275224847409376,-49.77033140364714,-49.173385843480304,-45.506388484133964,-44.40569486777032,-48.645860242373466,-50.38627627096717,-48.99818625523344,-50.47094796887858,-51.289714428855405,-50.407652479922476,-51.4356100732671,-49.2528295790996,-46.468686594018216,-47.642090630782484,-48.55240195715478,-50.87718899892757,-42.895137939528006,-43.199228262805875,-50.645118445826895,-48.671223804181025,-47.627808651206664,-47.11298885732518,-49.926617909776965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,-51.295714085441794,-49.38232285620133,-49.892289310395114,-48.623638386777785,,-43.89349830465122,-44.31753206482931,-49.72301066547849,-49.225536196860055,-45.43548413341627,-44.397207497259004,-48.668093158969434,-50.318036356679876,-48.99422200401226,-50.49223485180174,-51.29616262426352,-50.42414876746737,-51.460986603578895,-49.24261758762696,-46.615649053612785,-47.69752632575175,-48.518055259148426,-50.914167829205574,-42.84536890362155,-43.213718750190615,-50.61067933148532,-48.70320500329935,-47.578289435705585,-47.11878153668425,-49.94629432420297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
