,534,556,578,579,600,601,623,645,646,667,668,690,691,712,713,735,757,758,780,802,824,825,847,869,870,892,914,936,937,959,981,982,1003,1004,1026,1027,1048,1049,1070,1071,1093,1094,1115,1116,1138,1160,624,915,803,960,1161,1072,557,736,1183,669,512,1005,1139,848,602,893,781,1050,1117,714,938,647,535,983,826,580,1095,759,1028,692,871,625,916,1184,1162,804,1073,961,558,737,670,1140,1006,849,603,782,894,1118,1051,715,648,939,536,984,827,581,1096,760,693,1029,872,1185,626,1163,917,805,1074,962,738,559,1141,671,1007,850,604,783,1119,895,1052,716,649,940,828,985,537,582,1097,761,1186,694,1030,873,627,1164,918,806,1075,963,739,1142,672,560
0,-50.12774143608575,-47.42454619815159,-47.43646292181748,-49.943822190100526,-49.81847767485292,-45.17828872625191,-41.323960921887036,-46.53519961921325,-48.21624389104568,-50.75317648296302,-44.18947661556744,-45.1600407574789,-51.24251444364135,-49.51948654436973,-48.27166095810082,-47.07716048388386,-49.04350647801577,-51.02435793206703,-49.083170258499976,-49.105159100696774,-51.32279628723082,-50.1879155256621,-49.254003489537936,-50.229643020260404,-51.28979220414909,-49.01279473615883,-48.650791758397254,-50.678190081313744,-48.962052470507054,-46.284153879490304,-47.7170071893695,-49.63188081594227,-50.84349578284386,-44.99393938159859,-43.24522038784358,-51.06362489691726,-47.6772530515784,-46.65310543026371,-51.44642819972787,-42.51616712909921,-45.23349582383819,-50.40146165221154,-49.89430435332758,-47.86803596599113,-48.15504315516588,-50.4766530386155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-50.10633611076984,-47.415653564425,-47.49431710157539,-49.914644750852275,-49.87043414610591,-45.12545040470462,-41.466963085440625,-46.60413405799119,-48.17613765508625,-50.77933573970778,-44.093658142420765,-45.19646463052414,-51.204349307353205,-49.5561638671444,-48.25048348026037,-47.04913931654649,-49.049051709866575,-51.00088441111613,-49.10166747604035,-49.14457894948799,-51.355474544191964,-50.180117578118185,-49.251143883862,-50.26166092092151,-51.27182533446526,-48.99454593089857,-48.665607522573524,-50.72013271147766,-48.931968903297225,-46.273436291546645,-47.7499934218033,-49.589779701974095,-50.875574130140066,-44.98381182146501,-43.26336488119828,-51.03171911398617,-47.72533882658334,-46.573489525280465,-51.471345261367325,-42.53031495021898,-45.288406926987754,-50.35580979485573,-49.92694757763659,-47.83992380195645,-48.16240013165802,-50.48667458982753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-50.08561573411248,-47.412219879288095,-47.47644984366828,-49.88628555021333,-49.92368759891019,-45.07730816272609,-41.606184016074366,-46.67646213542925,-48.13837075003681,-50.806262876382206,-44.01468324017729,-45.24112747436494,-51.16714970940681,-49.5939986518858,-48.23437714051779,-47.0124037190972,-49.0580065695186,-50.97947278133948,-49.065982699980665,-49.15311557498694,-51.36193849549165,-50.176039242544526,-49.252468478118516,-50.287595240548,-51.25551343519903,-48.98226582268218,-48.687665408900855,-50.7641370258781,-48.90478604527151,-46.27487466906242,-47.78861992832521,-49.548690516548774,-50.90870771624563,-44.94064283363268,-43.300362732671935,-50.99048999038236,-47.76390796592643,-46.49715666935926,-51.496878519120955,-42.51936537757753,-45.34482904237311,-50.31142319564541,-49.96031338344274,-47.817305721983644,-48.17474085353504,-50.49750155061446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-50.065601394152175,-47.41431199670339,-47.46610630940761,-49.858754198475886,-49.978198903278646,-45.033978926395505,-41.706476240970225,-46.75208809934493,-48.10300395878297,-50.83394362773774,-43.9529105598816,-45.29380341621944,-51.13093427202994,-49.632963033787256,-48.2201974809682,-46.975377645611346,-49.07029274657103,-50.96015615591948,-49.008178815151666,-49.16318839671472,-51.370198068283166,-50.175748341444674,-49.23225316286643,-50.300119958670436,-51.240889926712455,-48.97604816363096,-48.71692048811493,-50.81017331128819,-48.88057590385564,-46.288459804282525,-47.8113380089343,-49.50863549268162,-50.94287320526371,-44.90547250949879,-43.35377792529448,-50.94992772560915,-47.8046593429186,-46.424196920825665,-51.523018880019535,-42.50549407670781,-45.38069180763435,-50.268325680369934,-49.9943951010588,-47.80028974607153,-48.1888598231675,-50.50910976603038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-50.04631469572434,-47.422000882431604,-47.463068297328576,-49.8320603569141,-50.03394222179999,-44.99558485945832,-41.77343982748815,-46.80298461637921,-48.0701001311907,-50.8623667576273,-43.90872661046518,-45.32775587135801,-51.09572339228721,-49.67303242187691,-48.18901379078109,-46.920334605871766,-49.08583688197403,-50.94296879266612,-48.95311011728744,-49.17925090681864,-51.380219311105094,-50.179318643632094,-49.21955521923238,-50.28404566762494,-51.2279890107738,-48.975987401158704,-48.7533310408775,-50.84094989335235,-48.85941115174837,-46.31419578159438,-47.83429623232587,-49.46963900364419,-50.9780488069736,-44.862908230549124,-43.4268494359474,-50.91004357190579,-47.8479053204245,-46.35470367044825,-51.549755448695876,-42.48877831262587,-45.42054619764124,-50.226547825118935,-50.02918750293986,-47.78898908153485,-48.178410219371266,-50.52147762692658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-50.02777710612086,-47.43104742863359,-47.46712696349959,-49.80621369385078,-50.09088711248332,-44.9622519212928,-41.819300189734754,-46.833372695316775,-48.03972562841623,-50.891519793340485,-43.882539784706445,-45.33530711217693,-51.061538893741485,-49.70838406320106,-48.13438890054948,-46.876797005422645,-49.0999469776245,-50.927947536436946,-48.90503927978819,-49.1869463886476,-51.39162031436787,-50.18682815439968,-49.2143636460025,-50.26960441933035,-51.21684239220088,-48.9821847817149,-48.79686161846318,-50.855963973445,-48.841365866163414,-46.35210301417668,-47.8627908347145,-49.43172596168508,-51.0142135775523,-44.823145704557696,-43.51924072566497,-50.870847473565874,-47.893583893049644,-46.2887742992003,-51.577079080029975,-42.47865385195334,-45.45429239818041,-50.18611693391467,-50.06468591020811,-47.78351947160634,-48.15510592761164,-50.53458335094682,-51.59233966191938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-50.01001227784811,-47.42180424478824,-47.47808076882532,-49.78122454726413,-50.14900867267692,-44.93411245730273,-41.86869922427601,-46.867051504613826,-47.99418565030787,-50.92139137521818,-43.8392464181645,-45.34607237468249,-51.02840245551039,-49.73821336490854,-48.08381505774334,-46.84472406503229,-49.11214654384708,-50.90390212297478,-48.863997641208044,-49.190317826512235,-51.39810874033468,-50.1983557227356,-49.216670189436904,-50.25915872664542,-51.20748831458576,-48.98459162966879,-48.84748215072352,-50.87310066702692,-48.8265172013371,-46.402210176029826,-47.896697409716026,-49.39492171367633,-51.05134679094818,-44.791948359113285,-43.63063859833676,-50.8323521119615,-47.941633467954546,-46.22651083161693,,-42.427545075887075,-45.48432062733398,-50.14706220477035,-50.09605778561518,-47.77275886833013,-48.135536384238655,-50.54840638400721,-51.56500739960586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-49.99228007283327,-47.41825196243092,-47.49573776640755,-49.75634758047622,-50.20828021115485,-44.89560044855569,-41.8797786177382,-46.89269492715334,-47.94060792036884,-50.95197041515608,-43.8086904743422,-45.36453587819615,-50.996335732593224,-49.76911279626207,-48.03864617630563,-46.8240882026799,-49.12751290871146,-50.87584136214203,-48.83001167581141,-49.199654067336745,-51.40639072081004,-50.213985548139405,-49.22647434090179,-50.25263214220891,-51.199960097591756,-48.986775828703216,-48.89368362434632,-50.89232434630701,-48.814944680656836,-46.46456835128922,-47.93589581890941,-49.359252462148795,-51.08942737282142,-44.76957947609503,-43.76075426956726,-50.79456828139166,-47.991998166745724,-46.168017854057354,,-42.32187287421549,-45.51838286504429,-50.10941441524257,-50.12281447829509,-47.7517480352446,-48.12086999341231,-50.562925153996964,-51.53827884132754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-49.969741154108654,-47.420462067145095,-47.519914998297835,-49.72113826917894,-50.26867614048292,-44.85599449211378,-41.90171331017698,-46.921975910733835,-47.87902011391448,-50.98324536302073,-43.79221046166904,-45.39051443185258,-50.96536267661273,-49.801058381057786,-47.99898127526749,-46.8148713342367,-49.14597212538433,-50.8328249913003,-48.803115553463165,-49.1997099012509,-51.41643103855519,-50.22884779293862,-49.24378004422745,-50.24994558285834,-51.19429474376663,-48.977189459209455,-48.913770910115176,-50.913601691275225,-48.806729920008934,-46.53922977931601,-47.98026993953784,-49.32474680542,-51.12843562078582,-44.73756348944015,-43.88243657651884,-50.757508572915214,-48.04462082204821,-46.11340839556803,,-42.235278956915955,-45.55638067596932,-50.07319937691115,-50.15032042895243,-47.73661171922061,-48.11103461493781,-50.578119399707774,-51.51216617238334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
