,1,23,24,45,46,68,90,91,112,113,135,157,158,180,202,203,224,225,247,269,270,292,314,337,359,381,382,404,426,427,448,449,471,493,494,515,516,538,539,560,561,583,605,1576,136,628,472,315,69,606,360,248,517,405,181,584,2,114,450,293,47,562,226,338,495,159,92,383,271,428,540,25,629,204,1577,137,473,316,607,70,361,249,518,585,182,406,115,3,451,294,48,563,227,496,339,160,93,384,272,630,429,541,26,205,652,138,608,474,1578,317,71,362,250,519,586,183,407,116,4,452,295,49,564,228,497,161,340,94,385,653,631,273,542,430,27,206,139,609,475,318,72,251,363,587,520
0,-48.72079865013766,-47.57813203295426,-50.951901350858726,-49.436768837995366,-46.799636294078255,-42.37212780461541,-44.89765010881834,-49.216560198073395,-49.63527062528893,-44.895645755085795,-43.3760892679441,-48.09535671402939,-48.96559455152014,-46.30465347504823,-47.91967088115945,-51.518603181888224,-51.102785105011144,-49.212275994767964,-48.653130615703745,-50.465699619926355,-51.03580807847013,-49.28485141552409,-49.71519445272388,-49.46850258363586,-48.480672028710174,-50.05692822203624,-50.058169301702435,-47.15945822336807,-47.41481199497887,-50.623643834215095,-50.09427107196551,-46.69362326914269,-43.433811200741204,-46.864951026703025,-48.168657286284535,-50.57194664476079,-42.932039738391055,-43.40645192566858,-51.027220350406104,-48.481574431635465,-48.117306305482714,-46.99899641673869,-49.12610404085256,-51.17257160228863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-48.72490751207954,-47.58791261710188,-50.92610165178783,-49.475133975514055,-46.75788289911737,-42.31086896871753,-44.938955366812635,-49.17685127730139,-49.672073720585516,-44.81535384587396,-43.369552428252504,-48.12097108943153,-48.962452533670906,-46.3413805362324,-47.931762047902936,-51.49306842920196,-51.12401176199703,-49.188658634312795,-48.6647643715369,-50.50007786136759,-51.017220919195445,-49.26017511609045,-49.739025609753426,-49.439963885113585,-48.45928186879207,-50.06811088952845,-50.03604966038414,-47.19126821568719,-47.459435145710565,-50.60058071938343,-50.117505274896956,-46.69010601092331,-43.45419564025206,-46.89530133485378,-48.12494011369865,-50.60525210504464,-42.874126407991184,-43.460235191662456,-51.001529862394776,-48.52146439263251,-48.07815472749269,-46.9170739846968,-49.13361247525689,-51.158987302919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-48.7205937243424,-47.59888595705586,-50.90088847410005,-49.51565290850036,-46.70934728159686,-42.26908216339848,-44.973311049778474,-49.138547595257634,-49.7099672768158,-44.745748446307296,-43.379243696287126,-48.14861071629517,-48.96291038325689,-46.39039984023012,-47.94930843334549,-51.468935346235966,-51.14627447617654,-49.17031308457134,-48.68418347992801,-50.523888166637846,-51.00114152990752,-49.23841581647189,-49.76796028859934,-49.41565526994743,-48.446084378933904,-50.08274209785625,-50.0158678253254,-47.22388289494822,-47.50262481930595,-50.57831447299574,-50.14246778084457,-46.69150001075231,-43.43685571119682,-46.930249364087544,-48.08312600080104,-50.63939136674314,-42.814927575688685,-43.52063875700907,-50.96998648018044,-48.55756127954652,-48.04314665940549,-46.842942663558766,-49.14271503310404,-51.14587689170929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-48.71133574314506,-47.61689669684345,-50.87626738965838,-49.5582755173224,-46.66291739031937,-42.24698824996328,-45.01433729146552,-49.10168384911782,-49.74892888961577,-44.67763620716156,-43.40481343564463,-48.17823028199256,-48.956279254206265,-46.44362740741375,-47.97219018322558,-51.44623247776715,-51.16955048633609,-49.157315684566605,-48.70982226503848,-50.55022729244602,-50.987611377654886,-49.22342849505427,-49.79449004580263,-49.39564158451652,-48.4410215457763,-50.08105337819007,-49.99766637108371,-47.22472399932134,-47.50322426977978,-50.55685667692767,-50.1691230577289,-46.69794433014914,-43.41565591970449,-46.969664921228336,-48.04326254891683,-50.67434952127215,-42.773774313100674,-43.538956110818376,-50.935166101297746,-48.59500266343275,-48.01239177069288,-46.77651981544069,-49.15337043134562,-51.13324955805677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-48.705069832446036,-47.64186961587528,-50.85224276110879,-49.59516190310471,-46.61862950114198,-42.24484171952143,-45.059327327928045,-49.066293021221426,-49.778444302886136,-44.608247255503926,-43.44593743668479,-48.209785592466986,-48.93353895501238,-46.514316790135766,-48.00029099941731,-51.42498601983295,-51.19381697112363,-49.12975728961967,-48.7049364398338,-50.56673948469325,-50.97666848288641,-49.20414039871421,-49.82491863235444,-49.379991269038975,-48.444043284865444,-50.07813807752142,-49.981490573679466,-47.2344793249393,-47.51199831128459,-50.536222980091466,-50.19743460781746,-46.709585427817295,-43.416379351477765,-47.01342280667057,-47.99240166697443,-50.71011085186095,-42.751097140370796,-43.53776564646267,-50.89780299633204,-48.621929277496434,-47.98600574766543,-46.68742466934684,-49.165534976208754,-51.12111659256695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-48.70185787268446,-47.6737333597029,-50.82881996464063,-49.63180192410618,-46.576522007615466,-42.23981040879194,-45.11156216176531,-49.032413385832925,-49.806517569829595,-44.54168938861536,-43.502316859320786,-48.243235561842965,-48.888831540514744,-46.5976219615797,-48.03349917733641,-51.397245279559336,-51.21905226674287,-49.09657763204624,-48.687266039180045,-50.581877478067,-50.96534006035843,-49.18301544492988,-49.83341347696082,-49.36877271324366,-48.45510743189605,-50.078694126392065,-49.96738211834632,-47.25326260310795,-47.5287962916702,-50.516426406278384,-50.227370808162604,-46.72657284221897,-43.43901735938093,-47.0614007405313,-47.94143302630762,-50.746660729254245,-42.688576985239706,-43.546618035922144,-50.86090164236283,-48.64913213220688,-47.9584800034405,-46.600371397409276,-49.179168311159074,-51.10948840450712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-48.70175845674247,-47.71242183611306,-50.80564526598416,-49.67044835660312,-46.53663504802672,-42.22613026203214,-45.170793102960964,-49.00007983637561,-49.835684834925544,-44.460368109033666,-43.573676443953985,-48.2785367847397,-48.84746046205119,-46.69377438866636,-48.064407163842084,-51.36220175700182,-51.24523629643435,-49.0688653129455,-48.677246060866466,-50.59954987023972,-50.94022840084406,-49.16882151601983,-49.84680660412359,-49.36205848296857,-48.47417701322813,-50.08264861500294,-49.955387234178744,-47.28120612870572,-47.55347218007052,-50.497481660729015,-50.258897425083084,-46.749064863349766,-43.48360544089398,-47.10361588886232,-47.89250045364074,-50.78398479765481,-42.624497821020114,-43.56527284759749,-50.824866394223235,-48.67763467085044,-47.906583375082434,-46.52148199651673,-49.194230017078596,-51.0983768898603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-48.69272321102591,-47.757870860858915,-50.777222210644226,-49.711050348119976,-46.48355844983401,-42.22145063585857,-45.236784626925086,-48.960392075293086,-49.86592314301647,-44.390971132446204,-43.64527101005227,-48.31564967075083,-48.80950141791142,-46.62769739949992,-48.09788666754847,-51.328597874398454,-51.27234672268145,-49.04608744505862,-48.67480599535742,-50.61971229870983,-50.91768075964244,-49.16159100348483,-49.865022598952855,-49.35992568431389,-48.5012217277659,-50.089926636166226,-49.945554128969995,-47.28856299309509,-47.585889013118894,-50.47827096484349,-50.29197831286075,-46.77722134969677,-43.55022505708385,-47.13010791038178,-47.84565578286967,-50.8192911090637,-42.57876615845337,-43.593497145049724,-50.7897140072177,-48.70741572234387,-47.85579574039189,-46.450687477774366,-49.21068051846483,-51.08779274860537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-48.68625651854161,-47.80414195102529,-50.74941932594879,-49.74407122344484,-46.43104872570116,-42.21825691629216,-45.30931205908853,-48.919768585950585,-49.89720951376832,-44.33378733522733,-43.69578522755614,-48.354534896876835,-48.77503677438061,-46.51603348829273,-48.13611347388517,-51.296462633946156,-51.30036492428665,-49.01191259774762,-48.67988256262214,-50.63789101072244,-50.884578802440295,-49.161361017251615,-49.879553508478864,-49.36245012454533,-48.53621557682416,-50.10045996739823,-49.937930969096016,-47.29995873966022,-47.62552363927475,-50.459949832985636,-50.326582934301854,-46.71755954278144,-43.586131867305,-47.160820335953005,-47.80094916016044,-50.84791594460388,-42.55175046359133,-43.631065884975264,-50.75546083515802,-48.73845627954508,-47.80946502161167,-46.387926526307474,-49.22848039656857,-51.07774870746793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
