,240,262,284,285,306,307,308,329,330,351,352,373,374,375,396,397,419,441,442,463,464,486,508,509,530,531,553,554,575,576,597,598,620,621,642,643,665,687,688,709,710,732,754,487,420,263,218,599,666,353,532,755,286,465,733,398,644,577,331,241,510,711,264,443,622,376,689,555,309,488,421,242,600,667,354,219,756,533,287,466,734,399,645,578,332,712,220,511,265,444,623,377,690,556,310,489,422,668,243,601,757,355,779,534,288,735,467,400,646,579,333,713,512,221,266,445,624,378,691,557,311,490,780,423,758,669,602,244,356,535
0,-49.9474646524489,-48.532745668538475,-49.1980247029771,-49.736246226340334,-51.490810478762995,-45.856369283496015,-51.2100522034283,-44.3934430791986,-47.50525603442199,-47.67416739671296,-42.330896706768954,-51.226104276759315,-43.39239512775578,-50.40133158699878,-48.30369452246201,-46.230022264745465,-41.82023189321383,-44.88930248796959,-49.41640737920453,-49.681467427599756,-44.81928143643426,-41.95499042926835,-46.434091794024546,-48.11600807694279,-50.63347491813839,-43.009235456188975,-42.40516613984731,-50.74915999170848,-47.713879597579876,-46.88429352520845,-51.425185144165965,-42.28817499018248,-44.4651611445818,-50.500591485513894,-49.09914559802546,-46.844594894767084,-45.248911177447006,-47.792953790215826,-50.97453807210971,-50.8140432895981,-49.431475402909115,-49.68131424157669,-51.34309735728625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-49.93560171382113,-48.52184669586816,-49.22673368829982,-49.70846656881047,-51.506191451037665,-45.844218216722616,-51.176551564492286,-44.45041262830343,-47.44839298807321,-47.713449322763786,-42.26995269488246,-51.25670086418653,-43.41417114799087,-50.36727140578631,-48.34761008414549,-46.177272695279754,-41.81072041224341,-44.94644196279316,-49.371808453754475,-49.72522728049241,-44.782452350765695,-41.99400029256437,-46.46169112199946,-48.06862874338492,-50.66141391178488,-43.00377824698539,-42.485176428982015,-50.71987201409677,-47.76792292306749,-46.8500019822127,-51.45805670768691,-42.241409643481155,-44.53506809624184,-50.481985163009824,-49.141616083505156,-46.843759033886904,-45.23931686059248,-47.816526317147456,-50.949139139292406,-50.841289168379205,-49.40925291223881,-49.679764495920786,-51.35794829504586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-49.92568486440881,-48.517283783520284,-49.259522345358924,-49.67217274142648,-51.52278382960784,-45.82298092209002,-51.14366324808203,-44.49265294870137,-47.393886345532216,-47.756122810456944,-42.23185544905795,-51.28802734005709,-43.45228323123845,-50.33415483853454,-48.39358796906499,-46.12997062729945,-41.7240396667445,-44.998955152572634,-49.32862261642172,-49.76193750059913,-44.7333230782838,-42.018759898061255,-46.49438233130362,-48.02359673055697,-50.6902705534893,-42.95828740352857,-42.5891125318407,-50.691455244216776,-47.824412953819746,-46.82016551589071,-51.4908361254176,-42.150636219959,-44.613709969243416,-50.45141877672057,-49.185306562278015,-46.849945912167456,-45.24335991205455,-47.84255248036687,-50.92555397439979,-50.86909484186184,-49.391909669302066,-49.682005680668084,-51.373721349080284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-49.91775627775,-48.519034166325625,-49.296310258121316,-49.63496386633271,-51.54056346488217,-45.796750776890875,-51.11139542318209,-44.5345121778272,-47.34179325509547,-47.80208662685358,-42.21724470499708,-51.32007141727336,-43.49368289882133,-50.302004030377894,-48.441580687099545,-46.07158042493659,-41.598125195501254,-45.03224732030426,-49.286884837234524,-49.799843340086625,-44.662634476834,-42.04570252405452,-46.53201109409131,-47.9809667192026,-50.717885935107304,-42.91098032011913,-42.71627162153165,-50.663926165981565,-47.88328457686931,-46.794925842152935,-51.52422922640713,-42.089805556289754,-44.6879109399236,-50.42211565415715,-49.23019127153342,-46.8633524879941,-45.217511315200625,-47.87096494000623,-50.903817007122555,-50.89745373158547,-49.379500643727624,-49.68800594136194,-51.390395245200395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-49.91185650472894,-48.527079153189675,-49.33094098465724,-49.5985449280806,-51.55950957184874,-45.77668639374498,-51.07975784947545,-44.58563987688758,-47.29217113885411,-47.851245013081076,-42.22019676397945,-51.35281885823176,-43.52761308451435,-50.270838044525746,-48.49153908348546,-45.99334478108137,-41.42316302508129,-45.07291240623207,-49.246630739298176,-49.83891651481919,-44.59752722931253,-42.082938375020966,-46.57443038923197,-47.940797368518126,-50.74327852625118,-42.86694897324696,-42.86600166930694,-50.63730249166703,-47.94447428490203,-46.765523561643285,-51.55822689355137,-42.06052569246488,-44.70643498507307,-50.39409838813939,-49.27624606465401,-46.88268835085704,-45.20369663681417,-47.90169739118326,-50.88396177389157,-50.926360022687604,-49.37208226471702,-49.69499300314108,-51.40794862096116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-49.90802845532378,-48.54140328851266,-49.3523523654953,-49.562932821311136,-51.579599831598564,-45.762964489676044,-51.04876083831446,-44.61809507334904,-47.24508047935014,-47.903501250246265,-42.198879444122745,-51.38625653399785,-43.56281094358177,-50.24067626259246,-48.54341909468226,-45.92082086676852,-41.19374597729259,-45.12195051922891,-49.20789727684123,-49.879130433002615,-44.53679257931046,-42.077969703247234,-46.62150024759944,-47.90314832639999,-50.76959997967347,-42.833089492588186,-42.966115033929206,-50.61159992523975,-48.00792307536127,-46.73982598148755,-51.592818019381745,-42.03715809724139,-44.72773918057893,-50.35298900095809,-49.31907259050098,-46.88964021537,-45.20187042257711,-47.9346872380375,-50.866024509533545,-50.95580810082167,-49.3434740902196,-49.68446590367935,-51.41673814989091,-51.687522736792424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-49.906316645522885,-48.56199192039434,-49.37767784547434,-49.52814488593361,-51.60081279301721,-45.74164781107424,-51.018413362060755,-44.65111670974892,-47.17908263621816,-47.95876780008015,-42.18841362140799,-51.42037286287935,-43.61439369688747,-50.211538442373545,-48.58501849122534,-45.85420028620183,-40.99726555250754,-45.17905845676878,-49.16275004825013,-49.91909169627327,-44.4683399801571,-42.08221562988257,-46.673084547732685,-47.86808122437471,-50.79582401573433,-42.78253068048648,-43.003424865597296,-50.586836999117565,-48.073572143981885,-46.719162716437296,-51.62799343987967,-42.020185282615216,-44.751803994719836,-50.29319055711656,-49.35470629592518,-46.896778046337324,-45.19058920101357,-47.964002403924496,-50.83859383262662,-50.985793044461076,-49.31647869912077,-49.67773275621238,-51.422701474481094,-51.64402342975271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-49.90676380723522,-48.583865629124716,-49.40683634158258,-49.494197337065835,-51.6231284655204,-45.71871141981683,-50.98872554127012,-44.70025257017979,-47.114302698153935,-48.016957140521235,-42.18089035609714,-51.45515420866572,-43.68173170952268,-50.17192026143959,-48.62121163227164,-45.79368671428095,-40.844040702774464,-45.24394730488417,-49.11379639613807,-49.95466114775979,-44.383956981121045,-42.11518433826981,-46.72905465909706,-47.835661192251735,-50.81908499890061,-42.724102528333965,-43.04155132330073,-50.563031739648736,-48.12210827390365,-46.70369283762775,,-41.996517592152635,-44.78372675927389,-50.234557637176124,-49.391479348674274,-46.881787091085755,-45.192917697902224,-47.992755007275946,-50.809010418163645,-51.01630827646502,-49.29453651112859,-49.67476225420363,-51.42954452235556,-51.60108687213631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-49.90941654855378,-48.59887145453829,-49.43974837984274,-49.46110821238222,-51.64652485272967,-45.702534350711744,-50.959707529301774,-44.765189002476504,-47.05211414208555,-48.06602260137505,-42.19872291704894,-51.49058877093789,-43.76146108994263,-50.13051062166358,-48.650850868614484,-45.73949159681782,-40.73349179925545,-45.31634158508736,-49.06641311818757,-49.988961439901125,-44.31118194198337,-42.114080467499804,-46.78212327351864,-47.80595293998339,-50.84324604148874,-42.606379612100454,-43.07010228516234,-50.54020181427077,-48.14802899883462,-46.69218063272893,,-42.001733587117826,-44.82329434567888,-50.177114726637136,-49.42936783998175,-46.82054223979239,-45.17166043855457,-48.02381185763416,-50.781317580212104,-51.04539905696251,-49.277712943517464,-49.675525033548105,-51.433277023942246,-51.558723117657024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
