,4,5,26,27,49,50,71,72,94,116,928,950,951,973,995,996,1017,1018,1040,1062,1063,1085,1557,1579,1041,974,117,929,139,1580,95,28,1019,1086,73,952,1108,997,1064,6,51,1558,1042,140,118,975,930,96,29,1581,1020,1109,1087,74,953,998,1065,7,52,141,1043,119,976,1559,97,931,30,1021,1110,1582,1088,75,954,1066,999,8,142,53,120,1044,977,98,1111
0,-48.095118609116966,-49.79726179962492,-50.920920640046106,-44.27956947758139,-42.46869945444306,-50.84486934002405,-48.02695172839715,-47.47288337904503,-45.853525140600134,-49.61430114299066,-50.179956113819784,-50.422436007770216,-48.37377066041425,-43.71538114799595,-45.35863059988149,-48.760603384259824,-50.12119682027744,-44.657274381913645,-45.69343265612817,-50.104963323579206,-50.063104467225784,-50.09116000838955,-51.348025929699695,-48.61548004958904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-48.13688373258987,-49.76718993212431,-50.96013153419594,-44.232477673311635,-42.548956160167755,-50.81473097169031,-48.062392745167486,-47.44602171852709,-45.87984038576622,-49.63668103785112,-50.199084553926895,-50.45958343340348,-48.35178073145783,-43.70380985065101,-45.37051511094389,-48.719002021637934,-50.152214110726625,-44.57749479950397,-45.72391035140855,-50.11162079675957,-50.06823534112725,-50.09961432596629,-51.328962408551284,-48.630398218835175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-48.1835417081508,-49.73782845451324,-51.000289767290695,-44.19066560741865,-42.6369015999282,-50.78537062811914,-48.099538567533706,-47.42057745286091,-45.91327862160708,-49.659726287582956,-50.221536898954255,-50.4988135994208,-48.33064053596494,-43.69355978233612,-45.36162810984629,-48.67890713317868,-50.184195864704044,-44.508569248312675,-45.75894483151813,-50.11903235140866,-50.07700356159646,-50.11198977479347,-51.3108247636509,-48.63443611912852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-48.23500462512473,-49.70918174358516,-51.03747765364733,-44.15425049544887,-42.71490957437323,-50.7568026603378,-48.13836081868143,-47.39443693520985,-45.953834435701125,-49.67787503408825,-50.24730457724782,-50.5400927560526,-48.31036220433447,-43.66850591387493,-45.358829124087585,-48.64035299126978,-50.21712318907642,-44.450789619377844,-45.798401709382965,-50.1271885155134,-50.089473111357414,-50.12828273097932,-51.29363649582065,-48.64221966506661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-48.291187691593116,-49.681255596624155,-51.07542289685621,-44.12335431176568,-42.718916652432675,-50.729041819496736,-48.178830927157954,-47.367881940332836,-46.00151213913469,-49.69667030656498,-50.276379138270556,-50.58338874047034,-48.290955611170226,-43.653735196589494,-45.36050488491541,-48.60337492728415,-50.250988695723755,-44.404460163464925,-45.824600755144246,-50.13607769467916,-50.10570768081547,-50.14848635264303,-51.277419022115595,-48.654903370268705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-48.35200775056771,-49.654054870480095,-51.11429540998663,-44.09643555102552,-42.73710194001319,-50.70210353592166,-48.220923574727834,-47.321981660571865,-46.05630908354313,-49.71608988190252,-50.30875146630692,-50.628669709789634,-48.27243205342569,-43.64941595827621,-45.333445869990186,-48.56800775624056,-50.285769067543356,-44.369896843210206,-45.834335851692536,-50.14569125859143,-50.12577552531973,-50.17259876323359,-51.26219699300772,-48.67252560342662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-48.41738581709555,-49.62655879193086,-51.151858684775476,-44.0617496244084,-42.74700208751446,-50.67600255135011,-48.264612408782206,-47.28034482629853,-46.11823356205636,-49.731550783210785,-50.34441413646324,-50.675904700700514,-48.25480259581546,-43.655721505164465,-45.312742872296894,-48.53429013031692,-50.321447712776084,-44.34743200362935,-45.84850900308677,-50.15602694604244,-50.12586055256047,-50.20061638298709,-51.24799206220849,-48.695128257396675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-48.4872447736489,-49.590172296141695,-51.183037879805326,-44.03271523572356,-42.766544196973726,-50.65075574704408,-48.30987260616058,-47.23560160490611,-46.187286630486355,-49.746326535890006,-50.383361104898626,-50.725060750029755,-48.23808018721158,-43.672829727877115,-45.29818632445711,-48.50226038587258,-50.3580112848082,-44.297938687583866,-45.86697827714466,-50.16706616632602,-50.123882968883024,-50.232539182806605,-51.234828775312295,-48.71943529963233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-48.55202982512705,-49.554495001487815,-51.21512090830113,-44.00945190504656,-42.799441359558244,-50.62637934828317,-48.347836171337875,-47.18939957259032,-46.263480045171704,-49.761727276753405,-50.42558660348042,-50.76633506557399,-48.22227789848999,-43.700923942214274,-45.28958153666683,-48.47195883868558,-50.39544608931063,-44.24814603333001,-45.88960675838038,-50.17879805819508,-50.1029255464342,-50.268365215835054,-51.222730970218244,-48.72646114731672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-48.61099442604818,-49.51953234237622,-51.24808705535533,-43.968566927954846,-42.84540690256796,-50.59493520612279,-48.38596395772727,-47.14761102759005,-46.34681940970366,-49.77463178503079,-50.471082174991736,-50.800031987168865,-48.207408333113364,-43.74019281042061,-45.286738999149456,-48.44342585335735,-50.43373786887201,-44.198048658209544,-45.91625967089362,-50.19121535065747,-50.08518320811496,-50.2990285459354,-51.211723238121195,-48.738472752070734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-48.67421147879581,-49.48528846123822,-51.28191730835482,-43.925617913709615,-42.90416571914433,-50.5604077981777,-48.425610159407384,-47.11034111803474,-46.437321562292915,-49.78591042659768,-50.51984737117771,-50.83561374879078,-48.1934862152971,-43.78303129310755,-45.28947606721233,-48.41049867885993,-50.46858169093181,-44.1425555542608,-45.94680787829736,-50.20430720119526,-50.06787511876783,-50.277564266986076,-51.20183067958028,-48.72912670432309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,-48.715934041673066,-49.4517704327934,-51.31659129637618,-43.888513078348566,-42.96574660467055,-50.51936431113518,-48.46674922609802,-47.077697809379586,-46.53500160432479,-49.79792536475884,-50.571873253754944,-50.873053516350886,-48.180526040678416,-43.804224132976444,-45.297619654198456,-48.367997864026165,-50.50131403941408,-44.09913643379604,-45.96831982958519,-50.218066570525686,-50.02488040429937,-50.25766583101135,-51.19307900226447,-48.72250316921913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,-48.75382424177118,-49.4189840406737,-51.352091056382406,-43.85739213445737,-43.00452805885328,-50.47912001112502,-48.50935588606753,-47.0497916395658,-46.63987226398731,-49.810655554060254,-50.60168334472748,-50.912323851196426,-48.164025722984846,-43.832434105849465,-45.3110037182705,-48.32721406402331,-50.53489217968658,-44.06894919223119,-45.98961081125942,-50.23248461033428,-49.980051877786124,-50.24152198125053,-51.185492647639336,-48.720856411067444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,-48.795810516476095,-49.38693484978139,-51.38839729932965,-43.83240274856071,-43.05574974114129,-50.439690245918996,-48.5534059583769,-47.02673933079012,-46.72941621338242,-49.82407977206702,-50.6341091033222,-50.94054940858338,-48.14204407129851,-43.84930160898592,-45.329468810328144,-48.28818673437438,-50.56930447376702,-44.0436633556986,-46.01481986558003,-50.247552775706616,-49.938957869838,-50.2291155352217,-51.179099578713654,-48.724225347080065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
