,214,236,258,259,281,303,304,325,326,348,349,370,371,393,415,1273,1295,1296,1317,1318,1340,1362,1363,1384,1385,1407,1408,1429,1430,1452,237,282,1386,1341,327,416,1453,394,1364,260,1431,1319,1274,372,305,215,1342,1409,350,1297,283,238,1387,1320,328,417,1454,395,1365,1432,261,1298,373,306,1275,216,1343,1410,351,1276,284,1388,239,1321,396,1477,329,1455,374,1366,1433,352,262,1299,307,1411,1344,1254,217,330,1389,285,1478,397,1277,240,419,1322,1456,308,375
0,-50.54362629045421,-49.83467184223702,-51.359615998267415,-47.98985452521912,-45.180526046512746,-47.459904139045726,-47.58595832972926,-51.25244279148945,-42.07907694575967,-44.61142416361387,-50.7079503538284,-49.708365907650965,-48.34097183493696,-48.642720769928246,-51.14580590440613,-49.99939056715164,-48.18673357879759,-51.56112196247506,-49.404855739784026,-47.37637386813019,-42.164029044750436,-44.67880812467924,-49.46294626343228,-49.79474990430958,-45.76081647110004,-46.25008984556043,-50.43657606659963,-49.903340423914514,-49.886038905115555,-51.38500514267165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-50.561503488272805,-49.850941562639335,-51.388579894715775,-47.96996832308898,-45.18655585472963,-47.52447703505624,-47.53702758603248,-51.280851055090054,-42.06622847645284,-44.63257620367838,-50.665232506682244,-49.73100952944477,-48.32406487164437,-48.638699542659836,-51.15328965319817,-49.99435545283834,-48.2005628698668,-51.53098742201573,-49.430444329738414,-47.33421733173085,-42.209323837294264,-44.743689490693264,-49.42156924983631,-49.822901196686644,-45.70654035306893,-46.2295144495338,-50.386776015985006,-49.92973116472352,-49.89291233482526,-51.38391729858367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-50.57167802812814,-49.87032226596452,-51.41925907159769,-47.952576932344606,-45.20566676051506,-47.59247657329603,-47.490284877055515,-51.3099495003761,-42.04340539688843,-44.65836716911688,-50.623550558030246,-49.7544004730707,-48.31207217856297,-48.638437438341555,-51.161406371600236,-49.99093941253889,-48.22011194161239,-51.5013402935182,-49.45855528275541,-47.293635936512494,-42.161906898443824,-44.795515349892725,-49.38153279890405,-49.8520253256215,-45.64486123895456,-46.20214192207801,-50.34009154415613,-49.95696179089873,-49.88663295937077,-51.38494841818839,-51.59521611785073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-50.574952048791374,-49.89452570532944,-51.45162405210413,-47.93775314533943,-45.23784303488477,-47.66381052407738,-47.445780385580925,-51.33573226027538,-42.00880832693559,-44.68302156928306,-50.58292636547482,-49.77853684275779,-48.276291668084056,-48.641895973960075,-51.170141539454804,-49.98917696944503,-48.23852193023732,-51.472183226804155,-49.489139074185296,-47.25119174359715,-42.11488463085226,-44.84323223400505,-49.342864541904305,-49.882104598798016,-45.592629335359945,-46.17978787262311,-50.29657445779537,-49.9850108515167,-49.87776317579605,-51.388063360695575,-51.56845176112664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-50.567601752026796,-49.92350035996125,-51.48564890224189,-47.92556908399526,-45.26862221715258,-47.73690770463085,-47.40356550583033,-51.356161927725296,-41.97713359108545,-44.70541725096058,-50.54338254196429,-49.80341428244712,-48.24371365925884,-48.649034724231555,-51.179478513967005,-49.984344516236725,-48.259278651554624,-51.443517196642496,-49.52214756994107,-47.19794235908481,-42.08300934613163,-44.897190847654194,-49.305596450959925,-49.91312574451905,-45.5500359186798,-46.16490557013574,-50.25628195147755,-50.01385744357076,-49.87392052471126,-51.39322775461062,-51.54212972237324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-50.5639025672419,-49.95719892329788,-51.52130747608729,-47.916102615882096,-45.29282984504838,-47.80104933760381,-47.36369241371393,-51.37730280029256,-41.9502380976716,-44.73199396458024,-50.50494359057575,-49.82903048097292,-48.21606546187454,-48.65981696559521,-51.18427066785568,-49.9718623158196,-48.28562887415305,-51.41534600576108,-49.55753680279,-47.14624725889762,-42.06655576197791,-44.943432666408484,-49.26975715268554,-49.9450745541133,-45.515612007932226,-46.14977903557754,-50.219268710087604,-50.04348224404463,-49.87510434034046,-51.40040857108333,-51.516257845918176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-50.546242200039664,-49.99557513845875,-51.55857253739393,-47.90622825578039,-45.29941660561831,-47.8645999741855,-47.32621637129287,-51.3991434917902,-41.87656090557242,-44.76268964086435,-50.467633760535804,-49.85538140788958,-48.19343387997647,-48.67420307190236,-51.18692499781944,-49.95937873967249,-48.31753196910388,-51.387672273450846,-49.59526150679573,-47.09612107569011,-42.06581368529851,-44.99537084181185,-49.23538047049679,-49.97793765306993,-45.4826483563737,-46.13230905996759,-50.1855948975179,-50.07386439685304,-49.8735769192212,-51.40957216591347,-51.48778969226569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-50.52710972015103,-50.03246127337456,-51.58561526041023,-47.8796588656154,-45.31905091171772,-47.93119957835029,-47.29119582864971,-51.42167067476139,-41.82204839113636,-44.79744295198735,-50.43147739334909,-49.88246325690689,-48.17590827731515,-48.692157104233864,-51.19023651827323,-49.946626680723114,-48.34706906417328,-51.35858880160441,-49.63527777007186,-47.04757979698287,-42.07106014551012,-45.05308017648122,-49.202498970265054,-50.01169908589461,-45.45959850214132,-46.12214205671541,-50.15531916945597,-50.10498510875192,-49.845352756047554,-51.42068800527805,-51.45979696389051,-51.62011617393026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-50.50545405720622,-50.064014749694664,-51.61172656809104,-47.84415651853561,-45.35162737192206,-48.00075757641062,-47.25869030633325,-51.44487299060397,-41.78712691896176,-44.83619517927483,-50.396501021502935,-49.91027385628723,-48.16358175002493,-48.70247387619996,-51.19419129063455,-49.935590389108555,-48.37268542245813,-51.32664341296396,-49.67754429085501,-47.000637548200295,-42.05879809960191,-45.116394422714535,-49.15911394907995,-50.04634545714839,-45.41799175720624,-46.11017906718974,-50.12850871031518,-50.12484650402947,-49.819385073281666,-51.418901570790496,-51.432297978400136,-51.585104881790144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
