,437,459,481,482,503,504,526,527,548,549,570,571,572,593,594,615,616,638,639,660,661,683,684,705,706,727,728,750,751,772,773,794,795,817,818,839,840,862,884,885,906,907,929,951,617,460,796,863,415,550,729,952,505,662,930,595,841,774,528,908,438,707,483,640,819,573,886,752,506,685,618,461,864,797,551,953,730,484,975,416,931,663,596,842,775,529,909,708,439,462,641,820,574,887,753,507,686,619,865,976,798,954,440,552,731,932,485,664,597,843,776,910,530,709,418,642,463,821,575,888,754,508,687,977,620,955,866,799,441,553,732,933
0,-50.068662027699695,-48.79905503944859,-49.508411514619766,-49.60204089196438,-51.72400540084653,-45.86164151073475,-44.74392961746097,-51.01659399786147,-47.99764408857877,-47.1983734769174,-51.44813455338184,-42.248837430916886,-50.19572085294299,-43.67593930404594,-45.819417268364205,-48.6111889446304,-40.910295471171985,-45.18521410943828,-49.14481430141671,-49.924896497386015,-44.42839308408577,-42.09363241567765,-51.630850219173325,-46.68776964806226,-47.8675678005325,-50.80122795679502,-42.790536892890486,-43.045223856724526,-50.5589591643719,-48.099418790129874,-46.58355944553476,-51.64513241177323,-41.99035173228039,-44.73161936949446,-50.147571342883985,-49.342702200847704,-46.553520291180874,-44.99577456548869,-47.81985542013243,-50.72530425561677,-50.91810908347331,-49.1482277648901,-49.48251586076226,-51.326026822265675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-50.070035383202054,-48.82084655109441,-49.54916866548452,-49.567307416379755,,-45.85878622520213,-44.80508814132123,-50.98704080160478,-48.050129994976,-47.13316826182057,-51.48325975297568,-42.2326141814797,-50.15384088977214,-43.72825901033342,-45.760889492864756,-48.6439023540992,-40.768959952090256,-45.25242445933497,-49.096697494830536,-49.96086883072718,-44.34976617874217,-42.109157259203336,-51.588099617926545,-46.745853489780714,-47.83597166146977,-50.825361298489405,-42.728468628299,-43.07806730948595,-50.53521402079555,-48.139629644130466,-46.56666912109277,,-41.97289366680175,-44.761752838596145,-50.121510954116204,-49.379321190449886,-46.607078984760975,-45.002776652600865,-47.84797102598155,-50.70377229932017,-50.948520818812604,-49.11616083492754,-49.474075664118615,-51.34034685819436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-50.07360668796519,-48.833122712538284,-49.583679626229284,-49.53340769683642,,-45.84269660749739,-44.881156892808775,-50.95815034317239,-48.09433252822295,-47.070501239350484,-51.511050136701506,-42.241349137263455,-50.11293043781016,-43.79543273626061,-45.70872310876844,-48.67341782305012,-40.670163012976566,-45.32704827242743,-49.0501677916016,-49.988963273695724,-44.282919973440585,-42.12416492315995,-51.545925064748545,-46.790827461253656,-47.80711134942842,-50.84998420675146,-42.594705792418864,-43.10139494237656,-50.51244694846858,-48.16630397661206,-46.55511898247224,,-41.937979294561664,-44.79731606436354,-50.075391780445706,-49.41708148382535,-46.6698164508898,-44.98184149623194,-47.8784043505255,-50.68422508891877,-50.97946994700487,-49.08936662526817,-49.46956307614903,-51.34574339037479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-50.07941966315606,-48.849081624672756,-49.6093457635829,-49.500359788462944,,-45.83157806823582,-44.95117160229054,-50.92643478543322,-48.14139821088656,-47.01044032814459,-51.539031308829315,-42.27566950192676,-50.07301194367476,-43.876858062204754,-45.66314467308977,-48.70488619755382,-40.61356045254687,-45.40190244194613,-49.00526387672781,-50.0117844699347,-44.22825733411051,-42.172435060837486,-51.50433585404363,-46.83434405931564,-47.78105510913647,-50.8754826104876,-42.46716308394671,-43.14520918483258,-50.490678000552684,-48.1954122739164,-46.5340591436444,,-41.93287059859684,-44.83498298085042,-50.01739561934169,-49.455959814633424,-46.699665409386306,-44.96253282952389,-47.91108966073046,-50.66669944050115,-51.01095132077439,-49.067908051254264,-49.46893843931897,-51.347917519303806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-50.08752211996867,-48.87091408864656,-49.63860891119954,-49.46818211320233,,-45.82749326423584,-45.00434844482092,-50.893160282210076,-48.19123974799189,-46.95305345654344,-51.56765490267665,-42.27454815828815,-50.03410766769782,-43.95459430857286,-45.62210539345194,-48.73825693822311,-40.59898857579672,-45.453406038656034,-48.962025800450505,-50.03581268699339,-44.18620157926922,-42.24633453902306,-51.46334054619199,-46.88199400080035,-47.72670605373422,-50.90184000374224,-42.363751474398654,-43.20479715573047,-50.46992620756815,-48.226894827148655,-46.47855307263066,,-41.89804252068715,-44.86917629159963,-49.96060340099075,-49.4959328251671,-46.64670197780784,-44.95731476689141,-47.94596664010335,-50.65123442785556,-51.04296003666399,-49.05185094222556,-49.472165494503585,-51.35096464922228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-50.09795594848104,-48.89859047951497,-49.67139424736,-49.4368938373979,,-45.830630199303485,-45.0716769863439,-50.86056748314874,-48.24377222568168,-46.89841495546686,-51.59690694169307,-42.28571316157583,-49.9962387747189,-44.000373269787644,-45.542955911573195,-48.77348241459753,-40.626463812383314,-45.511842623842526,-48.9204943092784,-50.06101948692298,-44.15719643106806,-42.26482845662555,-51.42294995303975,-46.93365618575453,-47.65723180197511,-50.92903929332087,-42.285136367110724,-43.23876721346519,-50.45021190994662,-48.260690684192454,-46.41626967132747,,-41.8485876013024,-44.91099501498721,-49.905041092912946,-49.53697858247182,-46.5809460854517,-44.96607879406337,-47.98297341347936,-50.6342255248435,-51.072658049029855,-49.04126594292998,-49.47920608045101,-51.35486438274047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-50.1107741243822,-48.90838862472695,-49.707630977405685,-49.40651497357848,,-45.829487412435924,-45.13895114881883,-50.82866641790842,-48.29891412842063,-46.846598216886036,-51.62677603329346,-42.29315553325776,-49.95942712055389,-44.043830059748394,-45.456438483150905,-48.81051480172567,-40.69617991063615,-45.559829896628905,-48.88071223701911,-50.0873714158983,-44.141709855963065,-42.29221142789345,-51.38317334358071,-46.989215163151066,-47.590302908092774,-50.95706619798683,-42.232037806446634,-43.25363275648048,-50.43155699385663,-48.29674466549986,-46.34071844972298,,-41.78069424632768,-44.955157182566474,-49.85073852704694,-49.57907747888393,-46.519725007518815,-44.98873277164279,-48.022051705417226,-50.60281744840496,-51.1027319440592,-49.03622470617266,-49.46907984953011,-51.35954725758062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-50.12602152014406,-48.887960429387796,-49.74724863540437,-49.3770651514589,,-45.82813230962047,-45.20968424962558,-50.797467876864516,-48.3544991965544,-46.79768464006749,-51.657250925424655,-42.30414132917565,-49.92369627079265,-44.09146362398104,-45.376860889312745,-48.84930959200645,-40.80851514454294,-45.60811582121944,-48.84272380229369,-50.11485111512197,-44.10080083920839,-42.350724561374236,-51.34402169043086,-47.03670178198664,-47.525987552541196,-50.98590441037324,-42.205230951480495,-43.273818987202674,-50.41398161754223,-48.334999746882225,-46.27018288071909,,-41.717993024856845,-44.985030554417065,-49.7977232515382,-49.62220735412974,-46.46419231925648,-45.02519830810945,-48.06314513410328,-50.570288605532085,-51.13326088800339,-49.03680441878804,-49.46099660079653,-51.358892375004295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-50.143750389516455,-48.87341925296681,-49.77942502749072,-49.34856672990796,,-45.834316075257846,-45.23195939001213,-50.766982352857426,-48.394545965253,-46.74076992110425,,-42.22671636963129,-49.88907224280049,-44.15179328915124,-45.304440377070144,-48.88982301938883,-40.964040927005186,-45.662994172470725,-48.806574765217114,-50.13488239698046,-44.064499542691884,-42.43970232148678,-51.30159827022511,-47.08561823781387,-47.46435585067323,-51.01553862048557,-42.20555784258877,-43.31271941535563,-50.397509007988965,-48.375403733321576,-46.204836978193484,,-41.58595832081228,-45.022159550313596,-49.746024868157306,-49.66634837646989,-46.409913088944606,-45.05609362963953,-48.10619992989459,-50.53980322664466,-51.16423956621054,-49.04308520753847,-49.45671654196593,-51.35918279174943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
