,453,475,497,498,520,542,543,564,565,587,588,609,610,631,632,654,655,676,677,699,721,722,744,766,788,789,811,833,834,856,878,879,900,901,923,924,945,946,967,968,969,990,991,1013,1035,1036,1057,1058,1080,476,902,767,521,1014,700,947,812,633,566,857,745,1081,880,992,499,678,1103,611,1059,925,454,790,544,835,723,970,1037,656,858,589,477,903,768,522,1015,701,948,634,813,567,836,1104,1082,746,993,881,500,679,612,1060,926,791,545,724,814,1038,971,657,590,859,478,769,904,523,1016,702,635,949,792,1105,568,1083,837,747,994,882,680,501,1061,613,927,770,546,725,1039,815,972,658,591,860,748,905,524,479,1017,703,1106,636,950
0,-50.98477338818179,-50.07580945867182,-50.96099160348305,-48.44648195242847,-45.306662362880786,-45.964456987150896,-49.13455363428764,-49.85535847080114,-44.17558404193075,-41.923310126354245,-51.58615728380218,-47.13559310059544,-48.14334203178343,-51.33353387051145,-44.89104922038004,-46.58331048864645,-51.17140984265255,-50.431445537183066,-48.595649205864746,-47.81587796364077,-49.8548035136253,-50.97170213800432,-49.06480377779404,-49.575895033084976,-51.7279122072599,-49.8701161223337,-49.03474460770218,-50.32061110449835,-50.857432420139766,-48.29594722932248,-48.25601832086946,-51.338120479388905,-50.653849662355334,-47.83630076258662,-45.31988584463261,-48.51667374579637,-47.22024936979831,-43.3346070280016,-50.96153896101129,-42.902728318898944,-50.58465863128637,-48.053530400044515,-45.956048914060446,-44.03426436894933,-46.94682236930949,-51.06818231405258,-50.64645490532989,-49.698310335396044,-50.0673930144759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-50.984942604889774,-50.10885296525313,-50.98915514393109,-48.43269107731071,-45.344909088481444,-46.043290005100445,-49.09964912160045,-49.908516253236776,-44.13020916993263,-41.95223587433398,-51.549908346257325,-47.19991567961567,-48.11132444499378,-51.369631939752544,-44.82846223311296,-46.58617103382613,-51.1439866694898,-50.45602988619571,-48.58548773139674,-47.82602080093923,-49.88403857014457,-50.943432475459424,-49.05611081810427,-49.59711515553734,,-49.88263805403149,-49.05302733834613,-50.31787484216348,-50.84670761395443,-48.28969900909732,-48.26935315203304,-51.309067744462126,-50.67786870335419,-47.81033617761284,-45.34632078522514,-48.476543036769584,-47.299887066825164,-43.28274358168968,-50.983636575686866,-42.98443937302611,-50.55004601921095,-48.090867095636824,-45.87282092058579,-44.02920418746034,-46.968581663099975,-51.03988076484861,-50.67277087926002,-49.69957162588999,-50.06015847425804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-50.98414211872705,-50.145749857191,-51.01590656449521,-48.41218433033159,-45.365475566008506,-46.128240841766335,-49.06601728513596,-49.962740137617736,-44.092242928286296,-42.004009151461204,-51.514265092651115,-47.25440376175773,-48.074730250353596,-51.40626326156183,-44.78175152559995,-46.59552285953043,-51.11784046999526,-50.481558662102266,-48.56508936173496,-47.84515148256435,-49.91596537521495,-50.90645734763412,-49.054404195229424,-49.620160826839694,,-49.899565153857985,-49.0788991672604,-50.31873018825075,-50.83083629555625,-48.28889105004681,-48.28998321431947,-51.280763609015246,-50.69563984897937,-47.78772835609879,-45.37143129360108,-48.43799027400255,-47.38436657497074,-43.2363009481317,-51.00665313577822,-43.054279390752875,-50.51204920031152,-48.13016741960533,-45.793819005109874,-43.99066396826168,-46.99268427120597,-51.01314746297309,-50.699603492131125,-49.690707528972204,-50.05581829541575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-50.985248621708465,-50.18648740072167,-51.039758274636796,-48.38723880875463,-45.369669544210616,-46.21156264336318,-49.033680408453186,-50.0180080501152,-44.04892480554062,-42.07801624488426,-51.47923701025795,-47.30175955958038,-48.035378618500495,-51.44341976988728,-44.75109835750708,-46.61117654076784,-51.09299639521625,-50.50801033060692,-48.55042525214641,-47.87323868787331,-49.95053319919586,-50.87185224973702,-49.05974138992623,-49.644855377771016,,-49.90710302588766,-49.1123552615834,-50.323103744301804,-50.81682599756901,-48.295592294056476,-48.31781046213532,-51.25322129149859,-50.713653379353815,-47.763273677362655,-45.37425801928513,-48.401047809026885,-47.473568032091585,-43.19358238985358,-51.0305717003496,-43.1365755839084,-50.47246686438206,-48.171387974586224,-45.71916353870472,-43.965941052527874,-47.01906624999892,-50.98801537977537,-50.72695021144425,-49.64410551851307,-50.05434971711048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-50.98828652900217,-50.21583436590184,-51.06561124842602,-48.36353279658646,-45.38204383004139,-46.30160761312019,-49.0026634909817,-50.07430999632629,-44.00289909772041,-42.05804758699645,-51.44483708404188,-47.35145082206684,-47.99922974587071,-51.48109480357988,-44.73670608783151,-46.62880174267201,-51.069479583473914,-50.5353641215101,-48.54162511676476,-47.910263916493754,-49.98769422521271,-50.83430737853657,-49.07072044767139,-49.64679335240583,,-49.906345830472254,-49.130890710840696,-50.33092446175658,-50.80471648906872,-48.30989790269789,-48.33834061891488,-51.226453370590434,-50.733530058749146,-47.74264410933108,-45.367229696384406,-48.36575056677325,-47.56737532000213,-43.1397159924936,-51.05537538128681,-43.22416322509273,-50.43372306971012,-48.214485879297555,-45.648983276293215,-43.95699339920411,-47.04766301837667,-50.96452098317536,-50.75480800294534,-49.601729292959774,-50.055728616351175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-50.99327887686782,-50.23489115135004,-51.09343204912287,-48.34109551412956,-45.375447169661896,-46.39362741521268,-48.972992585442434,-50.13162737944201,-43.95338237195358,-42.04654241523529,-51.411076339814734,-47.40342617011433,-47.96635689583038,-51.519281839858934,-44.73880223674812,-46.651861407459805,-51.04731733916208,-50.563600210753876,-48.53263994327861,-47.95579954057491,-50.02740187423872,-50.7794488276209,-49.074503861620286,-49.65381193945558,,-49.90998513457784,-49.14547627249108,-50.34212407152586,-50.79454608433477,-48.302352192226124,-48.35749096905956,-51.2004736113134,-50.755232496411026,-47.72593384807344,-45.375420476730206,-48.33213378139013,-47.665679732443294,-43.089116416309814,-51.081048120520265,-43.27947947007267,-50.395834080086594,-48.25941904410009,-45.583409212503284,-43.96384808315021,-47.07841517106078,-50.9427000705847,-50.78317517297844,-49.56362398112475,-50.05993486670563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.000249657088716,-50.22877644439574,-51.12318626914874,-48.31995786578329,-45.34164230118128,-46.47240833474642,-48.93337281251641,-50.18778397700387,-43.90419522088199,-42.05583828547094,-51.377965013107776,-47.457636029425096,-47.93683599364335,-51.5579745264959,-44.73401998778665,-46.68094235466067,-51.01617950485774,-50.59269910961997,-48.51829271800411,-47.92789037949598,-50.06960938977705,-50.72706301550802,-49.06248626350728,-49.660062482198214,,-49.91810850642767,-49.15329438018611,-50.35663625903881,-50.760993286008,-48.28073093000544,-48.38359383697595,-51.17529426570072,-50.77872639479687,-47.71324225284403,-45.39876593927176,-48.300235267624565,-47.76837470504802,-43.05281702905933,-51.10757268684036,-43.326824266866346,-50.358814647258356,-48.30614680195886,-45.52257968978809,-43.986548106438605,-47.11126223040055,-50.9225886044548,-50.81204871630557,-49.52983355067233,-50.06694419109785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.00922342016411,-50.22167913778813,-51.15095592888177,-48.30015097134526,-45.31762480882445,-46.51252371244884,-48.89231354467753,-50.23610988943125,-43.86031328558385,-42.056000901901015,-51.34551675575693,-47.51403167195345,-47.90118869463836,-51.597165409756286,-44.72694006787517,-46.71586994433622,-50.980609722272625,-50.622641963412356,-48.489470487753124,-47.89335423849817,-50.11427002235172,-50.67719388225639,-49.05756049888031,-49.66243211654369,,-49.91056281148313,-49.13040929476013,-50.37439617878616,-50.71351102330486,-48.2667035588768,-48.41654012776955,-51.15093023308844,-50.80397586003385,-47.704672386954066,-45.4184915475776,-48.27009060075962,-47.87536002770271,-43.03117575037501,-51.1349349205712,-43.34716061773598,-50.32268172913662,-48.35463250421477,-45.466638635064704,-43.99056932376395,-47.146148059359135,-50.90422567309431,-50.83958322015164,-49.5004051113569,-50.076735644588474,-51.6904070041085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.020223294037734,-50.21851269796615,-51.16859941309892,-48.28170615101549,-45.29333385716427,-46.55006856281862,-48.85259177178396,-50.285396095799896,-43.77158388014842,-42.045163112925515,-51.31374346892137,-47.572568773906134,-47.86072808077628,-51.63554462065582,-44.728898421915524,-46.756476307898225,-50.946361636139024,-50.6525509685083,-48.449331294287504,-47.86780670471635,-50.161339308814796,-50.62988513386455,-49.028449859627656,-49.661813752637244,,-49.902448311597574,-49.11439506705048,-50.39534183315244,-50.66792678539692,-48.25721737884773,-48.45622883802791,-51.12739477367536,-50.8309464226829,-47.68839775230761,-45.42267118578067,-48.24174048876717,-47.985024203857236,-43.02457213573458,-51.16311859493499,-43.31775408573754,-50.287451625543454,-48.40483749053787,-45.41573606768274,-43.96903979648628,-47.183019067653696,-50.88765041859116,-50.86497389308454,-49.4753853799373,-50.089286362281456,-51.66228872075992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
