,521,543,565,566,587,588,610,611,632,633,655,677,678,700,722,1037,1059,1081,1082,1104,1126,1127,1148,1149,1171,1172,1193,1194,1216,1238,544,1105,656,1060,1239,589,745,1150,723,1217,1261,634,701,1195,1083,567,1128,679,612,522,1038,1173,657,746,1240,1106,545,1262,590,1061,724,1151,1218,635,702,1196,568,1084,1129,680,613,1174,1039,1263,747,1241,658,1107,546,591,725,1062,1152,1219,636,703,1197,569,1085,1130,681,614,1175,1264,726,1242,659,704,1108
0,-51.17243978902629,-48.95738110576452,-49.002255497564605,-49.201104715117985,-51.2489724101179,-43.993413215686445,-42.93174330904206,-50.60859829689379,-48.217989331891566,-46.79679304332599,-44.83076409023751,-48.416345518073655,-50.93763628216288,-49.54318223734041,-50.447404768127484,-51.290009168504525,-50.11940450817214,-50.79508397962609,-49.47848978289692,-45.507985331871865,-46.49148035191229,-49.22679383146669,-50.04676790078719,-43.907434615264265,-42.14032733796603,-51.47901583412104,-48.08596564550062,-48.82997674759234,-48.09112343343746,-49.91476638499884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-51.17862038497705,-48.9557666066364,-49.04334352109953,-49.17101529376416,-51.284255117993766,-43.95269467221881,-42.95266997038641,-50.572115426462425,-48.262813971569,-46.79547187922009,-44.80553125065321,-48.421853245068995,-50.918053621044635,-49.5392502370638,-50.464353305865956,-51.28037799147702,-50.16884029712241,-50.823097947240456,-49.45316504748757,-45.444733105224174,-46.49689750020808,-49.19646145314209,-50.076181991926234,-43.827621077617565,-42.19162851457967,-51.454146628739736,-48.11257668324208,-48.78857243307686,-48.09413159195777,-49.917294137224886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-51.18577293598251,-48.95825068166869,-49.088291967266706,-49.132842518611284,-51.320347502113094,-43.917706341528636,-42.98310962850579,-50.53643543926522,-48.309287435164705,-46.79980032472366,-44.79353712700852,-48.429319040923005,-50.900716921981626,-49.54075663836133,-50.484475845574394,-51.273223420666476,-50.22347376381091,-50.8494003589709,-49.4290988618043,-45.390153850478036,-46.5094857464116,-49.16730445623885,-50.10667627367937,-43.75643761084361,-42.25477995778027,-51.4299924688674,-48.14069550729694,-48.732369452087966,-48.10311771369541,-49.92107139506318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-51.1939193147558,-48.964839421113204,-49.13702068848374,-49.095473119569,-51.35723133289651,-43.88858591150004,-43.02787356630607,-50.501569791645,-48.35737763913022,-46.80994067700865,-44.79468672658305,-48.438692550359974,-50.88568024588624,-49.547750693006975,-50.507735796882905,-51.267137622240504,-50.27550293181115,-50.86415624236356,-49.406322571785935,-45.34431073262424,-46.529056066158404,-49.139345437717154,-50.13822960325369,-43.69413861155194,-42.32957603198032,-51.40555868486431,-48.170304108742684,-48.67809516156094,-48.11811134954475,-49.92606709670973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-51.20308087731676,-48.975542270313795,-49.18945829233853,-49.05891021417992,-51.39325531733973,-43.86547994348484,-43.08660656485765,-50.46753762828424,-48.40705230803859,-46.813290956295795,-44.808900421178876,-48.44992375059589,-50.871667554272705,-49.56028621265983,-50.53409663459341,-51.24714240064219,-50.32862736057484,-50.88154759461639,-49.38486951676218,-45.30726960336103,-46.555429164921485,-49.11260365585874,-50.17081953905637,-43.640988145531274,-42.415816710204396,-51.37321789722728,-48.2013856944096,-48.62713365724808,-48.13313124813054,-49.9322498229325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.207691646210705,-48.99036491839672,-49.24553283010107,-49.023158880182656,-51.42041397483968,-43.84854022987854,-43.15896595540059,-50.43435047413902,-48.458283363359904,-46.81046359280841,-44.836110655537446,-48.462964935742704,-50.85041628192368,-49.56254308543797,-50.548595286977445,-51.22965198395338,-50.3869496473462,-50.90152872603941,-49.36477330768783,-45.27910493565951,-46.588430219980964,-49.08710034138732,-50.204425458325986,-43.597265034778296,-42.50035841928518,-51.341576144901424,-48.23392411834768,-48.57955413495351,-48.11918158873145,-49.93958866711597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.20167084946554,-49.00931671871664,-49.30517254976131,-48.98822215760782,-51.44837292751515,-43.83792574265964,-43.22980061423324,-50.39539971809674,-48.51104047697817,-46.741400054547874,-44.84861359168719,-48.47777076244214,-50.83143547047765,-49.56452083380559,-50.559602507204,-51.21469737436453,-50.40844500612663,-50.92405213308986,-49.34606712857945,-45.25989369859435,-46.62789260279908,-49.06285894128197,-50.23902947490061,-43.56325923365887,-42.58204483427646,-51.31064496498489,-48.26790054363737,-48.53542784693338,-48.04718015425833,-49.94805451068274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.19496602841289,-49.02999619440057,-49.368311494446985,-48.954103601774044,-51.47711403585468,-43.811898449368826,-43.253584112467806,-50.351915155712646,-48.565296710300096,-46.67518710241336,-44.860985868813444,-48.49429608765098,-50.8147726594363,-49.53375787830957,-50.57360599560528,-51.2023107824038,-50.41405761817071,-50.94907287803498,-49.32878722626448,-45.24972328935461,-46.67365466193643,-49.038040701345125,-50.27460845822755,-43.539139639411744,-42.641829184519324,-51.28043869332111,-48.303299276212435,-48.49482815889401,-47.98158550809422,-49.95761661392886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.18073814680255,-49.02935506121317,-49.434883232815,-48.92080844368976,-51.50662173506761,-43.78492520325249,-43.28074156156387,-50.309263032189655,-48.62031829109513,-46.60079880701828,-44.88593952311496,-48.51249730438715,-50.80047728556061,-49.487513678207506,-50.587641517980096,-51.19252651774441,-50.432757278696315,-50.97654787148159,-49.3129693238868,-45.24868462413639,-46.72556187011631,-48.99880099405405,-50.31114238119017,-43.490116245795434,-42.69234259725401,-51.25096952160516,-48.340104660194136,-48.45783001552696,-47.9223520332592,-49.96824611113959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-51.16735770577736,-49.03279280932284,-49.495366638867715,-48.888340313961265,-51.53688004126005,-43.76476581538622,-43.320809893889276,-50.26745629797758,-48.66838658516052,-46.541765493797385,-44.90894395134213,-48.53233186041865,-50.78859766868295,-49.446821813469896,-50.58782630689127,-51.185378838718336,-50.439638536230845,-51.00643391902737,-49.298649449325765,-45.256875500671626,-46.783463730130315,-48.95677553242259,-50.34861319024365,-43.431490021498135,-42.74228079755471,-51.222249970151374,-48.37829978313585,-48.424512045529255,-47.869438820955594,-49.979913670039664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-51.15484435108547,-49.04032398530278,-49.524972074812645,-48.85670354142347,-51.56787272489127,-43.75160443175118,-43.373421101385645,-50.22651459744579,-48.717879771303,-46.482256095972936,-44.93060895307892,-48.55375846145429,-50.77918587714522,-49.41169836578791,-50.59099586808459,-51.18090163031283,-50.4012874297584,-51.03869025270082,-49.28586615322489,-45.27440086932519,-46.84721760939664,-48.915924805726505,-50.38700138869659,-43.383246451083835,-42.77111167934085,-51.1942953900073,-48.40552012029729,-48.394954042916645,-47.82280479958242,-49.992591413733514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,-51.14322145227953,-49.05196273618969,-49.54700113310304,-48.825902078006166,-51.59958716619719,-43.73815295841968,-43.43821895838653,-50.18644840905463,-48.76876796467991,-46.4281639383767,-44.96479814990282,-48.576737042589656,-50.77229337738885,-49.382163838657846,-50.59711133350534,-51.17778405829568,-50.368169767424064,-51.07327656947269,-49.27448453994741,-45.301374468561534,-46.89428398508302,-48.876270360334395,-50.42629137116562,-43.34563440097402,-42.79966382970554,-51.16656910310322,-48.43215077922916,-48.36923920195238,-47.78241097164576,-50.006250839997406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
