,231,253,275,276,297,298,320,321,342,343,365,387,388,410,432,724,746,768,769,791,792,813,814,835,836,858,859,880,881,903,837,254,747,770,209,366,904,455,299,926,815,702,433,882,344,232,411,748,860,277,725,793,322,389,838,255,726,927,771,456,905,367,300,816,434,883,703,345,412,861,233,749,278,794,704,323,390,839,928,457,256,906,772,727,368,301,435,817,884,346,413,862,279,750,234,795,705,391,324,840,929,458,907,257,369,773
0,-49.67798819089306,-46.7397880972835,-46.90605906781116,-48.998123057167234,-50.14338434960002,-43.668439797720644,-42.12331599606518,-51.299626440293416,-48.049892015810435,-48.047486856918226,-46.138610142523795,-48.71749809759006,-51.691646964891966,-50.26338368959954,-50.666070437759146,-50.602078283215164,-49.145917901083855,-50.46876075150557,-49.29009685685522,-45.41280032367346,-49.53292259207437,-45.79704940733015,-44.41970099805178,-49.61711107885382,-42.11812358440902,-47.54816319344003,-49.17309900679862,-51.609715684181616,-47.9774789247122,-49.76999237060201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-49.660714432316304,-46.66485156290647,-46.959146344248104,-48.968688132119446,-50.1769661828871,-43.618265793609524,-42.17560213284533,-51.2607803167262,-48.07977941568602,-47.99416181009738,-46.1646576849311,-48.74580361527517,-51.66676453481274,-50.24145103811734,-50.68216071724257,-50.59986975894843,-49.154841704918496,-50.48489726947604,-49.26512691857943,-45.39681536389707,-49.492835808855844,-45.78725666612819,-44.39070106789586,-49.65433653124397,-42.12009447354319,-47.597895021034745,-49.148198998385986,,-47.965057140122866,-49.775146483099704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-49.6429463979442,-46.57195812602569,-47.017387936365544,-48.940543373832256,-50.211541728915265,-43.57744968725896,-42.24220089543177,-51.22261215765402,-48.11131913802812,-47.94456686972154,-46.20205715857827,-48.77675640604474,-51.643749767844,-50.22415294375421,-50.70207025718993,-50.60048690771591,-49.16990623712842,-50.49643010717605,-49.23765838216522,-45.390324072859514,-49.45382667901849,-45.785380527896805,-44.33240674418238,-49.69277857057922,-42.119893725183665,-47.649132252739435,-49.11491361466145,,-47.958772078073466,-49.77397021030981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-49.62139443297107,-46.47602206954697,-47.07125827799628,-48.90271866329887,-50.24709090546529,-43.53162369412086,-42.32282215970202,-51.18513680537304,-48.14448323742289,-47.898784408009604,-46.25094487321947,-48.80797393449981,-51.61778913853604,-50.207376505029664,-50.72577177008496,-50.603975511700554,-49.191092101889105,-50.52829103541295,-49.211367566155204,-45.39348652815547,-49.415912476639264,-45.79211632496309,-44.276304157498686,-49.73241256723966,-42.12367552569543,-47.70186147731764,-49.06739322769199,,-47.95865175351266,-49.774512147113576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-49.60065644145789,-46.3874449533294,-47.1075877033868,-48.86325614353069,-50.28359413521123,-43.49293109664196,-42.4171882619668,-51.14836388670176,-48.179243207583724,-47.856894416266975,-46.31147192659719,-48.840921210785446,-51.58265960329568,-50.17894789244942,-50.75323903420082,-50.61038337672558,-49.2183779641492,-50.55569964688945,-49.18628438456233,-45.37701471993194,-49.37911339254016,-45.8072488727236,-44.22807327582503,-49.77321551262844,-42.127538654460864,-47.756070238653905,-49.02252946447193,,-47.964728726399606,-49.7767360674129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-49.57730580748887,-46.306211936422066,-47.14899564245678,-48.82507244835625,-50.321033050105996,-43.44325357473913,-42.52024651747762,-51.11230669317938,-48.215571507646445,-47.818983896132615,-46.35735742236428,-48.87622620059014,-51.549402604910675,-50.148271574540715,-50.766820809785216,-50.61293207876876,-49.24772560763096,-50.5787212992132,-49.162439125395274,-45.36416694626026,-49.343449268869726,-45.830567232393456,-44.18793178027005,-49.8114048669565,-42.117717616245656,-47.80342535109681,-48.980391810889216,,-47.95532628746437,-49.7806030179007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-49.552285669197104,-46.232320345557376,-47.19538395591244,-48.78818800669812,-50.359389640455134,-43.394543310688334,-42.61238089238581,-51.07697904186476,-48.25344127556464,-47.7851387007624,-46.37954828955115,-48.913827206858215,-51.51804836876576,-50.11320766451496,-50.778035879113844,-50.606554445422105,-49.25785377489384,-50.61972799638024,-49.13986298198534,-45.358376499189944,-49.30894027270003,-45.856506721417674,-44.15609937462592,-49.839729198252655,-42.12164596956594,-47.84734102148853,-48.941051121114036,,-47.94440610898377,-49.78607888830703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-49.5279787478048,-46.16576029973446,-47.24665481885991,-48.75262314476213,-50.398646273649874,-43.3558757269678,-42.67418084020379,-51.04239271375313,-48.2928280867199,-47.75544872002265,-46.39048934700115,-48.95366591742313,-51.48862618049939,-50.08306020066682,-50.79288308111393,-50.59833198544876,-49.274000781221275,-50.66450683280842,-49.11858834162608,-45.34393031877328,-49.275607063995594,-45.8897124736896,-44.121657970696816,-49.86574996087516,-42.139025631441655,-47.89257643512463,-48.90458201339246,,-47.93962582192579,-49.79312500848736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-49.50441065847968,-46.10653137741157,-47.28772072157666,-48.71839835040491,-50.4387857395825,-43.32088142304257,-42.7333948980377,-51.00856225911616,-48.33370546335417,-47.73000915013776,-46.394969005797876,-48.99568401880706,-51.46116900741948,-50.052356007683,-50.81133479519427,-50.593036164151016,-49.296150150341816,-50.65334598758716,-49.09864630202567,-45.33918420303189,-49.24347218264921,-45.93043745942711,-44.04172924883815,-49.89298844966396,-42.16957597121066,-47.93912092237669,-48.87105942222136,,-47.93950751432736,-49.8017081579365,-51.60071195666043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
