,543,565,566,587,588,609,610,632,633,654,655,677,699,700,722,744,1014,1036,1058,1059,1081,1103,1104,1125,1126,1148,1149,1170,1171,1193,1215,1037,1082,767,1216,678,1238,611,521,1127,745,992,1194,656,544,723,1172,1060,589,1105,1015,634,701,1150,567,1239,768,1217,1083,1038,679,612,1128,746,1195,657,993,724,1173,545,590,1061,1106,1016,635,702,1151,1240,769,1218,568,1084,680,1039,613,747,1196,1129,658,725,1174,591,1062,546,1107,1017,703,636,1241,1152,748,1219,569,681,1085,1040,614,726,1197,1130
0,-49.316111517617436,-47.42141457282972,-51.660968179926535,-48.70572525389109,-47.54158469791247,-51.59162424177933,-42.01762862698395,-44.146516953635654,-49.91897836062803,-49.4202831736544,-46.136715828138875,-45.42706606122046,-49.35460393905477,-50.73257593559951,-49.55703405703162,-50.79789384827514,-50.49464559390877,-49.92302008076319,-51.340978132907,-48.54092199394101,-45.76421703322737,-47.62826168909367,-48.16059222065015,-51.057290723188025,-42.19921221195864,-43.54343250407551,-50.49015646707586,-48.9165456539732,-47.48124515199015,-47.140777692285134,-49.9198951790823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-49.31181742649006,-47.442225304434544,-51.631083258082214,-48.72956677789681,-47.50543764265183,,-42.02274181178363,-44.173714968724255,-49.884851360699386,-49.45737668125055,-46.14350783137794,-45.4997153260947,-49.38000587581997,-50.69179241573272,-49.53521281065976,-50.79875122107099,-50.45624940476883,-49.95496646876578,-51.36413030315539,-48.50567465399603,-45.758179966443684,-47.652844675627975,-48.12997519774477,-51.093520084339865,-42.17752508901515,-43.6256752746411,-50.46111608324091,-48.95548365395972,-47.436014817146926,-47.16103075362238,-49.935059413107055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-49.30918334948398,-47.469715009283846,-51.598705065079635,-48.756269239407345,-47.470977392662036,,-42.04284789998633,-44.20887476075003,-49.85192372795314,-49.49548581563124,-46.15858260677291,-45.58126933117079,-49.406684660967024,-50.65377468933854,-49.50884192838896,-50.802374716082575,-50.42172712804312,-49.98758637208125,-51.3891745733152,-48.47292763274747,-45.7641371176104,-47.68159217055222,-48.1011517374722,-51.1304552245791,-42.14118321917205,-43.687815234410664,-50.433078583142006,-48.99387832123133,-47.37383381831053,-47.162442111043774,-49.95096099719751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-49.3082527900272,-47.495512516141545,-51.56682051598648,-48.78576626951776,-47.43381625033003,,-42.02463343772603,-44.2517838803029,-49.82022238275235,-49.5345945007906,-46.182175413186485,-45.65311862215178,-49.43461096627685,-50.60213960403609,-49.488294776366715,-50.80872069868722,-50.391097333188775,-50.025148959077406,-51.416079090602864,-48.44274866198931,-45.782078962278796,-47.7143926494941,-48.071949818369035,-51.16808378443386,-42.120517212231604,-43.738747857609404,-50.406066568380155,-49.02181281210773,-47.316711652386736,-47.16964464714909,-49.96757692690139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-49.30906692681095,-47.50480895933535,-51.53543283454552,-48.81799580649212,-47.37363186645804,,-41.96955302131577,-44.30223907098227,-49.7897715829538,-49.57468761051161,-46.199733211651534,-45.71961928162519,-49.46375273964256,-50.548888011960535,-49.47358765460926,-50.817749718873976,-50.36438453947328,-50.06693824044076,-51.44481268485496,-48.415205262704674,-45.78432764774866,-47.751141811342606,-48.0139875280311,-51.206393156138965,-42.09134663594022,-43.78758773321585,-50.378813581380385,-49.05089963715681,-47.26481441803845,-47.18257993691757,-49.98488540612875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-49.31166819750682,-47.51018599569885,-51.50454666962071,-48.85289533750877,-47.313444341191406,,-41.93060687664594,-44.36004414536208,-49.752023250699224,-49.61574884594904,-46.19284801551493,-45.79472546385897,-49.494080341077826,-50.490095421101834,-49.46474176381406,-50.82941993609664,-50.341615488518755,-50.09118603726363,-51.463603453446,-48.39036511489142,-45.79843637480151,-47.79173413502857,-47.95761898469457,-51.24537103892163,-42.07541810131616,-43.830491399699085,-50.34914194694806,-49.08112382029075,-47.21831107542609,-47.20119295874841,-50.00286463046298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-49.316099922234685,-47.52228024656324,-51.47416480004892,-48.890407105996125,-47.2550356920324,,-41.90816372738826,-44.42501128241534,-49.70802815282635,-49.65776399998731,-46.15617803532831,-45.85561803556679,-49.525566089141925,-50.43426448917565,-49.451708699147446,-50.843693091405655,-50.322817112156535,-50.09971925924884,-51.48285822600454,-48.368299874835536,-45.82252846254535,-47.83607017999074,-47.902867615977776,-51.285007336435925,-42.07559142110704,-43.88044258767767,-50.320509355309746,-49.112472223203724,-47.17738211673847,-47.20941371294348,-50.02149374283793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-49.32240678640369,-47.54106437243565,-51.444292113759715,-48.930472582186056,-47.198431454766634,,-41.90261526991722,-44.49696051788335,-49.66524777804736,-49.691203811377704,-46.12531208425514,-45.914728450329896,-49.55817998648223,-50.38143462706836,-49.4385559390344,-50.86053051189917,-50.30801950006254,-50.113017387266304,-51.50392138590782,-48.34908171072283,-45.829233754436565,-47.884053640219335,-47.84976189783577,-51.32528981562895,-42.07770424100424,-43.919237670389904,-50.283095839832214,-49.1449300490406,-47.14221033067006,-47.203553585194754,-50.040750872848825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-49.31621151099379,-47.56529314691713,-51.41493180362844,-48.966846234194676,-47.14365060376554,,-41.8729007939004,-44.5757198862175,-49.61878679433245,-49.72296549966843,-46.07232998703945,-45.98212031062529,-49.5918959697041,-50.33164664880338,-49.43128228762335,-50.879894344198405,-50.297251149613736,-50.10638507308914,-51.52676074726719,-48.32952270792498,-45.847554472316155,-47.93558957598809,-47.79832770635202,-51.3662081384491,-42.056487795795434,-43.96592322888186,-50.24188280444487,-49.178484616137396,-47.11298870984982,-47.19522491505999,-50.060617443693396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
