,19,469,491,513,514,536,558,559,580,581,603,625,626,648,1437,1460,1482,1483,1504,1505,1526,1527,1549,1550,1571,1572,1438,604,537,492,1528,42,20,582,1461,1506,1573,515,560,649,1551,627,1484,470,605,1439,538,1529,43,493,21,583,1462,1574,1507,516,650,561,628,1552,1485,606,22,1530,539,0,494,1440,584,1575,1463,1508,651,517,562,629,673,1553,1486,607,23,1531,540,1
0,-49.65183093859299,-51.20247262443753,-49.575135542149525,-50.06122665721229,-48.728611828902814,-43.922551027760846,-45.03318688474775,-49.161757806283134,-49.889237930520274,-44.88401468849907,-45.57367018282372,-49.93069255836356,-50.97525260458595,-51.13299370440192,-51.57935728254316,-48.332833014101936,-45.4363235402721,-51.271040890181936,-47.98394443861453,-46.677403530756,-51.59313301633907,-42.25195212650629,-45.94474823533343,-50.46368233925941,-50.76500895516158,-48.76344436242297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-49.65134979138738,-51.19254314740473,-49.59133524157764,-50.096749807058046,-48.69525915941477,-43.909273297862356,-45.102054329616685,-49.127091986486334,-49.946630058851525,-44.83727336237783,-45.59047687028376,-49.943538192495794,-50.94156534408438,-51.12563203594341,,-48.299525983844305,-45.44656151458348,-51.24824297088079,-48.049302511131984,-46.62460005968488,,-42.19393565340303,-45.96333386180123,-50.413445067071535,-50.79187409194064,-48.708588248909535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-49.654111037149434,-51.18438195598914,-49.6001686614123,-50.13494440411955,-48.66290957154107,-43.89992863527897,-45.17746875000444,-49.07537844649794,-50.00500071387875,-44.79991509504487,-45.61005013069531,-49.95687700470282,-50.910377109796116,-51.11019021961552,,-48.26752596547131,-45.461815383817665,-51.21987873073489,-48.09992761054783,-46.57471395528952,,-42.12618931645308,-45.98446470311245,-50.36464113400178,-50.81923347313888,-48.65181830993627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-49.66007251931587,-51.17802009600424,-49.61372686325384,-50.17575630134076,-48.63157897873775,-43.87060488060363,-45.25848491925015,-49.02493505089855,-50.06433696717566,-44.77216270112795,-45.63391884394251,-49.97070400117491,-50.88172120939363,-51.09724284720756,,-48.23688083121871,-45.48699508351425,-51.19218142496196,-48.148258805421364,-46.52781330330326,,-42.062072703202986,-46.00809272840797,-50.31730198164773,-50.847084152681745,-48.60070121698555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-49.663519120146475,-51.17348708934132,-49.63201054081359,-50.219130800494185,-48.60128629079183,-43.85138089521189,-45.32003133427612,-48.97578742580528,-50.12462548636136,-44.75424823181292,-45.65079905927697,-49.985011645101174,-50.855630173509056,-51.08678334992202,,-48.207641293376554,-45.52206025661542,-51.16516094832794,-48.19757282655988,-46.477065891694814,,-42.01686846904289,-46.03416893246887,-50.27145892816458,-50.87542392909735,-48.555282906131424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-49.66426805225548,-51.166038529359874,-49.646018371180816,-50.26501921478854,-48.57204918161996,-43.842469549386074,-45.34922975174369,-48.92796212922393,-50.18587394357589,-44.74641053941351,-45.66349072183564,-49.99980080396598,-50.83213993233048,-51.07880334706152,,-48.1798546929834,-45.56697570865806,-51.13882414990577,-48.24907350880386,-46.41687168694013,,-41.99045222375798,-46.06264826349864,-50.22714358580768,-50.90424928688995,-48.515615405811374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-49.668211867707726,-51.156239882360595,-49.65311209638136,-50.313372102535105,-48.54388680511445,-43.83766861502511,-45.37433885475528,-48.88148485538741,-50.24805968884644,-44.667555958699154,-45.680581540166116,-50.01159676178972,-50.79235996550924,-51.069159724262335,,-48.15357173123079,-45.616795032967794,-51.113181005158694,-48.3026963716112,-46.35980198312107,,-41.982711860736536,-46.09348478289229,-50.18438854035551,-50.93355749046335,-48.48175035312323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-49.67530338538944,-51.148298314236776,-49.66499936939293,-50.36414250184723,-48.516819039647885,-43.828129349950224,-45.40562874379957,-48.83638750876898,-50.31116882013704,-44.58344704456343,-45.701943091024575,-50.0186272226453,-50.751706567019525,-51.053496289562894,,-48.12884639097595,-45.6445343322786,-51.08824009955605,-48.35251547497717,-46.3059261669051,,-41.97116301014979,-46.12663666000715,-50.14322783625193,-50.96334643540297,-48.45374501469274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-49.68549747443731,-51.142241554926606,-49.68167010997711,-50.417284046928216,-48.49086606819248,-43.82847164757284,-45.44284960175069,-48.792695662778144,-50.3751896174507,-44.509397356399454,-45.72745056148403,-50.0262310894501,-50.71370748116877,-51.04031853308364,,-48.1057291334012,-45.681794695301214,-51.064009793650314,-48.388600887739265,-46.25531772573033,,-41.95016888643877,-46.16206191151456,-50.10369630243759,-50.99361283427594,-48.431658779050515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-49.6987488822979,-51.13809894175402,-49.70311621501962,-50.44934825179333,-48.466048173202594,-43.80453581558366,-45.4857648324668,-48.75044162593191,-50.44011204988354,-44.44568000982538,-45.745720741011084,-50.034404799770215,-50.678401877511796,-51.02961360996143,,-48.08427343979734,-45.72849188846722,-51.04049881714247,-48.426799610342314,-46.208050041270845,,-41.944634846277125,-46.19971994576288,-50.06583372226264,-51.02435468765513,-48.41555351367874,-51.63070249473254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
