,740,762,763,784,785,807,829,830,851,852,874,896,897,919,941,1211,1233,1255,1256,1278,1300,1301,1322,1323,1345,1346,1367,1368,1390,1412,1234,1279,1435,964,1413,875,808,1324,942,1391,1189,853,920,1369,741,1257,786,1302,1212,831,898,1347,1436,965,764,1414,1280,876,1235,809,943,1325,1392,854,921,1370,787,1258,742,1303,1213,899,832,1348,1437,966,1415,765,877,1281,1236,810,944,1393,1326,855,922,1371,788,1259,1304,743,900,833,1214,1438,989,1349,967,1416,878,766,1282,811,945,1394,1237,1327
0,-49.58854102982286,-47.776936136109796,-51.565982016286604,-49.05400480581845,-47.431786625543644,-42.08078025672339,-44.4482840859445,-49.65259473841007,-49.566524565775936,-45.90790632160872,-45.56968597925848,-49.376321259473094,-50.447201279753024,-49.25644818306247,-50.703202999201444,-50.534001412510854,-50.21518132483169,-51.61156022004424,-48.57731833113839,-45.98238217640812,-47.97774901002804,-48.01276048358629,-51.31191555372732,-42.07076288597879,-43.78657737620878,-50.16249772963148,-49.027802430005636,-46.91091414547972,-46.926651396560075,-49.81166863761552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-49.579557876265206,-47.80583260092935,-51.53494065583406,-49.07941803447074,-47.38673248669198,-42.0932598223269,-44.480913606775104,-49.617994308785455,-49.6084157105441,-45.893198085858785,-45.60247335624897,-49.40742590157516,-50.38748957615094,-49.25345509702967,-50.70713219884064,-50.521211128316175,-50.24087342521551,-51.62813399326242,-48.55172985232669,-45.97635736412801,-48.01495524381113,-47.988004189916886,-51.35199525072803,-42.06363801631948,-43.85111598044509,-50.13154603606807,-49.05929837067322,-46.845636656358295,-46.952737672015,-49.82782542823708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-49.57229136813594,-47.840981372972074,-51.50440312931003,-49.10748946517619,-47.34333726151596,-42.120960595531535,-44.52108957042582,-49.57680973884912,-49.65130257284727,-45.85617306862275,-45.64121477953417,-49.439621332925945,-50.330551289290526,-49.243378983009514,-50.71376290595303,-50.512356506709814,-50.253728951106815,-51.646548337813215,-48.528922021237136,-45.9816155693491,-48.055866492739845,-47.96507232169474,-51.39271874905485,-42.04557974757206,-43.89157591776738,-50.10165928219594,-49.09198562069574,-46.780006105914175,-46.96587146015883,-49.84120067160827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-49.566781082443384,-47.87340817366217,-51.47437233100453,-49.1381625301543,-47.30142301951045,-42.16428270575698,-44.5685924062267,-49.52868145136701,-49.69516991887928,-45.794417992506894,-45.65757276817883,-49.472880190549596,-50.271547855075326,-49.23936030077785,-50.72305132102883,-50.507468286227386,-50.2458203129876,-51.66677098344992,-48.50896292572281,-45.99806560956057,-48.10039174796567,-47.94399962909371,-51.434075088876874,-42.03481187658872,-43.94016570797504,-50.07285875366361,-49.12584937875291,-46.719996542177036,-46.974245329311735,-49.85532116058053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-49.56306578716113,-47.89508589227417,-51.44485320999457,-49.17138071233452,-47.24500067715944,-42.15313415954826,-44.62321043614044,-49.48179795436124,-49.73273774099041,-45.74121831720815,-45.6826755034198,-49.507177737691265,-50.21569705042985,-49.24141087098509,-50.73495319386909,-50.50658002702451,-50.2110907198935,,-48.4919230797954,-46.02562953786687,-48.13929669917535,-47.89884007293245,-51.476053202374395,-42.02022153527459,-43.983578990270345,-50.045165242809034,-49.16087210495842,-46.665925727141435,-46.967564344503685,-49.87016773709151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-49.56118600575215,-47.91217425050701,-51.4158481415612,-49.207089017285,-47.1902259130424,-42.09510372459738,-44.68474301828103,-49.436187765116266,-49.762625999498056,-45.69686853920392,-45.716379941243666,-49.542487015379706,-50.163030289350985,-49.22748952558354,-50.749426549427255,-50.509724810904316,-50.18127529115346,,-48.477874551653855,-46.06424074427538,-48.17213899799073,-47.84710497933747,-51.51864478247518,-42.021407464079665,-44.02720361694086,-50.01860308529383,-49.19703884219716,-46.61797521932694,-46.95309875756286,-49.88571963565906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-49.561183217811944,-47.92806859784682,-51.38735937699956,-49.245234650434455,-47.13711692690329,-42.052585778704135,-44.752995537427395,-49.391877260566766,-49.789512786107395,-45.64310364419305,-45.74630850420704,-49.578782901293074,-50.113593309329815,-49.21518918474127,-50.76642954176243,-50.516938772069864,-50.15630747017512,,-48.46689033806097,-46.1138403463527,-48.20843940932946,-47.78423393694467,-51.56183816242745,-42.03864292732738,-44.07858860273709,-49.98901509485308,-49.23433355174322,-46.57633383351943,-46.91326124434397,-49.90195670370723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-49.56309807659807,-47.950154040453874,-51.357846450457544,-49.285765914543546,-47.085692744267476,-42.02612580125716,-44.8023097533168,-49.34889578010449,-49.81740455665133,-45.581584723247765,-45.747653488487344,-49.616042965056764,-50.06742074918261,-49.20889947728918,-50.78592176409859,-50.528258014995735,-50.13611440917473,,-48.4590475174538,-46.17438235925648,-48.248103768746766,-47.72308141839722,-51.60562437331265,-42.021603480133685,-44.11750442012576,-49.9498592802654,-49.27274118622552,-46.54119717949014,-46.87782102618594,-49.91886080035219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-49.566970792356216,-47.9783838094767,-51.32497269617342,-49.32863358446856,-47.035970994196845,-42.01602209433689,-44.8533207166664,-49.30727231517808,-49.84628505168516,-45.51233415978345,-45.754009750817815,-49.65139671943395,-50.024553204055564,-49.20862527723113,-50.807863062424516,-50.54372321387213,-50.1206373277995,,-48.45442298970417,-46.24582859352494,-48.29104107679456,-47.663673959762825,-51.649993998662055,-42.01713930243886,-44.16255001691872,-49.91178774799836,-49.312247087764504,-46.51277156348062,-46.84836176019323,-49.93641374097613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
