,382,404,405,426,427,449,450,471,472,493,494,516,517,538,539,561,583,920,942,943,965,987,988,1009,1010,1032,1054,1055,1076,1077,1099,1100,1121,1033,606,584,1078,495,562,966,1056,428,1011,383,921,473,540,1034,518,989,406,607,1101,944,451,1012,585,1123,1079,496,563,1057,429,967,990,541,474,1035,922,384,608,519,1102,1124,968,407,452,945,586,1013,1080,497,564,1058,430,946,991,542,475,1036,1125,609,1103,520,969,587,453,408,1081,1014,924,498,565
0,-50.8603580224547,-50.46247904384473,-50.51376934904424,-51.40287999065579,-46.343962625769436,-43.753201796218605,-51.17188433445858,-47.45480488658143,-47.152033778751,-51.39130994710897,-42.98363362161692,-46.11089261686927,-50.72640448341477,-50.52408187869422,-48.527744038425055,-49.09531138873426,-51.549308041558945,-50.970560359585605,-51.22112622278485,-51.12421020530795,-47.98459133708219,-47.479682619687395,-50.44589916575123,-49.61973719299099,-45.66408159655548,-40.96619965140236,-46.36180801623634,-48.50155900816109,-51.04246897271524,-45.928412592527465,-47.86963303407678,-51.583182415713495,-51.16904391789903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-50.85805944624876,-50.47408948224745,-50.491215632188194,-51.42782306712085,-46.33461904437713,-43.76819313916477,-51.13840200635658,-47.49430361810489,-47.11962651061854,-51.416384234057084,-43.003351553302025,-46.1138794006315,-50.684113899896616,-50.55019524236742,-48.51222449024541,-49.11124714166111,-51.572224735620146,-50.9728077971772,-51.25207574715851,-51.10138422196911,-47.98269031843948,-47.531050419693095,-50.42079185099125,-49.64881945596038,-45.613583466399355,-41.093843844295606,-46.422097879487254,-48.459145628396,-51.06750025544641,-45.887424229619434,-47.876862109826604,-51.57636457391327,-51.190022326188156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-50.85809103246673,-50.49401844647953,-50.469162666978356,-51.45403086658972,-46.32796649782869,-43.7982993408075,-51.10557262826905,-47.52097584456726,-47.0813268582839,-51.4420857490099,-43.00303078131772,-46.12043158482664,-50.64325461994901,-50.57692967465613,-48.48914828560843,-49.107589927890125,-51.596133998903404,-50.97904871416457,-51.286005198879366,-51.077954246126595,-47.98616693416644,-47.54069407124752,-50.39473134147162,-49.67951787163365,-45.56577102712255,-41.244458257773175,-46.485178075780375,-48.41890600930335,-51.09321267612003,-45.85609606159143,-47.88622188408517,-51.572097688086764,-51.211312916294496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-50.86046714149907,-50.527968290086555,-50.44761277955815,-51.481480701444305,-46.32407746837798,-43.81481673310586,-51.07340686759965,-47.550497780331575,-47.040322251922845,-51.468405205620854,-42.97172899934729,-46.13045881055275,-50.6038557969039,-50.60427699641175,-48.47216036335845,-49.108192827285436,-51.62101499834718,-50.98928351428398,-51.31786399254602,-51.05549954461768,-47.99412292489551,-47.53371009455077,-50.36942345462404,-49.71179681281711,-45.52175122429262,-41.3951640316493,-46.550990969570954,-48.38089788920993,-51.1195983224566,-45.8284843942009,-47.897648934235555,-51.57040854912548,-51.23291163025753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-50.86519973565976,-50.564687994588446,-50.42656647051486,-51.51014907876963,-46.323026969363184,-43.838668417863424,-51.041912292611414,-47.58279517098369,-47.00270295959204,-51.495332664959854,-42.936536873200374,-46.14387321392051,-50.56594482405469,-50.63223116917999,-48.4613643613326,-49.11345203924653,-51.64684522687147,-51.003516436956616,-51.34995783519539,-51.0340415665724,-47.99228465530198,-47.534246177857156,-50.34487617423892,-49.745622806801954,-45.48161175992228,-41.52375216022981,-46.61948273672544,-48.33740611707487,-51.14664957195732,-45.78655891217117,-47.91108147983251,-51.57132153522707,-51.254816883951584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-50.87230343621129,-50.57492543132439,-50.4060254595371,-51.54001100505667,-46.324891282626666,-43.8771806837373,-51.01109879034848,-47.61779498149699,-46.968561160948035,-51.52286039827584,-42.898016237073016,-46.160590448020294,-50.52955167857291,-50.66078567654397,-48.44723988370749,-49.12331872477609,-51.673605413876814,-51.021749891063806,-51.38491680463566,-51.0136043773383,-47.97668111778792,-47.542171155068395,-50.32109899506867,-49.780961421368914,-45.4454422032769,-41.64018533675016,-46.69060109168833,-48.28128401518014,-51.174359430296626,-45.730004651530614,-47.92344081344163,-51.57486385568251,-51.27702486315421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-50.88178938911001,-50.552130657572896,-50.38599143638364,,-46.32974897987619,-43.93013231343608,-50.98097575039711,-47.655423472592986,-46.92974787425605,,-42.87071378790693,-46.18052830166499,-50.49470734585888,-50.68993352455807,-48.43079533267975,-49.13774600902233,,-51.02910892451925,-51.41878226162924,-50.99421208676479,-47.9592719778854,-47.55736002317238,-50.29810054884937,-49.8177785933059,-45.410884284062405,-41.71185558410432,-46.7642963766486,-48.22742573787566,-51.202720401348344,-45.676568165920386,-47.935349064657196,-51.55831603963732,-51.29953416919426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-50.88888946029377,-50.53303302003484,-50.36646554984365,,-46.33768329977893,-43.99731173797929,-50.95155263151506,-47.69561310857803,-46.885782493236114,,-42.83412933111098,-46.20360735427233,-50.46144490863039,-50.719669727872855,-48.40439389577335,-49.1500119604473,,-51.032461686440556,-51.433769886492406,-50.97588762725621,-47.94744860944908,-47.562102955781796,-50.27588914252813,-49.85604213250472,-45.3666750667518,-41.77876770122972,-46.84051942911233,-48.1759008486855,-51.231725151629455,-45.63291996986081,-47.94930670871655,-51.52336221468781,-51.322342086777866,-51.58096915405322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-50.88296794325383,-50.517572372829775,-50.34744963909739,,-46.34877898535624,-44.059676313969824,-50.922840438514775,-47.73829695415857,-46.84535471610268,,-42.747117573292854,-46.22975054907112,-50.429794978111566,-50.749987002413604,-48.38221659819919,-49.15840616921949,,-51.03980751071096,-51.45157399818057,-50.95865702018662,-47.94128962479672,-47.565445320804486,-50.25447517710509,-49.89572133901652,-45.32638924931106,-41.823887192651235,-46.919224892611254,-48.12678393695133,-51.26136706820268,-45.59085323281819,-47.96525497582049,-51.49097909778853,-51.34544626437334,-51.54512801230837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
