,18,19,40,41,63,85,86,108,130,131,153,175,176,197,198,220,221,243,265,266,287,288,310,332,333,354,355,377,378,399,400,421,422,444,466,467,489,1437,1459,1481,1482,1504,1526,1527,1548,1549,1571,64,445,1460,1572,311,154,1505,109,423,199,356,42,1550,244,132,289,1483,1438,401,87,490,20,334,177,1528,468,222,110,379,65,267,446,1573,1461,312,155,1506,424,88,357,200,43,1551,245,133,290,402,1484,491,66,1439,21,335,469,178,1529,223,111,380,447,44,268,1574,1462,313,156,1507,425,89,358,22,201,1552,246,134,492,403,291,514,1485,67,0,470,336,179,1440,1530,224,112,381,448,45,269,1575,1463,314,157,1508,426,90
0,-46.52747966613954,-49.08386781970732,-50.85512305747301,-45.844783644848086,-46.883198526597354,-50.085937665421014,-49.292288432095184,-48.109174800335495,-49.79026286820165,-51.29363199812184,-49.36055982988727,-49.3550489326621,-50.31799710657225,-51.299569120632285,-48.9286374078764,-49.88917224471942,-50.88497979029669,-48.434686984323044,-47.74216766691808,-51.58922663637416,-49.856019846252586,-48.02191873238645,-44.64694945236201,-45.781948679528085,-49.063598287858746,-50.480400279798054,-43.826755411189566,-42.06677709464218,-51.23510886819869,-47.32789999438961,-48.09233145267629,-51.4300234451911,-45.4251622402741,-47.38464011719999,-50.597316473181635,-50.648950600809364,-50.90541117202867,-50.26568832216978,-49.03526963749832,-49.931326642540384,-48.377677050339244,-44.23334497937809,-44.66506128128558,-49.825239257878394,-49.01504801965061,-45.119010875958814,-42.04535051288023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-46.57337762650927,-49.032868294564906,-50.892297363998864,-45.83665156411187,-46.9470290517833,-50.11064346620649,-49.26268727699786,-48.09559496850481,-49.81459431358093,-51.28015701639967,-49.35825059410662,-49.35518849282663,-50.25400821382982,-51.32437749058819,-48.90212770768542,-49.90309537287264,-50.86196292539146,-48.42451195512062,-47.75319931530536,-51.55904997342699,-49.906954275153524,-47.99318089906238,-44.65410177099473,-45.777397752068424,-49.01767042589987,-50.53456069161922,-43.779770648974,-42.139841109240955,-51.20504048159504,-47.376801763288626,-48.01125575248655,-51.451250930179626,-45.37376899158961,-47.392250355879625,-50.61701652010505,-50.63116960764468,-50.893433530867526,-50.26675231656544,-49.0665954578717,-49.971290062252926,-48.35237312481014,-44.21907128817806,-44.7039199181208,-49.77872132188636,-49.049704321393165,-45.06134937065233,-42.05268568025992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-46.620644679446876,-48.98406503581883,-50.93012362375694,-45.84124040576615,-46.9991192518646,-50.13667411140187,-49.23745351476113,-48.09090567257404,-49.84229939826639,-51.26586400069675,-49.362155364273946,-49.361374535936065,-50.1933075416538,-51.351069678541606,-48.883289825243104,-49.9211045039407,-50.840424466254746,-48.42079515284254,-47.77328533219496,-51.52945938918231,-49.9600575030549,-47.96719218845372,-44.67812411135468,-45.780162785125185,-48.973004928129214,-50.58373306515758,-43.73033783106878,-42.199888476608706,-51.17566853296283,-47.42796040130326,-47.9331058904248,-51.473077464604614,-45.332884355935676,-47.40262015315889,-50.63721925036592,-50.616688275650276,-50.884097969564095,-50.26970136389878,-49.10213204952495,-50.01384358205334,-48.32820730693901,-44.214486894627605,-44.75324799035981,-49.733225475030196,-49.08586762929601,-45.01072903093142,-42.03935239061171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-46.670875025257644,-48.93752004448035,-50.96859277020733,-45.844566027640106,-47.04786030644429,-50.163999659857225,-49.21667194328988,-48.09509727693591,-49.854791178883026,-51.24596545946897,-49.37234875652881,-49.373549840790034,-50.13593982552393,-51.37961190574323,-48.872119203752,-49.943139496695245,-50.82039978787321,-48.423643553379605,-47.802250930991846,-51.500465047301006,-50.01528096221777,-47.94403488169194,-44.70165794644461,-45.79001793906839,-48.92962838376371,-50.633816343927236,-43.68269042375198,-42.17740921320305,-51.14700687896736,-47.48132901609254,-47.853571593580746,-51.49549516065654,-45.30436850872938,-47.41567098938312,-50.65792132472518,-50.60555232901129,-50.87738693399953,-50.27457304488132,-49.12692122984906,-50.04498413447056,-48.30519871975693,-44.19026058361912,-44.80510555428963,-49.68877280111393,-49.12350007466679,-44.96740194059954,-42.050868310723466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-46.723994409430944,-48.8932925013108,-51.00655414439586,-45.85983946685336,-47.08324499039772,-50.192589145678774,-49.20043374905102,-48.0852383152135,-49.87008749457675,-51.22813405844728,-49.38891693140948,-49.39165782727356,-50.0819478205524,-51.4099730145378,-48.86861765653987,-49.96913963578401,-50.80192290367283,-48.43316691558925,-47.80048103806347,-51.47207685180178,-50.072573564139205,-47.92378779119986,-44.7108149953441,-45.80674889928289,-48.887565714233254,-50.676238285229964,-43.64620315396165,-42.17534103185889,-51.11906957054239,-47.53685851635645,-47.76633738157443,-51.51849767126376,-45.28833219977025,-47.43133093689107,-50.67911703276842,-50.59780894664689,-50.87328243440467,-50.28140558027883,-49.15664414118744,-50.07415299051917,-48.28336241892707,-44.16430218655126,-44.853967887809674,-49.64538116744773,-49.16256689140019,-44.93163442231136,-42.08696527873013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-46.77519516968283,-48.85144805028219,-51.04222199631372,-45.888526785366075,-47.108831579906614,-50.22241165308485,-49.15289161083288,-48.07255787979212,-49.88862403017474,-51.21241013361421,-49.382410920296884,-49.415647365926816,-50.0313816403603,-51.44212042056151,-48.87279478234923,-49.99826220418467,-50.785031126548155,-48.44948560360034,-47.80501030967075,-51.44302899575429,-50.12514114897783,-47.90653782883648,-44.736862193462585,-45.83014768327126,-48.846845014169,-50.714779105454056,-43.62118558153476,-42.19318026090203,-51.09187071545021,-47.594505296021,-47.68235387425163,-51.54207672150605,-45.26772218703506,-47.449526042258796,-50.70080275584481,-50.593509362913416,-50.871767374332244,-50.29023590535122,-49.16727128465099,-50.10152497265583,-48.26271939809233,-44.14881292468343,-44.90338078750412,-49.60307067848257,-49.20303564630145,-44.900877729375324,-42.136116295634736,-51.701688782053935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-46.82157988960156,-48.81205200110843,-51.078482165721454,-45.930922608871505,-47.11335208275373,-50.25343877221356,-49.0965422051735,-48.06874577470303,-49.90657605114422,-51.1988317849523,-49.37803736960391,-49.44547254135473,-49.98428893227881,-51.47602372451611,-48.88466636326629,-50.02034933689114,-50.76975999723419,-48.44539098921635,-47.818126767883456,-51.4119125867805,-50.17010003162007,-47.871018278986774,-44.77560694139477,-45.86001654975397,-48.80749525197919,-50.74885671782268,-43.607960661552774,-42.209271142505,-51.06542409660639,-47.65241319629922,-47.60171478119062,-51.56622496842927,-45.24607108854226,-47.47018504499528,-50.7229737819604,-50.592702846879156,-50.87282534268218,-50.30110361884048,-49.174852992842006,-50.10918720195238,-48.2432863402974,-44.136523376195534,-44.950973455380414,-49.56186261380126,-49.24487337750841,-44.852458603840546,-42.16514544986148,-51.66082070098638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-46.87068911244579,-48.77517305030992,-51.11532658354374,-45.97165743396813,-47.11605671903784,-50.28564354167878,-49.044837977156845,-48.06360636452511,-49.91295511189509,-51.18744360476393,-49.380129448309695,-49.481088190223836,-49.94072324697426,-51.51014704458721,-48.904252107955564,-50.04630312299129,-50.75614852998159,-48.41110398743706,-47.839695703593094,-51.38143721689041,-50.21255583257549,-47.83813058366506,-44.763747704746535,-45.896165424423884,-48.76954480579278,-50.7594953978235,-43.58763979799585,-42.207204355047345,-51.03974574403658,-47.70444928620893,-47.52451396156289,-51.59093637800714,-45.20729549516468,-47.49323926166348,-50.74562679833966,-50.595444414167645,-50.87643858963468,-50.31404716029061,-49.187292915900436,-50.119491171813806,-48.22508348649184,-44.09601182085005,-44.99746345599077,-49.5217791387816,-49.28804823803853,-44.78986395919605,-42.1650199943804,-51.620997732733514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-46.922449880245054,-48.74088017223271,-51.15274786402133,-46.00464794731798,-47.11745903246812,-50.318998108677974,-48.99785314006806,-48.05624993323933,-49.922562467807765,-51.16988023848008,-49.35017496131352,-49.518139534075935,-49.90073571761581,-51.54307855521728,-48.92933498265699,-50.07606124275333,-50.74423435645953,-48.37549562758851,-47.86959333225725,-51.351614868744626,-50.23695806991022,-47.80835815106022,-44.751991069321534,-45.93841348702432,-48.73302444996169,-50.77128533013061,-43.499624840182626,-42.22464246400481,-51.014850482576286,-47.74136621481702,-47.450850145709644,-51.61620371135833,-45.17870246897977,-47.51861977444381,-50.76875738673736,-50.60178639361443,-50.86726757104856,-50.329107022273696,-49.20456685410998,-50.13238677936001,-48.20813055692244,-44.066616605829665,-45.04352167124012,-49.48284134242134,-49.33253082129574,-44.717205468135795,-42.17441901464013,-51.58223860382702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
