,433,455,456,477,478,500,522,523,544,545,567,1379,1401,1402,1423,1424,1446,1447,1468,1469,1491,1513,1514,1536,1558,501,411,590,1492,568,1425,1380,546,479,1470,434,1559,1537,524,1403,1448,1515,457,502,591,1493,569,1426,412,547,1381,1471,480,1560,435,1538,525,1404,1516,1449,458,592,503,570,1494,1427,548,1561,1472,481,1539,436,526,1517,1405,1450,593,459,504,615,571,1495
0,-49.24344731678538,-47.592233920062945,-51.19036553098574,-49.38338797624836,-46.37746562856861,-41.53700376953012,-45.83492034772404,-49.153461230933374,-50.71881868297359,-46.935409079681,-48.67144927396805,-50.346696412268564,-49.82456658173918,-50.051198729373425,-51.485372569849524,-45.09772761019305,-43.250792369813865,-50.60564628821736,-48.16330751520339,-46.835130107720076,-45.06387701853147,-48.6579065088884,-51.13384367810329,-50.264164169451135,-51.53621995988419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-49.23400116674937,-47.61015382434198,-51.15987872129221,-49.42213411017579,-46.32874772602274,-41.560177961369895,-45.84715662060562,-49.10546223654322,-50.755136299828806,-46.8552528079287,-48.691397922915336,-50.36378817552777,-49.858274637038804,-50.03116069017226,-51.514764193282126,-45.080332064272454,-43.267976633774445,-50.56986194766864,-48.216887233603025,-46.76320830436023,-45.09285637975532,-48.668803598996966,-51.11477434615534,-50.2568299175707,-51.53826097414702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-49.227279856413084,-47.614740844588454,-51.12990053241073,-49.462907931517684,-46.28243125435858,-41.59700182300787,-45.862910979897826,-49.059174175066325,-50.792146342252664,-46.78237995199866,-48.71350618319496,-50.38361531846352,-49.895330301147844,-50.01171046823898,-51.545094885400985,-45.06661485756578,-43.28545806735214,-50.53487268769462,-48.27215393149988,-46.69043631234292,-45.11006696003321,-48.68106313943329,-51.09784444850249,-50.2537650635592,-51.542362014934994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-49.223336088856215,-47.61833391253524,-51.10043526460718,-49.50566587276225,-46.23855139868312,-41.63924031929718,-45.88211165001645,-49.01463869737283,-50.82984292726237,-46.71688795245398,-48.731718196156955,-50.40619527808647,-49.93569427031258,-49.992845797659946,-51.57635076182646,-45.044386662763486,-43.31686436594079,-50.50069375011974,-48.32907193845336,-46.622012880502794,-45.11413337226322,-48.694653921754295,-51.081007434669075,-50.25498946595418,-51.548496619599106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-49.20694118685674,-47.62909294046506,-51.07148637242268,-49.54642609802049,-46.197144260012365,-41.63629249948237,-45.9046860362922,-48.971899334049496,-50.86821901730451,-46.65887137144233,-48.748858596221666,-50.4315432866581,-49.967822176236545,-49.97456384802,-51.608513810968034,-45.02206433670501,-43.36188533656568,-50.467340260775316,-48.38760854388062,-46.55807117716154,-45.07242832423971,-48.70954203412283,-51.05131306385723,-50.260523333453634,-51.55663848399085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-49.18910787506536,-47.646937563925604,-51.043057393720694,-49.58674243204782,-46.158246050668325,-41.59105339628969,-45.930565532841726,-48.9309986381616,-50.89933448202498,-46.60843375575466,-48.768122979601884,-50.459675777174425,-50.001586293120646,-49.95687082288718,,-45.00039506281696,-43.42021968618568,-50.434826230929666,-48.44773129695018,-46.498743240212164,-45.03600561875074,-48.72569880197496,-51.023743373025226,-50.270389265565186,-51.566760920039236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-49.174115064820626,-47.67179445168888,-51.01515184036743,-49.628915532332,-46.12189761066016,-41.50976089056564,-45.959683023063874,-48.891981990954235,-50.925698880170714,-46.565682091271434,-48.77669583094763,-50.4736614761298,-50.03853663490545,-49.93976542506609,,-44.96818098793583,-43.49157594731828,-50.40316636648554,-48.50940950022658,-46.44417381351809,-45.01058685241234,-48.743092016140075,-50.99833504720124,-50.28461142413094,-51.56730713166531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-49.16201419989267,-47.70089168419013,-50.98777376848811,-49.67290264026556,-46.08813653244499,-41.40156225101228,-45.99197391370447,-48.85489734954132,-50.95273841768617,-46.53072666172966,-48.78431061827992,-50.485266700155236,-50.077480991338994,-49.92324893200684,,-44.9396833229668,-43.5661197312081,-50.364209280129096,-48.56609202097019,-46.394508037224426,-44.99603460563386,-48.76169295309653,-50.96861073318828,-50.30219364324249,-51.566130751503806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-49.15286297990611,-47.70845251806979,-50.96092681672367,-49.714908222756534,-46.057005424723044,-41.27797414409895,-46.02737633437205,-48.81979145883632,-50.9804491946946,-46.5036842914002,-48.7940397236612,-50.49957421829155,-50.11078207346788,-49.905550302439934,,-44.91500915812304,-43.62696776154719,-50.32267788871384,-48.6088809271118,-46.349901841489356,-44.99221553862438,-48.78147362948187,-50.939189452171846,-50.26683960881394,-51.56696729340881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
