,879,901,902,923,924,945,946,968,969,990,991,1013,1035,1036,1058,1350,1372,1394,1395,1416,1417,1439,1440,1461,1462,1484,1506,1507,1528,1529,1551,1573,947,1014,1485,1574,880,1081,1552,1418,1373,992,925,1463,1059,1530,970,1037,1508,903,858,1396,1441,1351,1015,948,1486,1575,1082,1553,881,993,1419,1374,926,1060,1531,1464,971,1038,1509,904,1397,859,1442,1016,1352,949,1576,1487,1105,1083,1554,882,994,1420,927,1061,1375,1532,1465,972,1039,1510,905,1398,1443,860,1017,1577,1106,950,2,1488,1353,1084,1555
0,-50.66826924679635,-47.52424203174834,-50.60197278469274,-45.86363945889694,-45.945214706479945,-49.01355156984885,-40.71393306628629,-45.98533255579474,-49.214744138162594,-50.609648238380096,-46.216689776186996,-47.52532916311782,-50.81809710491922,-50.62051070996394,-50.36980836079416,-51.46010350160864,-49.370264709012766,-49.570227462860295,-50.60556263270327,-51.55221280149046,-46.82537780635772,-44.67073566411315,-51.116163500700075,-48.13224317731226,-46.57074864927602,-41.42849040954708,-45.53682905894036,-50.13431771561309,-50.29491762744521,-48.16316021367836,-48.9067835089454,-51.36800849611548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-50.654766604619574,-47.512389067710885,-50.55890761906874,-45.88624194229479,-45.9247767296731,-49.0154232785799,-40.81961482230297,-45.98981927155489,-49.190369070403236,-50.636385118277836,-46.18792806987737,-47.53217620250557,-50.841090022901135,-50.58683808300973,-50.33190847412655,-51.442400685717054,-49.382609275606995,-49.59522523832132,-50.58977248979662,-51.58092402247941,-46.75599808837234,-44.66549894532342,-51.08280086212581,-48.16846749061669,-46.500605887196954,-41.32223653400143,-45.57814075633979,-50.10300821971694,-50.32049299496771,-48.12182577618893,-48.897479733551506,-51.37567656071433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-50.64178605303272,-47.50281863186036,-50.51655433545449,-45.918067358884315,-45.90298168547989,-49.0195889456806,-40.94992817352045,-45.9982069998155,-49.16797994214669,-50.66380932493169,-46.16887838267954,-47.54439145877725,-50.864957803257326,-50.55674525995866,-50.29660321110473,-51.42631953778219,-49.40023085507954,-49.620562417446806,-50.57474277167842,-51.61082880006955,-46.69078366178062,-44.674432582979534,-51.0500874829248,-48.20714417521926,-46.433410517085214,-41.239334842241384,-45.62273985264242,-50.073146719366676,-50.346735838736585,-48.08593835844029,-48.88405430379109,-51.383908895899644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-50.62933372647109,-47.49637157495633,-50.47492114593241,-45.95900842811396,-45.873102141153495,-49.02598643605561,-41.10521551251517,-46.01040464919759,-49.14763043859133,-50.691913055630664,-46.159707307830864,-47.56186878678055,-50.875643678796266,-50.530286203776924,-50.26613227720782,-51.40828492876891,-49.42317096874998,-49.635360306390936,-50.56048776210058,-51.64190243707325,-46.6298548454217,-44.68200109050738,-51.01803151167813,-48.24822216862557,-46.369239619246976,-41.17984017340752,-45.66902823875832,-50.044762820226836,-50.37364288041836,-48.055585643850385,-48.86865631329427,-51.39229098132616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-50.61741967973036,-47.49313066507473,-50.43401687622822,-46.008964641419965,-45.838144309256,-49.03455236795958,-41.28588232037443,-46.0263243937576,-49.1293718084887,-50.72068879288453,-46.16059238367744,-47.584505866410076,-50.886129908642765,-50.50751713869137,-50.2404713530109,-51.387751234711764,-49.428984459532984,-49.632630415606364,-50.54702058276709,-51.6741188193824,-46.57333163564225,-44.69870959320335,-50.98664300822037,-48.291647714045126,-46.30816294865067,-41.14383305194241,-45.71063837972662,-50.017886556279024,-50.40121160411114,-48.03085913322792,-48.85645665578717,-51.401058713248446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-50.606051031364004,-47.493179851033496,-50.39384900965506,-46.06784094724071,-45.78871594888164,-49.045229078446695,-41.491187174431005,-46.04588103316659,-49.11326022051709,-50.75012703005444,-46.17172022002669,-47.60938086209107,-50.897545527693104,-50.488496601055374,-50.21959813411513,-51.368870721501516,-49.43571310835921,-49.63471016410887,-50.53435422576048,-51.707454894849946,-46.52133538485083,-44.72897867420971,-50.95593218601412,-48.337370341917904,-46.25026247983838,-41.13142991503187,-45.75529110101,-49.99255017516931,-50.42943738850967,-48.011850626156644,-48.84740380644039,-51.41031612784157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-50.594880855331695,-47.495910384563224,-50.35442624059584,-46.13554595051305,-45.72161971590234,-49.0579574337266,-41.620671271721754,-46.06899157104226,-49.09935270062708,-50.780221139915646,-46.193288040412874,-47.62069210902659,-50.90987246022304,-50.47328433556389,-50.203494866729066,-51.351672144513486,-49.447736338799295,-49.64151834854157,-50.5225044498913,,-46.47399605070456,-44.738246971399754,-50.92590879417115,-48.37788077732144,-46.19561737350277,-41.14277464640325,-45.80293235063876,-49.96878520047591,-50.45831834060145,-47.97835073765563,-48.84144266469225,-51.420051602745204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-50.58334653304073,-47.49778758640315,-50.315757066345824,-46.21199383932332,-45.65845769385173,-49.07268322532239,-41.62948259281285,-46.09557627251287,-49.087706079473506,-50.81096397494876,-46.24535765382055,-47.63713846563643,-50.92309233768585,-50.461941269986426,-50.19214301363326,-51.33618566327705,-49.46509230609328,-49.65297808118095,-50.51148503641975,,-46.43144392198565,-44.76136555671331,-50.89658187432783,-48.41675646308093,-46.14431322893681,-41.178049019199634,-45.83810500120584,-49.94662517296145,-50.487849926224555,-47.94740286615884,-48.83852176944869,-51.430254183883584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-50.57226122985799,-47.503248483222194,-50.27785021039969,-46.29710871899987,-45.59932334583537,-49.089352825166365,-41.57377496530448,-46.12555863265989,-49.07838219808187,-50.84234658933265,-46.28820286688067,-47.649107033585565,-50.93718821253154,-50.45108182763159,-50.18552760437891,-51.32244144689245,-49.487820457654486,-49.66901370205977,-50.50131051054538,,-46.393813296419495,-44.79808069026863,-50.86796381264409,-48.45790314426309,-46.096437737193156,-41.23747437937851,-45.87288310619766,-49.926103229973265,-50.51803021117665,-47.90640086883986,-48.83858874957866,-51.4409114199756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-50.56163272096151,-47.50837574974981,-50.240713954772566,-46.39081216850471,-45.544312840080316,-49.10791428152787,-41.530995382169955,-46.15886376300967,-49.07144292848706,-50.87071959510614,-46.34454466634188,-47.661382645983146,-50.95214272288287,-50.435721865772074,-50.183635792649895,-51.310469677602065,-49.515963827905985,-49.689554598577686,-50.49199728666966,,-46.361245743635095,-44.84816036344949,-50.83381822354817,-48.49568036611213,-46.05208177712975,-41.3213147815081,-45.91072828605011,-49.90724445339386,-50.54885460115747,-47.86000346996623,-48.84159135495449,-51.452013578374505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-50.55147042579139,-47.49878441179291,-50.20435730389132,-46.493037604938046,-45.493525608560425,-49.128316910286685,-41.51035396378159,-46.1954188736657,-49.06695319198181,-50.89739434933257,-46.41899596616041,-47.678586477644444,-50.967939752074834,-50.424321600770426,-50.18645548683256,-51.300301802353616,-49.549566555435725,-49.71453049994416,-50.48356021456031,,-46.33388405147592,-44.911383036074255,-50.797401746568724,-48.52999202058718,-46.01134353000036,-41.39161214280393,-45.95158254408946,-49.89009346427767,-50.574577109724935,-47.819543665713205,-48.84747955409174,-51.46355049449639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,-50.541781665805715,-47.49292112568655,-50.16878950993749,-46.603722410050196,-45.44706623997066,-49.15051458389836,-41.51199195771191,-46.23515508503138,-49.043846577386354,-50.92469042250055,-46.462825833269,-47.695945289572,-50.98456263028072,-50.406310010004816,-50.19397894498902,-51.29196935252907,-49.58151374963344,-49.741794157902234,-50.46915089439533,,-46.31187782984711,-44.98754355063818,-50.76165926604462,-48.56651038916314,-45.974319359190936,-41.482944591418914,-45.98635545936688,-49.86907963209173,-50.59958042750019,-47.78509124463267,-48.85620276336436,-51.475511051859456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,-50.532575989265254,-47.47947427847783,-50.13401796434177,-46.72280485045812,-45.40044063338796,-49.1744585353631,-41.498018124964176,-46.27800389800733,-49.00925662199013,-50.952598679073404,-46.34825506475941,-47.69321853017101,-51.001996071127195,-50.385255218135214,-50.206197343464964,-51.2855056979825,-49.59234306560706,-49.77161063056397,-50.45441024963917,,-46.29538011511667,-45.063751891285676,-50.72659990222658,-48.60047836633627,-45.941116774413786,-41.55729602529413,-45.99219098485611,-49.83314312050201,-50.62492686890961,-47.75672131695006,-48.86771149635335,-51.487885062824574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,-50.52386169460833,-47.46810314319387,-50.10005599725947,-46.72194766774456,-45.33975274118962,-49.20010448012447,-41.46147879423169,-46.32390124895957,-48.966399680892025,-50.98111281614603,-46.24524136272065,-47.6952101957944,-51.020224030563696,-50.36823808735616,-50.22310639068564,-51.28094286905647,-49.59673659229384,-49.78772423618385,-50.44046373985367,,-46.284551110400834,-45.12465068391602,-50.69223379812505,-48.62990489917426,-45.911842848124415,-41.63942809439595,-45.99996334247298,-49.79881934052229,-50.64428319278513,-47.73451082907337,-48.88195556769486,-51.50066309254696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,-50.51564862415592,-47.46054110721773,-50.06691304690194,-46.687240127600745,-45.274666432940556,-49.22740849935461,-41.415384357088804,-46.37278280862114,-48.92509476295167,-51.01022525013012,-46.15375726924189,-47.701424742145164,-51.03923204530407,-50.35530836997517,-50.24470352566738,-51.27831531460907,-49.60112894366708,-49.807399256457856,-50.42732533314424,,-46.27955627319879,-45.18484930967126,-50.658569790258035,-48.66144394139158,-45.88660945497157,-41.69785744764043,-46.01089464315092,-49.76566753595199,-50.66432408322478,-47.71854020392395,-48.8988865556116,-51.51383596287325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,-50.50794678305366,-47.45686706438128,-50.03459865840199,-46.661881857078,-45.21412219585041,-49.25632779885226,-41.3648712568063,-46.424589061281985,-48.8857404086372,-51.039928679784325,-46.07378705107457,-47.704615437377186,-51.05900414141853,-50.34651581038271,-50.26935094728158,-51.27765824094575,-49.590166603396895,-49.831206205364765,-50.40276872766948,,-46.28056557621851,-45.24458108800048,-50.62561859952031,-48.69503951562965,-45.86553540987229,-41.74095996671266,-46.024931089831895,-49.72786284204566,-50.68504391521465,-47.7020358451274,-48.89957098437119,-51.527393540375854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,-50.50076571895489,-47.45716429672473,-50.00312205062987,-46.64516955573965,-45.15492496002914,-49.286823164260696,-41.316519528014304,-46.47926024378569,-48.84217999952406,-51.07021649898826,-46.002159200441135,-47.71219775833053,-51.079527211259816,-50.34191489429151,-50.27637460930114,-51.274951686765064,-49.58462898685439,-49.85907144191785,-50.37637066956574,,-46.28775787138696,-45.31614418517343,-50.59339004632225,-48.730637418321365,-45.848742655212746,-41.74896554874539,-46.04201983363727,-49.691789546798766,-50.7064385314328,-47.66930224378619,-48.89176899893421,-51.54132653872844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,-50.49411606703564,-47.46101813627881,-49.972494752787284,-46.63848521611672,-45.09781622217197,-49.31885411282741,-41.28529715069412,-46.53673942982688,-48.80089501465204,-51.101080986627466,-45.94031515739637,-47.72406411145576,-51.10078648293633,-50.341559138781015,-50.267203520669256,-51.26182395428919,-49.584534067416854,-49.89092407443649,-50.35070609204272,,-46.30131694725207,-45.380503587603656,-50.56189472345275,-48.768185326580394,-45.836358664357626,-41.725403454872136,-46.062108968386596,-49.65749066472525,-50.72850048176787,-47.64287002726669,-48.878853932782604,-51.555627094069905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,-50.48800826979531,-47.44651543667268,-49.94272530816606,-46.640256105219194,-45.0457099567367,-49.352381609748846,-41.259905098828405,-46.59697283523852,-48.76193543504635,-51.132516382738764,-45.890169896384464,-47.740108768989415,-51.122768871089164,-50.30663820640121,-50.26162971486314,-51.250649512396905,-49.58837500781761,-49.926696218184304,-50.325793239016754,,-46.321438327448064,-45.42798557413738,-50.53114289733556,-48.80763355534087,-45.81717541871447,-41.66154004974406,-46.085146659452874,-49.620212177804476,-50.75122630800716,-47.622814377077454,-48.86874001138453,-51.57028577246295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,-50.48245414358283,-47.43622608392225,-49.91382500177809,-46.64828486531752,-44.99870231629798,-49.38736854226658,-41.255100709017654,-46.64917992991267,-48.72535161033716,-51.16451598371371,-45.85173895531048,-47.75534373156447,-51.14545968109521,-50.24854497809571,-50.26064190538945,-51.24146198302965,-49.594794397926265,-49.96632093143614,-50.30164810396979,,-46.348317643815705,-45.48660927244615,-50.501145529360386,-48.84893331792427,-45.74610981683985,-41.591983373464025,-46.111084890333565,-49.57965935772505,-50.77460922771578,-47.609215753821054,-48.86137520413821,-51.585293968859894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,-50.477465209725736,-47.43022885658324,-49.8858041493532,-46.66771109995069,-44.95688880777333,-49.42377990009258,-41.273134990336466,-46.695351501575544,-48.69119352231909,-51.19707237979942,-45.825050451066886,-47.7534534830143,-51.16708953857242,-50.194620837868946,-50.264199420176936,-51.234296840984086,-49.6067533701481,-50.009732799199014,-50.27829094628344,,-46.38216982713214,-45.55615331121822,-50.47191336355175,-48.89203665969739,-45.6793501894363,-41.5431596716651,-46.13987594968043,-49.533146736077924,-50.79864457191617,-47.60215619928487,-48.85670680846169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,-50.47305176965057,-47.428602730495285,-49.85866958739905,-46.6907858381858,-44.92037023802684,-49.46158105939997,-41.31361868202155,-46.744193277056844,-48.65951776740217,-51.23018021688474,-45.8101437215219,-47.755641005061705,-51.183159872009,-50.14489845300278,-50.272264952511776,-51.22918901552203,-49.62427271740307,-50.044505051968706,-50.255740909044135,,-46.42320819992395,-45.5677468016269,-50.44345946760137,-48.936899750788314,-45.617009633997284,-41.48691860471995,-46.17147212860152,-49.48312185274464,-50.82332613282795,-47.597441313988895,-48.854683671574605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
