,98,121,143,165,166,187,188,210,211,232,233,255,277,1067,1089,1090,1111,1112,1134,1156,1157,1178,1179,1201,1224,1135,1202,144,189,99,1180,278,256,1113,1068,234,167,122,1158,1247,1225,212,1091,1136,1203,145,190,279,1181,257,100,1114,235,1069,168,1159,1248,123,1226,213,1092,1204,1137,146,280,191,258,1182,1115,236,1249,1160,169,1070,124,1227,214,1093,1205,1138,281,147,192,259
0,-51.345934258217476,-49.45757805800463,-45.839528517321135,-47.63051133498017,-48.114774615363096,-50.977963309387036,-42.46074821562889,-44.12771244826152,-50.699221072715936,-49.5781366176616,-48.48278985373642,-48.98521587555231,-51.55883371939669,-49.94298120899758,-48.53496809703203,-50.82554174980966,-50.21319463507277,-45.97950172317048,-41.33312246474253,-46.31131231353556,-48.56060018990515,-51.2177704710692,-46.12670313355834,-48.15609124423218,-51.14382512824356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-51.382756358471504,-49.45121270031041,-45.91541622955776,-47.667526467403654,-48.07750298872027,-51.01180095682889,-42.366860731043516,-44.172220011050314,-50.658290217038015,-49.609601635935114,-48.45721546924043,-48.99798257661976,-51.56165183180511,-49.95467130654702,-48.576535005648665,-50.80295721018142,-50.23780285469943,-45.96215039356362,-41.28106299438641,-46.36803581519921,-48.52132663624805,-51.249392523412865,-46.065326059837346,-48.1702699546216,-51.115512765182245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-51.38078596452118,-49.445943841635234,-46.000143678594966,-47.70847292992748,-48.04179662002176,-51.04633941257494,-42.28625641648705,-44.21504972671639,-50.61831791492007,-49.64182304870089,-48.43620662370368,-48.99508603112204,-51.56509240051675,-49.96852759880913,-48.61983719472545,-50.78094085344048,-50.25631519891239,-45.94732196744228,-41.22995218568271,-46.42752194159197,-48.48424751593761,-51.279593486803336,-45.99331363485496,-48.18705991727156,-51.07757773229188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-51.3782315031111,-49.427018395224856,-46.093814627023164,-47.75323519533099,-48.00768151765546,-51.08156800349458,-42.21832848077034,-44.2574671639355,-50.57932606553681,-49.66853614058401,-48.41984716150275,-48.995118450443336,-51.56914252362512,-49.98459288887817,-48.65249079798368,-50.75949514261146,-50.27518174804517,-45.93504615610339,-41.19943111055872,-46.48971735411358,-48.43257175454376,-51.30985124966458,-45.92974177255481,-48.2063936426499,-51.04301767110982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-51.379055557662596,-49.40962955573226,-46.19652929466179,-47.801700074520795,-47.97518093223825,-51.11583570542591,-42.15619954544576,-44.30490800783258,-50.54133432192778,-49.69236968406773,-48.408223099969554,-48.998443630546085,-51.57378834880765,-50.00290366339797,-48.68996739359475,-50.73862177050004,-50.295773211451085,-45.92535462797798,-41.189369034854764,-46.55456823090012,-48.378016031378436,-51.32927942271153,-45.876089984547136,-48.22820431437253,-51.011859635597325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.38324089335999,-49.39054652606015,-46.308400466475,-47.85375998388166,-47.93460976880151,-51.14503207939674,-42.10872167134888,-44.35729402686718,-50.504364134717655,-49.71698859532981,-48.395605225101754,-48.995946790701375,-51.579016789048936,-50.02350762484789,-48.71957224832134,-50.71832235645075,-50.31805141697337,-45.918279347775666,-41.1996614048121,-46.622028765086114,-48.3256969455544,-51.34933398253267,-45.832433350592545,-48.252351445096636,-50.98412975666258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.39076945800649,-49.3712093284158,-46.42953521283176,-47.90931119177742,-47.88936220769343,-51.17493216625782,-42.076107614993475,-44.414547564510855,-50.468436047802186,-49.74239062574502,-48.378300362446105,-48.97351480863737,,-50.04643934412567,-48.736693662358455,-50.69859856010224,-50.341975991862114,-45.903991338353755,-41.23022176365515,-46.69204788190931,-48.27567751127284,-51.37000825780717,-45.7988528449281,-48.262899371379426,-50.959857957533295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.397291994106254,-49.35341071880589,-46.56007283815107,-47.96825244783002,-47.845764338539595,-51.2055222659096,-42.017552471172095,-44.47659591098449,-50.433571392259786,-49.768572286177815,-48.36576844919138,-48.95437658633563,,-50.071746994116104,-48.758579397192165,-50.6794525262567,-50.367512939964804,-45.887121226467386,-41.280986234994536,-46.764581608880526,-48.228028103191505,-51.39129455053067,-45.775435794098776,-48.27592380825407,-50.93907336874537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.394570123860525,-49.337189970047646,-46.669983232500144,-48.03031426139682,-47.80384160302561,-51.23679017265047,-41.966840177727335,-44.52869755315432,-50.399794738833634,-49.795529802483955,-48.33600024292121,-48.93848484509518,,-50.09947081477249,-48.78518567117236,-50.660885159034585,-50.394628821905044,-45.86064116743117,-41.35190772961885,-46.83958601944187,-48.181267353897596,-51.41318779915183,-45.734676048669925,-48.29135792099205,-50.921806980298314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-51.39523546452989,-49.322590209870434,-46.7615111803988,-48.06404192738417,-47.763620652678156,-51.268724801242385,-41.93179659822066,-44.58443536018848,-50.36712777249862,-49.82326095178042,-48.268089847996535,-48.92579872635406,,-50.1296579937504,-48.8164687652359,-50.63673997941273,-50.41389097402103,-45.8261910181509,-41.44295480648795,-46.90062275368188,-48.13195318563424,-51.435679881391906,-45.69850305843588,-48.309136420681035,-50.90809170943781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-51.39926628813106,-49.309652451856,-46.840102982958875,-48.101106417601684,-47.72512743884785,-51.301313959553276,-41.89904132531575,-44.63286590069626,-50.335594364222246,-49.85176208754958,-48.20496422882588,-48.91627209758763,,-50.162348895187215,-48.817980006501585,-50.61268733346619,-50.43451719051422,-45.79426996004813,-41.55411160465077,-46.95906311693417,-48.085130710714864,-51.45876446806988,-45.67281307340384,-48.32919675085086,-50.897960421969884,-51.668445089752424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,-51.40664226939086,-49.29842045089146,-46.89389455278581,-48.13454631890472,-47.68839105045514,-51.33454663520416,-41.863846273537966,-44.66356298689181,-50.29501170046967,-49.88102936994128,-48.14670194522286,-48.9019231499514,,-50.197591935063,-48.82265108420213,-50.58922800875934,-50.45667976995857,-45.76491477053716,-41.68537529218245,-47.01996514226853,-48.03592154121964,-51.4824357818112,-45.64610411872651,-48.351475495383426,-50.8914486948181,-51.640069557979245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,-51.417339823376665,-49.28893801038448,-46.94877968377629,-48.165979413909824,-47.65344004437158,-51.36841123393295,-41.84415960712183,-44.675597130588585,-50.25497632169198,-49.91106141143512,-48.09338116965482,-48.886231769862,,-50.22921922011552,-48.832030829188035,-50.5663643151055,-50.48034363444483,-45.73816182378373,-41.794717398618964,-47.08328682368112,-47.97504728094588,-51.506687058166456,-45.613109796474596,-48.3759130861543,-50.88859208927112,-51.61229726331328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,-51.43133936301175,-49.28125030856969,-46.98330205195685,-48.20065163141987,-47.61162401372928,-51.40289713976112,-41.838317969259904,-44.69208236218887,-50.21607224890883,-49.94185694737587,-48.04508371377133,-48.87365643520038,,-50.23984608975183,-48.846054100070305,-50.544096030465575,-50.50547424352111,-45.71051902756062,-41.87847626952316,-47.132149792365524,-47.91677891640934,-51.53151196176633,-45.59078874647156,-48.40244900891854,-50.88942826057381,-51.58513818145697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,-51.44224962118563,-49.27540282622964,-47.02574739141254,-48.23848557825605,-47.56063042019367,-51.43799402982075,-41.82770483548217,-44.71296075474808,-50.17832094904279,-49.9734096771961,-48.00189357018918,-48.86414722133948,,-50.252966211524225,-48.86465730402111,-50.522425240632245,-50.532037832993254,-45.671381285305436,-41.95290306464151,-47.180480421757494,-47.86118808116911,-51.55690462734047,-45.579178581847756,-48.431026398876924,-50.89399715024178,-51.55860507874321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,-51.44120908685242,-49.271443039262486,-47.02486438441223,-48.279403665819736,-47.50493692493304,-51.47369195013735,-41.79514216656646,-44.7381774239983,-50.14175060517945,-50.005718577617984,-47.963898002655164,-48.857653154720964,,-50.26861302596092,-48.887780187762324,-50.5013527263544,-50.56000335228323,-45.63129431934,-42.01729279008838,-47.223853326663715,-47.808349881478954,-51.58285949964251,-45.57832552202949,-48.46158580444231,-50.88996667374583,-51.5327084441354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
