,346,368,390,391,412,413,435,436,457,458,480,502,503,525,547,817,839,861,862,884,906,907,928,929,951,952,973,974,996,1018,369,840,885,324,481,1019,570,414,930,795,1041,548,997,459,347,863,526,975,392,818,908,437,504,953,370,841,886,571,1042,1020,482,415,931,549,998,325,796,460,527,348,976,864,393,909,819,438,505,954,1043,371,550,1021,887,842,483,416,932,528,999,461,506,977,394,349,865,910,820,484,439,955,1044,551,1022,372,462,888,843,417,529,1000,933
0,-49.0898248445605,-46.99118705587458,-48.35392717724916,-47.66920231372478,-51.357218742065655,-42.051069989668704,-44.0051294082114,-50.111039257310104,-49.338041254555634,-46.583201162962695,-45.30448494103,-49.392365583012875,-50.861086117842945,-49.833946095369186,-50.8657136545936,-50.39827085032387,-49.611321372842696,-51.07869580578939,-48.472022081060764,-45.53626884081261,-47.3452069060944,-48.377811390257236,-50.8636401660666,-42.548022967676935,-43.45679395090518,-50.83419938485491,-48.844028903951724,-48.03592860405308,-47.533260797907964,-50.06342733783217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-49.08385542807437,-47.059641641998525,-48.39947203318066,-47.62715437784426,-51.392874877767404,-42.04794924016859,-44.04965877183787,-50.08019693768932,-49.37091307717135,-46.56379302954144,-45.32817547191896,-49.41015201417031,-50.84569874799915,-49.85667707227062,-50.865778041719935,-50.40401850781396,-49.64093472454229,-51.11102478184235,-48.43773063458567,-45.5420029960257,-47.368885499208076,-48.352508165552905,-50.8960461201703,-42.482003342415254,-43.53031394674013,-50.80113756642152,-48.87781379961175,-47.991210167900455,-47.52735343787754,-50.08094501866203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-49.07945244721226,-47.088367784201346,-48.44798866266443,-47.586884217412404,-51.42915325003227,-42.060215273758814,-44.078488703893015,-50.05048290410968,-49.40480723571939,-46.55172452395799,-45.36096588991512,-49.42943834085247,-50.83304388926051,-49.82946836497467,-50.86871439930527,-50.413576284456056,-49.67597090984614,-51.1322818418588,-48.40570927706253,-45.553810800382266,-47.39717446068642,-48.31706697279184,-50.929213461081716,-42.42148781246253,-43.60059069013599,-50.76895945267378,-48.91268709328695,-47.95089413076077,-47.52738668097742,-50.09929336158777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-49.07665749756012,-47.12258527415243,-48.49942027290332,-47.544304942276526,-51.46604371706678,-42.04525558087391,-44.10540528545181,-50.02191954082206,-49.43970955122631,-46.547188790607606,-45.40277171229561,-49.45018801046309,-50.813796427793164,-49.80669994421568,-50.87448030869414,-50.418938284489954,-49.71130051671351,-51.15252920134208,-48.37602163004839,-45.53709894798091,-47.42995968450225,-48.255639607042504,-50.96312881591746,-42.37681840047273,-43.61433087776993,-50.73768087448295,-48.9486374490356,-47.915076846406485,-47.53332124743794,-50.11844938121543,-51.63980990821397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-49.07551609736717,-47.163770561572164,-48.53745536995186,-47.49097425858587,-51.50353655335082,-41.97640413960566,-44.1400064171516,-49.99453257243413,-49.475602658298286,-46.55039160207261,-45.45351125216031,-49.47236614334979,-50.79189501760183,-49.78949564639977,-50.8830350640931,-50.40007998551666,-49.745897656395385,-51.17473723085594,-48.34873312335195,-45.532872070075356,-47.46712897362143,-48.19190383111072,-50.997777441237076,-42.32578575895306,-43.63261108695393,-50.70732040650009,-48.98514952270293,-47.856324365514354,-47.52892333694828,-50.13493920584882,-51.61655398288808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-49.07607332053538,-47.18850130289019,-48.56342174057019,-47.439394446871226,-51.54161959503206,-41.923763411153885,-44.182092788136785,-49.96834554858666,-49.51247172824967,-46.561538875447766,-45.51311332640398,-49.49593867868952,-50.75143958504425,-49.77787101089909,-50.89433653841826,-50.353867200491116,-49.785748249398544,-51.19887269538487,-48.32391069243066,-45.53453365037182,-47.50857451993682,-48.12976854380598,-51.0331471714823,-42.28719347274299,-43.65937179859074,-50.67789347035948,-49.01697399592411,-47.79312465042367,-47.50617567396294,-50.14942602350777,-51.593815754584426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-49.07837407392208,-47.20111383167066,-48.588722828148995,-47.389590230787675,-51.580284990865536,-41.887705282887325,-44.23146892777433,-49.943377731518055,-49.55030090333238,-46.580852311015676,-45.58150968271349,-49.52087163121995,-50.7136959873704,-49.7718448906841,-50.9083453920718,-50.308907740889055,-49.82305738546685,-51.2249019060137,-48.30162102227148,-45.5297395221173,-47.55419368112165,-48.06925845225294,-51.06922421918942,-42.264990512702205,-43.69444924433485,-50.64941934181134,-49.04991786527088,-47.73462711718509,-47.48914948692138,-50.16470867781678,-51.57159887329982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-49.08246661678093,-47.21016426547241,-48.61700554999552,-47.34158711766703,-51.61952103065224,-41.868621125566285,-44.28795103078305,-49.91966337321085,-49.58907628783418,-46.60856622775053,-45.658640188605546,-49.54713250200481,-50.67871170814763,-49.74457536622125,-50.92502409962571,-50.26789907953216,-49.85627694834716,-51.25279395141636,-48.28193544174436,-45.53756453981605,-47.59447270544966,-48.01039905747618,-51.105995506628936,-42.25945441321231,-43.737682769316066,-50.621208368060415,-49.074911031322614,-47.680966825136004,-47.477778327917335,-50.180762064327496,-51.5499068638199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-49.08839677908049,-47.22636392454173,-48.64819721073545,-47.2954101631343,,-41.83716670186419,-44.35135840054564,-49.89054621140755,-49.62878279790121,-46.644912540548454,-45.74445021813478,-49.57468888178227,-50.646530295720055,-49.72145414491757,-50.93787021980914,-50.23085822614922,-49.87279019267655,-51.282516716125954,-48.2543838010541,-45.55801489492807,-47.63384861234614,-47.95321951010733,-51.14344938705331,-42.23919721223044,-43.78654818643191,-50.580264263641396,-49.09720802144025,-47.632283121887596,-47.47199651633754,-50.19352431966702,-51.5287449709496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
