,127,149,171,172,193,194,216,217,238,239,261,283,284,306,328,643,665,687,688,710,732,733,754,755,777,799,800,822,844,778,150,711,666,262,195,756,845,329,823,240,307,689,173,801,734,128,644,218,285,779,151,712,263,667,196,846,330,757,308,824,241,286,802,690,174,735,264,219,129,645,780,242,331,713,847,152,869,197,668,309,758,825,220,287,803,175,691,736,265,198,781,646,870,332,848,243,714
0,-50.72483522387139,-48.17232158106266,-47.79169102840676,-49.25454914814084,-50.600614832499545,-43.917931670756985,-42.44571397332133,-51.030649432499416,-47.95731030507894,-47.52709204891647,-45.67605851301833,-48.543788960910845,-51.418015137718896,-50.086735101318155,-50.82292954786797,-51.10945151382374,-49.576031085532684,-50.22929813588639,-49.46485020646979,-45.4988219519354,-45.71459823692316,-49.51972482775345,-49.56821716632565,-44.493494978228895,-42.60416102575631,-47.92412388179608,-49.452431170586415,-48.71135028808119,-50.50707382839193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-50.721633260692876,-48.19001971611472,-47.82543969697062,-49.22896384035197,-50.655923636641454,-43.87915460063191,-42.4381339455217,-50.99554121531312,-48.00621882392731,-47.499839226004696,-45.68918316626053,-48.57860546384482,-51.397507512817874,-50.098369662591764,-50.80800126779759,-51.11843737160445,-49.569702152086066,-50.24722189457834,-49.43385658298632,-45.491470659565216,-45.75189877517032,-49.47964764995176,-49.60371802596353,-44.39808592931618,-42.64976203719072,-47.95569340146873,-49.421734451474116,-48.70453194234667,-50.50566579435412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-50.719142151700794,-48.20936398264347,-47.86388004838411,-49.20432067409767,-50.71211427574986,-43.84667649488925,-42.442834020864424,-50.96114434041077,-48.05398709990974,-47.45387336813465,-45.68841945081991,-48.61552126015149,-51.35817458889018,-50.09594895871362,-50.79650332525391,-51.12980557923039,-49.565527136653536,-50.26820046996454,-49.4039163822399,-45.48914556182908,-45.79735271261449,-49.44064487000755,-49.640436785335744,-44.31021199765666,-42.707657208991485,-47.98787727806988,-49.393762390428144,-48.70270802545668,-50.505637022877835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-50.71738107428493,-48.225328720453305,-47.90691725676403,-49.1806269286399,-50.76916979164865,-43.820614677602805,-42.4628375015823,-50.92746849852118,-48.090561861265506,-47.41194927093048,-45.68688777174654,-48.62389832550512,-51.32064300581646,-50.088791012912694,-50.788397216075154,-51.121556408055426,-49.55760030106548,-50.29218464105503,-49.37505424283376,-45.48005232373474,-45.848062124153365,-49.40273619923781,-49.67835033077057,-44.23010035657554,-42.77759980231743,-48.01080624970662,-49.36099649167354,-48.70576019247245,-50.50695917724961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-50.71636939821236,-48.21681636228326,-47.95445581135343,-49.15789115769311,-50.827073188761844,-43.77953771568823,-42.489091054725975,-50.89452794860877,-48.12880000601698,-47.37415940612095,-45.676375002831975,-48.624710438347456,-51.28494569341591,-50.074024156945704,-50.783642021208586,-51.101076286396385,-49.55520559843821,-50.31912519335605,-49.3472978874459,-45.45218318902859,-45.82799240871053,-49.36594010833993,-49.71743489830576,-44.157990238645546,-42.82626038864421,-48.03497332826646,-49.32195298537418,-48.704928018824525,-50.509604445609256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-50.70620526557818,-48.21077248967139,-48.006405937596924,-49.13515104320308,-50.88581020753169,-43.73291774966694,-42.53036239141076,-50.86233658513109,-48.16866993546071,-47.34059746365715,-45.64411652135945,-48.62771507277511,-51.251118121891956,-50.052222744783336,-50.78208751063311,-51.08294937917849,-49.55832654017112,-50.34897633546811,-49.32067441176366,-45.42632591317741,-45.81592944204321,-49.33027658240196,-49.75766739063491,-44.08546039519558,-42.85770519525756,-48.06036867834332,-49.28570319960693,-48.70914295228395,-50.51089889813688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-50.69512375704677,-48.20939111607596,-48.06268085045911,-49.10516154863187,-50.945364613904246,-43.69294455673703,-42.566675128945576,-50.8309073125644,-48.21014371390714,-47.31136184136079,-45.62343468530686,-48.632856004301665,-51.219196266311954,-50.03528400859991,-50.778655268331676,-51.067211546774686,-49.56694548080267,-50.381692219607245,-49.295213399492695,-45.40944044182353,-45.81209152836731,-49.295765888618234,-49.792865833836935,-44.00871303560677,-42.856961395623884,-48.086982585637095,-49.252306744937286,-48.71842068456597,-50.50463212831409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-50.6847754679894,-48.212702171817405,-48.12319582454421,-49.064641480674126,-51.00572145299138,-43.651061276723325,-42.586639568775205,-50.80025551242679,-48.253191230316574,-47.28655113432659,-45.61430867308427,-48.64007998056161,-51.18921510411269,-50.01405597985985,-50.77843681851882,-51.05389673465407,-49.581050470470835,-50.41722963414599,-49.27094196523438,-45.401660857551214,-45.81625147087951,-49.262429858756185,-49.82791532862983,-43.94062005199509,-42.857702572778116,-48.11480632443154,-49.22182240925323,-48.725901378206856,-50.49977994442152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-50.67518208044973,-48.2203023889869,-48.1783411967774,-49.02511883946922,-51.06686698673033,-43.60759852334632,-42.62141818021979,-50.77039428061272,-48.29778587320974,-47.248083314709305,-45.59420943098489,-48.649332480033756,-51.161212592377225,-49.9790521911045,-50.78139289856285,-51.037324356855166,-49.600630008943334,-50.455545870202954,-49.247891947862634,-45.403125901665824,-45.82819220175735,-49.2302886110512,-49.86408828190875,-43.88142089859404,-42.86923688580523,-48.143828745042455,-49.19088606549251,-48.7191494194509,-50.49631381112505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-50.66636445366448,-48.230691569874054,-48.22970070495066,-48.986603262837214,-51.12878615710688,-43.57119816862684,-42.67073218563908,-50.741340409239186,-48.34390203503866,-47.20331769740419,-45.56755237673169,-48.6605627493891,-51.13522729202452,-49.94617750356259,-50.78748476979655,-51.01317020735698,-49.62567576109141,-50.49659875777443,-49.22609355764177,-45.388146091096985,-45.8477040022732,-49.19497540443824,-49.90028448096905,-43.81378904001899,-42.891340537313795,-48.17404224565071,-49.157425610223896,-48.694601329106895,-50.4942034347932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-50.65834430970988,-48.24591076071413,-48.28511240019549,-48.94910247596654,-51.19146528630142,-43.5419878065546,-42.73431044761678,-50.713107861830565,-48.391512829394756,-47.16294160416916,-45.549085500913414,-48.67371983629761,-51.11129848219352,-49.91828366611408,-50.79667537493521,-50.99143938698245,-49.65618544700314,-50.53439579328676,-49.20352031084401,-45.37274470374893,-45.87458488364177,-49.15681282007789,-49.928610560484344,-43.74374909657735,-42.909216803240604,-48.2054358129765,-49.12694379989445,-48.675064021562726,-50.493421455990685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
