,169,191,213,214,236,258,259,280,281,303,325,326,347,348,370,392,1273,1295,1317,1318,1339,1340,1362,1384,1385,1406,1407,1429,1430,1451,1452,1408,1363,304,393,1475,371,1296,1386,237,192,1341,1453,349,282,1364,1431,327,1319,215,260,1274,1409,1342,170,394,305,1498,1476,372,1297,1387,238,1320,1454,193,350,283,1365,1432,328,1298,216,261,395,1499,1410,1275,1343,417,306,171,1477,373,1388,1276,1455,239,351,1321,194,284,1366,1433,329,1299,396,1500,217,262,374,1411,1344,307,1478,352,172
0,-51.58710721046791,-49.83676345772969,-50.02504806828494,-50.68638320364712,-46.97768702239436,-45.767041833204516,-50.812770379704276,-48.7365871584428,-46.43375174956921,-40.46851262251124,-45.74216928467369,-49.49324809125697,-50.42722459561662,-47.20902341779695,-48.2452831859727,-51.03672304443842,-50.918783205536,-48.029466272472604,-46.96983720629153,-50.36410347426687,-49.39259945118698,-45.66206254245951,-40.741340707379045,-46.39415007888338,-48.77573705936895,-50.85659993332143,-45.85560458150398,-47.16747687884514,-50.12066157732075,-50.75081884008843,-49.92283173318824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-51.58721170728881,-49.840942890484214,-50.041048250854175,-50.670557063231016,-46.95320766791477,-45.72384123242492,-50.78642705184297,-48.75975743913963,-46.36283815131684,-40.42156037302998,-45.797656071369744,-49.45448997933575,-50.45313391608147,-47.19041274952172,-48.24281301552621,-51.04928307775144,-50.90796552575875,-48.03763678013273,-46.997834560141186,-50.33569414228449,-49.432657135771684,-45.6186955574531,-40.88647935152487,-46.41933256173705,-48.758582042845326,-50.88425980030074,-45.93129879744381,-47.199088048219636,-50.110080675609446,-50.76806217338607,-49.92442277490532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-51.57351503503974,-49.850178931578604,-50.04671174899515,-50.655497706196215,-46.930581602427736,-45.68762719089014,-50.7607759633655,-48.785163834794176,-46.293486304908015,-40.397176320662766,-45.856582737675076,-49.41739689981213,-50.479424877543735,-47.17902669041392,-48.24364976679525,-51.062256402604305,-50.89765671492312,-48.04934296892541,-47.033056628055206,-50.302664267962705,-49.47173053626727,-45.57925809784891,-41.05515098126788,-46.448252007855146,-48.73431578789166,-50.91256901169869,-45.99592505104273,-47.2311743363927,-50.09988014480511,-50.786048646197585,-49.92941434860527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-51.561402128000715,-49.86449768921263,-50.05656599642477,-50.641218467881686,-46.90497935748852,-45.66909350614299,-50.735827510294335,-48.81275011961981,-46.22765522694508,-40.39533324018858,-45.91889363989762,-49.38200382427076,-50.506445826978926,-47.17186503584241,-48.247731637960094,-51.07563259357743,-50.88708567876178,-48.0646525058354,-47.075354660788086,-50.27035090050363,-49.50248814282938,-45.52456830136781,-41.24769502632044,-46.48082046042841,-48.71079559112381,-50.94151965139419,-45.93778502920181,-47.26108644260063,-50.08566113008247,-50.80476513710025,-49.92511107349489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-51.55118344045532,-49.883929095785675,-50.07053489956288,-50.62773613377259,-46.88478292850104,-45.667667837069956,-50.71159099221079,-48.84246075557897,-46.165420366899184,-40.41604560143813,-45.98453338591182,-49.34834692748544,-50.53418910973909,-47.148810337993964,-48.254997283541655,-51.08940335351641,-50.876877649126406,-48.08363827494485,-47.12458780394313,-50.23875977830083,-49.53486105911654,-45.45480176209466,-41.46076123739051,-46.51695564181722,-48.68970411792154,-50.97110271493289,-45.82722037318963,-47.295623415977204,-50.075783891962274,-50.8241974990476,-49.92571794963769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.54288937014394,-49.90850218223141,-50.08854298168025,-50.615064936017546,-46.87012054589527,-45.6677021654247,-50.68807715349382,-48.87424031873973,-46.10686253707775,-40.45937298834643,-46.05029626804174,-49.31646221280491,-50.562648551145216,-47.12521727728426,-48.26538836036139,-51.103560664806096,-50.86712838962249,-48.10636662457216,-47.18061902853635,-50.207892805089635,-49.568812476618646,-45.38906788401772,-41.59753031198192,-46.5565757889901,-48.67109986395584,-51.00045655064575,-45.72958245282652,-47.31184878799952,-50.07031463511225,-50.84141233694814,-49.93120269488433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.536554235253426,-49.9237535194566,-50.11052020122208,-50.60199797657121,-46.86112336204735,-45.680889514604885,-50.66529500212912,-48.90803904558054,-46.05206486146255,-40.5254192953404,-46.094280513182106,-49.286387800528935,-50.59181676687459,-47.10897296599748,-48.27884415087337,-51.118094873963614,-50.857847960328336,-48.13291169329509,-47.22373212930984,-50.1777638952438,-49.60430771494492,-45.32743781760671,-41.65454082893148,-46.59960235776694,-48.64942418803458,-51.030353228074794,-45.644817032822694,-47.325108557652776,-50.06931537559582,-50.85428473160209,-49.94153743365011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.5322117301817,-49.927523752742886,-50.13639615781404,-50.57590563703214,-46.857926118112715,-45.70719303728695,-50.64325575418057,-48.94380515014183,-46.00111556147471,-40.614335569122844,-46.14008169472601,-49.2581627078611,-50.62168766116564,-47.10016471585639,-48.27773987721285,-51.1329990821682,-50.84904737348267,-48.147570156705974,-47.26306187794531,-50.14676919636115,-49.64131030705979,-45.2661773619763,-41.67451074695735,-46.64596063412254,-48.62009794729428,-51.06088887861862,-45.572883044003554,-47.34270973129255,-50.06411038995944,-50.86794007812869,-49.94395311608828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.52317406602677,-49.92479563811935,-50.16610427090724,-50.55055940002107,-46.8606700349665,-45.74565423379619,-50.62196872189123,-48.981489625182334,-45.93499057578313,-40.72632284357606,-46.189148960995595,-49.2318265906645,-50.652254592707266,-47.098888749681,-48.273370629795124,-51.14826475628991,-50.84073710140935,-48.16013459460911,-47.308798478376474,-50.110392284927144,-49.679786725761645,-45.208778999821405,-41.67778440298655,-46.69557732096378,-48.59323915498778,-51.09205511844469,-45.513758773177244,-47.364541581924314,-50.04384258116968,-50.8823639795738,-49.935953109820844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
