,1,2,24,46,47,68,69,91,113,114,136,158,630,652,653,674,675,697,719,720,741,742,764,1576,698,787,92,765,608,25,743,1577,676,70,159,631,137,721,3,115,48,654,788,699,766,93,26,744,160,71,677,1578,138,632,722,4,116,49,789,655,700,767,94,27,745,161,72,678,139,633,723,117,50,5,790,812,656,768,701,95
0,-50.175269561450904,-50.062221736259886,-45.46140828921686,-43.73440795339009,-50.55772940865726,-48.48818322965193,-46.190859745147286,-44.46334285588988,-48.51575718796309,-50.85383637922185,-49.999496887265465,-51.335944670580815,-49.49753159075358,-47.907036845889515,-51.15198516737816,-49.674464877247146,-46.337773942274524,-41.60089457830595,-45.80738088993266,-48.804237925281456,-50.84171997100696,-46.208005833200474,-48.30993214990957,-50.712161891434235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-50.198589939584764,-50.05108831415662,-45.4286677878833,-43.773093260123005,-50.52864960299502,-48.52374925111468,-46.1706219518452,-44.48128006859332,-48.53296769618826,-50.82973759563565,-50.01148223443185,-51.33589091759076,-49.48567088728319,-47.932754127503486,-51.12334254065081,-49.713021860280115,-46.29104237287984,-41.67027453522908,-45.829085500696195,-48.758207268684274,-50.86956959421528,-46.14172380997016,-48.31541872038979,-50.720699963958246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-50.22500680064263,-50.04030777778682,-45.39959390222016,-43.80406187407054,-50.50045486939954,-48.55513865044759,-46.13048354728471,-44.510629458443354,-48.551521345739104,-50.80790212271736,-50.00701376765156,-51.33789968934545,-49.47668025776665,-47.96505619442271,-51.095176325437386,-49.75343951535513,-46.24652310181496,-41.717332689998244,-45.854472453339596,-48.71396328995222,-50.8981398254428,-46.083542033701846,-48.323079089613124,-50.731749387543026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-50.25447584221578,-50.02223788246149,-45.37429736227648,-43.8473634532732,-50.473155578526644,-48.587588591948546,-46.095542711777995,-44.546896316971726,-48.571387753732566,-50.78469305984796,-50.000675257794825,-51.3419421463664,-49.47061087551957,-48.00389779940119,-51.067489571989626,-49.78981580645892,-46.20424975705987,-41.7457385410591,-45.88345693687759,-48.6715514369319,-50.92742349184974,-46.03355877123583,-48.332856359963976,-50.745325803544816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-50.286953520221914,-50.004682683331396,-45.35289456177833,-43.90272581381638,-50.43502530388865,-48.61926186034286,-46.05686261028169,-44.57535769685346,-48.59253964263452,-50.749886489925885,-49.99883156899954,-51.34479275756635,-49.467517157433925,-48.04798198638703,-51.040284639177614,-49.82430522657793,-46.16425595378579,-41.76979330414484,-45.91595784516895,-48.63102042168713,-50.957415077391616,-45.99187638664837,-48.34469364736168,-50.75023665155412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-50.32239784366513,-49.98764315664086,-45.3355053451569,-43.969885935938066,-50.39775429597255,-48.65258484154586,-46.01327697133154,-44.53635517512096,-48.61291605509059,-50.717334284837186,-49.978822122008495,-51.33643244187273,-49.46422652776939,-48.06961177185401,-51.013564698746436,-49.86058697010349,-46.12657682637548,-41.77703208979415,-45.951896320754585,-48.592419734414854,-50.98625486111645,-45.958604116178385,-48.35853389732155,-50.74997098944452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-50.36076685289557,-49.971118895528846,-45.322252995523414,-44.0485919622303,-50.36135261328699,-48.6875220439892,-45.96915435417447,-44.474464102669664,-48.63266804465071,-50.687068925698526,-49.96237401583538,-51.330116226858365,-49.45565028579662,-48.09768229057848,-50.98733284992113,-49.89862239790068,-46.09124929186463,-41.774533380617875,-45.99119678541654,-48.555799742461744,-51.01107048983846,-45.93385449427735,-48.37432431311325,-50.752250450377765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-50.40202184112812,-49.955108514597455,-45.313266504044556,-44.12624272385351,-50.325839540181406,-48.724036611318,-45.90283202799648,-44.422377883218616,-48.65349419772271,-50.65912454582345,-49.95041644057114,-51.325813228333814,-49.45011696919687,-48.132142449395076,-50.959983783233476,-49.938369557862345,-46.05831092070811,-41.743054043578596,-46.03378569392359,-48.521214515184326,-51.036596951969614,-45.91774381288034,-48.39200881488108,-50.75708888536024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-50.446124216364254,-49.93961669323888,-45.308677045922835,-44.204807178709714,-50.291234851433046,-48.76209602698034,-45.84201909658415,-44.3818607242338,-48.67537233496046,-50.63353612072721,-49.941310901256834,-51.3234949044439,-49.447676557383005,-48.14554972976693,-50.929218060375135,-49.979791090782115,-46.02780082894836,-41.729687419373256,-46.07959310293354,-48.47030704771313,-51.062826348650106,-45.91039616844539,-48.411534522587196,-50.764500073763756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
