,831,853,875,876,898,920,921,942,943,965,987,988,1009,1010,1032,1054,1055,1076,1077,1078,1099,1100,1121,1122,1143,1144,1145,1166,1167,1189,1211,1212,1233,1234,1256,1278,1279,1300,1301,1323,1345,1033,854,1257,1190,966,1346,1123,1368,899,1324,1056,1011,1235,1168,944,1302,1101,832,877,1034,1213,989,1280,1146,922,1079,1012,1369,1258,1347,1191,855,967,1124,1325,900,1057,1236,990,1169,1303,945,1102,833,1035,878,1214,1281,968,1147,923,1080,1370,1013,1348,1259,1192,856,946,1125,1326,901,1058,1237,991,1170,1304,924,1103,1036,879,834,1215,1282,969,1148,1371,902,1081,1349,1014,1260,1193,947,857,1327,1126,880
0,-50.60816438506247,-49.3666869201511,-50.21497370461038,-49.394867256135335,-46.29433635227482,-45.569386241017455,-50.64817543348496,-48.67699090838896,-46.58211130634088,-42.2656957714296,-44.42819482871854,-49.71593542758751,-49.12834130183921,-44.98981234804361,-41.7222723138823,-45.867878378140716,-48.64026988064804,-50.191043004250105,-43.82302387146432,-51.117797325861325,-42.56568817249156,-47.219592240186756,-47.35880959413975,-42.23024632438808,-51.16415343238896,-43.58901084880184,-50.24133186922146,-48.58079363973711,-45.85441338903139,-40.84658424017288,-45.181856520041464,-49.4376650363854,-49.8027733429769,-45.79968211513405,-44.72129235720429,-48.04006114186909,-50.14391470627657,-51.18154868562348,-48.62471142260425,-48.99466253779628,-51.10166388277277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-50.62291177891423,-49.37990460307577,-50.218661147118915,-49.36333778511091,-46.30407821616376,-45.56868789966146,-50.62146231668039,-48.70092589847658,-46.526248612786304,-42.22930805741467,-44.459670368260866,-49.669436466296006,-49.16853626922603,-44.93272647157667,-41.67946284968549,-45.91336308669669,-48.59977521464579,-50.21027962774798,-43.74134878101707,-51.078442180986876,-42.57435865508051,-47.14925525184185,-47.42819818243511,-42.219984523798544,-51.1983381291876,-43.68135914442309,-50.2107691509681,-48.619904809410755,-45.79354563942955,-40.7803089490249,-45.24809585116688,-49.38950532579766,-49.83881832281099,-45.75769848972662,-44.72849217553636,-48.05480198241713,-50.13391947077722,-51.21437302072362,-48.581172596899656,-48.9969134672603,-51.10762763446469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-50.60814204652096,-49.39831273956188,-50.22552164544055,-49.33277901522765,-46.321464438900804,-45.58022076981868,-50.59550647367602,-48.72731166480239,-46.463209962924346,-42.21995171467245,-44.50265318669223,-49.62357412167094,-49.204408341977185,-44.88403999155736,-41.64874021691472,-45.92903145991603,-48.56128173098148,-50.23065023099315,-43.67164904343893,-51.03979341993959,-42.58528904867844,-47.08200651195127,-47.493974234178005,-42.239501243024044,-51.23322717559496,-43.778737641753764,-50.181272517198536,-48.66091320882656,-45.738894241307506,-40.75224649095559,-45.320570478866415,-49.34280271368331,-49.875861028296285,-45.688270736343966,-44.733095774202184,-48.06588999220844,-50.118380716218375,-51.24765397194685,-48.53600480415382,-49.00305288021432,-51.11443317840796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-50.60056397000922,-49.42189839260762,-50.23550099443394,-49.30321221482899,-46.34662818155767,-45.60376952968224,-50.57032103660993,-48.756086885398474,-46.403421638705986,-42.195460268632495,-44.55675130507821,-49.574530542487906,-49.241809116079516,-44.84401292605544,-41.61270692721129,-45.94663867634075,-48.52483983192734,-50.25212244532014,-43.61891051034958,-51.00186383407628,-42.62415842416212,-47.017941413786666,-47.54342476796325,-42.28174043061546,-51.26880802271871,-43.83529909073811,-50.15286596130916,-48.70377321103924,-45.69067618181336,-40.76246448031619,-45.38648760670228,-49.29759512149148,-49.91388343888489,-45.628262031936266,-44.75208164244533,-48.0789681202785,-50.087359638475846,-51.28138652129394,-48.497199057256246,-49.013030125439094,-51.12206317105981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-50.59757205410029,-49.45057881906209,-50.24854054647024,-49.27466258516601,-46.36718106810947,-45.63913268485628,-50.54591645638186,-48.787193024740546,-46.346966668456446,-42.13586046852858,-44.62159573030107,-49.52668946690933,-49.280701831861926,-44.812917894386175,-41.55715470750769,-45.960312104350834,-48.48071707276447,-50.27467373960918,-43.58381570193377,-50.964665208168526,-42.68864948167061,-46.95715854272145,-47.58835010274244,-42.1919954109304,-51.30506900610824,-43.897675098666255,-50.12108048390388,-48.748439147594745,-45.6491214626014,-40.811169673313195,-45.436484691840704,-49.25391986763192,-49.9528674324715,-45.57800820629656,-44.78526013295044,-48.09399236602328,-50.058702745735246,-51.315567923598195,-48.464819433691005,-49.02679151126442,-51.13049934709707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-50.59388714964038,-49.46240577688397,-50.2645875095019,-49.247153863980024,-46.35500767150003,-45.686123133817624,-50.522305747564396,-48.82057104489575,-46.29393187739339,-42.10458613287341,-44.696834674858465,-49.480077387643995,-49.31934755879196,-44.791040741346926,-41.49664845701196,-45.96941080853797,-48.43654559296651,-50.2982842903139,-43.56708965829279,-50.92820925269293,-42.744139577368365,-46.89976440080179,-47.63618548969947,-42.11322090707645,-51.34199897505228,-43.94371872407739,-50.08918655712948,-48.78538992240058,-45.58219072318474,-40.89870980944159,-45.484731809808245,-49.21181811446072,-49.99279451239321,-45.534321565832805,-44.80945451742387,-48.11091777356464,-50.02195948704327,-51.3501946441495,-48.43893526867725,-49.0442895569214,-51.139724674708866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-50.59517339185671,-49.4701894007434,-50.28358847804479,-49.22071150668237,-46.331498507202504,-45.7351394896473,-50.49470489202311,-48.85616890127891,-46.24440708480422,-42.101932829926085,-44.78213310006065,-49.43472212422091,-49.35681578798491,-44.77867910828635,-41.440939363446944,-45.98425529551811,-48.394530313452776,-50.3229328747359,-43.52571605237466,-50.89250902034327,-42.82600622406183,-46.845864852908505,-47.68684737196989,-42.065791584745504,-51.37958620831533,-43.98028305972173,-50.05837474109187,-48.818924438185356,-45.49332800105775,-41.02558758062567,-45.525453928707115,-49.17133058384147,-50.03364926406137,-45.47680000388873,-44.80901041959783,-48.129702773817925,-49.98040840192302,-51.385262338994025,-48.40156954929921,-49.06547325892777,-51.14972074129507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-50.604017698453546,-49.47971419848776,-50.30549500179462,-49.195360749739805,-46.298256980503574,-45.78799000851879,-50.467262217409456,-48.89392972645862,-46.198485390708235,-42.10539490307422,-44.861871537005726,-49.39065093993189,-49.395661469145544,-44.730379781017376,-41.40569959178899,-46.00465818341047,-48.35472398694187,-50.34860075381344,-43.486091899610756,-50.857578149229006,-42.878236042182785,-46.791277572500434,-47.74025334592375,-42.050586518118685,-51.417820638492095,-44.02988901286234,-50.02373344347042,-48.85428819029849,-45.41123822341624,-41.192467792297336,-45.572044692459606,-49.13249970048372,-50.075414835384784,-45.417025824361275,-44.80967980767731,-48.15030668502619,-49.941271699540984,-51.420767944839945,-48.36147165202121,-49.08653604866301,-51.16047203399849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-50.61804332386362,-49.468573703462866,-50.33025642141904,-49.16757885273392,-46.24981356759161,-45.85187390498045,-50.44065150834261,-48.933803545200895,-46.156263409689124,-42.09717200913933,-44.93339431561444,-49.34789356273342,-49.43585085725144,-44.66717519180207,-41.39038210374578,-46.03044040193994,-48.3171839625452,-50.375268489053454,-43.465838711780656,-50.82342980650729,-42.92801526103205,-46.73042553040507,-47.796325301373685,-42.00865189016618,-51.456690597426174,-44.09313652200695,-49.98007801400844,-48.8914346819394,-45.33613262532127,-41.39834725747534,-45.62431406114846,-49.095369545464436,-50.107354261279575,-45.357603211282296,-44.82354044374933,-48.17268874682113,-49.90460608637325,-51.45238441390512,-48.328017452874555,-49.092493890779934,-51.17196136283237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-50.5828049093993,-49.462627156656616,-50.35782564598897,-49.13750371210595,-46.197499067211034,-45.92660313826854,-50.414884838258715,-48.9757397319495,-46.11784079027238,-42.0854071502464,-44.98082725428826,-49.306479542180774,-49.477351712046556,-44.597802264005956,-41.40350217379912,-46.0614314358392,-48.281963771338695,-50.40291784444713,-43.43765865469834,-50.79007703543564,-43.0032926923508,-46.67331159085314,-47.85498835817837,-41.94926757152895,-51.49618654438926,-44.13083298518393,-49.93746599710151,-48.93032109834023,-45.26823152640212,-41.56533309516112,-45.68207976136546,-49.0599856118012,-50.13765844546513,-45.30348252244423,-44.85036362395245,-48.19681145887981,-49.870471591143286,-51.48439758350796,-48.30126741495225,-49.09906067321942,-51.18417323479835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-50.544641355856356,-49.4618373400963,-50.38815584210829,-49.10865544664652,-46.131641711241954,-46.011995610442284,-50.389973983259694,-49.01968983780114,-46.08332121943314,-42.101684105026614,-45.03053877599878,-49.26644109775203,-49.52013205228698,-44.538323446057774,-41.44039847456179,-46.097466981582315,-48.24912358533048,-50.43153035313968,-43.39640649474431,-50.75753565200611,-43.10327863778923,-46.620048046732805,-47.916169126525176,-41.923724553310954,-51.53168353540353,-44.163044114959135,-49.89592082252198,-48.97090409425674,-45.20776640984475,-41.68807958567336,-45.74377162523372,-49.02639518019724,-50.168914907081366,-45.24657835713906,-44.854189031122345,-48.22263643242857,-49.83893063998931,-51.51681120331554,-48.281286976755,-49.09803035469239,-51.197091878235135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,-50.50676234763017,-49.46617266311748,-50.42120252398944,-49.081062087714066,-46.062178993182414,-46.08035818863137,-50.36593307163815,-49.06560636903898,-46.052812127578626,-42.095454357816834,-45.08725158599481,-49.2278092930551,-49.56416264212631,-44.48750905757944,-41.51688902532942,-46.13838862536696,-48.21872518114184,-50.46108873452931,-43.375116261456306,-50.72581872476049,-43.22724676789926,-46.56612393099047,-47.979798577947015,-41.9326914124456,-51.56697382981421,-44.20465009254137,-49.85546743652016,-49.01314437786283,-45.1501072829064,-41.76469035097547,-45.79820286251145,-48.99464760343524,-50.201108106763115,-45.20101930645044,-44.860118863137906,-48.25012654377915,-49.81004612097262,-51.54962309458506,-48.26814600650805,-49.100428678871715,-51.21070134347558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,-50.47142450380442,-49.47560159277697,-50.45692091289112,-49.05475099553009,-45.98513617697097,-46.14509721820107,-50.342775232083106,-49.113443853658374,-46.026424576678565,-42.10442975900152,-45.14954935101288,-49.1906185301698,-49.609413673682866,-44.427924892508855,-41.632243681813435,-46.18404690443883,-48.19083070712267,-50.4915756221646,-43.33571050683211,-50.69223010376918,-43.266385709742,-46.49798117805685,-48.04580986958119,-41.91910468036788,-51.60287442363589,-44.258508720861116,-49.81613085776392,-49.057001519911545,-45.077397868638194,-41.79560260765566,-45.83203713244867,-48.96479232735999,-50.23422215455663,-45.167072415258396,-44.86492176090982,-48.2792482261953,-49.77897531540727,-51.582829524302866,-48.25310814794109,-49.09497904468226,-51.22498713416812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,-50.438651403960534,-49.49009600681015,-50.49526902616316,-49.029752897975776,-45.90023253213139,-46.21987270699691,-50.32051303066819,-49.16315722832735,-46.004273176610404,-42.13944144125649,-45.21999598368748,-49.145770468365356,-49.65585690400378,-44.3686259717354,-41.731603119668314,-46.23429611272574,-48.16550493977809,-50.522974651041565,-43.317273937157594,-50.658528471315336,-43.26606685578639,-46.43391741199388,-48.08479406397027,-41.92522730423204,-51.63937374171903,-44.32419889879263,-49.77793569587503,-49.10243716827887,-45.01257742530643,-41.741833278274285,-45.87105092972632,-48.932341272761334,-50.26824178332965,-45.14501556740721,-44.87235215744328,-48.30996553658309,-49.73573125901923,-51.616428445249,-48.24063908586703,-49.08360897733357,-51.23993391744357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,-50.40847153788573,-49.509629379190024,-50.53121404359952,-49.006098248493785,-45.81677441070986,-46.30028670870388,-50.29916163793919,-49.214703339714596,-45.98647798837117,-42.16929477026682,-45.293507358431135,-49.09774323551122,-49.70346529726577,-44.31685782424285,-41.7987931339039,-46.28899768556792,-48.12342753739468,-50.55527064302762,-43.3204835648436,-50.62570114172365,-43.28341930050093,-46.37405298644773,-48.10801468471399,-41.91786416943045,,-44.401319125856986,-49.7409105977081,-49.149415874235835,-44.955881171983464,-41.6654855896422,-45.91506779398057,-48.89552632906838,-50.30315265940264,-45.1321453354109,-44.85562561508489,-48.342247001690986,-49.69517520662272,-51.65041536492963,-48.231969349521705,-49.075707566348335,-51.25552854927992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
