,924,946,947,968,969,991,1013,1014,1035,1036,1058,1080,1081,1102,1103,1125,1126,1147,1148,1169,1170,1192,1193,1214,1215,1237,1259,1260,1281,1282,1304,1305,1326,1327,1348,1349,1371,1372,1393,1394,1416,1438,1460,1059,1461,1238,992,1483,902,1439,1171,1104,1350,1283,1037,1417,1216,925,970,1149,1328,1082,1395,1261,1015,1194,1127,1373,1484,1306,1462,948,1060,1239,1440,993,1172,1351,1105,1284,1418,1038,1217,926,1150,971,1329,1083,1396,1262,1016,1195,1485,1128,1463,1374,1307,949,1061,1240,1441,994,1173,1352,1106,1285,1419,1039,1218,1151,927,972,1330,1397,1084,1263,1017,1486,1196,1464,1129,1375,1308,1062,950,1241,1442,995,1174,1353,1107
0,-50.361182344178125,-49.886917445063396,-51.48532622663511,-51.09812457259484,-48.555304294970696,-45.670854363814286,-46.733430284402566,-49.72924672455931,-49.957264829744574,-45.216240645267035,-42.4960429508851,-46.136323780346984,-48.25806238837338,-50.45800264047092,-43.14893416137689,-42.13283678546637,-50.95973224220942,-47.54314208746722,-46.98930409979979,-51.36557516889433,-42.26633628521065,-44.135035451213945,-50.12498203305632,-48.875975486788484,-45.64031397805421,-40.92031465468848,-45.519751531287724,-48.804172906786256,-49.97959337714937,-43.92733736868635,-41.963527044297024,-51.54264411310022,-46.70976255705206,-48.01744011770552,-50.819064728447756,-44.42230317170866,-45.1418042592099,-51.455125849143386,-49.01399568444164,-48.99519126033364,-47.96560234498544,-49.291066114886405,-51.57375307409184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-50.37572638827196,-49.894668834335576,-51.45634197516137,-51.11758372016905,-48.543203677063104,-45.762537343911916,-46.7816837460111,-49.692989601254645,-49.99467434803468,-45.16645140225418,-42.4734822342738,-46.19700885605231,-48.22156238059602,-50.4950037475912,-43.11215411440949,-42.16891451193581,-50.932438392063084,-47.60896307388887,-46.936650810690935,-51.41001842999819,-42.256857545086206,-44.16050961961788,-50.098891744268855,-48.91736772655059,-45.57512440055291,-40.846071695099056,-45.600997673359345,-48.763954006336085,-50.01726359906235,-43.88190340703239,-41.9912440838585,-51.51860106797975,-46.7675174892087,-47.968486897959615,-50.85045344310764,-44.34800364576137,-45.17094819644191,-51.42557573378531,-49.048738832177854,-48.966658394701106,-47.93766261899819,-49.31516414613828,-51.59226815692598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-50.35324956203521,-49.90693886465644,-51.42770819546617,-51.139071414884974,-48.532952524375915,-45.84432271857466,-46.8239702034215,-49.649800935717145,-50.03340170305825,-45.12310377421513,-42.4428195359763,-46.26244997161177,-48.18726195687119,-50.532888705449686,-43.09462771778876,-42.23079816566884,-50.90597864421089,-47.6773340070963,-46.88795422252248,-51.45346508527686,-42.18640283743953,-44.19924789762664,-50.0739646333442,-48.960482536941015,-45.51669151430352,-40.81414248947429,-45.6709655841292,-48.72548723796049,-50.05599560607165,-43.82547661984561,-42.03281457526921,-51.49525340098898,-46.82509189716484,-47.922281610447314,-50.87834300909507,-44.27860959896645,-45.20805961821732,-51.39698777157088,-49.08354611630915,-48.94197115773815,-47.916633554902155,-49.34165682545752,-51.611228060862054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-50.3300295862497,-49.92368692322448,-51.398971082751984,-51.162547010923504,-48.52459871167057,-45.93396793297758,-46.87311318159196,-49.607538398730696,-50.073415410794766,-45.086404673143534,-42.40455122061111,-46.33249278247775,-48.15521757847477,-50.57164012409789,-43.05456467864559,-42.31773813072637,-50.88036933316104,-47.74259478059284,-46.84333300900471,-51.494340183445104,-42.12709389286678,-44.25079957946987,-50.05022480484841,-49.00527857273958,-45.46524478381279,-40.824306602436884,-45.722814389368985,-48.680086985774224,-50.095769235330536,-43.78314570350848,-42.10315688708373,-51.472613031013914,-46.87575608145646,-47.87889771505199,-50.90539250536707,-44.198008946638694,-45.252928253576215,-51.36937858928241,-49.1194431429643,-48.92121164356276,-47.88646527497818,-49.36371024505778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-50.309887813162675,-49.94487437290006,-51.36836451858766,-51.18797001174771,-48.51819161226334,-46.001530915320856,-46.928939349093525,-49.566219178320154,-50.11468693533581,-45.05657133582622,-42.38886512273911,-46.40698978649843,-48.12548530502865,-50.59916070533524,-43.016321209293274,-42.42903922381994,-50.85562700007486,-47.767798262538264,-46.802912100578446,-51.535809747298785,-42.10078099120046,-44.31473608950241,-50.02229543038968,-49.05171410562963,-45.398546923854425,-40.87651750578121,-45.7783642045423,-48.63274218741281,-50.13655935107732,-43.74199477857259,-42.115026028655784,-51.45069383391326,-46.929469910864626,-47.83841027165069,-50.93317354900243,-44.13519075211809,-45.30534960633525,-51.33500599714617,-49.156407049020096,-48.904461127630114,-47.852479534481304,-49.380404504093164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-50.292849693678235,-49.97046323480237,-51.33816441975658,-51.21530262303174,-48.51378221781086,-46.08028128970139,-46.988398382691194,-49.52586060301036,-50.15718799444606,-45.02848817489033,-42.381185392087524,-46.48579887520464,-48.09812518322087,-50.62542401896718,-42.983122962364455,-42.5539686928662,-50.83176826815843,-47.79582010498409,-46.747545278428674,-51.57786320453898,-42.09528943258822,-44.3906474731922,-49.97858717325633,-49.09975050126778,-45.32417001391691,-40.97090330038918,-45.83075358484594,-48.587231354120554,-50.17834498449521,-43.677560332829216,-42.094866104117486,-51.4290783805044,-46.986150323020716,-47.80089767460705,-50.96167325612629,-44.08557828977295,-45.331003685369794,-51.2961991949798,-49.19441643626798,-48.891805564322716,-47.825985763342835,-49.39952444319991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-50.27893986683378,-49.998074955382286,-51.3083748286065,-51.24450590259842,-48.488344249709165,-46.135206509829175,-47.03866945457839,-49.48648116204444,-50.20089180441631,-44.968848664258545,-42.3613712661479,-46.56878416671663,-48.07319860160186,-50.65204783471017,-42.92560033844573,-42.66993474104253,-50.80736880473633,-47.82658765317875,-46.69247276200573,-51.62049202070744,-42.06738973015719,-44.47170912370656,-49.93594461257318,-49.14935044832369,-45.25725526641007,-41.10776732731048,-45.889605151284755,-48.5435997847926,-50.21740389455755,-43.574244199952744,-42.10163070786274,-51.40517528292924,-47.04571550750319,-47.766443078021396,-50.99088008127818,-44.04325022817091,-45.33511882684781,-51.25834295623898,-49.23345197558798,-48.88333358552699,-47.80699050341524,-49.42101773716537,,-51.62221163654778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-50.26818280150026,-50.02086204946064,-51.279000836885665,-51.27554327108828,-48.44771831177228,-46.19754365126341,-47.09521154751911,-49.44809870059383,-50.24577083292876,-44.91603416488479,-42.37189237231373,-46.65581511129437,-48.03165278854984,-50.67473316197545,-42.888660366895394,-42.73309832942755,-50.78029671675523,-47.86003490513335,-46.64178601557728,-51.66368667339539,-42.071044359037266,-44.511132409424036,-49.89439268880106,-49.200475903212144,-45.198073520684474,-41.28759509655083,-45.95469978305387,-48.5018944014844,-50.24677049036973,-43.48572272111916,-42.09838471793029,-51.38199562925972,-47.10808505157233,-47.72327469631072,-51.02078339513188,-44.0193691237329,-45.34662151688579,-51.22145762658006,-49.27349266255436,-48.87913617634014,-47.79550446598364,-49.42800629327089,,-51.58708317300275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-50.26060378221075,-50.0479138998903,-51.25004624961293,-51.308379468403835,-48.409003063030696,-46.236148578350054,-47.15784777441751,-49.41073329024548,-50.29179490875218,-44.87022545123712,-42.39988235181154,-46.746768541615054,-47.96747554472059,-50.69834385293169,-42.83297200965636,-42.7975679149891,-50.75409977738657,-47.89609584193103,-46.59561491608767,-51.70743853269034,-42.06787165376399,-44.56223500221603,-49.85395686631793,-49.243661493584156,-45.14690774251036,-41.468375652342424,-46.02583007330676,-48.462162645785284,-50.277170016443065,-43.412561276304444,-42.088481440479335,-51.35955273612987,-47.17318651106335,-47.68193023080308,-51.05137050819529,-43.970615481695326,-45.36533540025814,-51.18556161411348,-49.31451943504409,-48.839291539399696,-47.79153967579134,-49.4171602169658,,-51.55252986203183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-50.25622893722337,-50.07918807037888,-51.22151562352669,-51.34297819725329,-48.372254986875866,-46.26196502147025,-47.22640824654207,-49.37440549697817,-50.338938417228725,-44.83160865686985,-42.44667812664236,-46.829119124017524,-47.905474229630826,-50.72286219848911,-42.74432883306413,-42.82198892181028,-50.72587243278055,-47.93470643814289,-46.55409492332703,,-42.02044042980148,-44.62461188087667,-49.81466586362014,-49.284545314440386,-45.10405821654401,-41.621138463637635,-46.0965544918211,-48.42445586065256,-50.30858253844295,-43.35535624547826,-42.1044625148808,-51.32632443079808,-47.240945420546076,-47.627223342118725,-51.08263200917221,-43.92602160372504,-45.37576023978268,-51.150674495799855,-49.35202321309926,-48.79106560887942,-47.77816595935357,-49.40871916624062,,-51.51856141313483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-50.25508728263667,-50.1146413193709,-51.193413677807406,-51.379305883627225,-48.33753148688186,-46.25578080811116,-47.29971222424304,-49.33913395859582,-50.38717830198196,-44.80037702754874,-42.478158459509814,-46.89288353445852,-47.8457057737745,-50.748271042668726,-42.59617445184564,-42.86765690782001,-50.696432542593044,-47.97580669191228,-46.517366873676345,,-41.99944869987369,-44.685357693912096,-49.776545546418404,-49.3269028095669,-45.06347749959634,-41.7524518804,-46.157837754985344,-48.38882567990631,-50.340987524674645,-43.31474117179493,-42.11350290173223,-51.29232412484018,-47.30223895726396,-47.56186380821053,-51.11455621970994,-43.900716424780306,-45.393615600573995,-51.11681587997168,-49.384750886607414,-48.74696568483102,-47.76942478495198,-49.40262979302399,,-51.4851862719114,-51.60830822853743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,-50.2572043741835,-50.154236851963184,-51.16574590101492,-51.417328745185394,-48.30488980058867,-46.249557679234044,-47.33909952171434,-49.29485403520065,-50.436490155861705,-44.7767309223958,-42.48725287179781,-46.94502017603256,-47.78822834052189,-50.774554073367206,-42.47040260370988,-42.93137506448045,-50.667893835268515,-48.019336909957616,-46.48557712001477,,-41.95305537785019,-44.744096959856485,-49.73962458837521,-49.37069726642518,-44.99645901782179,-41.82157467944998,-46.2125522325752,-48.35532566757716,-50.37436569765306,-43.28108433232268,-42.12636082270039,-51.2590000577308,-47.35213634347111,-47.49962449402541,-51.147133021624384,-43.895118654222316,-45.41872340257367,-51.08400719973523,-49.41839525199764,-48.707095884792324,-47.75863795796483,-49.39883701638159,,-51.45241555201952,-51.57707329923468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
