,10,11,32,33,55,56,77,78,99,100,122,123,144,145,167,526,548,549,571,572,593,594,615,616,638,639,660,661,683,705,1563,617,706,190,684,101,550,168,34,662,1564,595,527,79,146,640,12,573,528,124,57,707,618,191,213,685,102,169,551,663,35,596,1565,506,80,147,641,125,13,574,529,214,708,58,619,192,730,686,103,170,664,552,36,597,148,81,507,642,1566,215,126,709,731,575,14,59,530,193,620,687,104,171
0,-49.33415807165864,-50.55668362312727,-50.87387932230064,-46.00803469542023,-42.77731516220773,-51.51417518236454,-46.76155444239817,-47.628074271404685,-51.18136445010292,-44.02117694907013,-46.68037494046171,-51.22311208773779,-50.52506053518145,-49.53496021304279,-49.35743933645888,-50.62302757200409,-50.68788078401623,-50.90525708136429,-47.61949093467349,-50.65806630178316,-46.236772745233026,-45.946246280764235,-49.13891797724059,-40.53329663118235,-46.371338429452635,-49.05922631796598,-50.792694279212924,-46.95010940664418,-48.365582981911395,-51.411362514916874,-50.43412066191116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-49.368581688613716,-50.535841525060604,-50.89399527439488,-45.99253812429727,-42.79748923222148,-51.479094192391145,-46.7987602740741,-47.595284724576885,-51.21215997128765,-43.99255407822655,-46.654194925811694,-51.18268149607982,-50.54654054118356,-49.49157981586463,-49.361730592459665,-50.62086222357586,-50.72776990268147,-50.89136295005435,-47.60628193147846,-50.630337130579115,-46.225768438123254,-45.88009250454631,-49.15736092619159,-40.634691968415275,-46.43964375042066,-49.012367924506314,-50.82802798188318,-46.891940866233675,-48.37662477066829,-51.42974464146591,-50.40325748375034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-49.4071566762121,-50.515531724780985,-50.91557509363184,-45.97938892583492,-42.816032853282735,-51.44459741725838,-46.83929188290266,-47.56521456374389,-51.24359840918282,-43.94124069017287,-46.632598785829956,-51.14351904321428,-50.568692392297606,-49.447124926580905,-49.370648821487634,-50.6229379982348,-50.76994842212506,-50.87829707064827,-47.59655797023568,-50.603307616795334,-46.2243433259166,-45.81638148911604,-49.17774991973036,-40.75775983223912,-46.510951476821674,-48.96738805814353,-50.864012573990706,-46.80477556190996,-48.38415732745898,-51.448419755117136,-50.37488917327573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-49.44983469545978,-50.49575593772641,-50.93858522790744,-45.9686356044197,-42.840121794792594,-51.41069372019481,-46.88305558779823,-47.537936177927904,-51.275672478729255,-43.867667485557426,-46.61546170505427,-51.10564564590202,-50.59150755176617,-49.39713028708841,-49.38416510541099,-50.62926646489848,-50.80010369544667,-50.86607690566173,-47.583121314438856,-50.576984395143654,-46.23231458820445,-45.756368306973165,-49.20003358940854,-40.90274366275662,-46.585218308001416,-48.924334149054296,-50.900642201515666,-46.71872031694419,-48.39042218416486,-51.46738155556519,-50.34903489431617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-49.492257800641966,-50.475339334325085,-50.96299449622179,-45.96032943223513,-42.87155725154654,-51.37739165743806,-46.929962546009,-47.49960516257634,-51.30837149934798,-43.80786114178022,-46.602662659537174,-51.069089705115275,-50.6149770464339,-49.35229900490515,-49.392676678985,-50.634629004629886,-50.81781578597494,-50.854720408801356,-47.56096778118834,-50.55137749996949,-46.249503544196806,-45.70012901712726,-49.224166735253505,-41.069934487418266,-46.66240285363394,-48.88325368903764,-50.93791086162284,-46.64044167978489,-48.39914639589898,-51.486624559469035,-50.325707678289284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-49.51918676415079,-50.45082420155772,-50.988772326709544,-45.95452337731429,-42.913865601888475,-51.344699695010796,-46.979925144103646,-47.45748745825153,-51.341687808291745,-43.75755834939884,-46.59408520456911,-51.033880798114446,-50.63909214977307,-49.3126952163275,-49.40048346690916,-50.63616192529308,-50.83544672315287,-50.84424391449686,-47.54386690608048,-50.52649380428217,-46.27375683648792,-45.64774131407446,-49.25010097160272,-41.25966878405495,-46.73327911801028,-48.84419908173313,-50.97581265652433,-46.57002366654875,-48.41027158179229,-51.5061441546436,-50.30492661797399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-49.55011273739995,-50.42690023499682,-51.015887350562195,-45.95127110221095,-42.91500275439028,-51.31262873733297,-47.032860002851386,-47.41815927113983,-51.37561272147754,-43.72431139576012,-46.58961563164212,-51.000043985682055,-50.663843687175515,-49.27195925490027,-49.41283999371157,-50.641993178347974,-50.85637445916316,-50.83466753585829,-47.5319116777866,-50.50234276440896,-46.306922582206454,-45.599286340047136,-49.27779237041985,-41.47233843905389,-46.76633612534353,-48.807219953392256,-51.0143419097293,-46.507560305650756,-48.42373751965034,-51.52593523190117,-50.286703246395305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-49.58498555088212,-50.40356969178171,-51.04431183962564,-45.95063039638083,-42.915391171856555,-51.28118735203945,-47.08869027496321,-47.369775617529356,-51.41013855045216,-43.68182450425017,-46.589145656219756,-50.967608923329514,-50.68922335876322,-49.236044820736325,-49.42970958710142,-50.652126043807144,-50.88055809722392,-50.82600768209845,-47.52520091190556,-50.47893206936729,-46.34929430754096,-45.54976881674767,-49.3071982804726,-41.60758380106977,-46.78074380250011,-48.772371771656296,-51.05349350921987,-46.45314516254609,-48.439484918205935,-51.545992976057704,-50.27105669349797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-49.62375527234704,-50.38083360404932,-51.07401670658355,-45.95266057471272,-42.92948719715117,-51.250385796009596,-47.14733691432322,-47.32011407003155,-51.44525599483565,-43.64573177477452,-46.592568155206486,-50.93660411047348,-50.71522375336346,-49.20307499724441,-49.445097492352794,-50.6665656784919,-50.9079568153321,-50.80611655598041,-47.523833663530624,-50.45627083495433,-46.394383153795644,-45.497920518309236,-49.3382759919027,-41.6459000789301,-46.79600106326026,-48.7315761306717,-51.09326103094112,-46.40688017139954,-48.457456339542304,-51.566313148890536,-50.25800080326776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
