,776,798,799,821,843,844,865,866,888,910,911,932,933,955,977,978,1000,1314,1337,1359,1381,1382,1403,1404,1426,1427,1448,1449,1470,1471,1493,1515,1516,1538,1494,889,956,1472,1360,822,1405,934,867,1450,1315,777,1001,1539,912,1517,1383,800,845,1338,979,1428,1495,890,957,1473,823,1361,1406,935,868,1451,1518,1002,1496,913,1384,980,846,801,1474,1429,1339,891,958,1452,824,1407,1362,936,869,1430,1519,1003,1497,914,981,1385,847,1475,1408,802,1340,892,959,1453
0,-51.503051534205156,-50.9455117838133,-50.589095339457025,-47.022052837243216,-44.910468630323095,-50.923134317785134,-48.14556545219589,-46.383017657549324,-42.088846708928656,-45.94774657684393,-50.17602934523587,-50.615224714478245,-47.81715474896138,-48.6878026213742,-51.50161736702397,-51.564031792869926,-51.399346145894015,-51.42113850885208,-51.18541830310377,-48.45857242746811,-47.79074794435197,-50.27115505382874,-50.43872181915675,-45.63157331678745,-42.51830295258526,-51.40893482094729,-46.86468760433823,-47.79067469237174,-51.270431658568114,-44.74581960577832,-47.330765175434664,-50.98693758685549,-50.91848625528166,-51.544476216430624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-51.50449849070437,-50.950024163126706,-50.569657330116335,-47.02833049632411,-44.993990000761464,-50.89196899868833,-48.18180572985143,-46.339349095784456,-42.05328497297668,-45.96448632156182,-50.14039158958382,-50.64564680764101,-47.8210226887401,-48.684470652419435,-51.511452950625774,-51.534995184763034,-51.383143753615755,-51.445560855134346,-51.17088450466521,-48.48030262863931,-47.82447077593048,-50.24965948167459,-50.47408249031748,-45.59208105152784,-42.50836775790791,-51.37457268571046,-46.93054141505165,-47.6950759174904,-51.2921637736864,-44.71811815659717,-47.34958198645907,-51.009619024568806,-50.88933059009672,-51.5417485667508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-51.50812773342217,-50.95742586740096,-50.55067449953037,-47.02449831910172,-45.03914281497092,-50.861524749287845,-48.220312746372144,-46.29943159987485,-42.03912818812947,-45.98433085413166,-50.106444478693454,-50.6766815215351,-47.818544952395825,-48.68402900144058,-51.52223718878997,-51.50889322434487,-51.37065762196062,-51.46517947269328,-51.15747087209441,-48.50764229669182,-47.86440437079339,-50.22889827108771,-50.51087655125751,-45.55644929308034,-42.49829243663499,-51.34081439264541,-46.99902451480433,-47.583685239919255,-51.3110866904009,-44.70249700876738,-47.37037249237577,-51.03233933882074,-50.86314263221623,-51.540919683009434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-51.51395067669128,-50.96768702598112,-50.53214958006077,-47.02327924329558,-45.05748706174772,-50.83181349491614,-48.26103765344813,-46.26336147361383,-42.03990935351165,-46.00721063131691,-50.06777159266959,-50.70832294219773,-47.80105531270179,-48.67955563659305,-51.53395282101702,-51.48575827686538,-51.36187525974131,-51.452420950595325,-51.145203298418174,-48.54067643698424,-47.91045557814008,-50.2088808944779,-50.54907457313944,-45.52478244984191,-42.481208515351156,-51.30767164125865,-47.06441441840809,-47.46419707269965,-51.33069390950166,-44.69901803334664,-47.39307527191184,-51.05538369139319,-50.83995358932874,-51.5419732781976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-51.52197858648772,-50.980775660755015,-50.51408564281569,-47.02474844363189,-45.08709556317142,-50.800468297536256,-48.30393310342514,-46.231241162971514,-42.014233326501184,-46.03305900458427,-50.02370913697847,-50.740564804190946,-47.7905567528055,-48.6620656883667,-51.546580265365655,-51.465628942554304,-51.356785763563636,-51.44340271879395,-51.13410788741989,-48.55455337753468,-47.961791053772195,-50.189615554799516,-50.58864783293312,-45.49718839189099,-42.4854226653305,-51.275153011825914,-47.12772126894883,-47.347374393413524,-51.35097485294204,-44.707751734735425,-47.41763192256912,-51.07875097331248,-50.81532042440764,-51.537497621426624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.532222283585234,-50.9966615702351,-50.49648572736711,-47.02898207312969,-45.12782600800208,-50.765396544897115,-48.34895316873053,-46.18146228540177,-42.00051110738247,-46.06181049882677,-49.98136013162595,-50.77340194660088,-47.787171578389085,-48.64914477299444,-51.556201230404504,-51.44142157994165,-51.355379387693375,-51.438116510774194,-51.124211545479746,-48.549561245833644,-47.995942298233565,-50.1711109558927,-50.62956712048097,-45.46032987946531,-42.51063671726472,-51.24326887415683,-47.173586472740084,-47.23326740598614,-51.37192215470626,-44.683083780119624,-47.44398627762361,-51.10244190191274,-50.78544389592216,-51.52461988939476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.544189874986735,-51.015315780539495,-50.4793532834729,-47.0360592019223,-45.17954204555818,-50.73105936404013,-48.396051073067625,-46.12526959977,-41.988305472660905,-46.09340293970779,-49.94076080068218,-50.80255772354724,-47.791026319461565,-48.64071446387748,-51.56392012133886,-51.42012510287149,-51.35764815800927,-51.43655361123088,-51.115541651225314,-48.55010121136398,-48.03602503521299,-50.15337665424169,-50.67180743281249,-45.421538460216254,-42.526643421597505,-51.21203007309782,-47.22195536927762,-47.121933265681605,-51.39352678679481,-44.66262216782291,-47.46345444998931,-51.12645497140602,-50.75859102859436,-51.513655385964924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.54128569831305,-51.03670993341985,-50.462692291073346,-47.04600235868294,-45.21475389211648,-50.69746769925888,-48.445183939959584,-46.06174842012743,-41.98679688657661,-46.12777510119939,-49.901943891884414,-50.831798331581496,-47.80225573676236,-48.63669746996731,-51.57256177668372,-51.40193705515639,-51.363585474475535,-51.43870670640315,-51.10812668786478,-48.55622920639149,-48.081937379943575,-50.13643127725652,-50.71534052229812,-45.38680615564064,-42.518339101337745,-51.1814476015931,-47.27276726989152,-47.01342742360271,-51.41577973805993,-44.64189150260154,-47.47899282649408,-51.15078986263802,-50.734787847924366,-51.50458650972607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.540609882673046,-51.05461289150807,-50.44650587497489,-47.032780474003786,-45.20707356700665,-50.66463090830947,-48.48442758702965,-46.002144672810616,-41.95718236906419,-46.164868051471444,-49.86494370530667,-50.861579805740405,-47.811642986341944,-48.63701820270449,-51.582108881974634,-51.3868923492591,-51.37147585558359,-51.44456921772547,-51.09106613488584,-48.56800288143874,-48.133579588948656,-50.12027965655988,-50.76014076463041,-45.35624262408373,-42.53071520360358,-51.15153096467726,-47.32596567318404,-46.90781052433154,-51.43867239522011,-44.61668681764097,-47.496184644998685,-51.175447027605195,-50.71406021389863,-51.49739855475575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
