,568,590,591,613,635,636,657,658,679,680,702,703,724,725,747,748,769,770,791,792,814,815,837,859,860,882,904,926,927,949,971,972,993,994,1016,1017,1038,1039,1061,1083,1084,1105,1106,1128,1150,1151,1173,1195,1129,793,1062,905,726,681,950,838,995,1196,1107,614,771,1218,704,569,1040,1174,883,659,928,816,1085,1152,749,973,682,592,1018,861,637,1130,794,1063,727,906,660,951,1219,1197,839,1108,996,615,772,705,1175,1041,884,638,817,929,1153,1086,750,683,974,593,1019,862,616,1131,795,728,1064,907,1220,661,1198,952,840,1109,997,773,594,1176,706,1042,885,639,818,1154,930,1087,751,684,975,863,1020,572,617,1132,796,1221,729,1065,908,662,1199
0,-51.060070526095856,-50.79945523724034,-50.92034072942485,-47.75681577304107,-45.40483425088924,-51.65673570121204,-47.576016499299456,-47.80271499015662,-51.02780676576657,-42.21917456424186,-43.30847608418573,-50.76069819628255,-48.66879848871376,-45.82374114933992,-44.57066596989656,-50.205719090236165,-47.66962493913433,-47.80098781546796,-51.2604749398199,-48.269572328675025,-50.680215051928045,-50.072636743137,-48.892258334316054,-49.85744857181697,-51.57247733724844,-49.55016234184586,-49.347940215358406,-51.16220144735063,-49.99942012191379,-48.14657122735091,-49.02516550007326,-50.41776993778071,-51.581518589195156,-47.205588570807635,-46.09159616864978,-51.24047571769181,-48.783623304034684,-47.07548502267227,-42.46380790005809,-44.67882122154329,-49.42225102198201,-49.459880027827616,-44.96164107522028,-43.74751571182175,-48.030202387513,-50.004185555113935,-48.931837120448606,-50.165136564639994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-51.069501859667696,-50.80279753830433,-50.89632070555772,-47.74271798954965,-45.43423168967644,-51.63127434731132,-47.63800809906176,-47.75435102974154,-51.0514537055921,-42.18161108679268,-43.366041544310825,-50.717019790596964,-48.70209355431659,-45.77075341199237,-44.55235119918886,-50.17866761440959,-47.69894212137369,-47.763583159581565,-51.28975376981578,-48.32018280636007,-50.692481715683215,-50.04112005783312,-48.87785943357612,-49.89789940816712,-51.53561995551585,-49.5081332315782,-49.383465917347635,-51.18058851630303,-49.99065474919466,-48.13931195091509,-49.06786406984289,-50.38432853826406,-51.61924677869321,-47.21586271392944,-46.197489667399296,-51.20195496813676,-48.813421752353186,-47.01774536405409,-42.37677859911085,-44.74085260082428,-49.37579502414251,-49.495737720202925,-44.90860433265596,-43.774669077222356,-48.06044501425245,-49.97231055666752,-48.93429953646435,-50.14830120937369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-51.07821763432302,-50.805057682194445,-50.87276069587138,-47.7258259629068,-45.47535779270943,-51.60635045993577,-47.68916427734019,-47.707943670327424,-51.075905843953194,-42.15755866916895,-43.435468112043566,-50.671626663271496,-48.73690819905822,-45.72359336448585,-44.551726864145465,-50.15364338454881,-47.73158593931328,-47.73450486322108,-51.319686457697394,-48.349017708039874,-50.70652223481444,-50.01336218221227,-48.85588293975508,-49.94197073295525,-51.50044301546196,-49.47180305198675,-49.390853596077704,-51.191473192843546,-49.969154009861526,-48.13127676693139,-49.115341437668796,-50.35204141235768,-51.65806609926136,-47.202308841375576,-46.1803757735807,-51.16399258777672,-48.84592336483352,-46.962505076848906,-42.311957693627534,-44.806362872428274,-49.330578962294716,-49.53276588309062,-44.848190408071176,-43.81026073766344,-48.092036023740185,-49.941205764588645,-48.942016778253965,-50.13366620040159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-51.074158040202555,-50.79906318589139,-50.84966425642831,-47.70078495255625,-45.52823094571343,-51.58196918991335,-47.7439127110085,-47.663531627580184,-51.10114914568179,-42.1293427412402,-43.516380838502144,-50.636938617935755,-48.773208931619365,-45.682435123785964,-44.54754487903794,-50.1080807167869,-47.767464983580226,-47.71387507539826,-51.35026284335508,-48.361241021564794,-50.722295581425165,-49.98942449030643,-48.84166437525507,-49.989609940340344,-51.46697661379185,-49.44121199982088,-49.3930356269171,-51.204573858382815,-49.948362363493,-48.131991262053795,-49.1675182840748,-50.320936099970936,-51.69795802568728,-47.178645800367896,-46.120841062966775,-51.12659612686486,-48.88105308331912,-46.90983213145905,-42.27010986246636,-44.871513226200875,-49.27970427650383,-49.57093965031064,-44.79236723848022,-43.83489423057166,-48.124955430127144,-49.912618592247014,-48.950895605747604,-50.12119081940205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-51.07255439500578,-50.796447625500385,-50.827036114831074,-47.678131029822374,-45.573156882971986,-51.558137314450946,-47.80214623383404,-47.621154588929244,-51.1271668367695,-42.112841628628,-43.608420174034414,-50.60226986204047,-48.810964105816275,-45.64745777706424,-44.55140607111214,-50.062476727681755,-47.80649050301924,-47.70182141942932,-51.381472332087284,-48.369986216927586,-50.73976310483068,-49.965361133168685,-48.83518346984474,-50.04076520531335,-51.43525049671213,-49.41640550766448,-49.40162593231172,-51.219848465270125,-49.93072081084988,-48.14146143581204,-49.21742388481007,-50.29104023386955,,-47.16151326441149,-46.075329267734034,-51.08977336859556,-48.91874152665186,-46.859795426186686,-42.25152371065916,-44.922440361209595,-49.22535286902924,-49.61023706518585,-44.74497370115246,-43.86503578476532,-48.159184845384914,-49.88659113646685,-48.94461929863189,-50.110830905011944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.073422535136686,-50.797164795893615,-50.804880591639794,-47.65793360902101,-45.59301969433352,-51.53486151824883,-47.863762228298796,-47.5687297632407,-51.153944732970196,-42.11528437316232,-43.66906923692223,-50.568212873411554,-48.850142210010496,-45.61884456427574,-44.52589902107825,-50.0188961843414,-47.84591675493881,-47.698484529800425,-51.41330459468427,-48.35993821829108,-50.75888661216199,-49.9375244734835,-48.836423785977516,-50.09538861096685,-51.405294993819666,-49.39743051240385,-49.38499133482952,-51.237256395596226,-49.91629452771118,-48.15970229984088,-49.25077993254863,-50.26238135543477,,-47.142849014820136,-46.040475406599,-51.05353098484882,-48.95891835027109,-46.81246816277188,-42.25653576507928,-44.97164443800617,-49.17230606471647,-49.65063378232213,-44.68782283815059,-43.8744498767845,-48.18582160660357,-49.863166681902655,-48.911467731893595,-50.102544461321834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.07677681695634,-50.80116794500696,-50.783201117767035,-47.64026128525761,-45.624642666009805,-51.51214803169716,-47.9286604116258,-47.51148999022925,-51.18146894623668,-42.111821048229174,-43.69397891678215,-50.530101676342696,-48.890715163472876,-45.596793911975126,-44.479365802004565,-49.9633583716312,-47.869260748568394,-47.665758888042056,-51.44575077953357,-48.35668122059055,-50.77962872039671,-49.91360837203946,-48.8453759865068,-50.15343086447469,-51.37714158069456,-49.384338669472506,-49.37274317681758,-51.256757838995796,-49.90515025470437,-48.1581501597082,-49.267636442354714,-50.23498970014082,,-47.10362873396427,-46.00693775937211,-51.01760373920902,-49.00151794903052,-46.767925420971245,-42.230212126797056,-45.02839921278393,-49.120592516734774,-49.69211000686697,-44.64095035088861,-43.89480637723742,-48.210753501996294,-49.842388441422145,-48.882697009765465,-50.09629088107636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.082632836202286,-50.80841465193565,-50.762002933897875,-47.625185592297385,-45.667950583368075,-51.49000457106393,-47.99674484974037,-47.456282824554975,-51.20972415292765,-42.09371218316868,-43.73007513571192,-50.49040318245418,-48.93265257580806,-45.581507422713116,-44.43899727591827,-49.907550083177696,-47.89561669870111,-47.63793068259894,-51.478799622902756,-48.360102699554915,-50.80195248872134,-49.893672985247726,-48.86203765523806,-50.214847570516845,-51.350821250767154,-49.37718450741195,-49.36682036617118,-51.269071992726,-49.89329088513236,-48.159553405952195,-49.28901205575307,-50.20889532358564,,-47.05060502769441,-45.98664163355609,-50.978765357834426,-49.04647605088861,-46.71497881945968,-42.20881876954452,-45.07176519730828,-49.07024026991355,-49.73464275129528,-44.59806097311944,-43.92588101663964,-48.236331482697786,-49.819871684448614,-48.85920206351754,-50.09202892414748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.09100593264479,-50.81885911435183,-50.74129005023749,-47.612778638533825,-45.72287522951571,-51.45886933014677,-48.06792312828244,-47.40314970549952,-51.238696887565396,-42.09489227476265,-43.777082386711285,-50.45990455671575,-48.975926490551124,-45.57319672447713,-44.416036263093766,-49.853842507717815,-47.92490169666714,-47.61918270121748,-51.509643368568405,-48.37009569411023,-50.82582242524143,-49.87777853483739,-48.88641102735805,-50.27371470251276,-51.32636879906912,-49.37602682920534,-49.367146633172084,-51.28203926066574,-49.86986285284493,-48.16972929037646,-49.31481943781884,-50.184126037453865,,-46.99337280094038,-45.97927225152543,-50.94056122040137,-49.093729651685514,-46.66390545019492,-42.1923120729641,-45.12054978580523,-49.02128150682596,-49.77821338360216,-44.550861048000215,-43.96745764162546,-48.257497921743195,-49.777134795527076,-48.8410316439126,-50.08971910221182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
