,79,101,123,124,145,146,168,190,191,212,213,235,236,257,258,279,280,302,303,324,325,347,369,370,391,392,414,415,436,437,458,459,481,482,503,504,526,548,549,570,571,593,615,169,348,616,594,281,527,460,214,102,393,572,147,326,505,259,438,550,192,371,304,125,80,483,528,237,416,617,170,349,595,282,506,461,215,103,573,394,148,327,484,260,551,439,193,372,305,126,462,529,238,618,417,81,171,350,596,283,507,440,216,574,395,104,149,328,485,261,552,418,194,373,306,530,463,127,619,641,239,396,172,597,351,284,508,441,217,575
0,-51.1486361093627,-49.499191215496225,-49.90552494391669,-50.3753704999328,-51.597901193637156,-47.39397056031969,-45.51880730760563,-47.86917574176464,-48.27463280098935,-50.901900408323336,-43.58107513945371,-42.95049590630893,-50.785890720121714,-47.77447331098643,-46.55021938282589,-51.429796195632676,-41.8502959024174,-44.05548899995722,-49.96329766514843,-49.01314182323388,-45.481027041153325,-41.574565971062796,-45.89833073902657,-48.74137550138933,-50.247526342571625,-43.84022156146106,-42.18550400255528,-51.1944672515304,-47.017509435427705,-47.32475401740653,-51.00550237458236,-42.34505029834941,-43.53086478564637,-50.554152925143896,-48.390304209909274,-46.904368616929666,-44.044160669708425,-46.720383327191605,-50.81834210114161,-50.15157968734515,-48.63250216526378,-48.57275487343117,-50.18017302391412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-51.14657311789287,-49.490633094361016,-49.898957978217055,-50.36210634117314,-51.62788924533001,-47.371797628076955,-45.52369287271597,-47.9757395633158,-48.24790196549988,-50.930239975865526,-43.50984362495143,-42.983812512433076,-50.7599121801778,-47.819378185372834,-46.493520040732676,-51.469539106210576,-41.84950308886569,-44.108653751456465,-49.92669584976816,-49.057512644134,-45.41075681068057,-41.67934654657468,-45.96647676725499,-48.691842148955914,-50.27876727756518,-43.79975121831813,-42.243003368316614,-51.15342200089973,-47.06535618342575,-47.25352180229103,-51.0342948380061,-42.33797585814084,-43.56870518427974,-50.52139813711122,-48.42444214638285,-46.833524399741904,-44.049633964459986,-46.705384879024805,-50.763479057314235,-50.165204758155056,-48.600046104216084,-48.575128346286405,-50.18166764747127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-51.143035306899264,-49.48633727084336,-49.89643396742879,-50.349595017731524,-51.659181395792174,-47.3533438294121,-45.542068852774776,-48.0864418081554,-48.21172943797224,-50.9594791470579,-43.4524336893891,-43.03873321927745,-50.73477817135873,-47.866885006040185,-46.44093709135379,-51.5081255773649,-41.82742938928574,-44.15514762065637,-49.8912435146753,-49.10343743070207,-45.348267584242166,-41.75948887082661,-46.04072349494159,-48.644142468006706,-50.31103251918943,-43.75856072321329,-42.30418444624131,-51.11304706772646,-47.11677443593577,-47.18524468636431,-51.06386018543192,-42.358282601274894,-43.569287403994736,-50.48960954529388,-48.460416797919805,-46.75981545722224,-44.0318141570468,-46.69518108987382,-50.710013999566385,-50.17964755575864,-48.57283786222477,-48.56892635207561,-50.18466218919039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-51.1339454286061,-49.48631324326098,-49.89789984847568,-50.33785022458575,,-47.33870469139339,-45.56194666406229,-48.15501392131041,-48.16443953622657,-50.98960011730918,-43.40930544615213,-43.114729505036486,-50.70869391924673,-47.91691954347109,-46.39258979521118,-51.54346097304938,-41.78733772893666,-44.20554062140304,-49.856970013324194,-49.150876779031705,-45.29381161577126,-41.82052115106819,-46.10550302283453,-48.59831928065142,-50.34429963431649,-43.73168844322514,-42.39559917868091,-51.07335391355333,-47.171657636422935,-47.120008363176495,-51.09418528974614,-42.280519591142664,-43.58435295567893,-50.458808642224746,-48.49818725356634,-46.66682528037146,-44.02399201593637,-46.68964061434284,-50.657977148060155,-50.19490212891378,-48.54954029689107,-48.568384812873056,-50.18912228286304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-51.12626424191416,-49.49056821792681,-49.903293136069244,-50.326882489080226,,-47.3279755388011,-45.55928240203738,-48.183195999616466,-48.118960773473994,-51.02058378345572,-43.38094453760144,-43.21130273702403,-50.67955166089078,-47.96941342805674,-46.34860539732821,-51.579393995281094,-41.69498940681865,-44.25323474620964,-49.823902892751626,-49.199792051805844,-45.22386519277941,-41.86518626873115,-46.148491318071834,-48.554419482703,-50.3785489861162,-43.70358826482273,-42.37298707260142,-51.034353970473646,-47.22990338807091,-47.05790495773327,-51.12525518252386,-42.20455448025486,-43.6134636201641,-50.429017532920646,-48.537711485162525,-46.541972007437295,-44.035812121569094,-46.688639019554074,-50.6073987636549,-50.21096151820326,-48.48372391419987,-48.56159005767936,-50.195013540581925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.120018261462626,-49.49911404474237,-49.91255441549058,-50.31670365804354,,-47.32125533189912,-45.56989248371145,-48.20871816159023,-48.075327911014014,-51.052412674022605,-43.367863253012956,-43.303560938939896,-50.65127193145127,-48.02429975516449,-46.30911748875804,-51.61591462634529,-41.57565786331734,-44.312393392198395,-49.792073978823844,-49.25014572661185,-45.157294934334715,-41.91009294850857,-46.19727333631816,-48.512490578049906,-50.4137582280089,-43.67323459261357,-42.3686768553829,-50.99605853477441,-47.291412126283625,-46.99902737988257,-51.157058506992286,-42.1574845729366,-43.656199179210795,-50.39487282284153,-48.57895133507551,-46.418987493536136,-44.06736911796757,-46.69205475901299,-50.55830826446488,-50.227804985328774,-48.42331131195711,-48.54008465154857,-50.20230272740428,-51.624437518958146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.1152354279689,-49.51196008589313,-49.92562624693427,-50.30732726122537,,-47.31180154109701,-45.58351748732789,-48.23768769978081,-48.03357662739013,-51.085071163293996,-43.3427622717211,-43.357884345377364,-50.623870785635944,-48.08151426607211,-46.27426144570276,,-41.494473987022886,-44.38259872469136,-49.75367218356351,-49.30190273880804,-45.099257147128554,-41.910542910436455,-46.23564874650682,-48.47258099554197,-50.439764732697384,-43.56922860357613,-42.39301927294114,-50.95847905856462,-47.34796463481899,-46.943475087340374,-51.18958157545877,-42.117391187718994,-43.71216137760164,-50.35577629199493,-48.62186799832027,-46.30093499982209,-44.07248696343045,-46.699770941824646,-50.510738376828996,-50.245423499308174,-48.368389325234176,-48.510474214949966,-50.21095617174116,-51.59145376098577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.11194398730006,-49.529120908298324,-49.942453320078954,-50.29876593928436,,-47.28645441402829,-45.569007642958475,-48.26483542707254,-47.993743026734094,-51.118541791578366,-43.324574328044385,-43.416539867477425,-50.59736283925026,-48.140993209430505,-46.24418185012614,,-41.44022329361696,-44.46345824818286,-49.70448720511613,-49.35361048594758,-45.05000927327841,-41.927935083888315,-46.26463259675265,-48.43474257747326,-50.461253158577165,-43.47783392522997,-42.429534777147154,-50.92162681578131,-47.40557557435228,-46.89135281172935,-51.222811861069,-42.05592405559039,-43.763802599848525,-50.31765623019908,-48.66642483966981,-46.18795401879109,-44.058759711141484,-46.711673686103516,-50.464720780245415,-50.263806859478244,-48.319047370413706,-48.486591618218604,-50.22094090547094,-51.55724920006221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.110172537462944,-49.55060940179762,-49.96298100350493,-50.29103257945878,,-47.26522871891322,-45.567782949248155,-48.29567238306482,-47.95586488290998,-51.152808617742096,-43.32286221615318,-43.47861947732396,-50.571763443552754,-48.202679858514834,-46.2190286916001,,-41.41391779502388,-44.554596058063765,-49.65648758488493,-49.39471779871198,-45.00982196925003,-41.94591857352991,-46.26616520219584,-48.399026781475925,-50.48378519888757,-43.402793038441686,-42.43763312248768,-50.88551593621507,-47.46612845072009,-46.83468225332589,-51.256737590276714,-41.9955251200279,-43.82198225387747,-50.280535253414456,-48.709342817736555,-46.08018520742024,-44.01022546380548,-46.72765439589192,-50.42029011711368,-50.28294481447202,-48.27430631735223,-48.468382188654076,-50.23222609023921,-51.519847050039836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
