,279,301,302,323,324,346,368,369,390,391,413,863,885,907,908,930,952,953,974,975,997,1019,1020,1042,998,257,347,436,931,886,414,976,280,392,325,1043,909,954,1021,370,303,999,437,348,932,415,887,977,393,281,326,1044,910,955,1066,1022,371,304,1000,438,349,933,416,978,888,394,1045,1067,327,282,1023,911,956,372,461,439,1001,305,350,417,934
0,-48.76393138190246,-46.50668697028766,-51.11194926652353,-48.584992672811254,-46.25373406417186,-40.8071919496964,-45.94543172903978,-49.86306718244312,-50.83366235365885,-47.82627765206538,-49.13523890668155,-51.56637032343724,-50.1143329354234,-50.80470494965769,-48.90493068438781,-45.000302016862186,-46.02383528123583,-48.72690170900871,-50.13084707293709,-43.89796368755242,-44.83669828126367,-49.78799911154965,-50.18506558496986,-50.48452788118734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-48.77549326028385,-46.498754761732144,-51.087554076097675,-48.632460882003734,-46.20404405104107,-40.85083234616733,-45.96264640213776,-49.831432515890974,-50.85958227775266,-47.78544111599129,-49.12966948922715,-51.57242388712611,-50.14008539959963,-50.84788512648721,-48.879726192990525,-45.0275250103536,-46.09949431946142,-48.701892797639616,-50.16835367442022,-43.88296528399743,-44.84035857316361,-49.80953585242902,-50.177355531491344,-50.4930550137057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-48.78909808826582,-46.49915688333398,-51.06382351514907,-48.68198359106215,-46.15717076199877,-40.914829032027214,-45.982729258973066,-49.80152645956778,-50.88433541870125,-47.7513158016975,-49.127328240010435,-51.580454162689634,-50.17011094363526,-50.87829638138048,-48.85557584151712,-45.06146520705933,-46.180638647328955,-48.678498538588634,-50.206757908169486,-43.86285726227203,-44.84841349742817,-49.83161561928351,-50.17284217463127,-50.48808791077874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-48.80480514458569,-46.507768244724986,-51.03582294929229,-48.73350966406309,-46.113164927151296,-40.999317782325505,-46.00563252043858,-49.77339461573405,-50.90963772258745,-47.7239685788642,-49.128153476867496,-51.586140597985676,-50.20440441757717,-50.90099773902445,-48.83250431306314,-45.04541874878662,-46.24923633631675,-48.656752168770005,-50.24603796101056,-43.76694654265184,-44.86073620626894,-49.854239014149215,-50.15344633838343,-50.4858637501501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-48.82266657263167,-46.52446640323007,-51.007017607222124,-48.78698676967785,-46.072083456106384,-41.104464022358655,-46.03131047311144,-49.743170746991524,-50.935485069318965,-47.70346446293946,-49.132087922860464,-51.58195640229005,-50.242967009505676,-50.92598999302692,-48.81053665962176,-45.02963786859111,-46.316949600602655,-48.636689135015175,-50.28618199724694,-43.68252491664797,-44.877205096823296,-49.87740517164183,-50.1253359269764,-50.486367365739966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-48.819673495389125,-46.54564088260581,-50.9788718056284,-48.8397739713958,-46.03398123499532,-41.230471778096344,-46.059717499468675,-49.7054730810465,-50.96187343642391,-47.68987783098269,-49.139072252060316,-51.579735910692094,-50.28579442218483,-50.953241355247584,-48.789700515112344,-45.02435206259722,-46.359993854971286,-48.60939722035722,-50.3271745578349,-43.60989633096821,-44.897701331421295,-49.90111422124638,-50.08881596090827,-50.48085977670809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-48.8104431495793,-46.57325638725723,-50.95139074388857,-48.876894810199104,-45.9989149197927,-41.3686318616488,-46.09081027757817,-49.66122111037823,-50.9887993455888,-47.68260793571197,-49.14904914817186,-51.579505987015324,-50.314862948920755,-50.982717677982485,-48.77002248405133,-45.029680715637326,-46.40506018019128,-48.55542093159275,-50.369001247129034,-43.54721771038139,-44.92211296060282,-49.92164577807777,-50.05543235238853,-50.467059817807126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-48.80333773746724,-46.60874755960475,-50.92457902777997,-48.91595377760518,-45.966947172890436,-41.488162666776624,-46.12454643537746,-49.61724777184942,-51.016258210060144,-47.65172043025856,-49.16196365036033,-51.58129394465305,-50.29711124305627,-51.009930940459355,-48.75153092620201,-45.04574663134175,-46.45516689753811,-48.49258129283004,-50.40673514117068,-43.46339432340781,-44.950329096010186,-49.93817036756502,-50.02523501098074,-50.455965069200815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-48.79029341641502,-46.6519988652675,-50.89844163510422,-48.956904843088296,-45.938137936134744,-41.5776629457827,-46.16088459210503,-49.57509191491464,-51.04424676037745,-47.62780544866591,-49.1777604891752,-51.57293204975587,-50.28372417042986,-51.035404276361895,-48.73425493385667,-45.07268244236996,-46.5101612869287,-48.43126981113463,-50.43869587181493,-43.39233617012652,-44.98224539295295,-49.955288379303596,-49.989902250585914,-50.43335499614816,-51.63547847959563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
