,751,773,795,817,818,840,862,863,884,885,907,929,930,951,952,974,996,997,1018,1019,1041,1042,1063,1064,1085,1086,1108,1109,1130,1131,1153,1175,1176,1197,1198,1220,1242,1243,1265,1287,796,975,1154,908,1221,1087,841,1020,953,1199,774,1132,886,1288,1310,1065,819,1266,998,931,1177,1110,864,1244,1043,752,797,976,1155,909,1222,1088,842,1021,954,1311,1200,1289,1133,775,887,1066,1267,820,999,1178,932,1111,1245,865,1044,753,977,798,1156,1223,910,1089,843,1022,1312,1290,955,1201,1134,888,776,1067,1268,821,1000,1179,933,1112,1246,866,1045,978,799,754,1157,1224,911,1090,1313,844,1023
0,-51.201294590455575,-48.91281595611655,-47.869946115597564,-49.383213560739904,-48.43434000593875,-44.652893889516996,-44.73433684117522,-50.46748610828598,-48.588796921339565,-46.02168333315592,-41.42423556890258,-44.71584830530518,-49.41386665197669,-49.45779918634558,-44.79865252221696,-41.62356444364499,-46.10999274091725,-48.31839112138233,-50.446275294713836,-43.42727892423174,-42.88778692989045,-50.77974101392563,-47.72088727877463,-46.68218240498031,-51.4233098929511,-41.80362050209828,-43.930408347299576,-49.93458030001566,-48.8164183330774,-45.51180023657891,-42.16382334344331,-45.94931164988146,-49.57254359062277,-50.175817343883935,-46.81144891795122,-45.45280854937812,-48.99770866075212,-50.82174251846092,-49.91315221973068,-50.46965540407234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-51.18949959627002,-48.91153631073726,-47.897204111692645,-49.42668458365208,-48.40878090249791,-44.67029987926027,-44.76371796802961,-50.44915125000244,-48.636383115761895,-46.00319282107112,-41.41800822200895,-44.76918764394503,-49.3727208943607,-49.50173355763891,-44.76038240008883,-41.679344650459,-46.13876489661606,-48.2786378135543,-50.47288411148194,-43.40668752774196,-42.945872551066415,-50.7419634622501,-47.77410161340061,-46.62464864826553,-51.45980995893212,-41.805490253118826,-43.98196640893083,-49.894172339504294,-48.854263647766665,-45.46679575244767,-42.16563756423511,-45.95743695147035,-49.540650867276376,-50.19620780890381,-46.81634983612195,-45.50668519145404,-49.0186178289363,-50.802074686807465,-49.87048251674396,-50.478894125505704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-51.17835479142962,-48.91351912453763,-47.93188236590118,-49.465826428891376,-48.38480249197162,-44.684359385098645,-44.79853865039768,-50.42823081996217,-48.68466684329263,-45.989623746458065,-41.43830606704391,-44.78040016624501,-49.33103891225728,-49.54693072587992,-44.6985402213814,-41.74832689199608,-46.17267226338996,-48.241178378376375,-50.50047713512601,-43.391895663751264,-43.02501405275702,-50.70498737211465,-47.82995629051041,-46.57090252739696,-51.49299822314817,-41.80706407639654,-44.013258069754016,-49.854853524839065,-48.89377233432583,-45.42899374660977,-42.19797495345734,-45.97044705317383,-49.5105057458308,-50.21277939046831,-46.727751072341306,-45.56940514308174,-49.038115538390635,-50.78136327587157,-49.832553324058864,-50.490747959467235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-51.167873551603186,-48.91883121016278,-47.96793962620161,-49.493271497047886,-48.36243433105008,-44.682960415138936,-44.846683398617486,-50.408195686535066,-48.71796964017585,-45.98113005335983,-41.47167893063232,-44.8011788580811,-49.290780443366245,-49.593361096032496,-44.62592457148997,-41.82004109101289,-46.211555927272585,-48.20607007439179,-50.52903621545465,-43.35966791116032,-43.1100939628725,-50.66882527544661,-47.88837985584812,-46.5035142861515,-51.52682406076665,-41.80109379229673,-44.057453996604316,-49.816648511208825,-48.93490544904826,-45.39862849369757,-42.214171269273365,-45.97182138831915,-49.46693325368898,-50.2303222711161,-46.60378382451221,-45.640904248770866,-49.056210329033334,-50.74807737092024,-49.799381989293536,-50.50519148479076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-51.158070312417756,-48.927540795252405,-47.97111816773771,-49.5237266710956,-48.341710863960294,-44.66716264161462,-44.90776409447436,-50.377727564650286,-48.746492498102384,-45.969673118218566,-41.51976707767994,-44.83122241698034,-49.25198008779819,-49.64099489024954,-44.56385301355526,-41.86366844834981,-46.255263985370746,-48.17337278578733,-50.55854548077023,-43.323856683770174,-43.219445572598744,-50.6334914022936,-47.94930000263165,-46.4346018006768,-51.56127635038875,-41.80743208917785,-44.114113931751845,-49.77958220620141,-48.977624341916474,-45.37594371578202,-42.238606006486364,-45.977557020147984,-49.42126676275667,-50.24882107776385,-46.48851571776093,-45.72111500919263,-49.075780012576416,-50.71722522817848,-49.77098822251327,-50.52219585083847,-51.68031598093546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.14895794202775,-48.93661060282675,-47.981755037311096,-49.55712436789432,-48.30831671788965,-44.663592423353755,-44.962521275764125,-50.346374462412655,-48.77714826209589,-45.95153974947919,-41.582374896847966,-44.87024148581323,-49.21467263363447,-49.689802583440056,-44.51270808300585,-41.92081069055789,-46.30365013747556,-48.14314972638935,-50.58898599948527,-43.308842323213945,-43.32805601657987,-50.59900042372767,-48.0126501235896,-46.36970245270504,-51.59634455544315,-41.808007256068564,-44.182821636882245,-49.74368013979848,-49.02189191671883,-45.3464231985987,-42.2830823896048,-45.98792221653814,-49.37733774734149,-50.26826173130648,-46.38210759562436,-45.80998845733057,-49.09679200897375,-50.688851662573825,-49.747391493119466,-50.54173709220568,-51.64556091370944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.14055207760667,-48.93989255582199,-47.9997857562359,-49.5933975094935,-48.275397837766896,-44.645688201831945,-44.96783440455776,-50.31514413065114,-48.80988184151539,-45.9232414227377,-41.64351861420872,-44.9179614079211,-49.178895161085556,-49.72849792039107,-44.45243767320474,-41.933573254985994,-46.35657512349945,-48.11546546658094,-50.620343025065466,-43.29282008130777,-43.321621532860924,-50.565366690896624,-48.07836434675666,-46.30893528261837,-51.63201875894575,-41.797752235323706,-44.26318394831466,-49.706837072449176,-49.067672952163235,-45.29168155800115,-42.28671848974426,-46.002791171524365,-49.33518905874563,-50.28864530607301,-46.28474342566331,-45.907471508779906,-49.11921221292671,-50.663002308232954,-49.72416389466918,-50.56378636312547,-51.61120070477833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.12535452768966,-48.94663628050626,-48.025154511942546,-49.63248314917635,-48.244036617835164,-44.61942454535519,-44.98607967290581,-50.27987133776594,-48.84463716957745,-45.878944091672224,-41.70144647644379,-44.97411839968837,-49.13539967242972,-49.76522154393611,-44.36892170774722,-41.95892515866382,-46.41390410091528,-48.09038622602099,-50.65259860773089,-43.260613532736166,-43.316712300901,-50.53260417448922,-48.14638122375637,-46.25242667443246,,-41.74463547669038,-44.321033369782555,-49.659146511954184,-49.11493188480786,-45.227085945090096,-42.241284506496875,-46.02203805298917,-49.29486511552463,-50.30993958707161,-46.19660384506565,-46.01352267490614,-49.143008832370754,-50.63972452602133,-49.701025196224734,-50.588320534171025,-51.57724001986505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.11013716785322,-48.94497810215139,-48.054651750994104,-49.67431867279545,-48.21426546901911,-44.60612799141352,-45.00853442142352,-50.24549551168554,-48.8813637011006,-45.83970013751614,-41.75280639855125,-45.038462766151326,-49.08900455531695,-49.80311936040417,-44.29663967929915,-41.940477331950355,-46.47550831254428,-48.06798116067089,-50.68389621711309,-43.25044053091453,-43.32067414937106,-50.50073015035335,-48.17923812217414,-46.200306669957314,,-41.65466917003718,-44.37971573198357,-49.61261658650309,-49.16363661199413,-45.170263698775834,-42.20933293353693,-46.045546478409705,-49.25641209202393,-50.332131628538775,-46.11788745671424,-46.12810354622095,-49.16429020106755,-50.6162504533894,-49.682677783301514,-50.61531409812198,-51.543681259276035,-51.624904470745705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
