,15,16,38,60,82,83,1143,1144,1165,1166,1187,1188,1210,1211,1232,1233,1255,1256,1277,1278,1299,1300,1322,1323,1344,1345,1366,1367,1389,1390,1411,1412,1434,1456,1457,1478,1479,1501,1502,1523,1524,1545,1546,1568,1569,105,1435,1189,61,1368,1301,1547,1480,39,1234,1413,1122,1167,1346,1525,1279,17,1458,1212,1391,106,1324,84,1570,1503,1145,1257,1436,62,1190,1369,1548,1302,1481,40,1235,1414,1123,1347,1168,1526,18,1280,1459,1213,107,1392,85,1325,1571,1504,1258,1146,1437,63,1191,1370,1549,1303,1482,41,1236,1415,1348,1169,1527,1124,19,1281,1460,108,1214,1393,86,1326,1572,1505,1259,1147,64,1438,1192,1371,1550,1304,42
0,-49.17124931809097,-48.742407940381405,-47.64359086312282,-49.21800724697803,-51.58740070865481,-51.55864495328323,-50.46379450145068,-51.391429519209524,-50.13155638018788,-48.59081060925974,-51.34020807021513,-46.372655482913856,-47.19174177059589,-49.5134163944622,-50.21655267249201,-45.038355650470116,-42.54217460858307,-51.60659276859403,-46.525651147895914,-48.05762178430081,-50.66805843246919,-42.89659714496807,-42.67414916431601,-50.79424957829747,-47.832453210873936,-46.672072146864274,-51.63102143155661,-42.05921610650555,-44.47307322522352,-49.92179165238606,-49.16675697609797,-45.25242301719864,-41.217509904544094,-45.925875482128404,-48.52483970076128,-50.23154648785123,-43.56195205041718,-42.08727353334693,-51.374979524093874,-47.04702125500937,-47.68014759899519,-50.999346224172825,-43.880375979351996,-45.251717420691676,-51.17881588086975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-49.210566802621074,-48.72727416911738,-47.62671724994901,-49.243036923610255,-51.60834807520962,-51.5350581588328,-50.45300717284669,-51.36421717214687,-50.14596405283108,-48.589789521793065,-51.37564797590187,-46.441919013042906,-47.24579028634473,-49.47467625557681,-50.25886642562766,-44.98125702258483,-42.516119795101616,-51.571713494496905,-46.61060457494419,-48.01506130747367,-50.69080050731975,-42.86192017221989,-42.737271195833785,-50.767650689264926,-47.86646258638051,-46.62344076116394,-51.67434601306766,-42.06969393818354,-44.518104123250296,-49.88069617209672,-49.218673436394894,-45.1963698279838,-41.40546696285571,-45.99333626156997,-48.483192016443155,-50.2614321245903,-43.47121204734566,-42.09607442215882,-51.355153459693376,-47.10939010782111,-47.632815934091504,-51.02944294403305,-43.85828052585204,-45.24478384543354,-51.15189729129308,-51.67674930177424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-49.25090256663155,-48.716478185176236,-47.61766756629589,-49.27035785232099,-51.629687759294626,-51.50772122495798,-50.44529944770724,-51.33675128418319,-50.164520708901755,-48.554762318581666,-51.41284588855214,-46.48476414519226,-47.29549738177028,-49.4369202664609,-50.302355342361636,-44.930995675074605,-42.51949036492975,-51.53740977471797,-46.69949663934279,-47.95151946100507,-50.714462488002724,-42.79637052757732,-42.797220971722766,-50.74193298982284,-47.903069889930194,-46.57937770357766,-51.718225245768025,-42.03784229723476,-44.574633127583276,-49.84072969207258,-49.259949549179815,-45.1484533018045,-41.56391912621959,-46.066771981424914,-48.443527433038994,-50.29234257044914,-43.39586244469746,-42.080735751103134,-51.336104174897514,-47.17452480169834,-47.58841896969805,-51.06022698966564,-43.8358493880046,-45.24597948524074,-51.12602220930846,-51.669858649929516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-49.2922379057505,-48.69332359831546,-47.60470726449994,-49.28717340316886,,-51.47396317820001,-50.44069422792292,-51.308010247094785,-50.18718087535241,-48.51801652686301,-51.443605304625095,-46.49609523406443,-47.34038387443156,-49.40016983378623,-50.34699292217453,-44.88775178033241,-42.551673318635714,-51.50369138238544,-46.79220952357515,-47.89015230618824,-50.739027517518196,-42.70515021308243,-42.82382758977388,-50.71433857217183,-47.942210665485064,-46.54002178001864,,-41.99775979680223,-44.63873395100518,-49.801921517603354,-49.30160887316514,-45.10387474374592,-41.693232623885876,-46.12739421470836,-48.40589533883992,-50.324257666082445,-43.336499964947436,-42.091609769099094,-51.317493178404916,-47.24235042581874,-47.54716025980166,-51.09168757605982,-43.79306730229588,-45.25508920291149,-51.10071060761857,-51.66253735117923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-49.33455460516414,-48.64893110725326,-47.590894214167186,-49.281554123769816,,-51.4431405226189,-50.43921662916028,-51.27969072510824,-50.21390075065333,-48.48329927801974,-51.472233503576454,-46.47076159397721,-47.391044573426115,-49.36444263628937,-50.392755839107764,-44.851713972252725,-42.59809037247042,-51.470567950275196,-46.875598252479975,-47.83101282405099,-50.764478422997215,-42.55948523016482,-42.871846530595796,-50.685355606469116,-47.98382630340596,-46.50551755569553,,-41.97204517265132,-44.69484017986798,-49.764297728947284,-49.344722250021825,-45.049085444554926,-41.78900489002589,-46.19094889599224,-48.370349206049994,-50.357160858579064,-43.29375639814718,-42.10337433019479,-51.28992807633948,-47.307596870739054,-47.5091224836758,-51.12381488181953,-43.74952305467785,-45.27191004905017,-51.063390288838946,-51.643676480759254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-49.36988722025105,-48.60007900886684,-47.58489724912132,-49.27823353849567,,-51.41527448499097,-50.44089186494213,-51.25179646656308,-50.24463849830683,-48.45066714396896,-51.50259395457898,-46.44453626253939,-47.44730045430345,-49.326490711604585,-50.43658690508407,-44.823074500969426,-42.64747824708288,-51.437905897763656,-46.94159021798349,-47.77416304669038,-50.79079935335205,-42.43618997623123,-42.934329758685614,-50.65727891131243,-48.027856658548735,-46.47601200857256,,-41.91844100648076,-44.74827379074498,-49.727888758008596,-49.38925560063139,-44.98021242245022,-41.845749277920554,-46.24240450051984,-48.33694101794988,-50.391026844418306,-43.26158048443966,-42.12239936674464,-51.2540115773622,-47.35751689789264,-47.44397016629606,-51.15659663187988,-43.71622612587339,-45.295646501018325,-51.027077754658386,-51.627290656633434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-49.40357951347649,-48.55566453145762,-47.586703510450555,-49.277155321918954,,-51.390392114102845,-50.445746042145636,-51.22433307793784,-50.27935087921495,-48.42017949276826,-51.53465285431814,-46.42853942975626,-47.47356063520733,-49.280854905717895,-50.47172369946155,-44.8020362576457,-42.683953464515355,-51.40024970205147,-47.01122986186152,-47.71838387726835,-50.817974654542375,-42.33589177266196,-42.9774542995293,-50.63012705299515,-48.07424625438288,-46.45166526857339,,-41.90187970014705,-44.79244361883321,-49.68523650522694,-49.435175481247626,-44.91993286810447,-41.8624645983591,-46.296082277081645,-48.30562708793549,-50.4258357345048,-43.201482104085656,-42.11778263893808,-51.208389985561666,-47.41005897336551,-47.38156432226261,-51.190024180934294,-43.687528560327436,-45.324140951531376,-50.99179165052992,-51.61336749835402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-49.43818812771426,-48.51579616599587,-47.575194243758574,-49.27826704201405,,-51.36851801230797,-50.45380400637256,-51.1973059271967,-50.318001732083474,-48.39189479109677,-51.56837789176208,-46.422897724260544,-47.501397027883016,-49.23628308364271,-50.50796646994221,-44.78880947116007,-42.6610270177893,-51.36319930339488,-47.06125305556541,-47.654858712259056,-50.84598857231646,-42.25926023244082,-42.98551781687431,-50.60391499335385,-48.12293979997405,-46.43263702489938,,-41.89398927381045,-44.832379043838074,-49.636762778700785,-49.47800862879984,-44.8685077798136,-41.84780683529983,-46.346249885741706,-48.26035470600547,-50.46156905906446,-43.14609278066691,-42.138280458293266,-51.162051979055285,-47.46515934021146,-47.322403805295934,-51.224087111293706,-43.679686233631884,-45.359616073781474,-50.95755429016913,-51.60189861722186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-49.473697530363204,-48.466379126064105,-47.56101766979205,-49.28151596414,,-51.34732529004946,-50.46509479272782,-51.17072099768754,-50.36055148056292,-48.36587648894299,-51.6037376389431,-46.42774640692299,-47.53466547624812,-49.1927958443063,-50.54529252997802,-44.78361094731576,-42.66022339540502,-51.32676436036072,-47.113317595078584,-47.59383286099991,-50.87482701944588,-42.20700758168134,-43.01364448431598,-50.57865928444835,-48.17388470042725,-46.41909817366547,,-41.91459220639012,-44.84333862745728,-49.58951131389689,-49.520733146140536,-44.82621100725928,-41.83691678575728,-46.38096035923124,-48.21719357117892,-50.4982089494339,-43.10940521927533,-42.18314786426741,-51.11639894800585,-47.522756461293184,-47.26659525499359,-51.25877522741447,-43.68903246892724,-45.40189705192263,-50.92438667657872,-51.590874187314796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-49.51008880781021,-48.415688218494026,-47.554541107055655,-49.28685154074286,,-51.320847113333855,-50.47964559682397,-51.144582657559,-50.406966627290316,-48.342185412124294,-51.62260653561718,-46.42947249316245,-47.57324076951665,-49.150414452587015,-50.583675900238646,-44.76396990232844,-42.68574301670214,-51.29095369708444,-47.159324794415205,-47.53537104642308,-50.90447434906106,-42.179901881266765,-43.06124563438168,-50.55437921813247,-48.21676312547435,-46.41122748996633,,-41.91633554007954,-44.86437236860776,-49.54351299947384,-49.564796144272705,-44.793328497597074,-41.79634719945017,-46.38450297716905,-48.17619854148071,-50.53573742641905,-43.09199878438699,-42.25169136757409,-51.07144125824168,-47.5827895535648,-47.21425096239847,-51.29407930686586,-43.689468392737155,-45.45081370405724,-50.89231083824993,-51.57883383171352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
