,21,879,901,902,923,924,945,946,947,968,969,991,1013,1014,1036,1058,1395,1417,1439,1440,1462,1484,1485,1506,1507,1529,1530,1551,1552,1574,1418,880,1463,992,925,1508,1373,857,1059,970,0,1575,1441,858,903,1396,1037,1486,1553,948,1015,1531,881,1419,1464,993,926,1509,1,1060,1576,971,1442,904,1038,859,1554,1487,1397,949,1016,1532,882,1465,1420,994,927,1510,2,1061,1577,972,1039,1443,905,1555,1488,860,1398,950,1017,1533,883,1466,995,1421,928,3,1084,1511
0,-51.55928427222665,-49.4267971237597,-47.27963468094545,-47.56334906982741,-48.62796459466505,-41.96322064716098,-51.513187036064345,-44.211616311999286,-49.96552071565195,-49.591277965252246,-46.541085303159456,-46.51021539849221,-49.91719987499201,-50.970263113133555,-50.25213973274045,-51.698321157984786,-50.103188799379865,-49.273433526016845,-50.81030893601702,-47.82119362381205,-44.2380793588756,-45.97350865761979,-47.949515601191436,-50.84936353306804,-42.89246705957073,-44.690503953142205,-51.16195781830288,-49.66727029499233,-49.22169269712186,-49.49934160703645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-51.565923674242484,-49.41406106912418,-47.321370817726844,-47.520849858221375,-48.65470323643561,-41.913510044176554,-51.549944497383564,-44.26469079497902,-49.930669580118305,-49.630283214396165,-46.45502718287172,-46.6250483555488,-49.94102567427878,-50.956483647736235,-50.232537009589805,-51.705354338488974,-50.100261958246946,-49.2912971306412,-50.829643950149034,-47.790759251278025,-44.27444636442809,-46.03295559752436,-47.90645226291882,-50.86857556806548,-42.85395020013529,-44.70930824189769,-51.12775874188992,-49.69198121034806,-49.18473844559416,-49.49533595891705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-51.57323230301113,-49.4027479179553,-47.369644927006924,-47.46920939630604,-48.67040449515632,-41.87942281377576,-51.5795058921353,-44.3243847308624,-49.893996112219334,-49.6669131786234,-46.37607771047505,-46.71806300604893,-49.96595834347727,-50.94561681624925,-50.21772467015407,-51.68980361124966,-50.100893096533156,-49.305278453694584,-50.850891559978834,-47.76248649519956,-44.32564308099195,-46.0965770006064,-47.86179695733583,-50.88865010501699,-42.83135870906756,-44.73209008289978,-51.094536496587686,-49.71734487646613,-49.15162992752702,-49.47575040080115,-51.64154256557459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-51.581193623526495,-49.39289520640096,-47.406354063860256,-47.41926012461399,-48.68905543059508,-41.86130996689335,,-44.39054178674458,-49.85601560196073,-49.69585049568111,-46.30441238835683,-46.790998131418604,-49.991970734901166,-50.932969735126775,-50.207699324525024,-51.67658517659686,-50.10512881038504,-49.32478488363572,-50.8740195883904,-47.73643913833367,-44.39175542151986,-46.16426325407752,-47.81321056814876,-50.90957146336229,-42.79823524371095,-44.758762527797415,-51.062310035668986,-49.74336118976744,-49.12242344664661,-49.45968843546733,-51.608781438732265,-51.627445988397625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-51.58979243169561,-49.38454077305623,-47.43154934249396,-47.37102242844463,-48.71058618006341,-41.83137265788201,,-44.46301336056541,-49.81922235786607,-49.72571946919767,-46.240215069645345,-46.8445003258698,-50.01903568122384,-50.91457258400144,-50.20245522457438,-51.66565989452229,-50.113019493930004,-49.349757428807294,-50.89899467602041,-47.7126804639863,-44.42352728768191,-46.2359084120428,-47.76665739653485,-50.93132282166438,-42.71222485989217,-44.789241220036864,-51.031100110331586,-49.77002871441744,-49.09717709778869,-49.447129807848675,-51.57640977700626,-51.605381424445575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.59901258295152,-49.37772381805676,-47.44581239754068,-47.324518411534754,-48.73493155483273,-41.77921888245754,,-44.51793678730566,-49.78364212299881,-49.75650740772912,-46.183678957900284,-46.8798666265572,-50.047125787465916,-50.883674334251495,-50.20199088387809,-51.656992690406454,-50.12461594445672,-49.36950263659735,-50.92578577029535,-47.6912800337613,-44.43147353811312,-46.3114107186335,-47.722183298876985,-50.95388816898418,-42.63101723135197,-44.81401334895723,-51.00092814746642,-49.79734597460734,-49.0759501113088,-49.43805069843474,-51.544432126737846,-51.583827051320355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.60883886854915,-49.37248280830496,-47.466613428934245,-47.27976955074719,-48.76202645654297,-41.743236063223954,,-44.57341995126393,-49.74930140737327,-49.78820155741442,-46.13500323280004,-46.899030159256995,-50.07621614194477,-50.85569537382007,-50.20630712449099,-51.650547173566785,-50.13676893516625,-49.37498141291536,-50.95436176450867,-47.672305685991454,-44.45425361968668,-46.390671801002725,-47.67983539332757,-50.9772524426004,-42.566247473561475,-44.83856424566123,-50.971814306724504,-49.825311513916944,-49.0567681723915,-49.432431581400635,-51.51285370355704,-51.56278527686083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.61925567983459,-49.368857877699305,-47.48816952361981,-47.23679841305024,-48.79180864203934,-41.72366787551232,,-44.63507540329593,-49.71622668495364,-49.82078875739675,-46.09439825170632,-46.89431604722963,-50.10627936334825,-50.83067436727716,-50.21540466561541,-51.64628855827055,-50.14154421498748,-49.3858665501742,-50.98469239403404,-47.65582857256908,-44.47035272088981,-46.473598393939035,-47.639662233382545,-51.00140081702324,-42.51815520189073,-44.86709274885341,-50.943780442453345,-49.853926167717965,-49.01587980217761,-49.430250012175094,-51.48168009090653,-51.53288538523114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.63024741778955,-49.36688948750976,-47.507206028302626,-47.19562771796592,-48.824216767769855,-41.72076978589683,,-44.701652783904265,-49.68444504586281,-49.854258692836765,-46.06208267082628,-46.876662405192846,-50.1372930150644,-50.80865137906496,-50.22928906994955,-51.64418326838774,-50.15014037298489,-49.40210274657759,-51.01674869634618,-47.64192358812461,-44.49446287762867,-46.56010038227433,-47.60171360701225,-51.026319084260834,-42.48698959677921,-44.8964503554829,-50.91684975268624,-49.88318698301939,-48.97905108556696,-49.42188748611456,-51.45091749255384,-51.50133967685376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
