,272,295,317,339,340,361,362,384,385,406,407,429,451,474,1331,1353,1354,1376,1398,1399,1420,1421,1443,1465,1466,1488,1510,1533,452,1444,318,1511,1377,1332,430,363,273,1422,1489,408,1355,341,296,1467,1400,386,475,1534,453,1445,1512,319,1378,431,364,1333,274,1423,1490,409,1356,342,1468,297,1401,476,1557,387,1535,454,1446,1513,432,320,1379,365,1334,1424,1491,275,410,1469,343,1357,1558,477,298,1402,499,388,1536,455,1447,1514,433,321,1380,366
0,-50.88252374018751,-49.87637284408563,-47.26215589961231,-48.081142875438935,-48.863102027776,-51.09981001786978,-43.45141292132874,-43.11650474414794,-50.562512685613484,-48.46842860232108,-47.0057209684279,-45.34889276878226,-49.17388806363603,-51.66093184163196,-50.49312955427949,-50.5270347057801,-49.338759461447204,-44.990835111840546,-44.71589898539708,-49.86358738414118,-49.070106271043215,-45.32970329614382,-43.26104685863388,-48.11625845313955,-49.68652526222389,-48.42090474759125,-49.976082530650594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-50.9041329010654,-49.856131676119674,-47.283619053133506,-48.12083485673796,-48.826893062740425,-51.12536638180412,-43.395035894446245,-43.20638973214348,-50.52395884355467,-48.51765538585273,-46.93937758090759,-45.38940989730921,-49.18889696249212,-51.64568844105021,-50.50821789817587,-50.54221657861574,-49.31466902346297,-44.97528979187269,-44.750511454315415,-49.8099888378906,-49.10775901542934,-45.283864728612464,-43.24903185892769,-48.147971715622155,-49.656972411923775,-48.42108702479894,-50.00334865824813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-50.9298880429619,-49.83776785006736,-47.312993814689875,-48.156797360661834,-48.79175525973366,-51.151800292769416,-43.34762449219809,-43.252270471488615,-50.47901509250365,-48.56830890222129,-46.877955925860526,-45.43761701641991,-49.20477619258655,-51.63300374427749,-50.518304258714764,-50.55133647337142,-49.289878874662264,-44.965827978885926,-44.79457610023051,-49.75738673498077,-49.14677906470682,-45.239073255135914,-43.24989288075213,-48.17846358483443,-49.63021290621757,-48.40642579672302,-50.03347982745487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-50.95389378082561,-49.82132344888903,-47.350346118056436,-48.18760576583037,-48.75770443785279,-51.17909385358466,-43.29759545120719,-43.294763470648796,-50.43491059240691,-48.62036869932184,-46.82158081192079,-45.493485257055625,-49.22150125976312,-51.62288732511495,-50.53102107344472,-50.55316439222658,-49.259364642375374,-44.94698757943266,-44.84781014576227,-49.70579765138471,-49.18713813867895,-45.19750269731915,-43.26335575968555,-48.20244326908978,-49.606304958647975,-48.39612115667718,-50.066430032602256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-50.97770047594988,-49.80684270057757,-47.3789087355551,-48.222853977210114,-48.72475725392607,-51.20723216083245,-43.252328914607745,-43.31881221519354,-50.39166377211272,-48.67381155439123,-46.770380890433934,-45.55699325833923,-49.23904921932487,-51.61119214454223,-50.52788217663809,-50.5576645592153,-49.229444179640836,-44.91943020157194,-44.90994253991113,-49.655236813844,-49.22880904727016,-45.120044766363776,-43.28916345118551,-48.22188562281015,-49.581515178666,-48.39277664336422,-50.1021625353557,-51.64481669480964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.00562611648871,-49.794370038261974,-47.39838195061539,-48.26242871404038,-48.69160290706744,-51.23619930451979,-43.20352348644509,-43.31796468210833,-50.349289513096295,-48.72861919430571,-46.724488188709,-45.628117393586805,-49.25739526391175,-51.59247551068031,-50.52796418600263,-50.564795910027904,-49.20012417945448,-44.89843746406763,-44.98071227462493,-49.605719832036144,-49.2717659458086,-45.04380964083067,-43.32707505819323,-48.24278258239638,-49.53981288273022,-48.38018004239221,-50.14063056528909,-51.62871181074915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.02268855623998,-49.77679051420914,-47.411017751324856,-48.30622335980557,-48.64948411036175,-51.265981115688966,-43.16274825823228,-43.290830302003364,-50.30780490260256,-48.77885706276754,-46.68404320225898,-45.70683675028606,-49.27651695194156,-51.576298441305084,-50.531264688520196,-50.57451677859575,-49.17141469608598,-44.88419151021317,-45.0449268651656,-49.55726450682075,-49.315983318430554,-44.96032956565911,-43.37686396433107,-48.26510835113629,-49.500979507691625,-48.35663657190893,-50.18179254217689,-51.61603524488146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.033022920690094,-49.75799793334315,-47.423990640485556,-48.354131844842634,-48.60854529718078,-51.29656252809159,-43.128892798498796,-43.27576813238615,-50.26722815307562,-48.82672069822925,-46.649184219745464,-45.793138861025646,-49.29639323981451,-51.562665139613095,-50.534458047064525,-50.586783666673924,-49.143321615115134,-44.87687906126539,-45.09350133919529,-49.50988816303373,-49.36143618481006,-44.87072828609135,-43.4383165021635,-48.288835447053636,-49.46258869168754,-48.3275868283475,-50.21056897552035,-51.60680980673617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.04739870692584,-49.74115567652432,-47.444946960638816,-48.406052979677476,-48.568803869737565,-51.32792881168133,-43.07821535398431,-43.27247051287027,-50.227575613619486,-48.87588677041025,-46.62006418721055,-45.854379570251425,-49.317001507323475,-51.55158005243098,-50.52850401994078,-50.60155996862666,-49.11585503783292,-44.87466410886487,-45.15029099121959,-49.46360781502585,-49.40810135003591,-44.78907265577692,-43.511233824367466,-48.313939425564755,-49.41706707020502,-48.30075712400167,-50.235516665812064,-51.601058457528524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
