,512,534,556,557,579,601,602,623,624,646,668,669,691,1163,1185,1207,1208,1229,1230,1252,1253,1274,1275,1297,1319,535,647,580,1298,1186,1231,1276,625,558,1254,692,603,1209,670,1164,1232,648,581,536,1299,1321,1187,1277,1210,626,693,1255,559,715,604,671,1188,1233,1165,649,1322,1300,582,537,1278,1211,1166,627,716,694,1256,560,605,672,1189,1234,1323,650,1301,1144,583,1279
0,-51.41858242699974,-49.36036303836631,-49.99686980610207,-48.22921159851322,-43.17568392841043,-44.8655849290605,-49.43492758684029,-49.81181250909977,-45.542524216618325,-46.16292732364034,-50.33074189243333,-50.60886022834394,-50.92352554550577,-51.041787189427374,-47.963130077446095,-47.514593627863334,-49.816285657315305,-50.04893019812534,-44.322695073595035,-42.058881238531015,-51.34650500670525,-47.869500815573566,-48.31804379208112,-47.60787885688422,-50.00951359803939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,-51.42005777811276,-49.354051323147125,-50.03339104403692,-48.20779119996188,-43.176037622437455,-44.95163588524705,-49.39521795407249,-49.856207927699046,-45.52665891975604,-46.13410405217918,-50.33438124435463,-50.59650530816722,-50.91122736456566,-51.037342886672185,-47.96758852870656,-47.52929232414164,-49.78814345191053,-50.09488023040827,-44.27259437928065,-42.13469806046401,-51.312986526793324,-47.91136783290113,-48.28376510494315,-47.56352431833573,-50.02320913839497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,-51.415474611178915,-49.351611604720425,-50.0723690328336,-48.187399512836905,-43.18648852798482,-45.01977199023381,-49.35680994961678,-49.90152921806296,-45.4952795457789,-46.11130947059122,-50.33877078518421,-50.5872629658731,-50.883643581397855,-51.03385362395278,-47.977197641737064,-47.550098045989344,-49.76079328074018,-50.14189111701328,-44.22290699595678,-42.20227616660487,-51.280119587367835,-47.954766402571416,-48.23677145280408,-47.524998245665074,-50.03783350441219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,-51.40741930351584,-49.35303351477705,-50.113758218683806,-48.16068157939917,-43.2073226277145,-45.07686925541316,-49.315727161259524,-49.94728385200246,-45.472733247046165,-46.094370807260134,-50.34289269102522,-50.58118111019646,-50.85976196396315,-51.03134197709216,-47.99203517242081,-47.57326108688982,-49.734239066116004,-50.189940054338294,-44.16860876036007,-42.19692893051853,-51.24319814300824,-47.99073359320065,-48.19049039503797,-47.492765399068276,-50.05336109108332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,-51.400461743958246,-49.358307353332506,-50.15440774660717,-48.13392600054931,-43.238819656064635,-45.119257713401815,-49.26312205988281,-49.982810200575784,-45.45920304214505,-46.08312368559645,-50.34695508796026,-50.57831117797783,-50.8395689305324,-51.02982660929062,-48.00054377695389,-47.584188693120744,-49.70848947975638,-50.2390061914894,-44.10256850489388,-42.20434741577159,-51.20681966566839,-48.02118647057849,-48.14756303284918,-47.46223726234827,-50.06976434387938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,-51.39176031394364,-49.367421652209515,-50.18737087930499,-48.10189734368447,-43.27625536756588,-45.15312029004989,-49.21179121208026,-50.012321031768295,-45.45488822653671,-46.07740690455843,-50.35185597400016,-50.57870417577319,-50.823052385377665,-51.01791518126063,-47.99472924135486,-47.60112726818336,-49.68355167217009,-50.28906881686076,-44.04251052786322,-42.224400386901635,-51.1711161561907,-48.05314640918045,-48.10806034493015,-47.43270910946755,-50.08701753534213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,-51.38005996652063,-49.38036725402968,-50.21272860567777,-48.06846537807955,-43.324143027904434,-45.19332221983941,-49.16176452353354,-50.03548649274235,-45.405128738874666,-46.07706630034875,-50.357581084507174,-50.572393983260035,-50.8102001129403,-51.00425229219283,-47.98348892198908,-47.62394349008984,-49.6536374580829,-50.340109044825184,-43.98853107249973,-42.256960289256426,-51.13609848060007,-48.086596499172984,-48.072060072082856,-47.40934144489022,-50.10509479741164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,-51.369441945936494,-49.397136563219334,-50.22895471123354,-48.03611857493611,-43.3344217806536,-45.21208864970995,-49.11103019999162,-50.05961893014288,-45.32709934738202,-46.081950260770945,-50.364115572115324,-50.56453251086328,-50.80100314044795,-50.99155219639508,-47.97758023586849,-47.645636442406776,-49.619253197325115,-50.39210611507346,-43.94073112450535,-42.29951452678205,-51.101780071331675,-48.12152081634166,-48.03963777377749,-47.39210482071037,-50.12052230760997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,-51.35992838520427,-49.417721343843695,-50.247614745662474,-48.004863191243096,-43.291312398384186,-45.234672343905316,-49.05921742244031,-50.08470351051719,-45.25820628858688,-46.09191316635087,-50.37144574706609,-50.559916659087506,-50.79545102931871,-50.97394747794109,-47.97706585595322,-47.66842317541841,-49.58201211144897,-50.4450425564595,-43.8992164763886,-42.31025150567396,-51.06817198993685,-48.15790469156583,-48.01087564907321,-47.38097196870847,-50.135922411725254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,-51.35153778842585,-49.44211416524784,-50.26866383678866,-47.97470621071944,-43.243307103392546,-45.263507863819676,-49.008766125891555,-50.11072547786233,-45.19866544102886,-46.10681254912922,-50.37955686760368,-50.558592413568746,-50.79353570171108,-50.95631388176397,-47.98200793358209,-47.69682335922377,-49.541378180758606,-50.498898899174065,-43.864095720948214,-42.33364466706285,-51.035286081470666,-48.19573379415519,-47.98585464165125,-47.369844710030335,-50.15217286766402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,-51.34429407471603,-49.47030936709409,-50.29205236940983,-47.94565440283736,-43.20204916776068,-45.290952770953695,-48.95970667352947,-50.13767091130289,-45.13494379207633,-46.12651100384868,-50.38843653116665,-50.56060732577919,-50.79524861818075,-50.93965311655374,-47.992473261479816,-47.730700815102665,-49.501577440175204,-50.55365822803134,-43.83548289426561,-42.36957728346048,-51.00313709500923,-48.234991453241676,-47.96466170489266,-47.347257327320605,-50.16924934422805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,-51.33821607748316,-49.502300908313394,-50.31773354203035,-47.91771521644349,-43.17204276577825,-45.30102913500714,-48.912069485601954,-50.16552639284239,-45.05138416397188,-46.150873094881455,-50.398070579573655,-50.566009817855814,-50.800583493450745,-50.9239897820218,-48.00853153759262,-47.76992393089835,-49.46261548240932,-50.60930313215745,-43.79602365364796,-42.41793363106061,-50.97173508532271,-48.275664903734814,-47.927168475856575,-47.330634347590426,-50.18537359525033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,-51.33332646157409,-49.53808478170615,-50.34566460359811,-47.89089700371703,-43.15347874879349,-45.317122398612895,-48.86588865263792,-50.194279535139046,-44.97780532324364,-46.179768867508784,-50.40844771798195,-50.56074990208635,-50.809534070033564,-50.90934674739024,-48.03025268051599,-47.81436462569977,-49.424500532641076,-50.66581604044845,-43.746665447068914,-42.478598604541176,-50.94109489814598,-48.31773944942488,-47.88730111730901,-47.3199331372438,-50.197842145518436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
